factor_name,factor_id,finite_rows,rows,finite_fraction
StableFlow_MomRev_Blend_60_5,3826b8aa2e358c38,301990,305000,0.9901311475409836
Absorption_MomRev_Blend_60_20,72ff2132d824933d,301893,305000,0.9898131147540984
TwoAxis_RegimeScore_Blend_60_20_Compact,0ba72bf05a543737,301871,305000,0.9897409836065574
VolSqueeze_ReturnStd20_BreakoutClose55_VolZ20_RangePos1,772642dc1d6e37ac,301831,305000,0.9896098360655737
BollingerSqueeze20_TSRankClose55_LogVolZ20,646350518bb3c477,302019,305000,0.9902262295081967
DonchianWidthCompress20_HighBreak55_VolumeRatio20,db2d6090efe51f71,304992,305000,0.9999737704918032
CleanTrend_Continuation_Score_RS10_KLEN10_WVMA5,f4bf660db21883bf,284309,305000,0.9321606557377049
ShockyRegime_MeanReversion_Score_RS10_KLEN10_WVMA5,4f8e74b4dadb3eb3,284309,305000,0.9321606557377049
TrendSlope_to_Range_Ratio_10D,b81237e31b3d2e4d,286128,305000,0.9381245901639345
Uptrend_Squeeze_Release_Composite_120_20_60_5_20,633f7354966efdf9,301824,305000,0.9895868852459017
Squeeze_to_Shock_Delta_LogRelVol_20_60_5_20,1cccaf2670140049,302228,305000,0.990911475409836
HighClose_Shock_With_VolSync_60_20,ea14fac47aae4373,301824,305000,0.9895868852459017
FlowDriven_ShockReversal_CLV_DV_ILLIQ_3_20_40,60a768eb5d96c4f9,297523,305000,0.9754852459016393
ShockReversal_Range_CLV_ILLIQ_3_20_40,d05b47ebe0e35260,297800,305000,0.9763934426229508
Directional_ClimaxReversal_CLVsign_DV_ILLIQ_3_20_40,025257b057e4895f,297523,305000,0.9754852459016393
Overnight_Dominance_Rank_10D,4ea13960ec5d11d2,302237,305000,0.9909409836065574
Signed_Timing_Imbalance_ZS_10D,0165d55b285c4d7f,302237,305000,0.9909409836065574
Overnight_AbsShare_Rank_5D,fb91602459ebc65a,302237,305000,0.9909409836065574
OvernightTrendQuality_Conviction_10D,5114f3da8a4d949a,284309,305000,0.9321606557377049
OvernightDominanceShare_WeightedOvernight_10D,7a6b634582ae1c38,302237,305000,0.9909409836065574
GatedCleanTrend_OvernightReturn_10D_TQ30_Range70,0f7be80ebc376c9c,305000,305000,1.0
PV_Corr20_InvVolInstab5,e6580956e1ec1da6,299715,305000,0.9826721311475409
PV_Corr20_InvVolMAD5_CumRet5,97d911761f5c07f4,293487,305000,0.9622524590163934
PV_ChasingRisk_Corr20_x_VolInstab5,749f704445f6ea2f,299715,305000,0.9826721311475409
ATR_Residual_Range_Expansion_10D,2b72b36662a28533,302240,305000,0.9909508196721312
Exhaustion_Intensity_Ratio_10D,b75dc3e0e71e17b6,304931,305000,0.9997737704918033
Ranked_Volatility_Expansion_Reversal,78bb5f16d5df8d5a,304931,305000,0.9997737704918033
Accelerated_Liquidity_Exhaustion_V1,976c63e84fa3733b,302290,305000,0.9911147540983607
Dynamic_Exhaustion_Intensity_Index,79312974ca886603,302299,305000,0.991144262295082
Relative_Liquidity_Decay_Reversal,369703f86a2b3099,302290,305000,0.9911147540983607
CLV5_BreakoutProx20_ZScore_Sum,10aea951a2a2dfd2,304987,305000,0.9999573770491803
TrueRange_ZScore_20D,ed333d9723a1252d,299982,305000,0.9835475409836065
VolumeTrend_10v20_Rank,1ca94fa21bcb931a,304999,305000,0.9999967213114754
Mean_Reversion_Distance_ZScore_20D,3699d931c0cf1a72,302011,305000,0.9902
Ranked_Trend_Exhaustion_Factor,6b483768faa32040,302012,305000,0.9902032786885245
Volume_Weighted_Distance_Reversal,818804b7309cb491,302295,305000,0.9911311475409836
Gated_Momentum_Flip_VSTD5_Median60,797478faae4174e1,305000,305000,1.0
Stability_Weighted_RSQR10_Rank,28f3ba0442d3ef63,302299,305000,0.991144262295082
StableFlow_MomentumSlope_20v60,6f043865eee97385,302299,305000,0.991144262295082
SmoothReprice_DriftScore_40_5_60,18490fd46c1ac95a,240606,305000,0.788872131147541
SmoothTrend_ResidualTightness_40_5_60,d119dfb42b577273,239335,305000,0.7847049180327869
SmoothReprice_VolGrowthUnc_40_5_60,31d946f8a835fc3c,240605,305000,0.7888688524590164
Liquidity_Rerating_Score_20_60_20D,a810874f0b5395c6,267315,305000,0.8764426229508196
Overnight_Trend_Quality_10D,c95ffb032a9dc5d9,284309,305000,0.9321606557377049
LAS_Gated_Overnight_Continuation_10D_Top40_LowVol80,882135b40180bbd2,305000,305000,1.0
Absorption_Spread_20D,ea16a78dd4eb94da,301893,305000,0.9898131147540984
Regime_TrendStrength_5D,c1ad7ebda1f7853f,302178,305000,0.9907475409836065
Gated_Continuation_Mom_5D_by_Absorption_20D_60D,97c6c3eba91b02b2,299666,305000,0.9825114754098361
Squeeze_Breakout_VolSurprise_20_55_20,addd52a3cdf8068e,301252,305000,0.9877114754098361
Overnight_Dominance_Ratio_10D,54d736714a822744,302237,305000,0.9909409836065574
TrendFit_Quality_SlopeOverResidStd_10D,97123a7ec7e97ac4,284314,305000,0.9321770491803278
Trend_Squeeze_Pressure_Composite_120D_20D,c01707c209b37341,165291,305000,0.5419377049180328
Absorption_LowerWick_Body_VolZ_Gated_20D,3bcea5aa0f9e7cc1,305000,305000,1.0
Uptrend_Pullback_With_Range_Stability_120D_5v20,49f846b01007a657,305000,305000,1.0
Liquidity_Rerating_DlvUp_IlliqDown_RangeVol_20_60,f620816bcff88b35,304993,305000,0.9999770491803278
Stealth_Accum_VolSurprise60_IlliqDown20_VolStd20_Pen20,0c0dff82b5016a82,301895,305000,0.9898196721311475
Quiet_HighVolDays_20of60_IlliqDown20_Pen20,0a39568787c2e7a0,305000,305000,1.0
Volatility_Climax_Exhaustion_V1,08ba9b2872640ede,302295,305000,0.9911311475409836
Relative_Volatility_Force_Index,3c6f2cac75f726ea,302287,305000,0.9911049180327869
Climax_Capitulation_Signal,65d1763ad39a99c1,300056,305000,0.9837901639344262
LargeGap_Rejection_FadeScore_GapZ60_Thr2,cd48f71b400ec856,299898,305000,0.983272131147541
LargeGap_FollowThrough_Score_GapZ60_Thr2,67aad6ca8ffbe3f2,299903,305000,0.9832885245901639
LargeGap_CloseBackTowardPrevClose_GapZ60_Thr2,a46be32c87d4b787,299869,305000,0.9831770491803279
Stability_Weighted_Climax_Reversal_V1,5144dbe77aff3c03,302290,305000,0.9911147540983607
Ranked_Stability_Climax_Factor,889bcdb6e19bc939,302290,305000,0.9911147540983607
Smoothed_Climax_Stability_Index,809681652523f8f9,302290,305000,0.9911147540983607
Asymmetric_Liquidity_Climax_V1,16afff44953f98e3,302295,305000,0.9911311475409836
Climax_Exhaustion_Intensity,67ffa19386aee95f,304999,305000,0.9999967213114754
Relative_Climax_Reversal_Index,9c1f5923d44ce063,304999,305000,0.9999967213114754
Breakout_Gated_VolAccel_55_20,35ebca1a0d38aa93,305000,305000,1.0
Loser_Stress_Gap_Reversion_60_5_10,163e8fb9ae5f7e6b,305000,305000,1.0
Quiet_Reversal_Exhaustion_V1,e717f83964a67dfd,302011,305000,0.9902
Divergent_Volume_Dryup_Rank,bffd753e277d5910,216149,305000,0.7086852459016394
Exhaustion_Conditional_Reversal,75fd9c13ae062d3b,216358,305000,0.7093704918032787
ReversalComposite_RESI5_KLOW5,ba47994943436fed,295835,305000,0.9699508196721311
TrendComposite_R2_10D_CorrRV_20D,5a7433a91c0fc2cd,299715,305000,0.9826721311475409
RegimeSwitch_Weak60_Reversal5_Trend10_20,011bbfd6c6b5090e,299828,305000,0.9830426229508197
Shock_Continuation_TrendSync_60_5_10_20,0b42eeaf6ee3aa0c,301891,305000,0.9898065573770491
Shock_Fragility_Reversion_60_5_10_20,3b78bf6bb73a91c6,301891,305000,0.9898065573770491
Absorption_Efficiency_20_5,195c581d5317f3c5,301893,305000,0.9898131147540984
VWRR_ATR_Exhaustion_5D,6f77b7973d26cfa0,302274,305000,0.9910622950819672
Liquidity_Boundary_Reversal_5D,e13b2e1237e3bc90,295744,305000,0.9696524590163934
ATR_Volume_Exhaustion_Intensity_5D,ef40832c2079db40,302240,305000,0.9909508196721312
Dynamic_Range_Climax_Sigmoid_20D,28d27e3ecc85fea3,302295,305000,0.9911311475409836
Bounded_Climax_Exhaustion_Factor,2dc37c5760931fb1,302290,305000,0.9911147540983607
Log_Climax_Reversal_Intensity,59791dc4c1f2ec35,302295,305000,0.9911311475409836
Compression_Expansion_CLV_Gated_20_60,6e8341a1f47d4ec2,305000,305000,1.0
MAD_Compression_RangeZ_VolumeSpike_BodyDir_20_60,950eab0e553b8eff,305000,305000,1.0
Continuous_CompressToExpand_DirectionalScore_20_60,4e2afb37ec91e629,299607,305000,0.9823180327868852
RangeVolCompression_TrendAligned_Linear_10_60_50_120,ceb0c128c7398682,302283,305000,0.9910918032786885
Sigmoid_BreakoutReadiness_RangeVol_10_60_120,7fee42435957b80e,283985,305000,0.9310983606557377
DualCompression_TrendOnlyIfCoiled_10_60_50_120,39f3704cad07f041,305000,305000,1.0
Momentum_Intraday_CLV_RangeExp_Dominance_20_5_5_5_20,57176e498bd3a4bd,304995,305000,0.9999836065573771
Momentum_StrongClose_StreakCount_20_5,822280c15ee92eb4,305000,305000,1.0
Momentum_CLV_Persistence_Intraday_OvernightPenalty_20_10_5,2667757baac1f7ac,304964,305000,0.9998819672131147
OrderlyTrend_x_Absorption_10D_5D_20D,7f70ddf69a32fe7e,285844,305000,0.9371934426229508
TrendFitSlopeOverNoise_10D_5D,1cde6f668720de8b,286121,305000,0.9381016393442623
AbsorptionScore_RangeImpact_20D,65e85e8ef7c69277,286135,305000,0.9381475409836065
Capitulation_RegimeScore_DD60_Corr20_Overnight20,a15501a7ab485265,299715,305000,0.9826721311475409
SweepRejection_Trigger_RangeVolShock20_CLVDir,ae6882bf12da2f0e,299650,305000,0.9824590163934426
Hybrid_Contrarian_DD60_Corr20_x_CLVDirection,91715f1c129c5fbd,299636,305000,0.9824131147540983
ShockStd5_StabilityInvResi10_Rank,7cfcbf63bbd955db,286121,305000,0.9381016393442623
ROC0,alpha158_20::ROC0,304780,305000,0.9992786885245901
ROC1,alpha158_20::ROC1,302304,305000,0.991160655737705
ROC5,alpha158_20::ROC5,293817,305000,0.9633344262295082
ROC10,alpha158_20::ROC10,284314,305000,0.9321770491803278
ROC20,alpha158_20::ROC20,267436,305000,0.876839344262295
VRATIO5,alpha158_20::VRATIO5,304704,305000,0.9990295081967213
VRATIO10,alpha158_20::VRATIO10,304704,305000,0.9990295081967213
VSTD5_RATIO,alpha158_20::VSTD5_RATIO,302019,305000,0.9902262295081967
RANGE,alpha158_20::RANGE,304712,305000,0.9990557377049181
VOLATILITY5,alpha158_20::VOLATILITY5,302304,305000,0.991160655737705
VOLATILITY10,alpha158_20::VOLATILITY10,302304,305000,0.991160655737705
RET_VOL5,alpha158_20::RET_VOL5,300057,305000,0.9837934426229508
RSV5,alpha158_20::RSV5,304987,305000,0.9999573770491803
RSV10,alpha158_20::RSV10,304993,305000,0.9999770491803278
HIGH_RATIO5,alpha158_20::HIGH_RATIO5,304987,305000,0.9999573770491803
LOW_RATIO5,alpha158_20::LOW_RATIO5,304987,305000,0.9999573770491803
SHADOW_RATIO,alpha158_20::SHADOW_RATIO,304931,305000,0.9997737704918033
BODY_RATIO,alpha158_20::BODY_RATIO,304712,305000,0.9990557377049181
MA_RATIO5_10,alpha158_20::MA_RATIO5_10,305000,305000,1.0
MA_RATIO10_20,alpha158_20::MA_RATIO10_20,305000,305000,1.0
