iteration,node_id,parent_id,depth,price_weight,factor_weight,news_weight,training_mean_rankic,counterfactual_finalist,selected_final,validation_rankic,prediction_consistency,confidence_invariance,input_dependency_score,counterfactual_objective
33,32,5,2,0.148148148148,0.25925925926,0.592592592593,0.013647048196374884,False,False,,,,,
34,33,3,2,0.592592592593,0.25925925926,0.148148148148,0.008742750833789248,False,False,,,,,
35,34,6,2,0.213333333333,0.413333333333,0.373333333333,0.018054624848247203,False,False,,,,,
36,35,4,2,0.373333333333,0.413333333333,0.213333333333,0.016113717684472388,False,False,,,,,
37,36,2,2,0.355555555556,0.288888888889,0.355555555556,0.01326072517504316,False,False,,,,,
38,37,1,2,0.355555555556,0.288888888889,0.355555555556,0.01326072517504316,False,False,,,,,
39,38,5,2,0.088888888889,0.555555555556,0.355555555556,0.021301687532421273,True,False,0.015907851876621113,0.6619409414843154,0.775398661418372,0.28606164870328876,0.004395072334627127
40,39,3,2,0.432432432432,0.432432432432,-0.135135135135,0.013329349303725938,False,False,,,,,
41,40,6,2,0.413333333333,0.213333333333,0.373333333333,0.01023930166534533,False,False,,,,,
42,41,4,2,0.373333333333,0.213333333333,0.413333333333,0.010754222065403905,False,False,,,,,
43,42,2,2,0.355555555556,0.088888888889,0.555555555556,0.007575321627608365,False,False,,,,,
44,43,13,3,0.118518518518,0.674074074074,0.207407407408,0.022070578787544978,True,False,0.021058732737677416,0.6887662614516162,0.8000916716863071,0.28116004020053276,0.00898175380830351
45,44,14,3,0.217777777778,0.497777777777,0.284444444445,0.019770526204322916,False,False,,,,,
46,45,27,3,0.271844660195,0.621359223301,-0.106796116505,0.018778630520096887,False,False,,,,,
47,46,34,3,-0.044534412956,0.502024291498,0.453441295546,0.020829789834790193,True,False,0.011365714722855537,0.6661813484533916,0.7785004128574888,0.29326301406041627,-0.00014847274964910557
48,47,35,3,0.453441295546,0.502024291498,-0.044534412956,0.01524933416911844,False,False,,,,,
49,48,36,3,0.474074074074,0.385185185185,0.140740740741,0.013657469935757003,False,False,,,,,
50,49,38,3,0.118518518519,0.74074074074,0.140740740741,0.02211605854893242,True,False,0.023111258227794185,0.7114209287670851,0.8189770373746212,0.28016364960009993,0.010608915062378124
51,50,26,3,0.259109311741,0.696356275304,-0.044534412956,0.019923785010253003,False,False,,,,,
52,51,22,3,0.484444444444,0.444444444444,0.071111111111,0.014409022687146828,False,False,,,,,
53,52,16,3,0.017777777778,0.484444444444,0.497777777777,0.0198384729333943,False,False,,,,,
54,53,23,3,0.231111111111,0.484444444444,0.284444444445,0.019459254266984912,False,False,,,,,
55,54,12,3,0.207407407408,0.318518518518,0.474074074074,0.015372767144632071,False,False,,,,,
56,55,7,3,0.117241379311,0.441379310345,0.441379310345,0.019138208331664422,False,False,,,,,
57,56,20,3,0.484444444444,0.497777777777,0.017777777778,0.015060866087954372,False,False,,,,,
58,57,9,3,0.474074074074,0.474074074074,0.051851851852,0.014945248479073301,False,False,,,,,
59,58,10,3,0.474074074074,0.474074074074,0.051851851852,0.014945248479073301,False,False,,,,,
60,59,41,3,0.298666666667,0.370666666667,0.330666666667,0.016279760958513714,False,False,,,,,
61,60,42,3,0.331606217617,-0.150259067357,0.518134715026,0.00046013613643966386,False,False,,,,,
62,61,19,3,0.071111111111,0.284444444445,0.644444444444,0.014470248578525082,False,False,,,,,
63,62,31,3,0.170666666667,0.298666666667,0.530666666667,0.014824159233634641,False,False,,,,,
64,63,39,3,0.243243243243,0.576576576577,-0.18018018018,0.0176209478551874,False,False,,,,,
65,64,28,3,0.370666666667,0.170666666667,0.458666666667,0.009629951823903098,False,False,,,,,
66,65,11,3,0.697777777777,0.284444444445,0.017777777778,0.008186244613828232,False,False,,,,,
67,66,24,3,0.674074074074,0.118518518518,0.207407407408,0.0049146935324425435,False,False,,,,,
68,67,25,3,0.385185185185,0.140740740741,0.474074074074,0.008668363010330367,False,False,,,,,
69,68,8,3,0.530666666667,0.298666666667,0.170666666667,0.010555576756498696,False,False,,,,,
70,69,15,3,0.444444444444,0.484444444444,0.071111111111,0.01568657301295429,False,False,,,,,
71,70,40,3,0.502024291498,-0.044534412956,0.453441295546,0.0023743506019673335,False,False,,,,,
72,71,17,3,0.458666666667,0.170666666667,0.370666666667,0.008387424251893033,False,False,,,,,
73,72,30,3,0.407407407407,0.118518518519,0.474074074074,0.007869171757396416,False,False,,,,,
74,73,32,3,-0.106796116505,0.271844660195,0.621359223301,0.015292904918537048,False,False,,,,,
75,74,37,3,0.474074074074,0.385185185185,0.140740740741,0.013657469935757003,False,False,,,,,
76,75,33,3,0.456790123457,0.345679012346,0.197530864197,0.013021140824201532,False,False,,,,,
77,76,21,3,0.284444444445,0.217777777778,0.497777777777,0.011871916086869825,False,False,,,,,
78,77,29,3,0.497777777777,0.017777777778,0.484444444444,0.004321897857727185,False,False,,,,,
79,78,18,3,0.576576576577,-0.18018018018,0.243243243243,-0.0032160175412819757,False,False,,,,,
80,79,13,3,-0.106796116505,0.621359223301,0.271844660195,0.022518907092800494,True,False,0.017347112708570266,0.6718834038150114,0.7866297085827472,0.28940505007192036,0.0056560320853118835
81,80,14,3,-0.188940092165,0.516129032258,0.294930875577,0.021656956299257873,True,False,0.013791588928479467,0.6258628826400323,0.7524956348189701,0.30414647893679797,0.003049468543257422
82,81,27,3,0.207407407408,0.474074074074,0.318518518518,0.019422256903609426,False,False,,,,,
83,82,34,3,0.170666666667,0.330666666667,0.498666666667,0.015853331614353056,False,False,,,,,
84,83,23,3,0.385185185185,0.474074074074,0.140740740741,0.016859483731699737,False,False,,,,,
85,84,38,3,0.071111111111,0.444444444444,0.484444444444,0.019114200424147812,False,False,,,,,
86,85,36,3,0.484444444444,0.231111111111,0.284444444445,0.009660667656221969,False,False,,,,,
87,86,26,3,0.170666666667,0.658666666667,0.170666666667,0.021578782210837224,True,False,0.022083012872861563,0.679283377456757,0.7935268902699696,0.2827725667162224,0.01018263586275652
88,87,22,3,0.140740740741,0.74074074074,0.118518518519,0.021862564821770413,True,True,0.023690139315984942,0.7105517443353025,0.8185305232062801,0.28093553464655313,0.011208671987034648
89,88,16,3,0.017777777778,0.284444444445,0.697777777777,0.014475562916784243,False,False,,,,,
90,89,35,3,0.497777777778,0.217777777778,0.284444444444,0.009069536236969282,False,False,,,,,
91,90,7,3,-0.108108108108,0.345945945946,0.545945945946,0.017542571250616833,False,False,,,,,
92,91,20,3,0.294930875577,0.516129032258,-0.188940092165,0.016090797784720244,False,False,,,,,
93,92,12,3,0.207407407408,0.118518518518,0.674074074074,0.009776899296677485,False,False,,,,,
94,93,39,3,0.441379310345,0.441379310345,0.117241379311,0.015300519469341878,False,False,,,,,
95,94,10,3,0.474074074074,0.140740740741,0.385185185185,0.007429169121649002,False,False,,,,,
96,95,41,3,0.453441295546,-0.044534412956,0.502024291498,0.0029427230226088236,False,False,,,,,
97,96,19,3,0.071111111111,0.484444444444,0.444444444444,0.019997964475953874,False,False,,,,,
98,97,31,3,0.170666666667,0.498666666667,0.330666666667,0.020024242483413973,False,False,,,,,
99,98,30,3,0.74074074074,0.118518518519,0.140740740741,0.004419151462947967,False,False,,,,,
100,99,9,3,0.474074074074,0.140740740741,0.385185185185,0.007429169121649002,False,False,,,,,
