display_cell_id,v1_value,v2_value,v3_value,status,native_reproduced,paper_result_credit
Appendix Table 7 panel 2/ETHUSD/KDJ&RSI/VOL,0.0120,0.0120,0.012,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LGBM/CR,,,1.2503,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LGBM/SOR,,,21.8037,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LGBM/VOL,,,0.0217,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LSTM/CR,,,1.7031,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LSTM/SOR,,,27.1716,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/LSTM/VOL,,,0.0193,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/MACD/CR,0.5433,0.5433,0.5433,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/MACD/SOR,10.8951,10.8951,10.8951,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/MACD/VOL,0.0166,0.0166,0.0166,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/No-finetuned/CR,,,1.1081,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/No-finetuned/SOR,,,19.6504,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/No-finetuned/VOL,,,0.0188,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/PPO/CR,2.9836,2.9836,2.9836,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/PPO/SOR,27.2416,27.2416,27.2416,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/PPO/VOL,0.0147,0.0147,0.0147,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/SAC/CR,1.9199,1.9199,1.9199,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/SAC/SOR,13.3918,13.3918,13.3918,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/SAC/VOL,0.0146,0.0146,0.0146,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/Transformer/CR,,,2.4209,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/Transformer/SOR,,,27.864,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/Transformer/VOL,,,0.0166,added_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/ZMR/CR,2.1715,2.1715,2.1715,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/ZMR/SOR,21.4433,21.4433,21.4433,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/ZMR/VOL,0.0137,0.0137,0.0137,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-HT/CR,3.6027,3.6027,3.6027,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-HT/SOR,37.1720,37.1720,37.172,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-HT/VOL,0.0212,0.0212,0.0212,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-LHT/CR,1.2131,1.2131,1.2131,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-LHT/SOR,21.0778,21.0778,21.0778,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-LHT/VOL,0.0222,0.0222,0.0222,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-MLH/CR,1.1917,1.1917,1.1917,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-MLH/SOR,14.0758,14.0758,14.0758,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-MLH/VOL,0.0174,0.0174,0.0174,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-T/CR,4.2958,4.2958,4.2958,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-T/SOR,37.4619,37.4619,37.4619,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/ETHUSD/w/o-T/VOL,0.0208,0.0208,0.0208,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/B&H/CR,1.9025,1.9025,1.9025,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/B&H/SOR,18.5186,18.5186,18.5186,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/B&H/VOL,0.0167,0.0167,0.0167,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/DQN/CR,4.6190,4.6190,4.619,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/DQN/SOR,37.7389,37.7389,37.7389,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/DQN/VOL,0.0114,0.0114,0.0114,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinAgent/CR,8.4532,8.4532,6.0365,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinAgent/SOR,62.2992,62.2992,62.2992,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinAgent/VOL,0.0138,0.0138,0.0138,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinGPT/CR,1.1842,1.1842,1.1842,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinGPT/SOR,11.6596,11.6596,11.6596,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinGPT/VOL,0.0167,0.0167,0.0167,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinMem/CR,3.4572,3.4572,3.4572,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinMem/SOR,34.7826,34.7826,34.7826,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/FinMem/VOL,0.0134,0.0134,0.0134,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/Improvement/SOR,45.3630,45.3630,45.8311,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/KDJ&RSI/CR,11.4076,11.4076,11.4076,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/KDJ&RSI/SOR,36.6655,36.6655,36.6655,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/KDJ&RSI/VOL,0.0052,0.0052,0.0052,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/LGBM/CR,,,2.082,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/LGBM/SOR,,,19.7497,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/LGBM/VOL,,,0.0167,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/LSTM/CR,,,2.0865,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/LSTM/SOR,,,19.5489,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/LSTM/VOL,,,0.0167,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/MACD/CR,-0.8883,-0.8883,-0.8883,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/MACD/SOR,-20.9170,-20.9170,-20.917,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/MACD/VOL,0.0097,0.0097,0.0097,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/No-finetuned/CR,,,1.7864,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/No-finetuned/SOR,,,17.5637,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/No-finetuned/VOL,,,0.0164,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/PPO/CR,4.3691,4.3691,4.3691,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/PPO/SOR,42.7201,42.7201,42.7201,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/PPO/VOL,0.0136,0.0136,0.0136,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/SAC/CR,1.9708,1.9708,1.9708,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/SAC/SOR,19.3937,19.3937,19.3937,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/SAC/VOL,0.0165,0.0165,0.0165,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/Transformer/CR,,,1.2619,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/Transformer/SOR,,,11.5053,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/Transformer/VOL,,,0.0154,added_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/ZMR/CR,5.7782,5.7782,5.7782,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/ZMR/SOR,35.1125,35.1125,35.1125,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/ZMR/VOL,0.0103,0.0103,0.0103,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-HT/CR,3.2906,3.2906,3.2906,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-HT/SOR,33.6191,33.6191,33.6191,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-HT/VOL,0.0139,0.0139,0.0139,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-LHT/CR,1.5520,1.5520,1.552,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-LHT/SOR,15.1339,15.1339,15.1339,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-LHT/VOL,0.0168,0.0168,0.0168,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-MLH/CR,2.9016,2.9016,2.9016,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-MLH/SOR,24.9489,24.9489,24.9489,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-MLH/VOL,0.0137,0.0137,0.0137,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-T/CR,5.7201,5.7201,5.7201,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-T/SOR,62.2508,62.2508,62.2508,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/GOOGL/w/o-T/VOL,0.0125,0.0125,0.0125,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/B&H/CR,1.8135,1.8135,1.8135,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/B&H/SOR,26.5133,26.5133,26.5133,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/B&H/VOL,0.0135,0.0135,0.0135,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/DQN/CR,2.8493,2.8493,2.8493,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/DQN/SOR,32.8642,32.8642,32.8642,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/DQN/VOL,0.0122,0.0122,0.0122,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinAgent/CR,5.5732,5.5732,7.4209,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/MSFT/FinAgent/SOR,49.6249,49.6249,49.6249,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinAgent/VOL,0.0111,0.0111,0.0111,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinGPT/CR,2.5867,2.5867,2.5867,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinGPT/SOR,30.1935,30.1935,30.1935,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinGPT/VOL,0.0127,0.0127,0.0127,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinMem/CR,5.1266,5.1266,5.1266,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinMem/SOR,47.1061,47.1061,47.1061,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/FinMem/VOL,0.0123,0.0123,0.0123,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/Improvement/CR,44.7529,44.7529,12.4174,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/MSFT/Improvement/SOR,5.3471,5.3471,5.3471,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/KDJ&RSI/CR,2.4169,2.4169,2.4169,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/KDJ&RSI/SOR,19.5346,19.5346,19.5346,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/KDJ&RSI/VOL,0.0085,0.0085,0.0085,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/LGBM/CR,,,1.5993,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/LGBM/SOR,,,22.6593,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/LGBM/VOL,,,0.0134,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/LSTM/CR,,,1.7144,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/LSTM/SOR,,,21.5244,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/LSTM/VOL,,,0.0128,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/MACD/CR,1.8966,1.8966,1.8966,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/MACD/SOR,18.7485,18.7485,18.7485,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/MACD/VOL,0.0099,0.0099,0.0099,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/No-finetuned/CR,,,1.8259,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/No-finetuned/SOR,,,26.6949,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/No-finetuned/VOL,,,0.0135,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/PPO/CR,0.7484,0.7484,0.7484,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/PPO/SOR,14.7808,14.7808,14.7808,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/PPO/VOL,0.0130,0.0130,0.013,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/MSFT/SAC/CR,1.7829,1.7829,1.7829,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/SAC/SOR,26.0662,26.0662,26.0662,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/SAC/VOL,0.0135,0.0135,0.0135,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/Transformer/CR,,,6.6012,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/Transformer/SOR,,,19.7493,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/Transformer/VOL,,,0.0051,added_in_v3,False,False
Appendix Table 7 panel 2/MSFT/ZMR/CR,1.6385,1.6385,1.6385,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/ZMR/SOR,12.9275,12.9275,12.9275,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/ZMR/VOL,0.0069,0.0069,0.0069,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-HT/CR,5.0540,5.0540,5.054,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-HT/SOR,46.4396,46.4396,46.4396,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-HT/VOL,0.0123,0.0123,0.0123,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-LHT/CR,1.3883,1.3883,1.3883,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-LHT/SOR,22.4806,22.4806,22.4806,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-LHT/VOL,0.0133,0.0133,0.0133,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-MLH/CR,1.9273,1.9273,1.9273,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-MLH/SOR,22.0401,22.0401,22.0401,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-MLH/VOL,0.0100,0.0100,0.01,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-T/CR,5.2137,5.2137,5.2137,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-T/SOR,40.3937,40.3937,40.3937,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/MSFT/w/o-T/VOL,0.0129,0.0129,0.0129,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/B&H/CR,1.3856,1.3856,1.3856,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/B&H/SOR,23.3319,23.3319,23.3319,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/B&H/VOL,0.0301,0.0301,0.0301,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/DQN/CR,0.7399,0.7399,0.7399,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/DQN/SOR,11.0394,11.0394,11.0394,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/DQN/VOL,0.0225,0.0225,0.0225,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinAgent/CR,12.143,12.143,6.4543,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/TSLA/FinAgent/SOR,45.4139,45.4139,45.4139,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinAgent/VOL,0.0187,0.0187,0.0187,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinGPT/CR,1.4402,1.4402,1.4402,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinGPT/SOR,23.1813,23.1813,23.1813,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinGPT/VOL,0.0291,0.0291,0.0291,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinMem/CR,2.0887,2.0887,2.0887,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinMem/SOR,25.8819,25.8819,25.8819,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/FinMem/VOL,0.028,0.028,0.028,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/Improvement/CR,209.0104,209.0104,32.7390,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/TSLA/Improvement/SOR,72.7625,72.7625,32.8342,numeric_value_revised_in_v3,False,False
Appendix Table 7 panel 2/TSLA/KDJ&RSI/CR,0.2737,0.2737,0.2737,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/KDJ&RSI/SOR,3.3617,3.3617,3.3617,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/KDJ&RSI/VOL,0.0192,0.0192,0.0192,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/LGBM/CR,,,4.0837,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/LGBM/SOR,,,12.1981,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/LGBM/VOL,,,0.0081,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/LSTM/CR,,,4.0391,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/LSTM/SOR,,,16.1653,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/LSTM/VOL,,,0.0099,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/MACD/CR,-0.0544,-0.0544,-0.0544,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/MACD/SOR,-0.4067,-0.4067,-0.4067,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/MACD/VOL,0.0182,0.0182,0.0182,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/No-finetuned/CR,,,3.0426,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/No-finetuned/SOR,,,17.2111,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/No-finetuned/VOL,,,0.0136,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/PPO/CR,1.3203,1.3203,1.3203,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/PPO/SOR,19.1547,19.1547,19.1547,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/PPO/VOL,0.0231,0.0231,0.0231,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/SAC/CR,1.4410,1.4410,1.441,display_precision_only_change_in_v3,False,False
Appendix Table 7 panel 2/TSLA/SAC/SOR,26.2869,26.2869,26.2869,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/SAC/VOL,0.0251,0.0251,0.0251,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/Transformer/CR,,,4.8624,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/Transformer/SOR,,,34.1884,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/Transformer/VOL,,,0.0164,added_in_v3,False,False
Appendix Table 7 panel 2/TSLA/ZMR/CR,-0.1642,-0.1642,-0.1642,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/ZMR/SOR,-1.8214,-1.8214,-1.8214,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/ZMR/VOL,0.0182,0.0182,0.0182,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-HT/CR,2.2956,2.2956,2.2956,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-HT/SOR,28.3015,28.3015,28.3015,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-HT/VOL,0.0278,0.0278,0.0278,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-LHT/CR,1.5162,1.5162,1.5162,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-LHT/SOR,22.2082,22.2082,22.2082,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-LHT/VOL,0.0286,0.0286,0.0286,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-MLH/CR,1.8355,1.8355,1.8355,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-MLH/SOR,20.3649,20.3649,20.3649,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-MLH/VOL,0.0221,0.0221,0.0221,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-T/CR,2.9306,2.9306,2.9306,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-T/SOR,41.5642,41.5642,41.5642,unchanged_v1_through_v3,False,False
Appendix Table 7 panel 2/TSLA/w/o-T/VOL,0.0266,0.0266,0.0266,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/B&H/ARR_pct,13.00,13.00,13.0,display_precision_only_change_in_v3,False,False
Table 4 main comparison/AAPL/B&H/MDD_pct,14.78,14.78,14.78,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/B&H/SR,0.60,0.60,0.6,display_precision_only_change_in_v3,False,False
Table 4 main comparison/AAPL/DQN/ARR_pct,7.92,7.92,7.92,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/DQN/MDD_pct,14.88,14.88,14.88,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/DQN/SR,0.40,0.40,0.4,display_precision_only_change_in_v3,False,False
Table 4 main comparison/AAPL/FinAgent/ARR_pct,31.89,31.89,31.9,numeric_value_revised_in_v3,False,False
Table 4 main comparison/AAPL/FinAgent/MDD_pct,10.40,10.40,10.4,display_precision_only_change_in_v3,False,False
Table 4 main comparison/AAPL/FinAgent/SR,1.43,1.43,1.43,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinGPT/ARR_pct,-5.46,-5.46,-5.46,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinGPT/MDD_pct,16.23,16.23,16.23,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinGPT/SR,-0.17,-0.17,-0.17,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinMem/ARR_pct,23.78,23.78,23.78,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinMem/MDD_pct,10.39,10.39,10.39,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/FinMem/SR,1.11,1.11,1.11,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/Improvement/ARR_pct,28.38,28.38,28.39,numeric_value_revised_in_v3,False,False
Table 4 main comparison/AAPL/Improvement/SR,27.68,27.68,,removed_in_v3,False,False
Table 4 main comparison/AAPL/KDJ&RSI/ARR_pct,2.17,2.17,2.17,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/KDJ&RSI/MDD_pct,11.88,11.88,11.88,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/KDJ&RSI/SR,0.17,0.17,0.17,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/LGBM/ARR_pct,,,16.93,added_in_v3,False,False
Table 4 main comparison/AAPL/LGBM/MDD_pct,,,2.52,added_in_v3,False,False
Table 4 main comparison/AAPL/LGBM/SR,,,1.47,added_in_v3,False,False
Table 4 main comparison/AAPL/LSTM/ARR_pct,,,10.97,added_in_v3,False,False
Table 4 main comparison/AAPL/LSTM/MDD_pct,,,11.95,added_in_v3,False,False
Table 4 main comparison/AAPL/LSTM/SR,,,0.54,added_in_v3,False,False
Table 4 main comparison/AAPL/MACD/ARR_pct,11.86,11.86,11.86,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/MACD/MDD_pct,10.38,10.38,10.38,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/MACD/SR,0.72,0.72,0.72,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/PPO/ARR_pct,13.26,13.26,13.26,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/PPO/MDD_pct,14.78,14.78,14.78,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/PPO/SR,0.61,0.61,0.61,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/SAC/ARR_pct,24.84,24.84,24.84,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/SAC/MDD_pct,11.98,11.98,11.98,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/SAC/SR,1.12,1.12,1.12,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/Transformer/ARR_pct,,,17.11,added_in_v3,False,False
Table 4 main comparison/AAPL/Transformer/MDD_pct,,,7.53,added_in_v3,False,False
Table 4 main comparison/AAPL/Transformer/SR,,,0.96,added_in_v3,False,False
Table 4 main comparison/AAPL/ZMR/ARR_pct,-3.91,-3.91,-3.91,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/ZMR/MDD_pct,8.88,8.88,8.88,unchanged_v1_through_v3,False,False
Table 4 main comparison/AAPL/ZMR/SR,-0.22,-0.22,-0.22,unchanged_v1_through_v3,False,False
