path,asset,strategy_index,variant,record_kind,nonempty,payload_sha256,paper_test_result_artifact,paper_result_credit
res/strategy_record/trading/MSFT/4/exp001/trained/best_params.json,MSFT,4,trained,best_params,True,365dd143962648165aa997531c6c55bfa822d6d4a67d3ca65f21949e3d9b40ed,False,False
res/strategy_record/trading/MSFT/4/exp001/trained/best_result.json,MSFT,4,trained,best_result,True,3c2c26c7a220720a0e706fb7dc39e4bb7252fd2311c5fede4869737cb69d6c18,False,False
res/strategy_record/trading/TSLA/0/exp001/default/best_result.json,TSLA,0,default,best_result,True,7aab0e00bd1899c0d1aa1b276ade42bb09f308635f29327e43f5e71cc17ed0e8,False,False
res/strategy_record/trading/TSLA/0/exp001/trained/best_params.json,TSLA,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/TSLA/0/exp001/trained/best_result.json,TSLA,0,trained,best_result,True,7aab0e00bd1899c0d1aa1b276ade42bb09f308635f29327e43f5e71cc17ed0e8,False,False
res/strategy_record/trading/TSLA/1/exp001/default/best_result.json,TSLA,1,default,best_result,True,52a9d1dc817fdd75db91f9905e5081c2abd6a9df2cff5d7fb86ed8ca9deeec78,False,False
res/strategy_record/trading/TSLA/1/exp001/trained/best_params.json,TSLA,1,trained,best_params,True,cdda3bc314416d03ef0019a44de421b4a8403ca7ae92f456f92c86223e6fba11,False,False
res/strategy_record/trading/TSLA/1/exp001/trained/best_result.json,TSLA,1,trained,best_result,True,52a9d1dc817fdd75db91f9905e5081c2abd6a9df2cff5d7fb86ed8ca9deeec78,False,False
res/strategy_record/trading/TSLA/2/exp001/default/best_result.json,TSLA,2,default,best_result,True,3e35a0563a538cfb77621f3fcf98ffa05ee391feef1381ffcc0da6c9a7c79cf7,False,False
res/strategy_record/trading/TSLA/2/exp001/trained/best_params.json,TSLA,2,trained,best_params,True,5a4fb6da85408ec52515cd90ecea1f391dec671e3ec7c31069709c8436bc32bd,False,False
res/strategy_record/trading/TSLA/2/exp001/trained/best_result.json,TSLA,2,trained,best_result,True,124b24bf286951293fbf57fddbafd31982259eca2c5d0e15e79a2c4a26992d72,False,False
res/strategy_record/trading/TSLA/3/exp001/default/best_result.json,TSLA,3,default,best_result,True,8a716d4fe8a01b3897949b8f66e4d4807b06e1c4e0b0983d59b6bae6495f2544,False,False
res/strategy_record/trading/TSLA/3/exp001/trained/best_params.json,TSLA,3,trained,best_params,True,83d35496f3fd4b6242017879c77c5807bb89677bb32e29ed89842e5d3a79a236,False,False
res/strategy_record/trading/TSLA/3/exp001/trained/best_result.json,TSLA,3,trained,best_result,True,5ab0ce535c80a982d4495929f64fd667dd3e7454e33c0a538941e633bbebf3cf,False,False
res/strategy_record/trading/TSLA/4/exp001/default/best_result.json,TSLA,4,default,best_result,True,bb88ab58b45e7e708e8cb0c8f5c05336b254b8b0cd61ea6318ed8f78ee477ed0,False,False
res/strategy_record/trading/TSLA/4/exp001/trained/best_params.json,TSLA,4,trained,best_params,True,e82478121374375748503d411c1123624dc029c20fcc12cc2e37ac6c86084fb1,False,False
res/strategy_record/trading/TSLA/4/exp001/trained/best_result.json,TSLA,4,trained,best_result,True,ca0aa08d4e599b4fdfd6cc2749aee256bfa40d81da51e37545a1d7370e6396cc,False,False
