formation_month,label_cutoff,reward_history_start,reward_history_end,reward_history_months,mean_base_absolute_position,mean_win_probability,mean_payoff_odds,mean_scaled_kelly,mean_volatility_adjustment,mean_cvar_cap,mean_final_absolute_exposure,risk_shrunk_count,risk_zeroed_count,finite_scores
2000-06-30,1999-12-31,1995-01-31,1999-12-31,60,0.17123048432006835,0.5428076210800171,1.3449460813366276,0.09599772506158026,0.4901749773022922,0.27980709349248695,0.029533633518431003,723,464,1000
2000-07-31,2000-01-31,1995-02-28,2000-01-31,60,0.16911051350009246,0.5422776283750231,1.3449806237034474,0.09499554320666288,0.4915711012850862,0.27901116516750124,0.02941227458902989,719,458,1000
2000-08-31,2000-02-29,1995-03-31,2000-02-29,60,0.17209139485099656,0.5430228487127491,1.3591239040405751,0.09724733622861283,0.48865124525798925,0.27959892398901626,0.030327100956837157,726,451,1000
2000-09-30,2000-03-31,1995-04-30,2000-03-31,60,0.1726035015378838,0.5431508753844709,1.343914493518012,0.09663255687712788,0.486352112553502,0.2788429433316211,0.02986478422806521,719,457,1000
2000-10-31,2000-04-30,1995-05-31,2000-04-30,60,0.17297217991326058,0.5432430449783151,1.3601430661675624,0.09786501237178304,0.4877988823201247,0.2762372416771172,0.030991502926011185,729,430,1000
2000-11-30,2000-05-31,1995-06-30,2000-05-31,60,0.17159865171550506,0.5428996629288763,1.3025321349807535,0.08991333090148469,0.4886719670629005,0.26735833905948597,0.029682712829435184,738,425,1000
2000-12-31,2000-06-30,1995-07-31,2000-06-30,60,0.17322213181335733,0.5433055329533394,1.3010988013312503,0.09033245348966838,0.48773781449923376,0.26700448110080527,0.029682727390436717,737,428,1000
2001-01-31,2000-07-31,1995-08-31,2000-07-31,60,0.1739285379367733,0.5434821344841935,1.3213260688376385,0.09270135017308198,0.48384671835779425,0.25871878146556604,0.03076879789911852,752,398,1000
2001-02-28,2000-08-31,1995-09-30,2000-08-31,60,0.17603234421410235,0.5440080860535257,1.2951845700862585,0.08958762175142922,0.48242091322863484,0.2585075677276014,0.030251235826990904,757,391,1000
2001-03-31,2000-09-30,1995-10-31,2000-09-30,60,0.17577663744972805,0.5439441593624319,1.2867422356990674,0.08844329404483034,0.48138980395279674,0.25984397470359516,0.030016514123121105,762,393,1000
2001-04-30,2000-10-31,1995-11-30,2000-10-31,60,0.17835999954242107,0.5445899998856053,1.3073333892539742,0.09179119583487995,0.47988257417850566,0.2623434475988914,0.03114419391604524,777,388,1000
2001-05-31,2000-11-30,1995-12-31,2000-11-30,60,0.18119659762749837,0.5452991494068746,1.312518728843282,0.0924864080146575,0.4785557924802873,0.2653499270569244,0.03160779110427515,778,391,1000
2001-06-30,2000-12-31,1996-01-31,2000-12-31,60,0.1806184847737883,0.545154621193447,1.2864343235103852,0.08914373171510921,0.4777746109378285,0.2626686546941294,0.03057268124011216,763,390,1000
2001-07-31,2001-01-31,1996-02-29,2001-01-31,60,0.18349118326814734,0.5458727958170368,1.2846778838276307,0.08900471008240596,0.47937741595010547,0.2674539573352393,0.030803437651133976,789,383,1000
2001-08-31,2001-02-28,1996-03-31,2001-02-28,60,0.18688453634523058,0.5467211340863077,1.2726999203720966,0.08741203833350174,0.4796234215659815,0.2715061375501772,0.030470297378657057,794,393,1000
2001-09-30,2001-03-31,1996-04-30,2001-03-31,60,0.18611728565827634,0.5465293214145691,1.2434371159314013,0.08382913271902982,0.4805909049020358,0.26589880049411085,0.029246359223423474,797,400,1000
2001-10-31,2001-04-30,1996-05-31,2001-04-30,60,0.19221910667183442,0.5480547766679585,1.2708477937045703,0.0884677989616971,0.4817502322398019,0.2780356234340503,0.031843564342778956,793,384,1000
2001-11-30,2001-05-31,1996-06-30,2001-05-31,60,0.19801171334405204,0.5495029283360129,1.243267841954169,0.08686868699572475,0.4863305516438128,0.2784608870713666,0.03224649068181968,808,365,1000
2001-12-31,2001-06-30,1996-07-31,2001-06-30,60,0.202727704870395,0.5506819262175987,1.2437633791155305,0.08786078631275925,0.4843778780074425,0.2817290069310573,0.03277672854037692,808,358,1000
2002-01-31,2001-07-31,1996-08-31,2001-07-31,60,0.20624551057562387,0.5515613776439059,1.2290447541530838,0.08621729118332495,0.4858459037297683,0.2835207275830491,0.032448531627196,818,363,1000
2002-02-28,2001-08-31,1996-09-30,2001-08-31,60,0.21080224631911437,0.5527005615797786,1.2500871266484437,0.08930008189922313,0.4873210644580938,0.2992926079040484,0.03367737308922888,818,366,1000
2002-03-31,2001-09-30,1996-10-31,2001-09-30,60,0.21641239315579675,0.5541030982889491,1.2500395958176143,0.09097823358913673,0.4866842533154874,0.30419423736523465,0.034919951342988524,811,360,1000
2002-04-30,2001-10-31,1996-11-30,2001-10-31,60,0.21820475891942473,0.5545511897298562,1.2150395731060573,0.08724826427695706,0.4899149667889452,0.30352102545340925,0.0337055669816785,823,376,1000
2002-05-31,2001-11-30,1996-12-31,2001-11-30,60,0.22237649647611563,0.5555941241190289,1.2206617220344316,0.08870788687612167,0.49126174753471324,0.3096327212277545,0.03423123794138979,823,369,1000
2002-06-30,2001-12-31,1997-01-31,2001-12-31,60,0.21858784791792135,0.5546469619794804,1.1787834758839983,0.08249505108675907,0.4923404634044015,0.30684172250779157,0.031074836461196388,814,403,1000
2002-07-31,2002-01-31,1997-02-28,2002-01-31,60,0.21517994993137154,0.553794987482843,1.1419956091282082,0.07632960125522806,0.4905953846235434,0.2970443781942933,0.02821829858213219,823,412,1000
2002-08-31,2002-02-28,1997-03-31,2002-02-28,60,0.21699776809370644,0.5542494420234266,1.0928595068008276,0.07019495619383881,0.4876687991420237,0.30018760494856683,0.02600746375478479,822,428,1000
2002-09-30,2002-03-31,1997-04-30,2002-03-31,60,0.21665065465059385,0.5541626636626483,1.037408423125225,0.06242791757005542,0.49190989874431745,0.3021551739788783,0.024271446747922077,831,466,1000
2002-10-31,2002-04-30,1997-05-31,2002-04-30,60,0.2163931468330322,0.554098286708258,1.0727249838049753,0.06702616209352733,0.49039888814491545,0.30096745303746136,0.02596245304909017,831,436,1000
2002-11-30,2002-05-31,1997-06-30,2002-05-31,60,0.2176709221472556,0.5544177305368139,1.11636744576071,0.07372313384828276,0.4903582131970061,0.3011724051480632,0.02865381901041098,825,387,1000
2002-12-31,2002-06-30,1997-07-31,2002-06-30,60,0.21841409587293492,0.5546035239682338,1.0891255964913549,0.06907358021177162,0.49336369157393445,0.30559748782453483,0.02722581082522414,824,411,1000
2003-01-31,2002-07-31,1997-08-31,2002-07-31,60,0.21696289807280011,0.5542407245182001,1.0766060335363719,0.06753184457427096,0.49372995842879563,0.3038893226156983,0.026937982756324978,829,406,1000
2003-02-28,2002-08-31,1997-09-30,2002-08-31,60,0.2179738334971193,0.5544934583742799,1.0775669210016143,0.0679832884544068,0.49390296971807046,0.3053859744973132,0.02715212008107882,826,403,1000
2003-03-31,2002-09-30,1997-10-31,2002-09-30,60,0.21955060642141525,0.5548876516053538,1.072291691047465,0.068104567970347,0.4933378261272655,0.3077451093623614,0.027615363956719142,825,404,1000
2003-04-30,2002-10-31,1997-11-30,2002-10-31,60,0.22037160948205,0.5550929023705126,1.117962424195481,0.07382533227736682,0.492823216225774,0.308350487452666,0.029902545086730237,825,374,1000
2003-05-31,2002-11-30,1997-12-31,2002-11-30,60,0.22382775609448397,0.5559569390236211,1.2076904658917282,0.08706969611095158,0.48957410255470585,0.3290671321518979,0.03537024460641877,818,321,1000
2003-06-30,2002-12-31,1998-01-31,2002-12-31,60,0.22753314534013913,0.5568832863350348,1.1969907582452142,0.08618072821226533,0.49144097722954466,0.33490136426864064,0.03479038591407763,821,330,1000
2003-07-31,2003-01-31,1998-02-28,2003-01-31,60,0.22891149397851612,0.5572278734946291,1.177049995972617,0.08318234458554728,0.49005537717860204,0.33510355739866277,0.033600926446417614,823,339,1000
2003-08-31,2003-02-28,1998-03-31,2003-02-28,60,0.2319131189306293,0.5579782797326573,1.1622978295629691,0.08222483494334916,0.4902208901548501,0.33577995852745596,0.03369472079990911,833,339,1000
2003-09-30,2003-03-31,1998-04-30,2003-03-31,60,0.23332219711855914,0.5583305492796399,1.16467110322527,0.08287976774981198,0.4914587965257802,0.33754151363765555,0.034114235868890924,825,348,1000
2003-10-31,2003-04-30,1998-05-31,2003-04-30,60,0.23564667895716407,0.5589116697392911,1.1959258322116522,0.08735544215602478,0.4920893697468938,0.33880914638509696,0.035539021368976034,826,338,1000
2003-11-30,2003-05-31,1998-06-30,2003-05-31,60,0.23998542190500025,0.55999635547625,1.1756982881959284,0.08588157076923447,0.4901371842826674,0.3400563018176169,0.034762645765437965,828,338,1000
2003-12-31,2003-06-30,1998-07-31,2003-06-30,60,0.24253027102430172,0.5606325677560753,1.1903658269890174,0.08845153194178257,0.4904542563120161,0.34372517756153365,0.03645291393861225,819,320,1000
2004-01-31,2003-07-31,1998-08-31,2003-07-31,60,0.2451473872226514,0.5612868468056629,1.2023862953134248,0.08999834112938326,0.4907393372073042,0.34412828761143854,0.03761471023437319,821,312,1000
2004-02-29,2003-08-31,1998-09-30,2003-08-31,60,0.2519426006691384,0.5629856501672845,1.2561007361994836,0.09853384260192775,0.4897872545917325,0.3635917352557,0.04064508887008006,820,293,1000
2004-03-31,2003-09-30,1998-10-31,2003-09-30,60,0.26292018606503553,0.5657300465162589,1.3468969337164092,0.11249965052781416,0.4893219882080929,0.3942124856212737,0.046653588650885564,825,269,1000
2004-04-30,2003-10-31,1998-11-30,2003-10-31,60,0.2690358313629004,0.5672589578407251,1.334176954030477,0.11215792277008906,0.4898901709796025,0.39796252486192873,0.04693712834485792,827,272,1000
2004-05-31,2003-11-30,1998-12-31,2003-11-30,60,0.2844743236242114,0.5711185809060528,1.4450649063649375,0.12852038988340234,0.48684767970193754,0.445013207935174,0.05281749925678463,829,250,1000
2004-06-30,2003-12-31,1999-01-31,2003-12-31,60,0.29655273714308655,0.5741381842857717,1.4321536654448037,0.12962282638716421,0.4921993591624033,0.45595744268772703,0.05397597886058431,832,259,1000
2004-07-31,2004-01-31,1999-02-28,2004-01-31,60,0.2946178641062341,0.5736544660265586,1.3578950255011089,0.12020832329787544,0.49443541941022273,0.44668548545922804,0.050583742677692146,830,273,1000
2004-08-31,2004-02-29,1999-03-31,2004-02-29,60,0.30169387639054296,0.5754234690976356,1.3991205880829714,0.12757750440482385,0.49296817695116335,0.46512795282604563,0.05293825937789347,818,275,1000
2004-09-30,2004-03-31,1999-04-30,2004-03-31,60,0.31297156237498913,0.5782428905937472,1.4407339557126775,0.13432914840734733,0.49058178410531433,0.4848842354534645,0.05565561114459223,818,265,1000
2004-10-31,2004-04-30,1999-05-31,2004-04-30,60,0.31932455342447724,0.5798311383561193,1.4580866339043916,0.13774890055780065,0.4895139600905601,0.490769729321336,0.0576087656359344,817,249,1000
2004-11-30,2004-05-31,1999-06-30,2004-05-31,60,0.32818778939094445,0.582046947347736,1.4834029751642677,0.14291512191989456,0.4896937035754835,0.497260106490514,0.059326824498803325,817,244,1000
2004-12-31,2004-06-30,1999-07-31,2004-06-30,60,0.33548030029702036,0.583870075074255,1.4433100040773035,0.14051397979853092,0.48938514216113377,0.49998273608232163,0.058689799151666375,824,249,1000
2005-01-31,2004-07-31,1999-08-31,2004-07-31,60,0.33802614570443823,0.5845065364261095,1.3720558861889687,0.13323529207037937,0.4947674901965102,0.4926529131786806,0.05705258775135215,829,262,1000
2005-02-28,2004-08-31,1999-09-30,2004-08-31,60,0.345417690401474,0.5863544226003685,1.385863026744582,0.1363761084716188,0.493422684842672,0.4984176428639257,0.05760731340173557,835,262,1000
2005-03-31,2004-09-30,1999-10-31,2004-09-30,60,0.34939842446665315,0.5873496061166633,1.3709565166194635,0.134779539146981,0.497055459102042,0.4989977415731997,0.05821902019645469,831,268,1000
2005-04-30,2004-10-31,1999-11-30,2004-10-31,60,0.34058753864918984,0.5851468846622975,1.3227964885941728,0.1275017948409867,0.4978965319306927,0.48304319697700515,0.05519138482205312,836,282,1000
2005-05-31,2004-11-30,1999-12-31,2004-11-30,60,0.35024297962042006,0.587560744905105,1.3568523485938118,0.1329765619818539,0.49484133325333163,0.4927494251967755,0.05748143469561498,839,272,1000
2005-06-30,2004-12-31,2000-01-31,2004-12-31,60,0.35732912859365307,0.5893322821484133,1.3096109457249558,0.12822021979255527,0.4952668613431033,0.49456480446270973,0.05593968589935948,842,279,1000
2005-07-31,2005-01-31,2000-02-29,2005-01-31,60,0.3596539356553437,0.589913483913836,1.319550515964739,0.13029743589690135,0.49776237898057835,0.4939923586028487,0.05731208402488833,838,277,1000
2005-08-31,2005-02-28,2000-03-31,2005-02-28,60,0.35613560727883714,0.5890339018197093,1.288560117816796,0.12618749613592917,0.4996084635036244,0.49439221793437244,0.05484515566299369,833,286,1000
2005-09-30,2005-03-31,2000-04-30,2005-03-31,60,0.35449982709740824,0.5886249567743521,1.2753010355103778,0.12493756622761142,0.4981978030542827,0.49537447878090946,0.05406037088626986,830,304,1000
2005-10-31,2005-04-30,2000-05-31,2005-04-30,60,0.3400141913728346,0.5850035478432087,1.222136835764392,0.11581330988112955,0.4980137780495906,0.4742318741966881,0.04962296542838697,842,313,1000
2005-11-30,2005-05-31,2000-06-30,2005-05-31,60,0.34361043699297217,0.585902609248243,1.2392115564443635,0.11861058476699511,0.4988393156846832,0.475229769695755,0.05079104468748709,845,311,1000
2005-12-31,2005-06-30,2000-07-31,2005-06-30,60,0.3492507232105917,0.587312680802648,1.277548334263509,0.12406364549873873,0.499235876961979,0.4871391887477611,0.052954485790009435,847,302,1000
2006-01-31,2005-07-31,2000-08-31,2005-07-31,60,0.34737033522583227,0.5868425838064582,1.2901721231862475,0.12614137288235486,0.5011290352030621,0.48609497166816545,0.05366339353062318,842,299,1000
2006-02-28,2005-08-31,2000-09-30,2005-08-31,60,0.3436425868976605,0.5859106467244151,1.2807790296386161,0.12341841434996113,0.500282740710594,0.48207192466878485,0.053065365080027134,845,285,1000
2006-03-31,2005-09-30,2000-10-31,2005-09-30,60,0.34654347549673914,0.5866358688741847,1.3274087693503658,0.13040250679195967,0.5000838491424154,0.4999294295400985,0.055602729332285855,841,273,1000
2006-04-30,2005-10-31,2000-11-30,2005-10-31,60,0.3436121517498064,0.5859030379374515,1.329593472723842,0.13056402297966516,0.49974150243895793,0.4994343106631976,0.055159192740044875,845,274,1000
2006-05-31,2005-11-30,2000-12-31,2005-11-30,60,0.33924911379060535,0.5848122784476514,1.2964760481987756,0.12565953314358064,0.4979353921090213,0.49174765111515817,0.053108099895764295,839,281,1000
2006-06-30,2005-12-31,2001-01-31,2005-12-31,60,0.34189641963484346,0.5854741049087109,1.2884295565404906,0.12519600874755793,0.49698697118652657,0.49426521641994337,0.053137838758625405,845,292,1000
2006-07-31,2006-01-31,2001-02-28,2006-01-31,60,0.3360900469843826,0.5840225117460957,1.23739445046092,0.117842112450236,0.4990576012063884,0.4831705800588275,0.05076450410817942,850,300,1000
2006-08-31,2006-02-28,2001-03-31,2006-02-28,60,0.33651268386731953,0.5841281709668299,1.2374080475230629,0.11757437842523644,0.4971985656853158,0.4803719547013363,0.050935582177393995,851,291,1000
2006-09-30,2006-03-31,2001-04-30,2006-03-31,60,0.3383083044585846,0.5845770761146462,1.2633951022953254,0.12098408298793932,0.4992874094656337,0.4888356660971627,0.052654959387769,845,282,1000
2006-10-31,2006-04-30,2001-05-31,2006-04-30,60,0.339721519183511,0.5849303797958778,1.2602159338887808,0.1209194893286643,0.5000150476224567,0.48584616483802123,0.05265660156038956,849,285,1000
2006-11-30,2006-05-31,2001-06-30,2006-05-31,60,0.3415839643191285,0.5853959910797821,1.2787179455238065,0.12407684973324223,0.5005305336433602,0.4886061938496019,0.05365863951070312,847,284,1000
2006-12-31,2006-06-30,2001-07-31,2006-06-30,60,0.3431365952643293,0.5857841488160823,1.3175267529937118,0.12905596492652255,0.49943452697107255,0.4999823705894028,0.05583831106631787,848,284,1000
2007-01-31,2006-07-31,2001-08-31,2006-07-31,60,0.3436944683784698,0.5859236170946174,1.3107455155885055,0.12902119985540025,0.500266185319402,0.5002087636222146,0.055775394785334685,854,277,1000
2007-02-28,2006-08-31,2001-09-30,2006-08-31,60,0.3421320847329772,0.5855330211832442,1.3069628354007665,0.12778489411635938,0.4995074467576611,0.4967096994196521,0.05565912612622398,850,269,1000
2007-03-31,2006-09-30,2001-10-31,2006-09-30,60,0.34238953120768223,0.5855973828019206,1.2895972569715577,0.12570049602269498,0.49865257220705367,0.4988575145169827,0.05438988804538715,844,272,1000
2007-04-30,2006-10-31,2001-11-30,2006-10-31,60,0.3448451072620436,0.5862112768155109,1.3235303009038875,0.12972117949921383,0.49973471357924093,0.503116155780342,0.05623362527406282,847,266,1000
2007-05-31,2006-11-30,2001-12-31,2006-11-30,60,0.34878755284263746,0.5871968882106594,1.3446544132957947,0.13274619331718548,0.5020857475562986,0.5086300213615654,0.058097566647641145,857,259,1000
2007-06-30,2006-12-31,2002-01-31,2006-12-31,60,0.3489394525283676,0.5872348631320919,1.3592839060092528,0.1348443196115356,0.4994901417631781,0.5202991277528174,0.0587814306579429,858,242,1000
2007-07-31,2007-01-31,2002-02-28,2007-01-31,60,0.3363549934883231,0.5840887483720808,1.278337428991142,0.12326245285769491,0.4996596610825018,0.4923063894013702,0.053924574459780515,860,267,1000
2007-08-31,2007-02-28,2002-03-31,2007-02-28,60,0.33761669042655296,0.5844041726066382,1.2787651522381798,0.12361780673464719,0.4958168734372154,0.4901796097009611,0.05364235387234995,858,269,1000
2007-09-30,2007-03-31,2002-04-30,2007-03-31,60,0.3421574740536084,0.5855393685134022,1.2592801933394215,0.12220354235636535,0.49879878376568154,0.49090674858323824,0.053653361042326,860,283,1000
2007-10-31,2007-04-30,2002-05-31,2007-04-30,60,0.3371571473065164,0.5842892868266291,1.2699706073818189,0.12256774250227638,0.4979276484410772,0.487574328284735,0.05309867059269841,861,283,1000
2007-11-30,2007-05-31,2002-06-30,2007-05-31,60,0.32160326652498034,0.5804008166312451,1.2250159809189223,0.11359750976394418,0.4993877410647102,0.4690109840345108,0.049377089184303065,843,314,1000
2007-12-31,2007-06-30,2002-07-31,2007-06-30,60,0.3175201214180778,0.5793800303545195,1.21332292008951,0.11106214156736526,0.49885250105569195,0.4650758770506617,0.04806136143778065,850,322,1000
2008-01-31,2007-07-31,2002-08-31,2007-07-31,60,0.28834590860307935,0.5720864771507699,1.1398016938285886,0.09369711747430184,0.4993270661865334,0.42749795629052184,0.039670441053507935,849,353,1000
2008-02-29,2007-08-31,2002-09-30,2007-08-31,60,0.2841302163540593,0.5710325540885147,1.1139297624433868,0.08909284591937301,0.5005274847644618,0.41421314352149485,0.038397182759464264,856,366,1000
2008-03-31,2007-09-30,2002-10-31,2007-09-30,60,0.2818223502524213,0.5704555875631054,1.1251253016342082,0.09041162914813193,0.4973097797789874,0.4190650607565763,0.0385598777501831,854,375,1000
2008-04-30,2007-10-31,2002-11-30,2007-10-31,60,0.2842869311702281,0.571071732792557,1.162333564791799,0.0951698736522902,0.49652750928270223,0.4189754269548292,0.04044647512688647,861,344,1000
2008-05-31,2007-11-30,2002-12-31,2007-11-30,60,0.28836713744019143,0.5720917843600478,1.1814365887443985,0.09819725966039154,0.49663066325665006,0.4193128376277653,0.041933637826754494,861,325,1000
2008-06-30,2007-12-31,2003-01-31,2007-12-31,60,0.27062223424363924,0.5676555585609099,1.091356513850159,0.08133374310099557,0.4985277652064818,0.3775057208049839,0.03450473457688222,853,389,1000
2008-07-31,2008-01-31,2003-02-28,2008-01-31,60,0.26082309033660667,0.5652057725841516,1.087651041771733,0.07922622578185094,0.4969026035561877,0.3618540194377163,0.033363760031050335,859,394,1000
2008-08-31,2008-02-29,2003-03-31,2008-02-29,60,0.26049220863388506,0.5651230521584711,1.104402414500466,0.08041596426716756,0.49741273454065876,0.3591801641037295,0.03418713553962198,866,374,1000
2008-09-30,2008-03-31,2003-04-30,2008-03-31,60,0.24244464276851801,0.5606111606921295,1.0168439951969404,0.06448583138840773,0.49664367383754127,0.3269659392881913,0.027200583987151583,861,455,1000
2008-10-31,2008-04-30,2003-05-31,2008-04-30,60,0.21001681034998712,0.5525042025874968,0.8838857394850794,0.03884086696982311,0.503588548467608,0.25865894841612735,0.016103056312376515,856,622,1000
2008-11-30,2008-05-31,2003-06-30,2008-05-31,60,0.20339113546426446,0.5508477838660663,0.8648489196983999,0.0357829100398639,0.5021450715764197,0.24957658301416197,0.014532168744204533,855,649,1000
2008-12-31,2008-06-30,2003-07-31,2008-06-30,60,0.20213185836341335,0.5505329645908533,0.899163473738872,0.03932140924109583,0.5006283619415309,0.24713130030517294,0.01574773132191663,852,615,1000
2009-01-31,2008-07-31,2003-08-31,2008-07-31,60,0.20131565692217981,0.550328914230545,0.8818072549737579,0.03682743911194904,0.500462795843411,0.23481728835777152,0.014991728952065042,873,608,1000
2009-02-28,2008-08-31,2003-09-30,2008-08-31,60,0.19804024399401104,0.5495100609985027,0.851692647373739,0.032996164196167965,0.49841699123820754,0.2250291333480154,0.013060546690922527,879,636,1000
2009-03-31,2008-09-30,2003-10-31,2008-09-30,60,0.20017149864289857,0.5500428746607247,0.9078949437381917,0.039093920498430294,0.5006111680796498,0.2248805835809456,0.015599918731496321,876,564,1000
2009-04-30,2008-10-31,2003-11-30,2008-10-31,60,0.20036806168461255,0.550092015421153,1.0203469421057294,0.05318969559355226,0.5030070133099036,0.22483349762721386,0.021656770717001627,881,446,1000
2009-05-31,2008-11-30,2003-12-31,2008-11-30,60,0.20392346964882663,0.5509808674122066,1.0412934760889248,0.05669590735906025,0.5001014118338578,0.22425301709345205,0.02321494566951205,891,415,1000
2009-06-30,2008-12-31,2004-01-31,2008-12-31,60,0.2068442061073342,0.5517110515268335,1.034556904949372,0.05690217702173019,0.5000876424231067,0.22457375648450587,0.023399662764116147,890,408,1000
2009-07-31,2009-01-31,2004-02-29,2009-01-31,60,0.20691744243697163,0.5517293606092429,1.0585526454608718,0.05927217529776103,0.49948408538636846,0.22489987741786738,0.024833388601391063,896,381,1000
2009-08-31,2009-02-28,2004-03-31,2009-02-28,60,0.2049501398521178,0.5512375349630295,1.050980348344149,0.057672244290895625,0.49926714946240336,0.22476853185328902,0.02436250405795636,886,398,1000
2009-09-30,2009-03-31,2004-04-30,2009-03-31,60,0.20622749444929736,0.5515568736123243,1.0530246378770796,0.05832719715460067,0.5004001909588954,0.22452835570883084,0.025028037094650877,883,372,1000
2009-10-31,2009-04-30,2004-05-31,2009-04-30,60,0.2083164405508867,0.5520791101377217,1.0509897405708795,0.05903904895698335,0.5002263174398844,0.2258949452267136,0.025466890175653716,891,364,1000
2009-11-30,2009-05-31,2004-06-30,2009-05-31,60,0.20688676430168113,0.5517216910754204,1.0468716714722102,0.058356559044797994,0.5000982307687819,0.2281118093166344,0.025469215421418397,891,382,1000
2009-12-31,2009-06-30,2004-07-31,2009-06-30,60,0.20801316329997302,0.5520032908249933,1.033388621304815,0.056824998872389836,0.5004665983507677,0.22934716187615084,0.024489882009044558,885,391,1000
2010-01-31,2009-07-31,2004-08-31,2009-07-31,60,0.20647852672701042,0.5516196316817525,1.0421031089832906,0.05831643360374021,0.500199849729723,0.2284093618146643,0.02520636234683448,883,380,1000
2010-02-28,2009-08-31,2004-09-30,2009-08-31,60,0.2075935659041704,0.5518983914760427,1.049472635041079,0.05973918187216635,0.4981870850347464,0.23215498263630996,0.025882195283405615,878,375,1000
2010-03-31,2009-09-30,2004-10-31,2009-09-30,60,0.2083994800190433,0.5520998700047608,1.0405502779238813,0.05871471657830202,0.49964177078631417,0.23212177425535377,0.025570504493636285,873,387,1000
2010-04-30,2009-10-31,2004-11-30,2009-10-31,60,0.20677106717450028,0.5516927667936251,1.0389697080412252,0.05799075364537175,0.4990762853596002,0.23440601535224173,0.025447094469354836,874,382,1000
2010-05-31,2009-11-30,2004-12-31,2009-11-30,60,0.2124280262117823,0.5531070065529455,1.0741129866297998,0.06396880436220265,0.49479434604979294,0.2427163031683766,0.02777341574080498,877,353,1000
2010-06-30,2009-12-31,2005-01-31,2009-12-31,60,0.22330226569357972,0.555825566423395,1.215064222972639,0.08694120641185758,0.4912867477708272,0.2932747983020518,0.037738262756895485,863,249,1000
2010-07-31,2010-01-31,2005-02-28,2010-01-31,60,0.2317129055465739,0.5579282263866435,1.2938032169743499,0.09897543948437762,0.49459852723103415,0.3191803871313075,0.043689812140393185,865,235,1000
2010-08-31,2010-02-28,2005-03-31,2010-02-28,60,0.23694385569888532,0.5592359639247213,1.2837477856561565,0.09897553503205148,0.49430856418247976,0.3189385862355855,0.0436397855907437,880,234,1000
2010-09-30,2010-03-31,2005-04-30,2010-03-31,60,0.24703505294537603,0.5617587632363441,1.3677228947673217,0.11142422696936384,0.49725696265214825,0.3483975605345187,0.048957799847625764,872,213,1000
2010-10-31,2010-04-30,2005-05-31,2010-04-30,60,0.26775001455135305,0.5669375036378382,1.4915134614103664,0.13036219377320252,0.49963470087339984,0.41755195864852535,0.057545615473737675,859,189,1000
2010-11-30,2010-05-31,2005-06-30,2010-05-31,60,0.2857655266572883,0.5714413816643221,1.4686121855256569,0.13173450166667577,0.5004923139866867,0.4229086474648702,0.05849015400357018,867,200,1000
2010-12-31,2010-06-30,2005-07-31,2010-06-30,60,0.2970704610382054,0.5742676152595514,1.397528143515559,0.12693776032970475,0.500363695928496,0.42654783475883,0.0574137059643899,871,206,1000
