formation_month,reward_cutoff,maintenance_start,maintenance_end,maintenance_months,market_regime,selected_candidates,selected_miners,selected_factor_count,finite_scores
1999-07-31,1999-01-31,1994-02-28,1999-01-31,60,uptrend,risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
1999-08-31,1999-02-28,1994-03-31,1999-02-28,60,uptrend,risk_reversal_miner__identity__rvol_21d|technical_miner__identity__turnover_126d|technical_miner__pair_product__ret_12_1__ret_6_1|technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,risk_reversal_miner|technical_miner,5,1000
1999-09-30,1999-03-31,1994-04-30,1999-03-31,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_product__ret_12_1__ret_6_1|technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rvol_21d,risk_reversal_miner|technical_miner,5,1000
1999-10-31,1999-04-30,1994-05-31,1999-04-30,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_product__ret_12_1__ret_6_1|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__prc_highprc_252d,risk_reversal_miner|technical_miner,5,1000
1999-11-30,1999-05-31,1994-06-30,1999-05-31,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__prc_highprc_252d|technical_miner__pair_product__ret_12_1__ret_6_1,risk_reversal_miner|technical_miner,5,1000
1999-12-31,1999-06-30,1994-07-31,1999-06-30,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_product__ret_12_1__ret_6_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__prc_highprc_252d,risk_reversal_miner|technical_miner,5,1000
2000-01-31,1999-07-31,1994-08-31,1999-07-31,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_product__ret_12_1__ret_6_1|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d,risk_reversal_miner|technical_miner,5,1000
2000-02-29,1999-08-31,1994-09-30,1999-08-31,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__ret_12_1,risk_reversal_miner|technical_miner,5,1000
2000-03-31,1999-09-30,1994-10-31,1999-09-30,60,uptrend,technical_miner__identity__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__pair_product__ret_12_1__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2000-04-30,1999-10-31,1994-11-30,1999-10-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__pair_product__ret_12_1__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2000-05-31,1999-11-30,1994-12-31,1999-11-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__prc_highprc_252d__ret_6_1|risk_reversal_miner__pair_product__beta_60m__rmax5_21d,risk_reversal_miner|technical_miner,5,1000
2000-06-30,1999-12-31,1995-01-31,1999-12-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__prc_highprc_252d__ret_6_1|technical_miner__pair_product__ret_6_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2000-07-31,2000-01-31,1995-02-28,2000-01-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__prc_highprc_252d__ret_6_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d,risk_reversal_miner|technical_miner,5,1000
2000-08-31,2000-02-29,1995-03-31,2000-02-29,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__ret_6_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__pair_product__ret_12_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2000-09-30,2000-03-31,1995-04-30,2000-03-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|risk_reversal_miner__pair_product__beta_60m__rmax5_21d,risk_reversal_miner|technical_miner,5,1000
2000-10-31,2000-04-30,1995-05-31,2000-04-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__pair_product__ret_12_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2000-11-30,2000-05-31,1995-06-30,2000-05-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|technical_miner__pair_product__ret_12_1__turnover_126d|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d,risk_reversal_miner|technical_miner,5,1000
2000-12-31,2000-06-30,1995-07-31,2000-06-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__pair_product__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|technical_miner__pair_product__ret_12_1__turnover_126d|technical_miner__pair_product__ret_12_1__ret_6_1,fundamental_miner|technical_miner,5,1000
2001-01-31,2000-07-31,1995-08-31,2000-07-31,60,uptrend,fundamental_miner__pair_product__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_product__ret_12_1__turnover_126d|fundamental_miner__pair_mean__f_score__gp_at|technical_miner__pair_product__prc_highprc_252d__turnover_126d,fundamental_miner|technical_miner,5,1000
2001-02-28,2000-08-31,1995-09-30,2000-08-31,60,downtrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__identity__be_me|fundamental_miner__pair_product__be_me__gp_at|fundamental_miner__pair_mean__be_me__gp_at|fundamental_miner__pair_product__be_me__f_score,fundamental_miner|risk_reversal_miner,5,1000
2001-03-31,2000-09-30,1995-10-31,2000-09-30,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me|fundamental_miner__pair_mean__be_me__gp_at|fundamental_miner__pair_product__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-04-30,2000-10-31,1995-11-30,2000-10-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|fundamental_miner__pair_product__be_me__gp_at|fundamental_miner__pair_product__be_me__f_score,fundamental_miner|technical_miner,5,1000
2001-05-31,2000-11-30,1995-12-31,2000-11-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|technical_miner__identity__ret_6_1|fundamental_miner__pair_product__be_me__gp_at,fundamental_miner|technical_miner,5,1000
2001-06-30,2000-12-31,1996-01-31,2000-12-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d|fundamental_miner__pair_product__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-07-31,2001-01-31,1996-02-29,2001-01-31,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me|technical_miner__pair_mean__ret_12_1__ret_6_1|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-08-31,2001-02-28,1996-03-31,2001-02-28,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d|technical_miner__pair_mean__ret_12_1__ret_6_1|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-09-30,2001-03-31,1996-04-30,2001-03-31,60,downtrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__identity__be_me|risk_reversal_miner__pair_product__beta_60m__rvol_21d|technical_miner__pair_mean__ret_12_1__ret_6_1|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-10-31,2001-04-30,1996-05-31,2001-04-30,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me|risk_reversal_miner__pair_product__beta_60m__rvol_21d|risk_reversal_miner__identity__ret_1_0|technical_miner__pair_mean__prc_highprc_252d__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-11-30,2001-05-31,1996-06-30,2001-05-31,60,downtrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|fundamental_miner__identity__be_me|risk_reversal_miner__pair_product__beta_60m__rvol_21d|risk_reversal_miner__identity__ret_1_0|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2001-12-31,2001-06-30,1996-07-31,2001-06-30,60,uptrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|technical_miner__identity__turnover_126d|fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-01-31,2001-07-31,1996-08-31,2001-07-31,60,uptrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|technical_miner__identity__turnover_126d|fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-02-28,2001-08-31,1996-09-30,2001-08-31,60,uptrend,risk_reversal_miner__pair_mean__rmax5_21d__rvol_21d|technical_miner__identity__turnover_126d|fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__identity__prc_highprc_252d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-03-31,2001-09-30,1996-10-31,2001-09-30,60,uptrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__pair_mean__be_me__gp_at|risk_reversal_miner__identity__ret_1_0|technical_miner__pair_mean__ret_12_1__ret_6_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-04-30,2001-10-31,1996-11-30,2001-10-31,60,uptrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|technical_miner__identity__ret_6_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-05-31,2001-11-30,1996-12-31,2001-11-30,60,uptrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-06-30,2001-12-31,1997-01-31,2001-12-31,60,downtrend,risk_reversal_miner__identity__rmax5_21d|fundamental_miner__pair_mean__be_me__gp_at|risk_reversal_miner__identity__ret_1_0|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_product__beta_60m__rmax5_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-07-31,2002-01-31,1997-02-28,2002-01-31,60,downtrend,risk_reversal_miner__identity__rmax5_21d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at|risk_reversal_miner__pair_product__beta_60m__rmax5_21d|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-08-31,2002-02-28,1997-03-31,2002-02-28,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|fundamental_miner__pair_mean__be_me__gp_at|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-09-30,2002-03-31,1997-04-30,2002-03-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__f_score__gp_at|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-10-31,2002-04-30,1997-05-31,2002-04-30,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-11-30,2002-05-31,1997-06-30,2002-05-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2002-12-31,2002-06-30,1997-07-31,2002-06-30,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-01-31,2002-07-31,1997-08-31,2002-07-31,60,uptrend,technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_product__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__f_score__gp_at|fundamental_miner__identity__f_score,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-02-28,2002-08-31,1997-09-30,2002-08-31,60,downtrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_mean__ret_1_0__rmax5_21d|fundamental_miner__pair_mean__f_score__gp_at|fundamental_miner__identity__f_score,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-03-31,2002-09-30,1997-10-31,2002-09-30,60,uptrend,technical_miner__identity__ret_12_1|risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__prc_highprc_252d|technical_miner__pair_product__prc_highprc_252d__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2003-04-30,2002-10-31,1997-11-30,2002-10-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|technical_miner__identity__prc_highprc_252d,risk_reversal_miner|technical_miner,5,1000
2003-05-31,2002-11-30,1997-12-31,2002-11-30,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rmax5_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_product__prc_highprc_252d__ret_12_1|fundamental_miner__pair_mean__f_score__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-06-30,2002-12-31,1998-01-31,2002-12-31,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__ret_1_0|technical_miner__identity__ret_12_1|risk_reversal_miner__identity__ret_1_0|fundamental_miner__pair_product__be_me__gp_at|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-07-31,2003-01-31,1998-02-28,2003-01-31,60,uptrend,risk_reversal_miner__pair_product__rmax5_21d__rvol_21d|technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_product__be_me__gp_at|technical_miner__identity__ret_6_1|technical_miner__pair_product__prc_highprc_252d__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2003-08-31,2003-02-28,1998-03-31,2003-02-28,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__rvol_21d|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d|risk_reversal_miner__identity__ret_1_0|technical_miner__pair_mean__ret_12_1__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2003-09-30,2003-03-31,1998-04-30,2003-03-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__rvol_21d|technical_miner__identity__ret_12_1|risk_reversal_miner__identity__ret_1_0|risk_reversal_miner__pair_product__rmax5_21d__rvol_21d,risk_reversal_miner|technical_miner,5,1000
2003-10-31,2003-04-30,1998-05-31,2003-04-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_product__beta_60m__rvol_21d,risk_reversal_miner|technical_miner,5,1000
2003-11-30,2003-05-31,1998-06-30,2003-05-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2003-12-31,2003-06-30,1998-07-31,2003-06-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d,risk_reversal_miner|technical_miner,5,1000
2004-01-31,2003-07-31,1998-08-31,2003-07-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_product__prc_highprc_252d__ret_12_1,risk_reversal_miner|technical_miner,5,1000
2004-02-29,2003-08-31,1998-09-30,2003-08-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-03-31,2003-09-30,1998-10-31,2003-09-30,60,uptrend,risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__prc_highprc_252d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-04-30,2003-10-31,1998-11-30,2003-10-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__pair_mean__be_me__gp_at,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-05-31,2003-11-30,1998-12-31,2003-11-30,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__pair_mean__beta_60m__rvol_21d|technical_miner__identity__ret_12_1|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-06-30,2003-12-31,1999-01-31,2003-12-31,60,uptrend,technical_miner__identity__prc_highprc_252d|risk_reversal_miner__identity__rvol_21d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__ret_12_1|technical_miner__pair_mean__ret_6_1__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-07-31,2004-01-31,1999-02-28,2004-01-31,60,uptrend,technical_miner__identity__prc_highprc_252d|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__identity__turnover_126d|technical_miner__identity__ret_12_1|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-08-31,2004-02-29,1999-03-31,2004-02-29,60,downtrend,fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__identity__ret_1_0|risk_reversal_miner__identity__rvol_21d|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-09-30,2004-03-31,1999-04-30,2004-03-31,60,uptrend,fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_mean__prc_highprc_252d__ret_12_1|risk_reversal_miner__pair_mean__beta_60m__ret_1_0|risk_reversal_miner__identity__ret_1_0|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-10-31,2004-04-30,1999-05-31,2004-04-30,60,uptrend,fundamental_miner__identity__be_me|risk_reversal_miner__pair_mean__beta_60m__ret_1_0|technical_miner__identity__ret_12_1|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__identity__ret_1_0,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-11-30,2004-05-31,1999-06-30,2004-05-31,60,uptrend,fundamental_miner__identity__be_me|risk_reversal_miner__pair_mean__beta_60m__ret_1_0|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__identity__ret_1_0|technical_miner__identity__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2004-12-31,2004-06-30,1999-07-31,2004-06-30,60,uptrend,fundamental_miner__identity__be_me|risk_reversal_miner__identity__beta_60m|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_product__beta_60m__rvol_21d|technical_miner__identity__ret_12_1,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-01-31,2004-07-31,1999-08-31,2004-07-31,60,uptrend,fundamental_miner__identity__be_me|risk_reversal_miner__identity__beta_60m|technical_miner__pair_product__prc_highprc_252d__turnover_126d|technical_miner__identity__ret_12_1|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-02-28,2004-08-31,1999-09-30,2004-08-31,60,uptrend,fundamental_miner__pair_mean__be_me__f_score|risk_reversal_miner__identity__beta_60m|fundamental_miner__pair_mean__be_me__gp_at|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__pair_product__beta_60m__rvol_21d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-03-31,2004-09-30,1999-10-31,2004-09-30,60,uptrend,fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__identity__beta_60m|technical_miner__identity__prc_highprc_252d|technical_miner__pair_mean__prc_highprc_252d__turnover_126d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-04-30,2004-10-31,1999-11-30,2004-10-31,60,uptrend,fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__identity__beta_60m|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|technical_miner__identity__prc_highprc_252d,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-05-31,2004-11-30,1999-12-31,2004-11-30,60,uptrend,fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_mean__prc_highprc_252d__turnover_126d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__pair_product__prc_highprc_252d__turnover_126d|risk_reversal_miner__identity__beta_60m,fundamental_miner|risk_reversal_miner|technical_miner,5,1000
2005-06-30,2004-12-31,2000-01-31,2004-12-31,60,uptrend,technical_miner__pair_mean__ret_6_1__turnover_126d|fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_mean__ret_12_1__turnover_126d|technical_miner__pair_mean__ret_12_1__ret_6_1|technical_miner__pair_product__prc_highprc_252d__turnover_126d,fundamental_miner|technical_miner,5,1000
2005-07-31,2005-01-31,2000-02-29,2005-01-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__identity__be_me|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__turnover_126d,fundamental_miner|technical_miner,5,1000
2005-08-31,2005-02-28,2000-03-31,2005-02-28,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|fundamental_miner__pair_mean__be_me__ocf_at|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__turnover_126d,fundamental_miner|technical_miner,5,1000
2005-09-30,2005-03-31,2000-04-30,2005-03-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2005-10-31,2005-04-30,2000-05-31,2005-04-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2005-11-30,2005-05-31,2000-06-30,2005-05-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2005-12-31,2005-06-30,2000-07-31,2005-06-30,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
2006-01-31,2005-07-31,2000-08-31,2005-07-31,60,uptrend,technical_miner__pair_mean__ret_12_1__turnover_126d|risk_reversal_miner__identity__rvol_21d|technical_miner__pair_mean__ret_6_1__turnover_126d|technical_miner__identity__ret_12_1|technical_miner__identity__ret_6_1,risk_reversal_miner|technical_miner,5,1000
