regime,decision_date,decision_price,passed_start,passed_end,lookback,scaler_rows,future_scaler_rows,future_supervised_target_rows,future_inference_rows,comparison_price_date,inference_window_end,tomorrow_relative_to_decision,model_nominal_forecast_date,temporally_valid,census_only_no_model_or_portfolio_result
bull,2023-10-11,1567.458226,2023-10-01,2023-12-01,5,62,51,51,5,2023-12-01,2023-12-01,2023-10-12,2023-12-02,False,True
bull,2023-10-12,1564.916203,2023-10-01,2023-12-01,5,62,50,50,5,2023-12-01,2023-12-01,2023-10-13,2023-12-02,False,True
bull,2023-10-13,1536.812805,2023-10-01,2023-12-01,5,62,49,49,5,2023-12-01,2023-12-01,2023-10-14,2023-12-02,False,True
bull,2023-10-14,1550.966873,2023-10-01,2023-12-01,5,62,48,48,5,2023-12-01,2023-12-01,2023-10-15,2023-12-02,False,True
bull,2023-10-15,1555.456208,2023-10-01,2023-12-01,5,62,47,47,5,2023-12-01,2023-12-01,2023-10-16,2023-12-02,False,True
bull,2023-10-16,1557.760809,2023-10-01,2023-12-01,5,62,46,46,5,2023-12-01,2023-12-01,2023-10-17,2023-12-02,False,True
bull,2023-10-17,1601.23219,2023-10-01,2023-12-01,5,62,45,45,5,2023-12-01,2023-12-01,2023-10-18,2023-12-02,False,True
bull,2023-10-18,1565.060588,2023-10-01,2023-12-01,5,62,44,44,5,2023-12-01,2023-12-01,2023-10-19,2023-12-02,False,True
bull,2023-10-19,1564.071187,2023-10-01,2023-12-01,5,62,43,43,5,2023-12-01,2023-12-01,2023-10-20,2023-12-02,False,True
bull,2023-10-20,1568.374683,2023-10-01,2023-12-01,5,62,42,42,5,2023-12-01,2023-12-01,2023-10-21,2023-12-02,False,True
bull,2023-10-21,1603.909936,2023-10-01,2023-12-01,5,62,41,41,5,2023-12-01,2023-12-01,2023-10-22,2023-12-02,False,True
bull,2023-10-22,1629.295529,2023-10-01,2023-12-01,5,62,40,40,5,2023-12-01,2023-12-01,2023-10-23,2023-12-02,False,True
bull,2023-10-23,1664.570638,2023-10-01,2023-12-01,5,62,39,39,5,2023-12-01,2023-12-01,2023-10-24,2023-12-02,False,True
bull,2023-10-24,1764.930309,2023-10-01,2023-12-01,5,62,38,38,5,2023-12-01,2023-12-01,2023-10-25,2023-12-02,False,True
bull,2023-10-25,1784.773411,2023-10-01,2023-12-01,5,62,37,37,5,2023-12-01,2023-12-01,2023-10-26,2023-12-02,False,True
bull,2023-10-26,1785.555149,2023-10-01,2023-12-01,5,62,36,36,5,2023-12-01,2023-12-01,2023-10-27,2023-12-02,False,True
bull,2023-10-27,1804.161769,2023-10-01,2023-12-01,5,62,35,35,5,2023-12-01,2023-12-01,2023-10-28,2023-12-02,False,True
bull,2023-10-28,1780.570412,2023-10-01,2023-12-01,5,62,34,34,5,2023-12-01,2023-12-01,2023-10-29,2023-12-02,False,True
bull,2023-10-29,1776.353566,2023-10-01,2023-12-01,5,62,33,33,5,2023-12-01,2023-12-01,2023-10-30,2023-12-02,False,True
bull,2023-10-30,1798.165414,2023-10-01,2023-12-01,5,62,32,32,5,2023-12-01,2023-12-01,2023-10-31,2023-12-02,False,True
bull,2023-10-31,1809.639301,2023-10-01,2023-12-01,5,62,31,31,5,2023-12-01,2023-12-01,2023-11-01,2023-12-02,False,True
bull,2023-11-01,1816.803149,2023-10-01,2023-12-01,5,62,30,30,5,2023-12-01,2023-12-01,2023-11-02,2023-12-02,False,True
bull,2023-11-02,1846.482231,2023-10-01,2023-12-01,5,62,29,29,5,2023-12-01,2023-12-01,2023-11-03,2023-12-02,False,True
bull,2023-11-03,1800.90718,2023-10-01,2023-12-01,5,62,28,28,5,2023-12-01,2023-12-01,2023-11-04,2023-12-02,False,True
bull,2023-11-04,1834.173057,2023-10-01,2023-12-01,5,62,27,27,5,2023-12-01,2023-12-01,2023-11-05,2023-12-02,False,True
bull,2023-11-05,1855.454385,2023-10-01,2023-12-01,5,62,26,26,5,2023-12-01,2023-12-01,2023-11-06,2023-12-02,False,True
bull,2023-11-06,1895.938066,2023-10-01,2023-12-01,5,62,25,25,5,2023-12-01,2023-12-01,2023-11-07,2023-12-02,False,True
bull,2023-11-07,1898.518226,2023-10-01,2023-12-01,5,62,24,24,5,2023-12-01,2023-12-01,2023-11-08,2023-12-02,False,True
bull,2023-11-08,1887.315322,2023-10-01,2023-12-01,5,62,23,23,5,2023-12-01,2023-12-01,2023-11-09,2023-12-02,False,True
bull,2023-11-09,1891.491779,2023-10-01,2023-12-01,5,62,22,22,5,2023-12-01,2023-12-01,2023-11-10,2023-12-02,False,True
bull,2023-11-10,2128.609504,2023-10-01,2023-12-01,5,62,21,21,5,2023-12-01,2023-12-01,2023-11-11,2023-12-02,False,True
bull,2023-11-11,2078.853466,2023-10-01,2023-12-01,5,62,20,20,5,2023-12-01,2023-12-01,2023-11-12,2023-12-02,False,True
bull,2023-11-12,2052.994586,2023-10-01,2023-12-01,5,62,19,19,5,2023-12-01,2023-12-01,2023-11-13,2023-12-02,False,True
bull,2023-11-13,2046.08708,2023-10-01,2023-12-01,5,62,18,18,5,2023-12-01,2023-12-01,2023-11-14,2023-12-02,False,True
bull,2023-11-14,2060.532856,2023-10-01,2023-12-01,5,62,17,17,5,2023-12-01,2023-12-01,2023-11-15,2023-12-02,False,True
bull,2023-11-15,1980.515431,2023-10-01,2023-12-01,5,62,16,16,5,2023-12-01,2023-12-01,2023-11-16,2023-12-02,False,True
bull,2023-11-16,2061.635532,2023-10-01,2023-12-01,5,62,15,15,5,2023-12-01,2023-12-01,2023-11-17,2023-12-02,False,True
bull,2023-11-17,1962.24384,2023-10-01,2023-12-01,5,62,14,14,5,2023-12-01,2023-12-01,2023-11-18,2023-12-02,False,True
bull,2023-11-18,1956.517432,2023-10-01,2023-12-01,5,62,13,13,5,2023-12-01,2023-12-01,2023-11-19,2023-12-02,False,True
bull,2023-11-19,1962.630566,2023-10-01,2023-12-01,5,62,12,12,5,2023-12-01,2023-12-01,2023-11-20,2023-12-02,False,True
bull,2023-11-20,2011.126721,2023-10-01,2023-12-01,5,62,11,11,5,2023-12-01,2023-12-01,2023-11-21,2023-12-02,False,True
bull,2023-11-21,2022.388148,2023-10-01,2023-12-01,5,62,10,10,5,2023-12-01,2023-12-01,2023-11-22,2023-12-02,False,True
