author_commit_first_seen,author_blob,author_path_first_seen,blob_bytes,exact_time_series_model_tokens,final_return_sharpe_summaries,paper_time_series_return_sharpe_pair_matches,matching_paper_rows,status
2faa2844363dee6c07baec315781ce68fafb6864,489058c0e05a82c2bf7b9bc1175a63277b57591f,prep_news3.out,57141,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2faa2844363dee6c07baec315781ce68fafb6864,db6c0bb7eca0d33fd7351d25d230ed2c6e99a14e,prep_news4.out,64465,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e33e9a250d2c1552ebd800caed6a16855492dcfc,ccc89944e5b076c8a951e2917b2af248afe09f7d,run_agent.out,2493865,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
0816d3b2e9aaeb157e93eb3ab0ef4f1df755ea9c,c0c51f8de03c8fa598cb43db7fbee62534976d82,logs/run_agent-full.out,8419530,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
0816d3b2e9aaeb157e93eb3ab0ef4f1df755ea9c,21f23db5c0fd1f80858f43350e1802802ffbd33a,logs/run_agent-txnstat.out,1156128,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
0816d3b2e9aaeb157e93eb3ab0ef4f1df755ea9c,978485801d8b680ad39670d527e8a6320306c2c3,run_agent.out,4381343,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
5ea73d200716ff2f728a5423d170af7679b886e8,9c4d0c43e9cb771479e0477b6a5644ebfb734242,logs/run_agent-news.out,4646259,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
5ea73d200716ff2f728a5423d170af7679b886e8,e85107860c2a41b9f28e99a1d6d41f389c96a91b,logs/run_agent-reflection.out,5945255,,2,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
5ea73d200716ff2f728a5423d170af7679b886e8,2e64c8f9f100b3772a7cd9d5de254489ecf876e4,run_agent-wo-reflection.out,2953334,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f5b5efeb6b5f36f51b95586c95ec6806ab461cea,13ecd6b18ca4c4afe22c53383fa4d3dfd9235fbf,logs/run_agent-wo-news.out,2418201,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f5b5efeb6b5f36f51b95586c95ec6806ab461cea,c73dc0453e970be2132eb6133fa6f4e7f0b5e13c,logs/run_agent-wo-reflection.out,5053649,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f5b5efeb6b5f36f51b95586c95ec6806ab461cea,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,nohup.out,0,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f5b5efeb6b5f36f51b95586c95ec6806ab461cea,f74616f2d45816da51297ac7b9f94320417a2ef9,run_agent-wo-txnstat.out,1586735,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
763eda2182029bd100243e6d782415e168f55b84,9b2d1edf712b7b61ada523abd60488a7a73bfc9e,logs/run_agent-base.out,828888,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
763eda2182029bd100243e6d782415e168f55b84,ff320ab6894829abd2905a72f223365d45daaa42,logs/run_agent-full.out,6197378,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
763eda2182029bd100243e6d782415e168f55b84,4c7ae467dd1a7bcf2b19cd39acc043c7cebcdb50,logs/run_agent-wo-tech.out,6071545,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
763eda2182029bd100243e6d782415e168f55b84,5e20608314d5aac54a8257947cd414486bdf9a65,logs/run_agent-wo-txnstat.out,5900313,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,aeda712caf0c7411e9506996a45008b950f8e4e8,logs/run_agent-base.out,828878,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,c20520f46fbc544a61b8fd0617c8e95e2e0f691d,logs/run_agent-full-bak.out,8388418,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,780bd5461abd3504ab1fb3f0d963666663b17bfa,logs/run_agent-full.out,6197368,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,48a04039af8949901a00dd06596513356a3f3b08,logs/run_agent-news.out,4646249,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,bef3c30173f094b48abf1297a625c0dfee3f6add,logs/run_agent-reflection.out,5945245,,2,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,176dee764ec69b9ce4bdb26289a15fcc2d051141,logs/run_agent-txnstat.out,1156118,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,b846ae5253ac369462e7e7626aa18a1b8c7cd2da,logs/run_agent-wo-news.out,2418191,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,53faaeedef66a2b75c7f515a1d07c9c8aac75a1f,logs/run_agent-wo-reflection.out,5053639,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,90d1fb0ac5825d4f9334f04ea2cad43d75df86bc,logs/run_agent-wo-tech.out,6071535,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,e7fb06974c2b5343d72a5490470830f76209e135,logs/run_agent-wo-txnstat.out,5900303,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
308c661262edf26eb375e08a1cee265a4f5388dd,a2433950a9a94e1964717af68eb137bd0df4d4ce,run_agent-wo-reflection.out,4079685,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2074e0498c2502ba934d68355d98c0eb69eb65e7,40d1f831357bbcfc331a133f62f028c3a671a884,logs/run_agent-wo-news.out,2353697,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2074e0498c2502ba934d68355d98c0eb69eb65e7,22353ec7ca5b0f58b758f0afe4a4aa5a93044103,logs/run_agent-wo-reflection.out,5077624,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2074e0498c2502ba934d68355d98c0eb69eb65e7,743a84e2066b6490292445e058778f497792f459,run_agent-wo-news.out,588859,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
b1684705ff235cc216d6994e63f7166cc1f75538,4872503f7114fc2e9c2a765a3675c1a06eaab052,logs/run_agent-wo-news.out,2300377,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
613897bf7475bb465924d097c028744ba608e632,16de5b5b6171367087ac7bed619a21d762688c8e,logs/run_agent_wo_reasoning.out,5623575,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
abd9d7f1eadaa3b8043e27f26fa48eec72614cba,691cce31478f33051c161a2059986594347d77ad,bak/run_agent-full2.out,6283995,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
abd9d7f1eadaa3b8043e27f26fa48eec72614cba,9cd410bac76aa2da7a18283a997dc811a23c0765,bak/run_agent-wo-news2.out,2344586,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
1296f2837af8cdff2da72c439262dccc43d5008b,e0584c13f900b22de1463e2aab4c657f1b46ff20,logs/run_agent-full-28.11.out,5577521,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,6f91c868680ebc9a5cf6bf2699cff8ca73a0c856,logs/btc-bear.out,1123139,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,8739155a8e06ee62a687cc17d3ac795b3a0a9c42,logs/btc-bull.out,1900866,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,af8746b19e463e5a83e29328ccf5b9841c173b2e,logs/btc-sideways.out,2395249,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,5e7ad55160c4438da22e4ede86c976cd4984a94b,logs/eth-bear.out,2331986,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,f0506196fb5157e19331179ec7ce4bf068a6a95b,logs/eth-bull.out,2152269,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,569910e083574991cc09aeef038911483721e972,logs/eth-sideways.out,2538981,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f26948fd8e7e2163d0a74eaf9cd299c8476dca01,986266c278f520a6d205f336287d366aeea06eca,logs/run_agent-full-28.11.out,5577524,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a64382dd18a912b4c1b1b6758cee1e4052ee2f24,2ee725a19434a944d2efd4ae4cdc5c4eda2c20ce,logs/btc-bull.out,2083776,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,f92ebbdb1c273ffde755aebabb463cf2ba4855d4,logs/btc-bear.out,1508226,,0,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,b68ddce85603ba02435749e14a1d344504ef92ef,logs/btc-bull.out,2117108,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,d38ca9120ef3d3415ca5856d207a8b072959694c,logs/btc-sideways.out,2438956,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,e0d92ab9190c7c3b8d91107f47b627a5a0ee8c8a,logs/sol-bear.out,2047833,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,ec877f6073558c2f6cf9471e3d0bc3f3c4943d35,logs/sol-bull.out,2051198,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
a27f56c93941c1d50ee73dda9d2dff3c8117182f,074633ff1bb1c19eda418eeb2de30b0288eda522,logs/sol-sideways.out,1739984,,1,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2ac2db026a308c538e287aa73407d39d67ecfe05,c8a3efa4c703eeb673081243b6a6082e3ba36037,bak/btc-bear-4o.out,968005,,30,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2ac2db026a308c538e287aa73407d39d67ecfe05,1c69b074049ee6017dfaa755b95ad5d2d616f252,logs/btc-bear-4o.out,1937027,,64,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
2ac2db026a308c538e287aa73407d39d67ecfe05,4fbbbc9195b6fdbf1962ccf6f31241409d49e205,logs/eth-bear-4o.out,142908,,4,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
ee084c491b11b4e7784a981dd5b85e7bc5c1d5af,bbc43e8b75bac93d77a83bd8a335eb463ecab7ac,logs/eth-bear-4o.out,1969258,,64,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
ee084c491b11b4e7784a981dd5b85e7bc5c1d5af,cfe001453da16de42d7cba251c8164c620cdf405,logs/eth-bull-4o.out,1804777,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
ee084c491b11b4e7784a981dd5b85e7bc5c1d5af,3bb8566d89b9852949a5ad34a14392c563523892,logs/eth-sideways-4o.out,2113259,,68,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
05425a5796c9ee1caf8c770f63a64b4ba12332af,588e5d2335153be79e9b5c2d3b2a1a44d5dcf0ac,logs/sol-bear.out,121954,,4,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
05425a5796c9ee1caf8c770f63a64b4ba12332af,85fef643c48c99657a4cb6cba879a0e2f39f67bb,logs/sol-bull.out,1631378,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
05425a5796c9ee1caf8c770f63a64b4ba12332af,6a42968fb48040d586ee4bf6f0c6c3f567128663,logs/sol-sideways.out,1318030,,53,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4,ede42d7b15ba8f09e8e9ed3a23909ce44f4ceb5f,logs/btc-bull-gpt4o.out,1620621,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4,b24f2b400150ac2e9756496d995d7869a319cb75,logs/btc-sideways-gpt4o.out,1829513,,68,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4,3c4326a38d11496f0a51e9f5e64af3934afd3865,logs/eth-sideways.out,2031126,,71,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,c3dd49e08622076f4da40de36b927cc98664f579,logs/btc-bear-gpt4.out,1936342,,64,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,30771c1576f2920da9bfb14488465dd6a127f3ed,logs/btc-bull-gpt4.out,1765676,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,12fa12f385db64cc0d912cfb1f1e338af1f6fc64,logs/btc-sideways-gpt4.out,2000787,,68,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,7249f7842311ae173471a5409ae4f3cd966c0fb9,logs/eth-bear-gpt4.out,1967835,,64,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,e93b74a29312a499f0555dd320830aca3f7ab78b,logs/eth-sideways-gpt4.out,1501727,,47,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
e2c73a721cf136964432e81ef248bd5500c9a090,8c73c5f3be33d0b465de277b04524a4bc751095c,logs/sol-bear-gpt4.out,1543540,,64,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
f23f5c5bf7a569dae513255693f8e22033eaefb6,79c7f7aab0f72ef6caa89af22689d0aebdb6e76d,logs/eth-bull-gpt4.out,1759956,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
6a8849ea1cebee9f5d1043a65c9b497f996213fd,3d5d730f40652006a6750d716adfbf65ffe6ff6e,sol-bull-gpt4.out,1762890,,60,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
6a8849ea1cebee9f5d1043a65c9b497f996213fd,b0fffb74fd0f1a113a58d6b87b4813afdc4aac50,sol-sideways-gpt4.out,1412643,,53,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
4d6cafe7d03a3b5cd4aeca88bb91bf39c684528c,7d69b381a53460198e9834f750345b428799c587,logs/run_agent-wo-txnstat.out,5073220,,183,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
176eca0f607795e1d33f28eff05cd7936b507969,2348f690ed4e80d4ca653a33799b412b8ab3939c,logs/sol-bear-4o.out,121829,,4,0,,no_time_series_model_identity_or_paper_return_sharpe_pair
