seed,repeat,regime,metric,paper_value,recomputed_value,absolute_error,display_match,action_sha256,action_counts,lookback
0,1,sideways,daily_return_mean_pct,0.02,0.017180232797,0.002819767203,True,74934ce29acb08d593f2dfd29703b54d7d3b445042c9e025b4fcc1ca42f625d6,"{""Buy"": 1, ""Sell"": 71}",5
0,1,sideways,daily_return_std_pct,1.11,0.117198201223,0.992801798777,False,74934ce29acb08d593f2dfd29703b54d7d3b445042c9e025b4fcc1ca42f625d6,"{""Buy"": 1, ""Sell"": 71}",5
0,1,sideways,sharpe_ratio,0.15,0.146591266912,0.003408733088,True,74934ce29acb08d593f2dfd29703b54d7d3b445042c9e025b4fcc1ca42f625d6,"{""Buy"": 1, ""Sell"": 71}",5
1,0,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,0,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,0,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,0,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,0,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,0,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,0,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,0,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,0,sideways,total_return_pct,1.27,0.588285350187,0.681714649813,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,0,sideways,daily_return_mean_pct,0.02,0.008114394272,0.011885605728,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,0,sideways,daily_return_std_pct,1.11,0.12588825352,0.98411174648,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,0,sideways,sharpe_ratio,0.15,0.064457120063,0.085542879937,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,1,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,1,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,1,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,1,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
1,1,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,1,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,1,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,1,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
1,1,sideways,total_return_pct,1.27,0.588285350187,0.681714649813,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,1,sideways,daily_return_mean_pct,0.02,0.008114394272,0.011885605728,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,1,sideways,daily_return_std_pct,1.11,0.12588825352,0.98411174648,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
1,1,sideways,sharpe_ratio,0.15,0.064457120063,0.085542879937,False,c4a99cd86550954c17f2ac74a8be902a765c29c819ddf03e47fac83b81585522,"{""Buy"": 1, ""Sell"": 71}",5
2,0,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,0,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,0,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,0,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,0,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,0,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,0,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,0,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,0,sideways,total_return_pct,1.27,1.265545864661,0.004454135339,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,0,sideways,daily_return_mean_pct,0.02,0.017293198427,0.002706801573,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,0,sideways,daily_return_std_pct,1.11,0.11361322968,0.99638677032,False,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,0,sideways,sharpe_ratio,0.15,0.152211133122,0.002211133122,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,1,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,1,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,1,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,1,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
2,1,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,1,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,1,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,1,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
2,1,sideways,total_return_pct,1.27,1.265545864661,0.004454135339,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,1,sideways,daily_return_mean_pct,0.02,0.017293198427,0.002706801573,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,1,sideways,daily_return_std_pct,1.11,0.11361322968,0.99638677032,False,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
2,1,sideways,sharpe_ratio,0.15,0.152211133122,0.002211133122,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
3,0,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,0,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,0,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,0,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,0,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,0,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,0,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,0,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,0,sideways,total_return_pct,1.27,-1.190104356653,2.460104356653,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,0,sideways,daily_return_mean_pct,0.02,-0.016183939534,0.036183939534,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,0,sideways,daily_return_std_pct,1.11,0.207319617484,0.902680382516,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,0,sideways,sharpe_ratio,0.15,-0.078062750309,0.228062750309,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,1,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,1,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,1,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,1,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
3,1,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,1,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,1,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,1,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
3,1,sideways,total_return_pct,1.27,-1.190104356653,2.460104356653,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,1,sideways,daily_return_mean_pct,0.02,-0.016183939534,0.036183939534,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,1,sideways,daily_return_std_pct,1.11,0.207319617484,0.902680382516,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
3,1,sideways,sharpe_ratio,0.15,-0.078062750309,0.228062750309,False,2f88cf08f1869bde2b8e2dcbf8d802964ef632d52068b9829b189f052de0023a,"{""Buy"": 3, ""Sell"": 69}",5
4,0,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,0,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,0,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,0,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,0,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,0,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,0,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,0,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,0,sideways,total_return_pct,1.27,0.257857939771,1.012142060229,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,0,sideways,daily_return_mean_pct,0.02,0.003630935151,0.016369064849,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,0,sideways,daily_return_std_pct,1.11,0.143700574219,0.966299425781,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,0,sideways,sharpe_ratio,0.15,0.025267367032,0.124732632968,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,1,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,1,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,1,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,1,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
4,1,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,1,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,1,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,1,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
4,1,sideways,total_return_pct,1.27,0.257857939771,1.012142060229,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,1,sideways,daily_return_mean_pct,0.02,0.003630935151,0.016369064849,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,1,sideways,daily_return_std_pct,1.11,0.143700574219,0.966299425781,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
4,1,sideways,sharpe_ratio,0.15,0.025267367032,0.124732632968,False,484ae30cf597fdc861dba3b0af5706b27027c10fbb1f7e6534aba590c8cf4ab8,"{""Buy"": 1, ""Sell"": 71}",5
5,0,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,0,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,0,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,0,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,0,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,0,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,0,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,0,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,0,sideways,total_return_pct,1.27,1.265545864661,0.004454135339,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,0,sideways,daily_return_mean_pct,0.02,0.017293198427,0.002706801573,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,0,sideways,daily_return_std_pct,1.11,0.11361322968,0.99638677032,False,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,0,sideways,sharpe_ratio,0.15,0.152211133122,0.002211133122,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,1,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,1,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,1,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,1,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}",5
5,1,bull,total_return_pct,22.12,22.124418906647,0.004418906647,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,1,bull,daily_return_mean_pct,0.36,0.355521473343,0.004478526657,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,1,bull,daily_return_std_pct,2.59,2.593342208069,0.003342208069,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,1,bull,sharpe_ratio,0.14,0.137090073279,0.002909926721,True,899a96dfb74c361711132cecb78d43bef9f7038220a44fed7fd75095d27d2fe9,"{""Buy"": 61}",5
5,1,sideways,total_return_pct,1.27,1.265545864661,0.004454135339,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,1,sideways,daily_return_mean_pct,0.02,0.017293198427,0.002706801573,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
5,1,sideways,daily_return_std_pct,1.11,0.11361322968,0.99638677032,False,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}",5
