paper_table,scope,strategy_or_configuration,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
2,AMZN,dqn,daily_volatility_pct,2.7603,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,AMZN,dqn,annualized_volatility_pct,43.8177,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,AMZN,dqn,max_drawdown_pct,38.374,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,buy_and_hold,cumulative_return_pct,14.6949,17.216132811453466,2.5212328114534657,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,MSFT,buy_and_hold,sharpe_ratio,0.8359,0.9709532900854925,0.1350532900854925,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,MSFT,buy_and_hold,daily_volatility_pct,2.2326,2.2339167880276114,0.0013167880276112598,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,MSFT,buy_and_hold,annualized_volatility_pct,35.4411,35.462329624399516,0.021229624399516922,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,MSFT,buy_and_hold,max_drawdown_pct,15.0097,15.009726030834244,2.6030834243684353e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,MSFT,finmem,cumulative_return_pct,23.2613,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,finmem,sharpe_ratio,1.4402,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,finmem,daily_volatility_pct,2.0512,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,finmem,annualized_volatility_pct,32.5617,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,finmem,max_drawdown_pct,14.9889,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,generative_agents,cumulative_return_pct,-18.1031,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,generative_agents,sharpe_ratio,-1.6057,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,generative_agents,daily_volatility_pct,1.4318,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,generative_agents,annualized_volatility_pct,22.7285,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,generative_agents,max_drawdown_pct,24.2074,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,fingpt,cumulative_return_pct,5.7356,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,fingpt,sharpe_ratio,0.443,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,fingpt,daily_volatility_pct,1.6442,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,fingpt,annualized_volatility_pct,26.1008,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,fingpt,max_drawdown_pct,12.8459,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,a2c,cumulative_return_pct,0.4598,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,a2c,sharpe_ratio,0.0261,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,a2c,daily_volatility_pct,2.2357,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,a2c,annualized_volatility_pct,35.4913,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,a2c,max_drawdown_pct,23.6781,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,ppo,cumulative_return_pct,12.8067,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,ppo,sharpe_ratio,0.7282,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,ppo,daily_volatility_pct,2.2333,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,ppo,annualized_volatility_pct,35.4532,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,ppo,max_drawdown_pct,19.5355,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,dqn,cumulative_return_pct,14.7397,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,dqn,sharpe_ratio,0.8385,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,dqn,daily_volatility_pct,2.2326,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,dqn,annualized_volatility_pct,35.4408,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,MSFT,dqn,max_drawdown_pct,25.1845,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,buy_and_hold,cumulative_return_pct,-30.0071,-18.47871198573454,11.52838801426546,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,COIN,buy_and_hold,sharpe_ratio,-0.515,-0.3369249814422731,0.1780750185577269,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,COIN,buy_and_hold,daily_volatility_pct,6.7517,6.909843458999688,0.15814345899968885,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,COIN,buy_and_hold,annualized_volatility_pct,107.1795,109.69036434539707,2.510864345397067,5.0000001000000005e-05,mismatch_against_pinned_2026_yahoo_retrieval,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,COIN,buy_and_hold,max_drawdown_pct,60.5084,60.50843683815024,3.68381502369175e-05,5.0000001000000005e-05,exact_displayed_precision_match,released_metric_formula_adapter_plus_pinned_current_yahoo_adjusted_close
2,COIN,finmem,cumulative_return_pct,34.9832,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,finmem,sharpe_ratio,0.717,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,finmem,daily_volatility_pct,5.6538,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,finmem,annualized_volatility_pct,89.7515,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,finmem,max_drawdown_pct,35.7526,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,generative_agents,cumulative_return_pct,3.4627,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,generative_agents,sharpe_ratio,0.0896,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
2,COIN,generative_agents,daily_volatility_pct,4.4783,,,5.0000001000000005e-05,unverifiable_missing_native_action_series,paper_value_only_no_shipped_checkpoint_action_path_or_trial_output
