paper_table,scope,strategy_or_configuration,metric,paper_value,historical_notebook_value,absolute_error,display_tolerance,status,evidence_commit,evidence_path
2,TSLA,fingpt,sharpe_ratio,-0.2795,-0.27953,2.999999999997449e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,fingpt,daily_volatility_pct,3.4145,3.4145000000000003,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,fingpt,annualized_volatility_pct,54.2027,54.20270000000001,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,fingpt,max_drawdown_pct,42.3993,42.399300000000004,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,a2c,cumulative_return_pct,13.7067,13.7067,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,a2c,sharpe_ratio,0.3979,0.397932,3.2000000000032e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,a2c,daily_volatility_pct,4.4096,4.4096,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,a2c,annualized_volatility_pct,70.0009,70.0009,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,a2c,max_drawdown_pct,52.3308,52.330799999999996,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,ppo,cumulative_return_pct,1.2877,1.2877,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,ppo,sharpe_ratio,0.0374,0.037372,2.8000000000000247e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,ppo,daily_volatility_pct,4.411,4.4110000000000005,8.881784197001252e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,ppo,annualized_volatility_pct,70.0232,70.0232,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,ppo,max_drawdown_pct,54.3264,54.3264,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,dqn,cumulative_return_pct,33.3393,33.3393,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,dqn,sharpe_ratio,0.9694,0.969439,3.900000000001125e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,dqn,daily_volatility_pct,4.4027,4.402699999999999,8.881784197001252e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,dqn,annualized_volatility_pct,69.89,69.89,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,TSLA,dqn,max_drawdown_pct,52.0033,52.003299999999996,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,buy_and_hold,cumulative_return_pct,35.5111,35.5111,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,buy_and_hold,sharpe_ratio,1.4109,1.410901,9.999999999177334e-07,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,buy_and_hold,daily_volatility_pct,3.1964,3.1964,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,buy_and_hold,annualized_volatility_pct,50.741,50.741,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,buy_and_hold,max_drawdown_pct,20.9263,20.9263,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,finmem,cumulative_return_pct,36.4485,36.4485,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,finmem,sharpe_ratio,2.0168,2.01679,1.0000000000065512e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,finmem,daily_volatility_pct,2.2951,2.2950999999999997,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,finmem,annualized_volatility_pct,36.4342,36.4342,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,finmem,max_drawdown_pct,15.8495,15.849499999999999,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,generative_agents,cumulative_return_pct,32.0058,32.0058,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,generative_agents,sharpe_ratio,1.5965,1.596455,4.500000000007276e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,generative_agents,daily_volatility_pct,2.546,2.546,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,generative_agents,annualized_volatility_pct,40.4168,40.4168,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,generative_agents,max_drawdown_pct,16.9893,16.9893,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,fingpt,cumulative_return_pct,9.009,9.009,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,fingpt,sharpe_ratio,0.4266,0.42661,1.0000000000010001e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,fingpt,daily_volatility_pct,2.6819,2.6818999999999997,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,fingpt,annualized_volatility_pct,42.5732,42.5732,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,fingpt,max_drawdown_pct,28.2705,28.2705,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,a2c,cumulative_return_pct,14.6155,14.6155,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,a2c,sharpe_ratio,0.5788,0.57875,4.999999999999449e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,a2c,daily_volatility_pct,3.2071,3.2071,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,a2c,annualized_volatility_pct,50.9112,50.9112,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,a2c,max_drawdown_pct,25.0184,25.018400000000003,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,ppo,cumulative_return_pct,8.4121,8.4121,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,ppo,sharpe_ratio,0.333,0.332954,4.599999999999049e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,ppo,daily_volatility_pct,3.2086,3.2086000000000006,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,ppo,annualized_volatility_pct,50.9344,50.934400000000004,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,ppo,max_drawdown_pct,25.0184,25.018400000000003,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,dqn,cumulative_return_pct,-12.2067,-12.2067,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,dqn,sharpe_ratio,-0.4833,-0.483267,3.300000000000525e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,dqn,daily_volatility_pct,3.2078,3.2078,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,dqn,annualized_volatility_pct,50.9217,50.9217,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,NFLX,dqn,max_drawdown_pct,28.7017,28.701700000000002,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,buy_and_hold,cumulative_return_pct,-10.7739,-10.7739,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,buy_and_hold,sharpe_ratio,-0.498,-0.497988,1.2000000000012001e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,buy_and_hold,daily_volatility_pct,2.7697,2.7697,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,buy_and_hold,annualized_volatility_pct,43.9674,43.9674,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,buy_and_hold,max_drawdown_pct,33.6828,33.6828,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,finmem,cumulative_return_pct,4.885,4.885,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,finmem,sharpe_ratio,0.2327,0.232728,2.8000000000000247e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,finmem,daily_volatility_pct,2.6872,2.6872,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,finmem,annualized_volatility_pct,42.6576,42.6576,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,finmem,max_drawdown_pct,22.9294,22.9294,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,generative_agents,cumulative_return_pct,-13.9271,-13.927100000000001,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,generative_agents,sharpe_ratio,-0.9981,-0.998092,8.000000000008e-06,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,generative_agents,daily_volatility_pct,1.7864,1.7864000000000002,2.220446049250313e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,generative_agents,annualized_volatility_pct,28.3576,28.357599999999998,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,generative_agents,max_drawdown_pct,27.7334,27.733400000000003,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,fingpt,cumulative_return_pct,-29.6781,-29.6781,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,fingpt,sharpe_ratio,-2.1756,-2.175617,1.699999999971169e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,fingpt,daily_volatility_pct,1.7464,1.7464,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,fingpt,annualized_volatility_pct,27.7225,27.7225,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,fingpt,max_drawdown_pct,28.4838,28.4838,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,a2c,cumulative_return_pct,-6.3591,-6.3591,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,a2c,sharpe_ratio,-0.2938,-0.293831,3.100000000000325e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,a2c,daily_volatility_pct,2.7706,2.7706,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,a2c,annualized_volatility_pct,43.9819,43.9819,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,a2c,max_drawdown_pct,26.1275,26.127499999999998,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,ppo,cumulative_return_pct,-8.4194,-8.419400000000001,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,ppo,sharpe_ratio,-0.3891,-0.389085,1.4999999999987246e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,ppo,daily_volatility_pct,2.7702,2.7702,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,ppo,annualized_volatility_pct,43.9761,43.9761,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,ppo,max_drawdown_pct,33.6828,33.6828,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,dqn,cumulative_return_pct,-29.982,-29.982,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,dqn,sharpe_ratio,-1.3906,-1.390561,3.900000000012227e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,dqn,daily_volatility_pct,2.7603,2.7603,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,dqn,annualized_volatility_pct,43.8177,43.817699999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,AMZN,dqn,max_drawdown_pct,38.374,38.374,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,buy_and_hold,cumulative_return_pct,14.6949,14.6949,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,buy_and_hold,sharpe_ratio,0.8359,0.83589,9.99999999995449e-06,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,buy_and_hold,daily_volatility_pct,2.2326,2.2325999999999997,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,buy_and_hold,annualized_volatility_pct,35.4411,35.4411,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,buy_and_hold,max_drawdown_pct,15.0097,15.0097,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,finmem,cumulative_return_pct,23.2613,23.2613,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,finmem,sharpe_ratio,1.4402,1.440183,1.6999999999933735e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,finmem,daily_volatility_pct,2.0512,2.0511999999999997,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,finmem,annualized_volatility_pct,32.5617,32.5617,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,finmem,max_drawdown_pct,14.9889,14.9889,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,generative_agents,cumulative_return_pct,-18.1031,-18.1031,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,generative_agents,sharpe_ratio,-1.6057,-1.605733,3.300000000017178e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,generative_agents,daily_volatility_pct,1.4318,1.4318000000000002,2.220446049250313e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,generative_agents,annualized_volatility_pct,22.7285,22.7285,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,generative_agents,max_drawdown_pct,24.2074,24.2074,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,fingpt,cumulative_return_pct,5.7356,5.7356,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,fingpt,sharpe_ratio,0.443,0.443015,1.4999999999987246e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
