version_pair,lineage_id,paper_table,mapping,earlier_version,earlier_row_index,earlier_metric,earlier_value,current_version,current_row_index,current_metric,current_value,same_numeric_display_value,AR_to_AER_semantic_relabel,current_AR_header_conflicts_with_AER_definition,status,native_reproduction_credit
v2_v3,same_table_cell_ordinal/v2/ablation/row4/LightGBM_IC->v3/ablation/row4/LightGBM_IC,ablation,same_table_cell_ordinal,v2,4,LightGBM_IC,0.0492,v3,4,LightGBM_IC,0.0492,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/LightGBM_RankIC->v3/ablation/row4/LightGBM_RankIC,ablation,same_table_cell_ordinal,v2,4,LightGBM_RankIC,0.0457,v3,4,LightGBM_RankIC,0.0457,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/LightGBM_AER->v3/ablation/row4/LightGBM_AER,ablation,same_table_cell_ordinal,v2,4,LightGBM_AER,0.1063,v3,4,LightGBM_AER,0.1063,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/LightGBM_IR->v3/ablation/row4/LightGBM_IR,ablation,same_table_cell_ordinal,v2,4,LightGBM_IR,1.1062,v3,4,LightGBM_IR,1.1062,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/MLP_IC->v3/ablation/row4/MLP_IC,ablation,same_table_cell_ordinal,v2,4,MLP_IC,0.0489,v3,4,MLP_IC,0.0489,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/MLP_RankIC->v3/ablation/row4/MLP_RankIC,ablation,same_table_cell_ordinal,v2,4,MLP_RankIC,0.0462,v3,4,MLP_RankIC,0.0462,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/MLP_AER->v3/ablation/row4/MLP_AER,ablation,same_table_cell_ordinal,v2,4,MLP_AER,0.1185,v3,4,MLP_AER,0.1185,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row4/MLP_IR->v3/ablation/row4/MLP_IR,ablation,same_table_cell_ordinal,v2,4,MLP_IR,1.2556,v3,4,MLP_IR,1.2556,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/LightGBM_IC->v3/ablation/row5/LightGBM_IC,ablation,same_table_cell_ordinal,v2,5,LightGBM_IC,0.0495,v3,5,LightGBM_IC,0.0495,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/LightGBM_RankIC->v3/ablation/row5/LightGBM_RankIC,ablation,same_table_cell_ordinal,v2,5,LightGBM_RankIC,0.0462,v3,5,LightGBM_RankIC,0.0462,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/LightGBM_AER->v3/ablation/row5/LightGBM_AER,ablation,same_table_cell_ordinal,v2,5,LightGBM_AER,0.1030,v3,5,LightGBM_AER,0.1030,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/LightGBM_IR->v3/ablation/row5/LightGBM_IR,ablation,same_table_cell_ordinal,v2,5,LightGBM_IR,1.0331,v3,5,LightGBM_IR,1.0331,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/MLP_IC->v3/ablation/row5/MLP_IC,ablation,same_table_cell_ordinal,v2,5,MLP_IC,0.0491,v3,5,MLP_IC,0.0491,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/MLP_RankIC->v3/ablation/row5/MLP_RankIC,ablation,same_table_cell_ordinal,v2,5,MLP_RankIC,0.0465,v3,5,MLP_RankIC,0.0465,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/MLP_AER->v3/ablation/row5/MLP_AER,ablation,same_table_cell_ordinal,v2,5,MLP_AER,0.1093,v3,5,MLP_AER,0.1093,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row5/MLP_IR->v3/ablation/row5/MLP_IR,ablation,same_table_cell_ordinal,v2,5,MLP_IR,1.1773,v3,5,MLP_IR,1.1773,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/LightGBM_IC->v3/ablation/row6/LightGBM_IC,ablation,same_table_cell_ordinal,v2,6,LightGBM_IC,0.0515,v3,6,LightGBM_IC,0.0515,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/LightGBM_RankIC->v3/ablation/row6/LightGBM_RankIC,ablation,same_table_cell_ordinal,v2,6,LightGBM_RankIC,0.0479,v3,6,LightGBM_RankIC,0.0479,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/LightGBM_AER->v3/ablation/row6/LightGBM_AER,ablation,same_table_cell_ordinal,v2,6,LightGBM_AER,0.1075,v3,6,LightGBM_AER,0.1075,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/LightGBM_IR->v3/ablation/row6/LightGBM_IR,ablation,same_table_cell_ordinal,v2,6,LightGBM_IR,1.1121,v3,6,LightGBM_IR,1.1121,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/MLP_IC->v3/ablation/row6/MLP_IC,ablation,same_table_cell_ordinal,v2,6,MLP_IC,0.0503,v3,6,MLP_IC,0.0503,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/MLP_RankIC->v3/ablation/row6/MLP_RankIC,ablation,same_table_cell_ordinal,v2,6,MLP_RankIC,0.0478,v3,6,MLP_RankIC,0.0478,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/MLP_AER->v3/ablation/row6/MLP_AER,ablation,same_table_cell_ordinal,v2,6,MLP_AER,0.1166,v3,6,MLP_AER,0.1166,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row6/MLP_IR->v3/ablation/row6/MLP_IR,ablation,same_table_cell_ordinal,v2,6,MLP_IR,1.2127,v3,6,MLP_IR,1.2127,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/LightGBM_IC->v3/ablation/row7/LightGBM_IC,ablation,same_table_cell_ordinal,v2,7,LightGBM_IC,0.0549,v3,7,LightGBM_IC,0.0549,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/LightGBM_RankIC->v3/ablation/row7/LightGBM_RankIC,ablation,same_table_cell_ordinal,v2,7,LightGBM_RankIC,0.0512,v3,7,LightGBM_RankIC,0.0512,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/LightGBM_AER->v3/ablation/row7/LightGBM_AER,ablation,same_table_cell_ordinal,v2,7,LightGBM_AER,0.1107,v3,7,LightGBM_AER,0.1107,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/LightGBM_IR->v3/ablation/row7/LightGBM_IR,ablation,same_table_cell_ordinal,v2,7,LightGBM_IR,1.1792,v3,7,LightGBM_IR,1.1792,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/MLP_IC->v3/ablation/row7/MLP_IC,ablation,same_table_cell_ordinal,v2,7,MLP_IC,0.0522,v3,7,MLP_IC,0.0522,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/MLP_RankIC->v3/ablation/row7/MLP_RankIC,ablation,same_table_cell_ordinal,v2,7,MLP_RankIC,0.0503,v3,7,MLP_RankIC,0.0503,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/MLP_AER->v3/ablation/row7/MLP_AER,ablation,same_table_cell_ordinal,v2,7,MLP_AER,0.1234,v3,7,MLP_AER,0.1234,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/ablation/row7/MLP_IR->v3/ablation/row7/MLP_IR,ablation,same_table_cell_ordinal,v2,7,MLP_IR,1.2712,v3,7,MLP_IR,1.2712,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha10_IC->v3/sp500/row0/alpha10_IC,sp500,same_table_cell_ordinal,v2,0,alpha10_IC,-0.0055,v3,0,alpha10_IC,-0.0055,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha10_RankIC->v3/sp500/row0/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,0,alpha10_RankIC,-0.0055,v3,0,alpha10_RankIC,-0.0055,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha50_IC->v3/sp500/row0/alpha50_IC,sp500,same_table_cell_ordinal,v2,0,alpha50_IC,0.0032,v3,0,alpha50_IC,0.0032,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha50_RankIC->v3/sp500/row0/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,0,alpha50_RankIC,0.0039,v3,0,alpha50_RankIC,0.0039,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha100_IC->v3/sp500/row0/alpha100_IC,sp500,same_table_cell_ordinal,v2,0,alpha100_IC,0.0060,v3,0,alpha100_IC,0.0060,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row0/alpha100_RankIC->v3/sp500/row0/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,0,alpha100_RankIC,0.0072,v3,0,alpha100_RankIC,0.0072,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha10_IC->v3/sp500/row1/alpha10_IC,sp500,same_table_cell_ordinal,v2,1,alpha10_IC,0.0022,v3,1,alpha10_IC,0.0022,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha10_RankIC->v3/sp500/row1/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,1,alpha10_RankIC,0.0005,v3,1,alpha10_RankIC,0.0005,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha50_IC->v3/sp500/row1/alpha50_IC,sp500,same_table_cell_ordinal,v2,1,alpha50_IC,0.0038,v3,1,alpha50_IC,0.0038,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha50_RankIC->v3/sp500/row1/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,1,alpha50_RankIC,0.0044,v3,1,alpha50_RankIC,0.0044,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha100_IC->v3/sp500/row1/alpha100_IC,sp500,same_table_cell_ordinal,v2,1,alpha100_IC,0.0006,v3,1,alpha100_IC,0.0006,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row1/alpha100_RankIC->v3/sp500/row1/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,1,alpha100_RankIC,0.0015,v3,1,alpha100_RankIC,0.0015,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha10_IC->v3/sp500/row2/alpha10_IC,sp500,same_table_cell_ordinal,v2,2,alpha10_IC,0.0094,v3,2,alpha10_IC,0.0094,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha10_RankIC->v3/sp500/row2/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,2,alpha10_RankIC,0.0106,v3,2,alpha10_RankIC,0.0106,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha50_IC->v3/sp500/row2/alpha50_IC,sp500,same_table_cell_ordinal,v2,2,alpha50_IC,0.0125,v3,2,alpha50_IC,0.0125,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha50_RankIC->v3/sp500/row2/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,2,alpha50_RankIC,0.0121,v3,2,alpha50_RankIC,0.0121,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha100_IC->v3/sp500/row2/alpha100_IC,sp500,same_table_cell_ordinal,v2,2,alpha100_IC,0.0126,v3,2,alpha100_IC,0.0126,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row2/alpha100_RankIC->v3/sp500/row2/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,2,alpha100_RankIC,0.0134,v3,2,alpha100_RankIC,0.0134,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha10_IC->v3/sp500/row3/alpha10_IC,sp500,same_table_cell_ordinal,v2,3,alpha10_IC,0.0016,v3,3,alpha10_IC,0.0016,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha10_RankIC->v3/sp500/row3/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,3,alpha10_RankIC,0.0007,v3,3,alpha10_RankIC,0.0007,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha50_IC->v3/sp500/row3/alpha50_IC,sp500,same_table_cell_ordinal,v2,3,alpha50_IC,0.0086,v3,3,alpha50_IC,0.0086,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha50_RankIC->v3/sp500/row3/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,3,alpha50_RankIC,0.0060,v3,3,alpha50_RankIC,0.0060,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha100_IC->v3/sp500/row3/alpha100_IC,sp500,same_table_cell_ordinal,v2,3,alpha100_IC,0.0110,v3,3,alpha100_IC,0.0110,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row3/alpha100_RankIC->v3/sp500/row3/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,3,alpha100_RankIC,0.0094,v3,3,alpha100_RankIC,0.0094,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha10_IC->v3/sp500/row4/alpha10_IC,sp500,same_table_cell_ordinal,v2,4,alpha10_IC,0.0014,v3,4,alpha10_IC,0.0014,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha10_RankIC->v3/sp500/row4/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,4,alpha10_RankIC,0.0002,v3,4,alpha10_RankIC,0.0002,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha50_IC->v3/sp500/row4/alpha50_IC,sp500,same_table_cell_ordinal,v2,4,alpha50_IC,0.0106,v3,4,alpha50_IC,0.0106,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha50_RankIC->v3/sp500/row4/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,4,alpha50_RankIC,0.0104,v3,4,alpha50_RankIC,0.0104,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha100_IC->v3/sp500/row4/alpha100_IC,sp500,same_table_cell_ordinal,v2,4,alpha100_IC,0.0116,v3,4,alpha100_IC,0.0116,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row4/alpha100_RankIC->v3/sp500/row4/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,4,alpha100_RankIC,0.0112,v3,4,alpha100_RankIC,0.0112,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha10_IC->v3/sp500/row5/alpha10_IC,sp500,same_table_cell_ordinal,v2,5,alpha10_IC,0.0032,v3,5,alpha10_IC,0.0032,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha10_RankIC->v3/sp500/row5/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,5,alpha10_RankIC,0.0029,v3,5,alpha10_RankIC,0.0029,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha50_IC->v3/sp500/row5/alpha50_IC,sp500,same_table_cell_ordinal,v2,5,alpha50_IC,0.0098,v3,5,alpha50_IC,0.0098,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha50_RankIC->v3/sp500/row5/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,5,alpha50_RankIC,0.0111,v3,5,alpha50_RankIC,0.0111,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha100_IC->v3/sp500/row5/alpha100_IC,sp500,same_table_cell_ordinal,v2,5,alpha100_IC,0.0102,v3,5,alpha100_IC,0.0102,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row5/alpha100_RankIC->v3/sp500/row5/alpha100_RankIC,sp500,same_table_cell_ordinal,v2,5,alpha100_RankIC,0.0103,v3,5,alpha100_RankIC,0.0103,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row6/alpha10_IC->v3/sp500/row6/alpha10_IC,sp500,same_table_cell_ordinal,v2,6,alpha10_IC,0.0086,v3,6,alpha10_IC,0.0086,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row6/alpha10_RankIC->v3/sp500/row6/alpha10_RankIC,sp500,same_table_cell_ordinal,v2,6,alpha10_RankIC,0.0080,v3,6,alpha10_RankIC,0.0080,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row6/alpha50_IC->v3/sp500/row6/alpha50_IC,sp500,same_table_cell_ordinal,v2,6,alpha50_IC,0.0085,v3,6,alpha50_IC,0.0085,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row6/alpha50_RankIC->v3/sp500/row6/alpha50_RankIC,sp500,same_table_cell_ordinal,v2,6,alpha50_RankIC,0.0095,v3,6,alpha50_RankIC,0.0095,True,False,False,unchanged_between_v2_v3,False
v2_v3,same_table_cell_ordinal/v2/sp500/row6/alpha100_IC->v3/sp500/row6/alpha100_IC,sp500,same_table_cell_ordinal,v2,6,alpha100_IC,0.0119,v3,6,alpha100_IC,0.0119,True,False,False,unchanged_between_v2_v3,False
