formation_month,regime,trailing_six_month_market_return,audit_start,audit_end,audit_history_months,regime_audit_months,regime_sparse_fallback,single_market_pool_count,admitted_pool_members,finite_scores,selected__trend,pool_performance__trend,pool_robustness__trend,router_weight__trend,selected__reversal,pool_performance__reversal,pool_robustness__reversal,router_weight__reversal,selected__breakout,pool_performance__breakout,pool_robustness__breakout,router_weight__breakout,selected__exposure_control,pool_performance__exposure_control,pool_robustness__exposure_control,router_weight__exposure_control
2000-05-31,bull,0.2518321408959707,1990-05-31,2000-04-30,120,101,False,12,20,909,trend__interaction|trend__primary|trend__pair_mean|trend__secondary|trend__risk_adjusted,0.018609458406055285,0.505,0.3128102873364748,reversal__pair_mean|reversal__interaction|reversal__risk_adjusted|reversal__secondary|reversal__primary,0.006607443295560587,0.49000000000000005,0.2442168582324622,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__secondary|breakout__primary,-0.004342936317930439,0.4966666666666666,0.19683825185017534,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__primary|exposure_control__triple_mean|exposure_control__pair_mean,0.006790207833745102,0.49833333333333335,0.24613460258088762
2000-06-30,bull,0.19990183454532717,1990-06-30,2000-05-31,120,101,False,12,20,884,trend__interaction|trend__primary|trend__risk_adjusted|trend__pair_mean|trend__secondary,0.020280435726466452,0.505,0.32620048359237774,reversal__interaction|reversal__triple_mean|reversal__pair_mean|reversal__primary|reversal__risk_adjusted,0.007857376554965097,0.4933333333333333,0.25295653003588886,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__secondary|breakout__risk_adjusted,-0.005069512400761277,0.4966666666666667,0.19565375550274478,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__pair_mean|exposure_control__secondary,0.0017518808332684036,0.505,0.2251892308689886
2000-07-31,bull,0.2220539864425788,1990-07-31,2000-06-30,120,102,False,12,20,903,trend__interaction|trend__primary|trend__risk_adjusted|trend__pair_mean|trend__secondary,0.019009299116704792,0.505,0.31365528787600205,reversal__interaction|reversal__triple_mean|reversal__pair_mean|reversal__primary|reversal__risk_adjusted,0.009425891881780987,0.4933333333333333,0.25744165078426434,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__risk_adjusted|breakout__pair_mean,-0.0038104611439422724,0.52,0.200216517475256,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__pair_mean|exposure_control__secondary,0.003212183528644431,0.505,0.22868654386447756
2000-08-31,bull,0.2341460632748089,1990-08-31,2000-07-31,120,102,False,12,20,907,trend__interaction|trend__primary|trend__pair_mean|trend__risk_adjusted|trend__secondary,0.019818747383144292,0.5,0.32415032296189433,reversal__interaction|reversal__pair_mean|reversal__risk_adjusted|reversal__primary|reversal__triple_mean,0.009740684512742782,0.5033333333333333,0.26541981426040856,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__primary|breakout__secondary,-0.006812326467269217,0.5266666666666666,0.19285126117100537,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__triple_mean|exposure_control__secondary,-0.00057194575086324,0.5183333333333333,0.2175786016066919
2000-09-30,bull,0.10380178939654594,1990-09-30,2000-08-31,120,103,False,12,20,916,trend__primary|trend__interaction|trend__pair_mean|trend__risk_adjusted|trend__triple_mean,0.021516083586050172,0.5083333333333333,0.3274057982488746,reversal__interaction|reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean,0.00874579398964971,0.5233333333333333,0.2555184409162201,breakout__risk_adjusted|breakout__interaction|breakout__triple_mean|breakout__primary|breakout__pair_mean,-0.0034802520700682703,0.5149999999999999,0.1992593006701245,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__secondary|exposure_control__triple_mean,0.0016387039638639635,0.4883333333333333,0.21781646016478076
2000-10-31,bull,0.13947945561345554,1990-10-31,2000-09-30,120,104,False,12,20,931,trend__primary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.020098625360245058,0.5133333333333333,0.3189555027602756,reversal__interaction|reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean,0.00885306300578207,0.5233333333333333,0.25599050557298697,breakout__risk_adjusted|breakout__interaction|breakout__triple_mean|breakout__primary|breakout__pair_mean,-0.003925691798648361,0.505,0.19644816269553486,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__secondary|exposure_control__pair_mean,0.003779341009667273,0.5,0.22860582897120243
2000-11-30,bull,0.07868609386904524,1990-11-30,2000-10-31,120,105,False,12,20,951,trend__pair_mean|trend__primary|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.01938025619256005,0.5033333333333333,0.3116803178999016,reversal__interaction|reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__secondary,0.005685354474319644,0.51,0.23779604188084436,breakout__risk_adjusted|breakout__interaction|breakout__primary|breakout__triple_mean|breakout__pair_mean,-0.002747136884159954,0.51,0.2008912088862471,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__pair_mean|exposure_control__primary|exposure_control__secondary,0.008364165569401909,0.4999999999999999,0.24963243133300692
2000-12-31,sideways,0.03474597123309553,1990-12-31,2000-11-30,120,14,False,12,20,985,trend__interaction|trend__pair_mean|trend__primary|trend__triple_mean|trend__secondary,-0.03529896021281417,0.5083333333333334,0.10089488194667091,reversal__pair_mean|reversal__secondary|reversal__triple_mean|reversal__primary|reversal__interaction,0.06469280317711859,0.5116666666666665,0.7466385031852273,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__triple_mean,-0.04053917246762745,0.5233333333333333,0.09153990129559808,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.06101933406314369,0.5283333333333333,0.06092671357250375
2001-01-31,bull,0.10522638766497305,1991-01-31,2000-12-31,120,106,False,12,20,952,trend__pair_mean|trend__primary|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.019743683295053972,0.5083333333333333,0.3111115023335666,reversal__interaction|reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean,0.006810797477986151,0.5083333333333333,0.24020522448843587,breakout__risk_adjusted|breakout__interaction|breakout__primary|breakout__triple_mean|breakout__pair_mean,-0.0023372838272005905,0.51,0.2002097100023655,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__pair_mean|exposure_control__primary|exposure_control__secondary,0.008711270525345264,0.4999999999999999,0.24847356317563202
2001-02-28,bear,-0.06066501425502535,1991-02-28,2001-01-31,120,120,True,12,20,959,trend__pair_mean|trend__primary|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.014386589669073553,0.5083333333333333,0.2897410343562071,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean|reversal__interaction,0.014121757350867854,0.5133333333333332,0.2889318631561802,breakout__interaction|breakout__risk_adjusted|breakout__primary|breakout__triple_mean|breakout__secondary,-0.011692006836502667,0.5066666666666666,0.17184317293253568,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__primary|exposure_control__pair_mean,0.006656937842219142,0.5183333333333333,0.24948392955507706
2001-03-31,bear,-0.09196420006924999,1991-03-31,2001-02-28,120,120,True,12,20,969,trend__pair_mean|trend__primary|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.014795917592501658,0.5083333333333333,0.2862480168681053,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__interaction|reversal__triple_mean,0.01346992057776804,0.5133333333333333,0.27945427585870614,breakout__interaction|breakout__risk_adjusted|breakout__primary|breakout__triple_mean|breakout__pair_mean,-0.008973968446048242,0.51,0.17809092588291142,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__pair_mean,0.009002229160818189,0.5183333333333332,0.256206781390277
2001-04-30,sideways,-0.007072996827651945,1991-04-30,2001-03-31,120,13,False,12,20,968,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__risk_adjusted,-0.05091866701801735,0.4999999999999999,0.06125998808112103,reversal__pair_mean|reversal__triple_mean|reversal__secondary|reversal__primary|reversal__risk_adjusted,0.07942710275522404,0.51,0.8346748954817211,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__triple_mean,-0.06319915274208582,0.5183333333333333,0.04836052390031362,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.05625521595226447,0.5233333333333333,0.05570459253684406
2001-05-31,bull,0.08071600029881609,1991-05-31,2001-04-30,120,104,False,12,20,966,trend__primary|trend__interaction|trend__pair_mean|trend__risk_adjusted|trend__triple_mean,0.02212260941998281,0.5083333333333332,0.30623472938756924,reversal__risk_adjusted|reversal__pair_mean|reversal__interaction|reversal__primary|reversal__triple_mean,0.008490358333612138,0.5133333333333333,0.23373941311677002,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__primary|breakout__pair_mean,-0.0018822244753967927,0.505,0.18915911757851356,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__pair_mean|exposure_control__primary,0.015611362816185201,0.5233333333333333,0.27086673991714716
2001-06-30,sideways,0.03160790876789554,1991-06-30,2001-05-31,120,14,False,12,20,973,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__triple_mean,-0.03895804252617452,0.5,0.07726012187028541,reversal__pair_mean|reversal__triple_mean|reversal__secondary|reversal__primary|reversal__risk_adjusted,0.07817074335164782,0.5149999999999999,0.8101777371679975,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__primary|breakout__triple_mean,-0.06454444064894964,0.5216666666666667,0.046818728547903865,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,-0.04765396552757871,0.5249999999999999,0.06574341241381332
2001-07-31,sideways,-0.03451085285542066,1991-07-31,2001-06-30,120,15,False,12,20,975,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__triple_mean,-0.025533232198288788,0.5050000000000001,0.10555092650054318,reversal__pair_mean|reversal__primary|reversal__risk_adjusted|reversal__triple_mean|reversal__secondary,0.07152676672590123,0.5050000000000001,0.7353845286028036,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__triple_mean|breakout__pair_mean,-0.06391060384533521,0.5183333333333333,0.04931916686997046,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.0241680962653711,0.5283333333333332,0.1097453780266828
2001-08-31,sideways,-0.018745030963943088,1991-08-31,2001-07-31,120,16,False,12,20,966,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__risk_adjusted,-0.014307159100099843,0.5133333333333333,0.15522688286323233,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean|reversal__interaction,0.05240256950819408,0.4916666666666666,0.5830360652367736,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__primary|breakout__triple_mean,-0.053023311795773326,0.5266666666666666,0.07204071316492497,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.004655320630552427,0.5283333333333333,0.18969633873506908
2001-09-30,sideways,-0.030781922569088627,1991-09-30,2001-08-31,120,17,False,12,20,973,trend__pair_mean|trend__primary|trend__interaction|trend__secondary|trend__risk_adjusted,-0.001932240985704554,0.49833333333333335,0.19578351562137636,reversal__risk_adjusted|reversal__secondary|reversal__pair_mean|reversal__triple_mean|reversal__interaction,0.03602370278855787,0.5016666666666666,0.41896822378467735,breakout__interaction|breakout__secondary|breakout__risk_adjusted|breakout__primary|breakout__triple_mean,-0.04069715656348512,0.5166666666666667,0.09100167307457112,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,0.01781318962360188,0.5233333333333333,0.29424658751937527
2001-10-31,bear,-0.08212404447193622,1991-10-31,2001-09-30,120,120,True,12,20,972,trend__interaction|trend__pair_mean|trend__risk_adjusted|trend__primary|trend__secondary,0.014289271672214584,0.52,0.28119766415083386,reversal__triple_mean|reversal__pair_mean|reversal__primary|reversal__interaction|reversal__risk_adjusted,0.016261897765496997,0.5033333333333333,0.290085887149086,breakout__primary|breakout__triple_mean|breakout__pair_mean|breakout__interaction|breakout__risk_adjusted,-0.011730381708925238,0.49499999999999994,0.16503619039230882,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__secondary,0.011114906997021256,0.5183333333333333,0.26368025830777114
2001-11-30,sideways,-0.016377076958052017,1991-11-30,2001-10-31,120,18,False,12,20,976,trend__interaction|trend__pair_mean|trend__primary|trend__secondary|trend__triple_mean,-0.010557830209757368,0.5000000000000001,0.15103811531099737,reversal__pair_mean|reversal__triple_mean|reversal__primary|reversal__risk_adjusted|reversal__secondary,0.05738257398314786,0.53,0.5966557465327387,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__primary|breakout__triple_mean,-0.05158644619698755,0.5266666666666666,0.06737629419187059,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,-0.0009356148547177701,0.52,0.1849298439643933
2001-12-31,sideways,0.013648426176905648,1991-12-31,2001-11-30,120,18,False,12,20,967,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__risk_adjusted,-0.018232401655878815,0.5083333333333333,0.1296456568911766,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean|reversal__interaction,0.0569294306811124,0.5066666666666666,0.5824296036955197,breakout__interaction|breakout__secondary|breakout__risk_adjusted|breakout__pair_mean|breakout__triple_mean,-0.05853163722634131,0.5133333333333333,0.0580509051895403,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.01036221162034523,0.51,0.22987383422376348
2002-01-31,sideways,0.013981769103323494,1992-01-31,2001-12-31,120,19,False,12,20,973,trend__interaction|trend__secondary|trend__primary|trend__pair_mean|trend__triple_mean,-0.012263431034026584,0.5199999999999999,0.13678031757806489,reversal__risk_adjusted|reversal__pair_mean|reversal__secondary|reversal__triple_mean|reversal__primary,0.05826632263295295,0.48999999999999994,0.5522336252146779,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__primary|breakout__triple_mean,-0.048304207310014106,0.5366666666666667,0.06708053586014573,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,0.016323476894209828,0.5333333333333333,0.24390552134711138
2002-02-28,bull,0.061354408841624464,1992-02-29,2002-01-31,120,97,False,12,20,977,trend__interaction|trend__pair_mean|trend__primary|trend__secondary|trend__risk_adjusted,0.02216331300428753,0.495,0.31141144069587634,reversal__risk_adjusted|reversal__interaction|reversal__primary|reversal__pair_mean|reversal__triple_mean,0.01041020184446096,0.5133333333333333,0.2484444903585727,breakout__interaction|breakout__triple_mean|breakout__risk_adjusted|breakout__pair_mean|breakout__primary,-0.0036421379723204474,0.51,0.18726148932817208,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__pair_mean|exposure_control__secondary,0.011503826531028258,0.5049999999999999,0.2528825796173788
2002-03-31,bull,0.18965409814117118,1992-03-31,2002-02-28,120,97,False,12,20,977,trend__interaction|trend__pair_mean|trend__primary|trend__risk_adjusted|trend__secondary,0.020506276110593424,0.505,0.3037288675596294,reversal__risk_adjusted|reversal__interaction|reversal__primary|reversal__pair_mean|reversal__triple_mean,0.01172378309732609,0.5083333333333334,0.25522671454621265,breakout__triple_mean|breakout__interaction|breakout__risk_adjusted|breakout__pair_mean|breakout__primary,-0.00587243369790379,0.51,0.17965911040553867,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__pair_mean|exposure_control__primary,0.01304095138676132,0.5033333333333333,0.26138530748861927
2002-04-30,bull,0.09557128856719621,1992-04-30,2002-03-31,120,97,False,12,20,973,trend__interaction|trend__pair_mean|trend__primary|trend__secondary|trend__risk_adjusted,0.023029082275681494,0.51,0.3206514031019534,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__triple_mean,0.01207764360974545,0.4933333333333333,0.2554412532765122,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,-0.005190783832265967,0.49000000000000005,0.1805408809220906,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__pair_mean|exposure_control__secondary,0.009239773420500317,0.51,0.24336646269944381
2002-05-31,sideways,0.005023925077342284,1992-05-31,2002-04-30,120,20,False,12,20,976,trend__interaction|trend__primary|trend__pair_mean|trend__secondary|trend__triple_mean,-0.0059986172163132845,0.51,0.15602021099576108,reversal__risk_adjusted|reversal__pair_mean|reversal__triple_mean|reversal__primary|reversal__interaction,0.05043736380098629,0.5016666666666666,0.4803612909258317,breakout__interaction|breakout__secondary|breakout__risk_adjusted|breakout__primary|breakout__triple_mean,-0.04485428096226313,0.5166666666666666,0.07196685133945055,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.025030109930971,0.52,0.2916516467389567
2002-06-30,bear,-0.07332081889004094,1992-06-30,2002-05-31,120,120,True,12,20,976,trend__pair_mean|trend__primary|trend__interaction|trend__secondary|trend__risk_adjusted,0.017980370957007805,0.5149999999999999,0.2869684747867933,reversal__pair_mean|reversal__primary|reversal__interaction|reversal__triple_mean|reversal__risk_adjusted,0.01716740794678586,0.5033333333333333,0.2806981161927671,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,-0.011650149871726903,0.48999999999999994,0.1566888433323003,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__pair_mean,0.016009030850046287,0.5133333333333333,0.27564456568813933
2002-07-31,bear,-0.12794683649969163,1992-07-31,2002-06-30,120,120,True,12,20,990,trend__pair_mean|trend__primary|trend__risk_adjusted|trend__secondary|trend__interaction,0.019031404314777935,0.485,0.2872792164404712,reversal__interaction|reversal__pair_mean|reversal__primary|reversal__risk_adjusted|reversal__triple_mean,0.016216428341676373,0.5033333333333333,0.2740530688606068,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__interaction|breakout__secondary,-0.011698638382009885,0.4916666666666667,0.15589568564199818,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__pair_mean,0.017407390960170934,0.5183333333333333,0.2827720290569236
2002-08-31,bear,-0.10841571032116926,1992-08-31,2002-07-31,120,120,True,12,20,981,trend__pair_mean|trend__primary|trend__interaction|trend__secondary|trend__risk_adjusted,0.0199388178432575,0.5199999999999999,0.29404543667749866,reversal__pair_mean|reversal__risk_adjusted|reversal__interaction|reversal__primary|reversal__triple_mean,0.01654144946250667,0.49833333333333335,0.27176931530951604,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted,-0.010752255290389727,0.505,0.15797121600493907,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__pair_mean,0.016727571587901134,0.5233333333333334,0.2762140320080462
2002-09-30,bear,-0.22869831423648512,1992-09-30,2002-08-31,120,120,True,12,20,984,trend__pair_mean|trend__primary|trend__secondary|trend__risk_adjusted|trend__triple_mean,0.023737586086838933,0.485,0.302511292146963,reversal__interaction|reversal__pair_mean|reversal__primary|reversal__triple_mean|reversal__risk_adjusted,0.015396784444553573,0.5183333333333333,0.26033499396200865,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted,-0.009321648274735798,0.49499999999999994,0.1569510414712595,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__triple_mean|exposure_control__pair_mean,0.019073981014285177,0.5183333333333333,0.2802026724197688
2002-10-31,bear,-0.11370454129480934,1992-10-31,2002-09-30,120,120,True,12,20,981,trend__pair_mean|trend__primary|trend__secondary|trend__triple_mean|trend__risk_adjusted,0.02235085807710811,0.495,0.2978174124669911,reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__interaction|reversal__triple_mean,0.016318883248141066,0.5183333333333333,0.2670691888143751,breakout__interaction|breakout__primary|breakout__triple_mean|breakout__pair_mean|breakout__risk_adjusted,-0.010458916705421973,0.485,0.15374341757181556,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__triple_mean|exposure_control__pair_mean,0.01880201840898975,0.5233333333333332,0.28136998114681827
