formation_month,annealing_start,annealing_end,annealing_history_months,annealing_iterations,accepted_proposals,final_objective,total_agent_selections,finite_scores,orientation__ret_12_1,type_weight__ret_12_1,orientation__ret_6_1,type_weight__ret_6_1,orientation__ret_1_0,type_weight__ret_1_0,orientation__be_me,type_weight__be_me,orientation__gp_at,type_weight__gp_at,orientation__ocf_at,type_weight__ocf_at,orientation__f_score,type_weight__f_score,orientation__z_score,type_weight__z_score,orientation__qmj_safety,type_weight__qmj_safety,orientation__qmj_prof,type_weight__qmj_prof,orientation__rvol_21d,type_weight__rvol_21d,orientation__beta_60m,type_weight__beta_60m,orientation__turnover_126d,type_weight__turnover_126d,orientation__prc_highprc_252d,type_weight__prc_highprc_252d,orientation__niq_su,type_weight__niq_su,orientation__saleq_su,type_weight__saleq_su
2000-05-31,1995-05-31,2000-04-30,60,100,87,-0.04201917835798521,2560,1000,1,0.014645986289398193,1,0.0,-1,0.004817641041532739,-1,0.0,1,0.01867975737526137,1,0.0661646370299595,1,0.1841470530639203,1,0.09182490171523701,1,0.019993500021442047,1,0.2258684917170017,-1,0.0,1,0.08683835609238497,1,0.0,-1,0.0,1,0.22951780071128686,1,0.057501874942575346
2000-06-30,1995-06-30,2000-05-31,60,100,85,-0.051645334234813586,2560,1000,1,0.0,1,0.0,-1,0.0,-1,0.0,1,0.09682212444067799,1,0.21972444264767665,1,0.08664836611245824,1,0.11349040012259484,1,0.11913242970659008,1,0.09247662825868125,-1,0.0018996588928800629,1,0.17580250159575966,1,0.0019180521434618292,-1,0.03415764000995777,1,0.03552847118457768,1,0.022399284884683936
2000-07-31,1995-07-31,2000-06-30,60,100,89,-0.059687237483904476,2560,1000,1,0.0,1,0.06603435216624379,-1,0.0,-1,0.0,1,0.0478919062236916,1,0.0,1,0.11142327703845842,1,0.07926220864065678,1,0.0,1,0.19384851474206655,-1,0.0,1,0.15181178289316083,-1,0.09181328488585491,-1,0.0552428954827002,1,0.1398313896831289,1,0.06284038824403804
2000-08-31,1995-08-31,2000-07-31,60,100,87,-0.05094591323077629,2560,1000,1,0.05384881016486064,1,0.0,-1,0.07624449692841363,-1,0.0,1,0.06107726585383171,1,0.07787069575113231,1,0.0,1,0.0,1,0.0,1,0.0,-1,0.06356569487754729,1,0.11097990599073163,1,0.0,-1,0.15965451605311282,1,0.3636397397977033,1,0.03311887458266666
2000-09-30,1995-09-30,2000-08-31,60,100,88,-0.050974474234914205,2560,1000,1,0.02378380332586691,1,0.0,-1,0.0,-1,0.0,1,0.0,1,0.16195293062829286,1,0.12684832663131962,1,0.18740225239305885,1,0.1076197025385692,1,0.16302169855527915,-1,0.0,1,0.021324133956435523,1,0.0,-1,0.02971035965885224,1,0.09540400003519993,1,0.08293279227712566
2000-10-31,1995-10-31,2000-09-30,60,100,89,-0.05490477370446936,2560,1000,1,0.04832748416468514,1,0.0,-1,0.05895834339211337,-1,0.0,1,0.0,1,0.12015668621073149,1,0.11133175311546455,1,0.03873276864255819,1,0.0,1,0.022976890025149688,-1,0.08801278920398567,1,0.14639503682115654,-1,0.0,-1,0.09369065573407111,1,0.1799813352141475,1,0.09143625747593674
2000-11-30,1995-11-30,2000-10-31,60,100,88,-0.060354209493649794,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.1615390448709786,1,0.13448012338861043,1,0.09511740832377857,1,0.06092658679484311,1,0.01598446764195704,1,0.03487374761558218,1,0.13128243057779787,-1,0.0,1,0.0,-1,0.0,-1,0.11329327969212663,1,0.0954347041060303,1,0.15706820698829538
2000-12-31,1995-12-31,2000-11-30,60,100,82,-0.052944611105979464,2560,1000,1,0.0,1,0.0,-1,0.025622161690103236,-1,0.0,1,0.0625668101096895,1,0.07763849621563156,1,0.11650359414362163,1,0.0,1,0.0,1,0.006743416746862219,-1,0.01926973668393093,1,0.22836744178643947,-1,0.0381297154933936,-1,0.0005997907500832293,1,0.22843664581959508,1,0.19612219056064956
2001-01-31,1996-01-31,2000-12-31,60,100,88,-0.07236056282392547,2560,1000,1,0.0,1,0.3278277241904358,-1,0.051149746919449346,1,0.0,1,0.06299695462540378,1,0.0,1,0.09640428328636043,1,0.008659099830262515,1,0.06164902919269631,1,0.161255782642189,-1,0.0,1,0.15813889065849301,1,0.0,-1,0.0,1,0.07191848865470982,1,0.0
2001-02-28,1996-02-29,2001-01-31,60,100,90,-0.05664368766458214,2560,1000,1,0.0,1,0.0,-1,0.19077335801528333,1,0.0,1,0.0433483970071751,1,0.009913300146764182,1,0.32203113599129674,-1,0.0,1,0.12823179902406548,1,0.028725248249287596,-1,0.0,1,0.17248559343575773,-1,0.0,-1,0.0,1,0.03923169601726908,-1,0.06525947211310083
2001-03-31,1996-03-31,2001-02-28,60,100,86,-0.05575314855339503,2560,1000,1,0.025122820403630338,1,0.0,-1,0.0,1,0.0,1,0.0,1,0.1261655982233042,1,0.0,-1,0.08964268693392503,1,0.0,1,0.12351684366379669,-1,0.010491577030025801,1,0.0,-1,0.023974570239879638,1,0.12219885260237003,1,0.08807114804930906,-1,0.3908159028537592
2001-04-30,1996-04-30,2001-03-31,60,100,82,-0.03814070393578498,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.0,1,0.06989195529572123,1,0.3251511393098372,1,0.2823448544631654,-1,0.0,1,0.01003069777720872,1,0.0,-1,0.0,1,0.0,-1,0.0,-1,0.0,1,0.15644538120613757,-1,0.15613597194792994
2001-05-31,1996-05-31,2001-04-30,60,100,88,-0.051703821125085904,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.0,1,0.22468828685539666,1,0.017846943651669785,1,0.2079649937680849,-1,0.14499355735479283,1,0.0,1,0.0,-1,0.04728632934014637,1,0.0059179953692592505,-1,0.0,-1,0.08114552185619614,1,0.270156371804454,-1,0.0
2001-06-30,1996-06-30,2001-05-31,60,100,83,-0.05037595228536751,2560,1000,1,0.1843018037364291,1,0.0,-1,0.041791412260799896,1,0.0009561391295850986,1,0.10067685551870931,1,0.14177500916764646,1,0.1742065422910135,-1,0.0,1,0.02708655400213808,1,0.0,-1,0.0,1,0.0,-1,0.0,-1,0.010487659939764294,1,0.06624207976343585,-1,0.2524759441904785
2001-07-31,1996-07-31,2001-06-30,60,100,84,-0.042154496587021584,2560,1000,1,0.0,1,0.0,-1,0.1805199367945872,1,0.0,1,0.15158421614701428,1,0.0,1,0.12020061790487792,-1,0.02005933372822973,1,0.0,1,0.16029060552462665,-1,0.0,1,0.0,-1,0.0,1,0.0,1,0.12985809623847144,-1,0.2374871936621928
2001-08-31,1996-08-31,2001-07-31,60,100,89,-0.05021134166763551,2560,1000,1,0.0,1,0.0,-1,0.10756416814553436,1,0.04868788290730058,1,0.27221418200489006,1,0.07408201120304063,1,0.28410385031335794,-1,0.0,-1,0.007325037034048677,1,0.08102797508987437,-1,0.0,1,0.06228331644624561,-1,0.0,1,0.0,1,0.06271157685570783,-1,0.0
2001-09-30,1996-09-30,2001-08-31,60,100,91,-0.046978358700194026,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.0,1,0.18223640686192258,1,0.27108786458512024,1,0.16570277396405336,-1,0.026091480300235947,-1,0.04557010181856296,1,0.0,-1,0.06653586382827797,-1,0.0,-1,0.0,1,0.0,1,0.04110848648341371,-1,0.2016670221584131
2001-10-31,1996-10-31,2001-09-30,60,100,84,-0.032774867134512796,2560,1000,1,0.0,1,0.0,-1,0.004171630482058729,1,0.0,1,0.1892183484650321,1,0.18513271381537005,1,0.22460156353187222,-1,0.0,-1,0.0,1,0.007365180059730159,-1,0.0,1,0.0,-1,0.0,1,0.0,1,0.3013629381257184,-1,0.08814762552021826
2001-11-30,1996-11-30,2001-10-31,60,100,89,-0.0483436236828728,2560,1000,1,0.0716418091120807,1,0.012568332060213773,-1,0.17962955695328833,1,0.016075656618672392,1,0.0,1,0.18030937600993083,1,0.0,-1,0.0,-1,0.0,1,0.20231360495647088,-1,0.0,1,0.0,-1,0.03934060260200782,-1,0.0,1,0.016250721127095802,-1,0.28187034056023946
2001-12-31,1996-12-31,2001-11-30,60,100,87,-0.0526949816727245,2560,1000,1,0.0,1,0.0,-1,0.2698597425679379,1,0.0,1,0.12356840279275055,1,0.0,1,0.13922035267378485,-1,0.0,-1,0.12517687269950517,1,0.05645881011015515,-1,0.09226139195251631,1,0.0,-1,0.0,-1,0.0,1,0.10072741304740852,-1,0.09272701415594153
2002-01-31,1997-01-31,2001-12-31,60,100,86,-0.053299728371371376,2560,1000,1,0.0,1,0.04607012165439499,-1,0.0,1,0.0,1,0.23326889064875772,1,0.13934363801375715,1,0.0,-1,0.1651099746351419,1,0.06284442729953885,1,0.08779036422486566,-1,0.0,1,0.011223749595542294,-1,0.0,-1,0.0,1,0.18661833408142767,-1,0.06773049984657384
2002-02-28,1997-02-28,2002-01-31,60,100,86,-0.04139488285295412,2560,1000,1,0.005547573851549942,1,0.0,-1,0.14779908878126743,1,0.0,1,0.14591569016450628,1,0.07130711443575305,1,0.1928322280689812,-1,0.0,1,0.0,1,0.10499993529509093,-1,0.0,1,0.032995230723928015,-1,0.0,1,0.0,1,0.06502422786741191,-1,0.23357891081151122
2002-03-31,1997-03-31,2002-02-28,60,100,85,-0.04171713045824589,2560,1000,1,0.0,1,0.0,-1,0.008515564280217214,1,0.0,1,0.2573905018949415,1,0.22158464789444363,1,0.1277337977528442,-1,0.0,1,0.042244126686329785,1,0.08580514340400086,-1,0.0,1,0.0,-1,0.0,-1,0.0851975896740553,1,0.17152862841316743,-1,0.0
2002-04-30,1997-04-30,2002-03-31,60,100,87,-0.04248685288572702,2560,1000,1,0.08932482673744896,1,0.0,-1,0.0,1,0.0,1,0.08217366255542144,1,0.16988657341575078,1,0.38412306354959525,-1,0.0,1,0.04822053696121059,1,0.03953058043024922,-1,0.0,-1,0.012201431771876454,-1,0.0,-1,0.0,1,0.10380335934590426,-1,0.07073596523254307
2002-05-31,1997-05-31,2002-04-30,60,100,82,-0.04337875327127955,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.0,1,0.04799975213371252,1,0.19866116715181464,1,0.0,-1,0.0,-1,0.08198281044650496,1,0.2897465267187945,-1,0.0,-1,0.0,-1,0.03616727450467286,1,0.0,1,0.2150384980323652,-1,0.13040397101213538
2002-06-30,1997-06-30,2002-05-31,60,100,87,-0.051321636518520314,2560,1000,1,0.0,1,0.0,-1,0.1651565097123805,1,0.11205519063497976,1,0.09956924416762059,1,0.0,1,0.044990207564308576,-1,0.0,-1,0.0,1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.0,1,0.40248581695693797,-1,0.17574303096377264
2002-07-31,1997-07-31,2002-06-30,60,100,92,-0.056364177489755855,2560,1000,1,0.0,1,0.0,-1,0.052492935538911135,1,0.0,1,0.0689706256805809,1,0.17786695392424506,1,0.14512928142030684,-1,0.03240161108843194,1,0.019147055934364686,1,0.0,-1,0.0,-1,0.0,-1,0.16514069719135147,1,0.0,1,0.011726947230623418,-1,0.32712389199118447
2002-08-31,1997-08-31,2002-07-31,60,100,89,-0.05463888566754641,2560,1000,1,0.0,1,0.1821286594793068,-1,0.036317356244134,1,0.014413414814012716,1,0.22703304499712945,1,0.008433249520597694,1,0.21951832900047943,-1,0.03635237493145327,1,0.08611710231886664,1,0.141122571092532,-1,0.0,-1,0.0,-1,0.000730935373313979,1,0.0,1,0.0,-1,0.04783296222817399
2002-09-30,1997-09-30,2002-08-31,60,100,85,-0.042802872696750247,2560,1000,1,0.13101570490329875,1,0.0,-1,0.0,1,0.0,1,0.2730208536356277,1,0.13207627619332152,1,0.2386708051750118,-1,0.0,1,0.03981659188209387,1,0.047997255072574525,-1,0.018160549680176954,-1,0.0,-1,0.0,1,0.0,1,0.11924196345789494,-1,0.0
2002-10-31,1997-10-31,2002-09-30,60,100,91,-0.04532683670021167,2560,1000,1,0.020514505762965783,1,0.0,-1,0.014260056202927678,1,0.006024494804907588,1,0.08610952911435964,1,0.0,1,0.2886405807449521,-1,0.0058133646942792085,1,0.10458141791181305,1,0.2796777038517415,-1,0.003931651272155457,-1,0.0,-1,0.0595612283826904,1,0.009402144732289654,1,0.12148332252491799,-1,0.0
2002-11-30,1997-11-30,2002-10-31,60,100,83,-0.0575200567304552,2560,1000,1,0.15481033019993495,1,0.08334589997287813,-1,0.0,1,0.0,1,0.09521472159003408,1,0.14552904212569828,1,0.12225276470119842,-1,0.006986340750889196,1,0.06298087213547598,1,0.22201364826796638,-1,0.07180842792543031,-1,0.0,-1,0.0,1,0.0,1,0.032620804923324476,-1,0.0024371474071697534
2002-12-31,1997-12-31,2002-11-30,60,100,86,-0.056413092569696614,2560,1000,1,0.0,1,0.13434338264556672,-1,0.12327298142458995,1,0.0,1,0.14904855721669347,1,0.16775081229096545,1,0.08482889539117137,-1,0.0,1,0.0,1,0.18521746381132467,-1,0.06290033548333301,-1,0.0,-1,0.0,1,0.09263757173635537,1,0.0,-1,0.0
2003-01-31,1998-01-31,2002-12-31,60,100,82,-0.046789935144637,2560,1000,1,0.0,1,0.0,-1,0.06391332289606373,1,0.0,1,0.0,1,0.0046110366563665295,1,0.3307304227236077,-1,0.045176180160273034,1,0.0,1,0.2995695597568223,-1,0.027584116399955828,-1,0.0,-1,0.04901502503412593,1,0.0,1,0.0416160941556656,-1,0.13778424221711938
2003-02-28,1998-02-28,2003-01-31,60,100,88,-0.04827521751161072,2560,1000,1,0.0,1,0.0,-1,0.013720842919347373,1,0.0,1,0.0584105615565621,1,0.0548798806769194,1,0.0,-1,0.0,-1,0.0,1,0.41991088187184694,-1,0.0,-1,0.06538565614228123,-1,0.04481532884953479,1,0.0,1,0.12360644964361085,-1,0.2192703983398974
2003-03-31,1998-03-31,2003-02-28,60,100,76,-0.05269935896920407,2560,1000,1,0.0,1,0.06774319354187887,-1,0.0,1,0.0,1,0.06216194746884458,1,0.2252168817925913,1,0.0,-1,0.0,1,0.20284234243012758,1,0.2391752648324171,-1,0.0,-1,0.05932802778133069,-1,0.00796208899840225,1,0.07421228058243715,1,0.0613579725719705,-1,0.0
2003-04-30,1998-04-30,2003-03-31,60,100,86,-0.04294986514838651,2560,1000,1,0.11318848167471418,1,0.014101737693353112,-1,0.0,1,0.0,1,0.06403287233068186,1,0.18400090682385606,1,0.28982836204587936,-1,0.0017452680453040256,-1,0.17399451667806104,1,0.15593457615489653,-1,0.0,-1,0.0,-1,0.0,1,0.0,1,0.0,-1,0.003173278553253878
2003-05-31,1998-05-31,2003-04-30,60,100,89,-0.05045317707454788,2560,1000,1,0.0,1,0.007306951829063749,-1,0.062163090749692305,1,0.0,1,0.02311906136901848,1,0.23621636263184448,1,0.11596791611218653,-1,0.013221867773754559,-1,0.22772960467401962,1,0.08612421162793214,-1,0.09743059238251356,-1,0.0,-1,0.0,1,0.002741317953647382,1,0.12797902289632723,-1,0.0
2003-06-30,1998-06-30,2003-05-31,60,100,94,-0.04394670584841676,2560,1000,1,0.0,1,0.0,-1,0.055413408560788385,1,0.0677144148809447,1,0.05177209619304139,1,0.3465863965289653,1,0.0,-1,0.021998543808310678,-1,0.0,1,0.25803360665216113,-1,0.02683488303041215,-1,0.0,-1,0.0,1,0.0,1,0.0015248363564719259,-1,0.17012181398890427
2003-07-31,1998-07-31,2003-06-30,60,100,88,-0.053980737588757446,2560,1000,1,0.020828196683724105,1,0.0,-1,0.0,1,0.1586869497193488,1,0.20192347199397648,1,0.03246358280643333,1,0.0921469430555114,-1,0.05035195254912407,-1,0.0,1,0.24545491094192343,-1,0.027755476791292064,-1,0.0,-1,0.0,1,0.0,1,0.09382205395383464,-1,0.07656646150483173
2003-08-31,1998-08-31,2003-07-31,60,100,80,-0.05954596786551615,2560,1000,1,0.1178663038186058,1,0.0,-1,0.03705679386982094,1,0.0,1,0.08825007306863585,1,0.20798026295586783,1,0.14207798178428271,-1,0.015173227660232236,-1,0.03979826292627256,1,0.12186787584436201,-1,0.0,1,0.14865932528119807,-1,0.0,-1,0.0,1,0.0752089765316707,-1,0.006060916259051295
2003-09-30,1998-09-30,2003-08-31,60,100,81,-0.04296166892930732,2560,1000,1,0.017835165135659733,1,0.004755823760776468,-1,0.12694939748175244,1,0.056281221605581425,1,0.065402377546485,1,0.2605434944734186,1,0.13688115795051656,-1,0.0,-1,0.07357377968190648,1,0.18622513886564135,-1,0.0059985395792175105,1,0.0,-1,0.0,-1,0.0,1,0.06555390391904443,-1,0.0
2003-10-31,1998-10-31,2003-09-30,60,100,84,-0.06224874365235815,2560,1000,1,0.0,1,0.15562146828215417,-1,0.0,1,0.05329767913334698,1,0.17349537236850077,1,0.1693933290506119,1,0.0,-1,0.1438451771086129,-1,0.053554030318544936,1,0.08028517706210714,-1,0.0,1,0.0,-1,0.0,-1,0.0009173018540321182,1,0.04052022580617768,-1,0.12907023901591144
2003-11-30,1998-11-30,2003-10-31,60,100,80,-0.059686909826204906,2560,1000,1,0.08967193945138814,1,0.02823225557311513,-1,0.07018437341507382,1,0.0,1,0.10693421559376319,1,0.12178860734374945,1,0.05183818322411823,-1,0.2217411463758674,-1,0.12617307125365435,1,0.04879297008151486,-1,0.0,1,0.0,-1,0.0,1,0.0,1,0.12616325725918243,-1,0.008479980428572974
2003-12-31,1998-12-31,2003-11-30,60,100,76,-0.051166514975219436,2560,1000,1,0.0,1,0.0,-1,0.06823371510441027,1,0.006855688930585918,1,0.24323209686221525,1,0.16402141818007704,1,0.07380367154360036,-1,0.0,-1,0.055569691293924216,1,0.10673170093466747,-1,0.0,-1,0.0,-1,0.06387425864499677,-1,0.0,1,0.21767775850552273,-1,0.0
2004-01-31,1999-01-31,2003-12-31,60,100,86,-0.05385767016395037,2560,1000,1,0.0,1,0.007820142320920409,-1,0.0,1,0.0,1,0.14868175821043084,1,0.258599504134445,1,0.0,-1,0.13618690467488404,-1,0.06859674828636614,1,0.14545036986834997,-1,0.0,-1,0.0,-1,0.0,-1,0.11464491389425881,1,0.12001965861034487,-1,0.0
2004-02-29,1999-02-28,2004-01-31,60,100,85,-0.07251532485735823,2560,1000,1,0.0805726413479598,1,0.12485531268782439,-1,0.0,1,0.17915755256678836,1,0.139450749862156,1,0.13980449220609223,1,0.039600831659143486,-1,0.10400355092062032,-1,0.00611994179672305,1,0.07673421952436205,-1,0.0,-1,0.04524826937283866,-1,0.0,-1,0.0,1,0.06445243805549168,-1,0.0
2004-03-31,1999-03-31,2004-02-29,60,100,87,-0.0641282426708134,2560,1000,1,0.0,1,0.03905739275864545,-1,0.08773732276365986,1,0.1725939561794214,1,0.0,1,0.026409156844523295,1,0.0281644975256017,-1,0.099970309360087,-1,0.15412413212830972,1,0.2128260106054428,-1,0.0,-1,0.0,-1,0.0,-1,0.00744862529556537,1,0.08879610263558343,-1,0.08287249390315996
2004-04-30,1999-04-30,2004-03-31,60,100,83,-0.05464492125646846,2560,1000,1,0.0022073565617848775,1,0.0,-1,0.15029882008649081,1,0.11992835247236996,1,0.2194606109042509,1,0.07725077752780779,1,0.13879069430103375,-1,0.0,-1,0.0,1,0.0,-1,0.0,-1,0.0,-1,0.06658026618835008,-1,0.0,1,0.1995873738349968,-1,0.025895748122915035
2004-05-31,1999-05-31,2004-04-30,60,100,82,-0.058403024275159456,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.09996227849325909,1,0.11613360886045651,1,0.1068571859909454,1,0.1576514401242228,-1,0.0708358954510456,-1,0.017807523871765287,1,0.08251633074542605,-1,0.0,-1,0.0,-1,0.1356045782166048,-1,0.0,1,0.21263115824627438,-1,0.0
2004-06-30,1999-06-30,2004-05-31,60,100,89,-0.046149371459851166,2560,1000,1,0.0,1,0.00606189534671201,-1,0.04369576956640088,1,0.15793574591263443,1,0.11139860056333223,1,0.23036167572795546,1,0.16022635534085908,-1,0.0,-1,0.0,1,0.08702195040315457,-1,0.0,-1,0.004991435667773126,-1,0.0,-1,0.0,1,0.19830657147117814,-1,0.0
2004-07-31,1999-07-31,2004-06-30,60,100,87,-0.05837946479712405,2560,1000,1,0.0,1,0.13435037980006526,-1,0.0,1,0.01565184359026099,1,0.0687917334276555,1,0.096190815085995,1,0.22063930372307328,-1,0.0,-1,0.0,1,0.003055410719021951,-1,0.14301982443692166,-1,0.0,-1,0.0,-1,0.0,1,0.3183006892170063,-1,0.0
2004-08-31,1999-08-31,2004-07-31,60,100,81,-0.051702323681773577,2560,1000,1,0.00958858641479974,1,0.0,-1,0.07502318753972487,1,0.0,1,0.12241983433982195,1,0.08038442162004042,1,0.01723021813477098,-1,0.09665125054150436,-1,0.16081765887571292,1,0.16184768990813303,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.2760371526254917,-1,0.0
2004-09-30,1999-09-30,2004-08-31,60,100,86,-0.05049040270297118,2560,1000,1,0.0,1,0.02321160282496021,-1,0.09814406340630383,1,0.0,1,0.08181676100523111,1,0.31930168014241894,1,0.046047375304796995,-1,0.13336908649945012,-1,0.08047325025412978,1,0.08770863483966809,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.08854131043849049,-1,0.041386235284550446
2004-10-31,1999-10-31,2004-09-30,60,100,87,-0.05611364685213481,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.08259194613769484,1,0.07734524067217541,1,0.1210104001191018,1,0.19027509590876485,-1,0.23410936418512862,-1,0.0,1,0.10512027005352712,-1,0.006094570079130574,-1,0.013534708956240885,-1,0.0,-1,0.0,1,0.11332480261560557,-1,0.0565936012726304
2004-11-30,1999-11-30,2004-10-31,60,100,90,-0.061414944270315,2560,1000,1,0.0011945419399644998,1,0.0,-1,0.0,1,0.0,1,0.06050015187649598,1,0.1288118303194961,1,0.10098957189200647,-1,0.1568065812237185,-1,0.19819379230228096,1,0.027156089053806162,-1,0.027197970740160185,-1,0.0,-1,0.0,-1,0.18041933118915066,1,0.0705651039725236,-1,0.04816503549039691
2004-12-31,1999-12-31,2004-11-30,60,100,86,-0.05231122692186416,2560,1000,-1,0.0,1,0.0,-1,0.20152877723620793,1,0.0605786935896497,1,0.023092446190981476,1,0.12497696315824026,1,0.0062336822431896316,-1,0.0896620778930767,-1,0.08873864975728518,1,0.024269820212766118,-1,0.0,-1,0.0,-1,0.0659929579400182,-1,0.026454048168309013,1,0.28847188361027576,-1,0.0
2005-01-31,2000-01-31,2004-12-31,60,100,91,-0.06401931814676048,2560,1000,-1,0.0865172796731182,1,0.0,-1,0.0038124703020729965,1,0.0040311461398750085,1,0.06463144087596893,1,0.04809478462022272,1,0.18820955321920688,-1,0.20828162146121582,-1,0.048128432703231215,1,0.0,-1,0.15709855296978528,-1,0.0,-1,0.0,-1,0.0,1,0.17807626087367479,-1,0.01311845716162817
2005-02-28,2000-02-29,2005-01-31,60,100,81,-0.042315098749839485,2560,1000,-1,0.0,-1,0.0,-1,0.0,1,0.0022405154323830237,1,0.0,1,0.16842082741040695,1,0.2438168291710224,-1,0.0,-1,0.2073457641507818,1,0.056164784403777784,-1,0.0,-1,0.0,-1,0.05168331560209349,-1,0.0,1,0.1995296075017737,-1,0.07079835632776085
