paper_version,paper_source_table_sha256,method,metric,paper_value,author_raster_path,author_raster_commit,author_raster_sha256,author_output_correspondence,native_reproduced_value,independently_regenerated,paper_result_credit
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,Rank_IC,0.0420,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,Rank_ICIR,0.3417,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,IR,-0.5280,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,CR,-0.1488,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,ARR_pct,-4.24,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_02:XGBoost,MDD_pct,28.50,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,IC,0.0162,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,ICIR,0.1203,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,Rank_IC,0.0405,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,Rank_ICIR,0.3289,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,IR,-0.2807,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,CR,-0.1077,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,ARR_pct,-2.30,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_03:CatBoost,MDD_pct,21.35,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,IC,0.0247,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,ICIR,0.2055,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,Rank_IC,0.0423,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,Rank_ICIR,0.3726,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,IR,0.0092,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,CR,0.0032,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,ARR_pct,0.07,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_04:LightGBM,MDD_pct,21.80,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,IC,0.0321,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,ICIR,0.2780,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,Rank_IC,0.0438,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,Rank_ICIR,0.4088,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,IR,0.1716,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,CR,0.0804,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,ARR_pct,1.46,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_05:MLP,MDD_pct,18.15,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,IC,0.0213,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,ICIR,0.1670,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,Rank_IC,0.0408,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,Rank_ICIR,0.3372,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,IR,0.2490,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,CR,0.1233,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,ARR_pct,1.85,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_06:DoubleEnsemble,MDD_pct,15.00,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,IC,0.0321,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,ICIR,0.2603,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,Rank_IC,0.0442,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,Rank_ICIR,0.3601,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,IR,0.5302,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,CR,0.2405,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,ARR_pct,3.61,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_07:GRU,MDD_pct,15.01,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,IC,0.0331,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,ICIR,0.2702,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,Rank_IC,0.0451,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,Rank_ICIR,0.3801,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,IR,0.4502,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,CR,0.3773,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,ARR_pct,5.21,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_08:Transformer,MDD_pct,13.81,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,IC,0.0331,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,ICIR,0.2502,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,Rank_IC,0.0451,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,Rank_ICIR,0.3503,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,IR,0.6802,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,CR,0.4058,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,ARR_pct,6.01,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_09:LSTM,MDD_pct,14.81,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,IC,0.0421,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,ICIR,0.3402,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,Rank_IC,0.0511,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,Rank_ICIR,0.4203,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,IR,1.0502,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,CR,0.8002,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,ARR_pct,6.81,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_10:TRA,MDD_pct,8.51,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),IC,0.0051,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.005071733580974592,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),ICIR,0.0329,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.03287938627233083,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),Rank_IC,0.0184,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.01838526953812549,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),Rank_ICIR,0.1177,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.11770777250034052,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),IR,0.5044,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.5043710541234949,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),CR,0.2087,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,0.20865323814507192,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),ARR_pct,4.63,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,4.629928329578073,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_11:Alpha158(20),MDD_pct,22.19,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,22.18958292110946,True,True
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_12:Alpha158,IC,0.0131,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
v1,206b0c14959311a7146174cca7ed77168aaa2c6f73c0b4594272b04b6ec907ef,row_12:Alpha158,ICIR,0.0817,docs/images/主实验.png,2f06d9fafaf21c07abd1a224551dbb437d341087,c5272933b3f87c77d28e516bc55f23dc25701a38f0391ccc6248b2b7054dbc33,True,,False,False
