formation_month,reliability_start,reliability_end,reliability_months,six_month_market_return,selected_mode,buy_count,hold_count,sell_count,finite_scores,source_rankic__price,source_reliability__price,source_rankic__news,source_reliability__news,source_rankic__annual_report,source_reliability__annual_report
2003-08-31,1998-08-31,2003-07-31,60,0.2623750444263271,free,417,177,406,1000,0.021233897920639577,0.35178873854579207,-0.01909127752076697,0.23504548918726614,0.037315705643258874,0.4131657722669418
2003-09-30,1998-09-30,2003-08-31,60,0.23222618388917593,free,389,211,400,1000,0.020580827828773834,0.35489464210938865,-0.020960101874571795,0.2342553279560251,0.03522155728888334,0.4108500299345862
2003-10-31,1998-10-31,2003-09-30,60,0.2089346610319862,free,394,194,412,1000,0.02859150032260633,0.3753363644940022,-0.019576202530058897,0.23186274202654886,0.03313952584305282,0.3928008934794489
2003-11-30,1998-11-30,2003-10-31,60,0.15340799073448141,free,400,186,414,1000,0.031041198857005268,0.3832386807070191,-0.021350111322982614,0.22695343868220713,0.03274080101964499,0.38980788061077376
2003-12-31,1998-12-31,2003-11-30,60,0.18962006879315219,free,373,238,389,1000,0.020697323279430767,0.3679229624392128,-0.026504540148663533,0.22948896390289472,0.029701354720121347,0.4025880736578925
2004-01-31,1999-01-31,2003-12-31,60,0.18648351069008395,free,398,197,405,1000,0.01772919651370721,0.3638850272669857,-0.029070475060429028,0.22788502896432136,0.02922846098676167,0.4082299437686929
2004-02-29,1999-02-28,2004-01-31,60,0.17781186476568078,free,389,201,410,1000,0.018741932096030003,0.36205852986164755,-0.02787736719833732,0.22715052206121825,0.03136978804492517,0.41079094807713434
2004-03-31,1999-03-31,2004-02-29,60,0.17469650635646206,free,375,215,410,1000,0.01999702526723903,0.36334202834974344,-0.0292386763131986,0.22206887948557705,0.03319135255225242,0.41458909216467954
2004-04-30,1999-04-30,2004-03-31,60,0.09153399339251345,free,398,202,400,1000,0.022411662622941867,0.3650175857155357,-0.030928031253012172,0.21412256692442655,0.036647096788955696,0.4208598473600378
2004-05-31,1999-05-31,2004-04-30,60,0.09227635627725528,free,379,202,419,1000,0.022667935148397524,0.36802982462406436,-0.029221770869452823,0.2190427507961526,0.03417872215343751,0.412927424579783
2004-06-30,1999-06-30,2004-05-31,60,0.0624681284572528,free,400,188,412,1000,0.0254060764584629,0.3768784649082114,-0.029374597829459746,0.2179173839700259,0.032652902030548596,0.4052041511217626
2004-07-31,1999-07-31,2004-06-30,60,0.0059436129264758275,guided,369,236,395,1000,0.025964028725973077,0.38315626463328145,-0.030413982687827287,0.21803656835867571,0.029967538899626008,0.3988071670080429
2004-08-31,1999-08-31,2004-07-31,60,-0.006517385805580922,strict,426,163,411,1000,0.024395728120171132,0.3880940117077849,-0.035096437636638465,0.21407489938678387,0.026873718817825357,0.39783108890543123
2004-09-30,1999-09-30,2004-08-31,60,0.02287177856995415,guided,374,237,389,1000,0.02273567444850232,0.38370711582181044,-0.03428711440017218,0.2169466897206469,0.026730589810628813,0.3993461944575427
2004-10-31,1999-10-31,2004-09-30,60,0.05244974049347473,free,376,228,396,1000,0.020009443397611966,0.373238496274018,-0.03451800431751819,0.21635988129596084,0.02950130656013477,0.4104016224300211
2004-11-30,1999-11-30,2004-10-31,60,0.08462833247389234,free,397,203,400,1000,0.01797545055445221,0.37400460416428166,-0.038016530852364235,0.21365195101375684,0.027734300363761445,0.4123434448219615
2004-12-31,1999-12-31,2004-11-30,60,0.10300760395476405,free,391,218,391,1000,0.00953449608900248,0.3572712724255932,-0.04322517527177898,0.21079764531188944,0.02851156446424253,0.43193108226251736
2005-01-31,2000-01-31,2004-12-31,60,0.11448083532610731,free,397,206,397,1000,0.011240643642916904,0.3586962546124578,-0.044322267521742696,0.20578806556719523,0.0306461293329686,0.43551567982034683
2005-02-28,2000-02-29,2005-01-31,60,0.13689914609323828,free,407,202,391,1000,0.008542913514560397,0.3525758575852762,-0.04698181196521087,0.20235398062874688,0.031839527389464245,0.445070161785977
2005-03-31,2000-03-31,2005-02-28,60,0.10321187377959329,free,415,195,390,1000,0.01472921262878996,0.3682673528254656,-0.04294078398764824,0.20687385481378187,0.029023981009811524,0.42485879236075247
2005-04-30,2000-04-30,2005-03-31,60,0.06592569405944615,free,390,231,379,1000,0.015848130453553648,0.381227320429688,-0.044745255041942066,0.20798417265466476,0.023316396612077444,0.41078850691564733
2005-05-31,2000-05-31,2005-04-30,60,0.05884623116070653,free,393,229,378,1000,0.01596996621604664,0.37692519715435335,-0.04165461975890507,0.2118335642347223,0.0246832907998816,0.4112412386109243
2005-06-30,2000-06-30,2005-05-31,60,0.02817815177683003,guided,398,226,376,1000,0.017944300446661263,0.3844920391340519,-0.04248280851023825,0.21011436856819676,0.023237834821475185,0.4053935922977513
2005-07-31,2000-07-31,2005-06-30,60,0.09459782772570602,free,387,206,407,1000,0.018064649556347713,0.3761815713100733,-0.03489496506297547,0.2215117826895834,0.02477891651431102,0.4023066460003432
2005-08-31,2000-08-31,2005-07-31,60,0.061610962475844966,free,384,204,412,1000,0.019691932934933525,0.3826179007360514,-0.03796994382903965,0.21495271535317967,0.024740212412626042,0.40242938391076893
2005-09-30,2000-09-30,2005-08-31,60,0.08755528640324783,free,374,234,392,1000,0.019026061765369782,0.3781555954094634,-0.03310648115853522,0.2245234845052135,0.023969919573550207,0.39732092008532305
2005-10-31,2000-10-31,2005-09-30,60,0.09233895137656822,free,385,217,398,1000,0.016426564117378428,0.37501367967382887,-0.03127201255774649,0.23275275147663727,0.02091606379893274,0.39223356884953386
2005-11-30,2000-11-30,2005-10-31,60,0.09457965151526815,free,382,206,412,1000,0.010859001634601519,0.35850860564546916,-0.026878644629067448,0.24581425793750733,0.020723591863317233,0.39567713641702346
2005-12-31,2000-12-31,2005-11-30,60,0.08915113913803396,free,363,230,407,1000,0.008873240184652775,0.3505590769839973,-0.026636254756283912,0.2457793773422416,0.022977992759099862,0.4036615456737611
2006-01-31,2001-01-31,2005-12-31,60,0.08096945917878018,free,386,190,424,1000,0.020622679973152362,0.3779922500809252,-0.022859195609667052,0.2447053753108162,0.02044000273913952,0.37730237460825866
2006-02-28,2001-02-28,2006-01-31,60,0.09056727959657551,free,370,249,381,1000,0.010785758471518792,0.3532766591845763,-0.01884376954510244,0.26268516054365443,0.01913480731128012,0.38403818027176934
2006-03-31,2001-03-31,2006-02-28,60,0.09706813324585495,free,385,211,404,1000,0.005519295478123477,0.33660071617506027,-0.01660213265405302,0.2698005893336864,0.02116273936840864,0.39359869449125334
2006-04-30,2001-04-30,2006-03-31,60,0.12666298853441682,free,390,210,400,1000,0.012695009263929307,0.3585222284820302,-0.017276617539260235,0.2656751692246196,0.01740234420194999,0.3758026022933502
2006-05-31,2001-05-31,2006-04-30,60,0.054159468268391686,free,395,212,393,1000,0.008975566398174404,0.35090651144506935,-0.01668122116798319,0.2714972371740515,0.01630613318874514,0.37759625138087927
2006-06-30,2001-06-30,2006-05-31,60,0.055658647462748956,free,370,235,395,1000,0.010711570324694395,0.3526315837972166,-0.012623275874803849,0.2792410473945497,0.01501208524593388,0.36812736880823366
2006-07-31,2001-07-31,2006-06-30,60,0.025658243461629926,guided,373,244,383,1000,0.007005551555544536,0.3467761753610217,-0.010683886337260633,0.2905527563446286,0.011487224702170427,0.3626710682943497
2006-08-31,2001-08-31,2006-07-31,60,0.050011242912244125,free,371,231,398,1000,-0.0010459271129714565,0.32970164221784337,-0.0120974470019135,0.29520585664761284,0.011852526310372615,0.37509250113454373
2006-09-30,2001-09-30,2006-08-31,60,0.058935711953346015,free,364,254,382,1000,-0.01069969045595593,0.3052249985668535,-0.014177607804166211,0.2947920024976359,0.01633759341243938,0.39998299893551065
2006-10-31,2001-10-31,2006-09-30,60,0.08152297102492168,free,385,226,389,1000,-0.005823383974698868,0.3189421897273689,-0.011985491994302554,0.29988191567129246,0.01200172315285196,0.3811758946013387
2006-11-30,2001-11-30,2006-10-31,60,0.13558921232532994,free,383,239,378,1000,-0.0015003224354538725,0.32787715062547035,-0.008891110929081411,0.30451827827191147,0.009936560359025575,0.3676045711026181
2006-12-31,2001-12-31,2006-11-30,60,0.1479593217185542,free,384,222,394,1000,0.0016879059100214813,0.3460287545978462,-0.01283011662110543,0.2992686461389906,0.004163687153498073,0.35470259926316317
2007-01-31,2002-01-31,2006-12-31,60,0.16632708255279072,free,374,234,392,1000,-0.0024819330993397074,0.3345184167422515,-0.010526448651807163,0.30866198548675366,0.003971905911417814,0.35681959777099476
2007-02-28,2002-02-28,2007-01-31,60,0.11807119576635672,free,377,247,376,1000,-0.00769029885653029,0.32322869945057225,-0.010477032829440095,0.314345525558689,0.0037556585607637864,0.3624257749907387
2007-03-31,2002-03-31,2007-02-28,60,0.10381918058761985,free,397,225,378,1000,0.0014079038185146474,0.34022063819304266,-0.0077091726857090774,0.31057442849975697,0.004014364650128769,0.3492049333072004
2007-04-30,2002-04-30,2007-03-31,60,0.11110043090979183,free,404,203,393,1000,-0.003320813994795164,0.3294887788837057,-0.00784219608613664,0.314923098560938,0.0043022663614537635,0.35558812255535627
2007-05-31,2002-05-31,2007-04-30,60,0.1283234291709976,free,390,215,395,1000,-0.004902624360137274,0.32558309519129663,-0.006844365621895949,0.31932209680241436,0.0037740861190132475,0.35509480800628895
2007-06-30,2002-06-30,2007-05-31,60,0.09607936172742515,free,411,207,382,1000,-0.00979122905802325,0.3112374840634032,-0.0047971918801962945,0.3271754616320264,0.005203430102213611,0.3615870543045705
2007-07-31,2002-07-31,2007-06-30,60,0.045510951263960875,guided,389,221,390,1000,-0.009589895088113405,0.30684697815807305,-0.0027744403925629648,0.32848912350315923,0.007672797116948982,0.36466389833876783
2007-08-31,2002-08-31,2007-07-31,60,0.07859179483187173,free,409,177,414,1000,-0.008920051882057295,0.3048713335872676,-0.00023846132936106157,0.33252190447179814,0.00842285973023004,0.3626067619409343
2007-09-30,2002-09-30,2007-08-31,60,0.10773999792764388,free,411,187,402,1000,-0.011987891268340404,0.3007134817787887,4.915277305958694e-05,0.33917912631978925,0.006036546148031419,0.36010739190142205
2007-10-31,2002-10-31,2007-09-30,60,0.0926025551546632,free,411,186,403,1000,-0.004153181521505701,0.31583964609849907,0.004147297913859303,0.3431746255796733,0.003507417302828044,0.34098572832182766
2007-11-30,2002-11-30,2007-10-31,60,0.01461290818365324,guided,400,228,372,1000,0.00960833706408243,0.3500219576157189,0.0026777512272775543,0.3265849276454931,0.0016956138764077015,0.323393114738788
2007-12-31,2002-12-31,2007-11-30,60,0.029310597221632984,guided,393,216,391,1000,0.00926950194412358,0.3387036379034405,0.009905662912227442,0.3408652064832326,0.0037236969100183422,0.3204311556133268
2008-01-31,2003-01-31,2007-12-31,60,0.001672116095604137,guided,400,204,396,1000,0.0034680091246064833,0.32904374815992576,0.0052600137849421035,0.3349933770598559,0.005549003832336563,0.3359628747802183
2008-02-29,2003-02-28,2008-01-31,60,-0.033692126435211134,strict,422,171,407,1000,0.005789331632005714,0.33488396026780304,0.003891391403808437,0.3285879986541477,0.006279070895820241,0.3365280410780493
2008-03-31,2003-03-31,2008-02-29,60,-0.07225013396298763,strict,421,169,410,1000,0.007019253117757576,0.34022245210064733,0.0030877047306330464,0.3271059716369213,0.004774860246334781,0.3326715762624313
2008-04-30,2003-04-30,2008-03-31,60,-0.04749910980000127,strict,431,160,409,1000,0.011766665985133895,0.3490966932442519,0.003700508458925128,0.3220437373414645,0.0057948536972828755,0.3288595694142836
2008-05-31,2003-05-31,2008-04-30,60,0.011542027502357888,guided,396,214,390,1000,0.017401748751496932,0.3571481065161941,0.004733089095400307,0.3146509607551598,0.008949294818061644,0.32820093272864614
2008-06-30,2003-06-30,2008-05-31,60,-0.05963605241908576,strict,416,201,383,1000,0.026615405772577518,0.37434452808810564,0.00856810200687278,0.3125309592318944,0.008757840178381356,0.31312451268
2008-07-31,2003-07-31,2008-06-30,60,-0.0023583126748631944,strict,442,142,416,1000,0.02595841778075462,0.376704667598828,0.005283074416636805,0.3063438217692483,0.008687147129851415,0.3169515106319237
2008-08-31,2003-08-31,2008-07-31,60,0.0367664965715917,guided,403,211,386,1000,0.022747580443395934,0.3751265201587465,0.0006729072231033679,0.3008213671482386,0.008111679277959031,0.32405211269301487
2008-09-30,2003-09-30,2008-08-31,60,-0.03452908854720893,strict,400,192,408,1000,0.02674696252966847,0.38156043460022915,0.0010862248674920112,0.29520259243923264,0.010158609065191775,0.32323697296053816
2008-10-31,2003-10-31,2008-09-30,60,-0.21974226549454323,strict,428,155,417,1000,0.030261930283992013,0.3887448404807107,0.0020439548824086767,0.29316730043642675,0.010202374255410101,0.31808785908286263
2008-11-30,2003-11-30,2008-10-31,60,-0.2810223666032091,strict,432,132,436,1000,0.03411600760995118,0.40088844507329713,0.0014239669767981444,0.28909714989656093,0.00840956435713971,0.310014405030142
2008-12-31,2003-12-31,2008-11-30,60,-0.20754011129930594,strict,422,148,430,1000,0.03678860841196852,0.4016468788993674,0.002226071405139853,0.2842766608284085,0.012194925254513255,0.31407646027222397
2009-01-31,2004-01-31,2008-12-31,60,-0.2617808956812313,strict,429,140,431,1000,0.03733766337414442,0.399829033068757,0.002363377963322666,0.2818272189218667,0.014547136286766816,0.31834374800937637
2009-02-28,2004-02-29,2009-01-31,60,-0.33755821895960836,strict,420,166,414,1000,0.040459513662895935,0.4006317755449775,0.005356012392731415,0.28202838651337353,0.017152564028873798,0.317339837941649
2009-03-31,2004-03-31,2009-02-28,60,-0.2182601889550715,strict,426,142,432,1000,0.03467156364565427,0.38752014082103836,0.00475861405755063,0.2873319960521772,0.017122785503377445,0.32514786312678445
2009-04-30,2004-04-30,2009-03-31,60,0.022924065641081848,guided,400,206,394,1000,0.026896950675467227,0.3651713995535834,0.008653872397876747,0.3042762629392605,0.016936768089965252,0.330552337507156
2009-05-31,2004-05-31,2009-04-30,60,0.15087277029824953,free,392,208,400,1000,0.02462717983573485,0.35770835252100586,0.010270227477638503,0.3098686422631236,0.017296207175362507,0.33242300521587054
2009-06-30,2004-06-30,2009-05-31,60,0.13236357554344802,free,389,194,417,1000,0.02473721406184397,0.3623136056769931,0.007039240949458478,0.3035451669508617,0.016642572985135006,0.3341412273721452
2009-07-31,2004-07-31,2009-06-30,60,0.308572831709617,free,373,218,409,1000,0.01937369270123956,0.3486468564114567,0.00730377299984436,0.30900589060204997,0.017550297138867927,0.3423472529864933
2009-08-31,2004-08-31,2009-07-31,60,0.49013015230598755,free,377,230,393,1000,0.016416675528925107,0.3370678084368651,0.010861104476324638,0.31885243564179533,0.018475611230768477,0.34407975592133955
2009-09-30,2004-09-30,2009-08-31,60,0.41554066978294557,free,388,210,402,1000,0.013696546662337772,0.33233916966854665,0.008210711987496367,0.31459864893987605,0.01974536164645557,0.35306218139157725
2009-10-31,2004-10-31,2009-09-30,60,0.2459386529438805,free,388,198,414,1000,0.015694431156135443,0.33763504390211113,0.004456338236375615,0.30174570648621757,0.022280144271681575,0.36061924961167136
2009-11-30,2004-11-30,2009-10-31,60,0.24602674778833844,free,381,211,408,1000,0.01760529092633793,0.34374629162964654,0.0034782863576241865,0.29845937166644754,0.02161073911712754,0.357794336703906
2009-12-31,2004-12-31,2009-11-30,60,0.26934943216698204,free,380,207,413,1000,0.01977510057714894,0.349337315470989,0.003911704430319033,0.29809255154127096,0.020696259166767636,0.35257013298774
2010-01-31,2005-01-31,2009-12-31,60,0.13816732450121139,free,384,233,383,1000,0.013523506655713436,0.3371428630654989,0.004418058366585435,0.3078006347567233,0.01870052379004345,0.3550565021777778
2010-02-28,2005-02-28,2010-01-31,60,0.13242386829922714,free,375,222,403,1000,0.01202097817370065,0.3374179879611661,0.0012883357142168964,0.3030797758700106,0.018360769694796924,0.3595022361688232
2010-03-31,2005-03-31,2010-02-28,60,0.1559667146078627,free,382,240,378,1000,0.01169091794113246,0.3351878170723388,0.004685058760109333,0.3125087381569007,0.016671101995996716,0.3523034447707605
2010-04-30,2005-04-30,2010-03-31,60,0.19979925565928136,free,374,234,392,1000,0.011228517298113177,0.33013542731984113,0.007495712210471963,0.318039282560867,0.01759169343829225,0.3518252901192919
2010-05-31,2005-05-31,2010-04-30,60,0.043575569832008165,guided,338,301,361,1000,0.012820552795210004,0.3346672271272257,0.00517834692175389,0.31004412545603466,0.018799939209749837,0.35528864741673966
2010-06-30,2005-06-30,2010-05-31,60,-0.034278589379897806,strict,407,202,391,1000,0.012855127184868741,0.3336147251503632,0.0019579508985531962,0.29917091937856594,0.022451021460156047,0.3672143554710708
2010-07-31,2005-07-31,2010-06-30,60,0.06808634907426958,free,386,210,404,1000,0.011669659556252768,0.33776635661653315,-0.002024185076735899,0.29454033583943073,0.02015913790008521,0.367693307544036
2010-08-31,2005-08-31,2010-07-31,60,-0.010941682791477336,strict,416,201,383,1000,0.011884191958585252,0.33810465462388933,-0.004390190843715371,0.287324330345265,0.022126785419433737,0.3745710150308457
2010-09-30,2005-09-30,2010-08-31,60,0.01819059417475488,guided,398,227,375,1000,0.0037680745611464984,0.3146800233401238,-0.004240596884603585,0.29046108515909397,0.0264652886349455,0.39485889150078224
2010-10-31,2005-10-31,2010-09-30,60,0.039271914719336554,guided,393,230,377,1000,0.0069133568362366145,0.31872344164123134,-0.002165820692358328,0.2910607468285927,0.027150974467508696,0.3902158115301759
2010-11-30,2005-11-30,2010-10-31,60,0.13320475185592406,free,395,178,427,1000,0.007772142241085355,0.3163833017741052,0.0009716794773446016,0.2955830454930746,0.028185903330197323,0.38803365273282014
2010-12-31,2005-12-31,2010-11-30,60,0.2762335407525951,free,394,195,411,1000,0.0031135533497969334,0.3090315186789683,0.001457362986685713,0.30395551858676567,0.025615044751098808,0.38701296273426605
2011-01-31,2006-01-31,2010-12-31,60,0.2175446793364566,free,383,225,392,1000,7.681807322327226e-05,0.30597044252011363,-3.676266488896983e-05,0.3056231163182651,0.02393319966317229,0.38840644116162126
