formation_month,reliability_start,reliability_end,reliability_months,six_month_market_return,selected_mode,buy_count,hold_count,sell_count,finite_scores,source_rankic__price,source_reliability__price,source_rankic__news,source_reliability__news,source_rankic__annual_report,source_reliability__annual_report
2022-10-31,2017-10-31,2022-09-30,60,-0.010667587114245425,strict,407,178,415,1000,0.017703786873446335,0.35487761474561363,-0.008990504117549083,0.27173574625197905,0.022787933436414255,0.3733866390024074
2022-11-30,2017-11-30,2022-10-31,60,0.04224145729959461,guided,386,200,414,1000,0.016169229102890984,0.3530903338689289,-0.011697432614141098,0.267215997388621,0.02343331562525512,0.37969366874245003
2022-12-31,2017-12-31,2022-11-30,60,0.06759154315898952,free,387,225,388,1000,0.021221448738317182,0.37243717704145024,-0.01745169409729069,0.2529867062808193,0.021794114713538593,0.3745761166777305
2023-01-31,2018-01-31,2022-12-31,60,0.04189241229847318,guided,405,195,400,1000,0.01117652612267964,0.3508595115280719,-0.018658828499813197,0.26035142293458213,0.0214416318512811,0.38878906553734605
2023-02-28,2018-02-28,2023-01-31,60,0.05812915311899203,free,390,202,408,1000,0.010596544770453898,0.3502029248655769,-0.018115580260265537,0.2627995361283061,0.02058710097536792,0.38699753900611694
2023-03-31,2018-03-31,2023-02-28,60,0.2069112167380771,free,399,195,406,1000,0.009169768117307246,0.34326867656913745,-0.019477829755137295,0.2577622054028303,0.02420682424929467,0.3989691180280323
2023-04-30,2018-04-30,2023-03-31,60,0.12474240222807964,free,376,216,408,1000,0.009446209637398673,0.34385991771727853,-0.021845941354708503,0.2514672716781188,0.025730660342292194,0.4046728106046027
2023-05-31,2018-05-31,2023-04-30,60,0.08392286801659199,free,390,209,401,1000,0.007947319395252976,0.34424374950158465,-0.023462526753719022,0.25145184979321994,0.024029127470613733,0.4043044007051954
2023-06-30,2018-06-30,2023-05-31,60,0.22941583393308007,free,403,178,419,1000,0.009074555870770726,0.3465723192489304,-0.02365879954176237,0.24982432136136604,0.024308666030128014,0.40360335938970354
2023-07-31,2018-07-31,2023-06-30,60,0.18622579532342054,free,400,194,406,1000,0.005497469471956914,0.33556753957626817,-0.019366391033894727,0.26169629220030854,0.023743312649188792,0.4027361682234233
2023-08-31,2018-08-31,2023-07-31,60,0.19212269709318108,free,413,173,414,1000,0.005024372042016316,0.33693320222863976,-0.02311469105244286,0.2542947600401194,0.024351665838290435,0.40877203773124077
2023-09-30,2018-09-30,2023-08-31,60,0.09269745165714505,free,395,211,394,1000,0.006104615835004912,0.3368399751021761,-0.0220911004916136,0.25408041286025196,0.02553479796636075,0.409079612037572
2023-10-31,2018-10-31,2023-09-30,60,0.05419893282310961,free,401,196,403,1000,0.009934216550547137,0.34026056371454505,-0.017658006252712903,0.25821419661990636,0.02649008723728154,0.40152523966554865
2023-11-30,2018-11-30,2023-10-31,60,0.1359883846832124,free,383,217,400,1000,0.008861044312154806,0.3369300008700251,-0.016024316305935003,0.2627023362941891,0.0261118528927521,0.40036766283578584
2023-12-31,2018-12-31,2023-11-30,60,0.11654880155257641,free,380,227,393,1000,0.0012572812896361417,0.3199389970501121,-0.01236265810649521,0.2792007199328781,0.02380554146837648,0.4008602830170099
2024-01-31,2019-01-31,2023-12-31,60,0.096882313656383,free,402,186,412,1000,0.013662807460052563,0.34620663830213855,-0.013556673637703076,0.26370762446361085,0.02559588113064032,0.39008573723425066
2024-02-29,2019-02-28,2024-01-31,60,0.18192980858727514,free,403,191,406,1000,0.016896853907208794,0.34955516342821646,-0.013137420075112932,0.2588680945895915,0.028248867118914507,0.39157674198219206
2024-03-31,2019-03-31,2024-02-29,60,0.28320474066327495,free,390,212,398,1000,0.012888888250643738,0.34307222289569994,-0.012441775054110147,0.26630289243622113,0.025869562036841418,0.390624884668079
2024-04-30,2019-04-30,2024-03-31,60,0.2612997382050082,free,381,223,396,1000,0.015926640993025043,0.3498876936630358,-0.01187580933324945,0.2649623457764788,0.02552869485853061,0.3851499605604854
2024-05-31,2019-05-31,2024-04-30,60,0.20999687082461227,free,358,239,403,1000,0.01225237203415285,0.3367020442722283,-0.00838168212680136,0.27392596140781594,0.026786049296777654,0.3893719943199558
2024-06-30,2019-06-30,2024-05-31,60,0.19254768625444396,free,360,236,404,1000,0.017129620866502517,0.3481136332011106,-0.00609617780309406,0.2759641516528541,0.024814949738026542,0.3759222151460352
2024-07-31,2019-07-31,2024-06-30,60,0.19125025103020765,free,364,246,390,1000,0.01541637102304273,0.3503957466777351,-0.009741752793527191,0.2724573211886742,0.02277353416449947,0.3771469321335907
2024-08-31,2019-08-31,2024-07-31,60,0.14994961775614568,free,364,236,400,1000,0.010864343107958823,0.34255193209992624,-0.009530871900716942,0.27935157743394007,0.02073695871305701,0.3780964904661336
2024-09-30,2019-09-30,2024-08-31,60,0.13719319194487034,free,376,216,408,1000,0.01798453039362977,0.3515045338219895,-0.0036416149886972227,0.2831455724979955,0.021847820149953033,0.365349893680015
2024-10-31,2019-10-31,2024-09-30,60,0.17896509825838258,free,359,225,416,1000,0.02074198460610632,0.3613435568001033,-0.003351584891112405,0.2839770689269288,0.018880486971124367,0.3546793742729678
2024-11-30,2019-11-30,2024-10-31,60,0.203185365978638,free,369,229,402,1000,0.02631292790560735,0.3752686195782401,-0.0032219271368803103,0.2793019732714685,0.018027549213712805,0.3454294071502914
