formation_month,training_start,training_end,training_months,training_observations,critic_r2,raw_gradient_norm,clipped_gradient_norm,parameter_delta_norm,finite_current_scores,action_memory_weight,actor_weight__be_me,actor_weight__ret_12_1,actor_weight__ret_1_0,actor_weight__rvol_21d,critic_weight__intercept,critic_weight__be_me,critic_weight__ret_12_1,critic_weight__ret_1_0,critic_weight__rvol_21d
2000-07-31,1995-07-31,2000-06-30,60,55526,0.003821023951356417,0.0014100696288104973,0.0014100696288104973,7.050348144052486e-07,888,0.2,0.5546983517946054,0.5547024847042246,0.2773470871857742,-0.554692820240521,0.010739232111919194,-0.0006899713786550557,0.011612965176255367,-0.006008239698095647,0.002741089253759505
2000-08-31,1995-08-31,2000-07-31,60,55460,0.004581386593011327,0.001499727627848474,0.001499727627848474,7.49863813924237e-07,892,0.2,0.5546982267557089,0.5547025161805837,0.2773465209672967,-0.5546923458283708,0.012101665830050902,-0.0007549124351845661,0.012500891089517872,-0.006598092460358355,0.003987273263433208
2000-09-30,1995-09-30,2000-08-31,60,55414,0.004085007082959891,0.0014838332480506399,0.0014838332480506399,7.419166240253198e-07,900,0.2,0.5546981334916989,0.5547025303231804,0.27734596883581625,-0.5546918593174082,0.011177804674216267,-0.0006012771989734171,0.012124188821716047,-0.006733732376279417,0.0030327062565925333
2000-10-31,1995-10-31,2000-09-30,60,55363,0.003379431847983616,0.0014485522730887203,0.0014485522730887203,7.242761365443602e-07,916,0.2,0.5546981906564924,0.5547023599719506,0.2773454417366603,-0.5546913962244945,0.011266799310524307,-0.00026471821399122464,0.011031813293061117,-0.006788184152373489,0.0024250055997978876
2000-11-30,1995-11-30,2000-10-31,60,55337,0.0022600421677851923,0.0016769410179048871,0.0016769410179048871,8.384705089524436e-07,934,0.2,0.5546983388457662,0.5547022241295951,0.27734477228024695,-0.5546909331395146,0.008764089427383203,0.00026027235959175246,0.010372799694686597,-0.004690957949943345,-0.0010117416964538675
2000-12-31,1995-12-31,2000-11-30,60,55335,0.002428734841729896,0.002241712239615916,0.002241712239615916,1.120856119807958e-06,934,0.2,0.5546985681221496,0.5547018043483786,0.2773438672570742,-0.5546904765570265,0.009756635282750756,0.0011621050019042624,0.011433599589026774,-0.004200732417297158,-0.001002222209121635
2001-01-31,1996-01-31,2000-12-31,60,55333,0.0017627953435312982,0.0015238963964107725,0.0015238963964107725,7.619481982053863e-07,932,0.2,0.5546986850620959,0.5547016267863425,0.2773432570045307,-0.5546900728818326,0.010068158588267519,0.0015520672888671482,0.008341824412363448,-0.005884992088092346,0.0021258754261704537
2001-02-28,1996-02-29,2001-01-31,60,55332,0.0024570302058989357,0.0013055042663075874,0.0013055042663075874,6.527521331537938e-07,939,0.2,0.5546986257418798,0.5547015145792077,0.277342999055132,-0.55468948684589,0.008327405897263527,0.003244744050667938,0.010734753924666735,-0.006719591521716961,-0.0009669688197421795
2001-03-31,1996-03-31,2001-02-28,60,55329,0.0029680468857826714,0.0027246250338488413,0.0027246250338488413,1.3623125169244206e-06,948,0.2,0.5546984021714214,0.554701000281904,0.277342189507991,-0.5546885455471309,0.006703616683473474,0.0046445983372459376,0.012907673066222081,-0.005455268662664979,-0.0026648977591461095
2001-04-30,1996-04-30,2001-03-31,60,55339,0.002479548067812587,0.0013545634632210765,0.0013545634632210765,6.772817316105384e-07,951,0.2,0.5546983274388672,0.5547009592663373,0.27734177750806843,-0.5546880147935379,0.007937527820793664,0.00383041252174279,0.010807021213968263,-0.007111622597645372,-0.0013420041376553606
2001-05-31,1996-05-31,2001-04-30,60,55361,0.0027901003324037887,0.0014355013190486716,0.0014355013190486716,7.177506595243358e-07,950,0.2,0.5546982766207742,0.5547008079014958,0.2773413972005855,-0.5546874273938156,0.00788642592082854,0.0038160769965432085,0.011067980355105924,-0.007746398414394176,-0.0021891858969305717
2001-06-30,1996-06-30,2001-05-31,60,55381,0.0026910353257392217,0.0014857594169202667,0.0014857594169202667,7.428797084601333e-07,952,0.2,0.5546982125325609,0.5547007046368674,0.2773410334196877,-0.5546867911840726,0.00798084920251033,0.003514136187413425,0.01104742648019297,-0.0075615494031273985,-0.0016648027100053474
2001-07-31,1996-07-31,2001-06-30,60,55408,0.0032612586715389247,0.0017309862226938739,0.0017309862226938739,8.65493111346937e-07,959,0.2,0.5546981034077748,0.5547003987669603,0.27734074851612994,-0.5546860412216271,0.008572083908547358,0.0038608778511294017,0.012404360756248647,-0.007837955492291384,-0.0022636135499207667
2001-08-31,1996-08-31,2001-07-31,60,55435,0.003626929250218791,0.002388077658085821,0.002388077658085821,1.1940388290429103e-06,953,0.2,0.5546980053201932,0.5546998499574645,0.2773402764721058,-0.5546850967163979,0.006916523849463966,0.003902273367345412,0.013452530301824082,-0.007107638959903596,-0.00392978443830401
2001-09-30,1996-09-30,2001-08-31,60,55450,0.004430902185005414,0.0035220675983377446,0.0035220675983377446,1.7610337991688724e-06,959,0.2,0.5546979595438982,0.5546988944258966,0.2773395365528095,-0.5546838166291234,0.0038859351043598438,0.0042042088915586855,0.01528567985822703,-0.0055961896353530615,-0.006749013934594696
2001-10-31,1996-10-31,2001-09-30,60,55479,0.003586141304584567,0.0028995391776680604,0.0028995391776680604,1.4497695888340302e-06,957,0.2,0.5546977467632347,0.5546982562290103,0.27733912606779604,-0.554682599763051,0.00463954760515712,0.0032982478438783,0.013186203872445823,-0.007619079889850503,-0.0046625563737955475
2001-11-30,1996-11-30,2001-10-31,60,55501,0.002888663115666046,0.0034082868614581487,0.0034082868614581487,1.7041434307290742e-06,957,0.2,0.5546975796944855,0.5546975927730982,0.27733819014298244,-0.5546813507378865,0.005079752090262218,0.0031347564049889103,0.012054064726401855,-0.006842344981932127,-0.003352113238491049
2001-12-31,1996-12-31,2001-11-30,60,55511,0.0028441756007679952,0.003457145182412989,0.003457145182412989,1.7285725912064946e-06,953,0.2,0.5546974888830605,0.554696905604901,0.2773372112913132,-0.554680106002667,0.005952741311051023,0.0033000061777380216,0.01214740895676903,-0.006577618815147795,-0.002995472984903657
2002-01-31,1997-01-31,2001-12-31,60,55526,0.002957163190506651,0.003432751995445214,0.003432751995445214,1.716375997722607e-06,956,0.2,0.5546974516729086,0.5546962508146723,0.2773362097593627,-0.5546788760654823,0.005247986749552137,0.003201939417955442,0.012482433811302675,-0.006057541319916609,-0.00386207945783761
2002-02-28,1997-02-28,2002-01-31,60,55540,0.003529226006562358,0.003702169859398841,0.003702169859398841,1.8510849296994205e-06,964,0.2,0.5546974760341212,0.5546953745162089,0.27733527645596245,-0.5546775392903649,0.005059039057089309,0.003574693234019216,0.014095878342845737,-0.005700219560948493,-0.004288007983803046
2002-03-31,1997-03-31,2002-02-28,60,55562,0.003165366507457801,0.003298147982809595,0.003298147982809595,1.6490739914047977e-06,962,0.2,0.5546974963698603,0.5546945391084303,0.2773345346136718,-0.5546763265268487,0.0070236784343456135,0.0036822010548453344,0.01340204677500287,-0.006219857989992526,-0.0027264953869852804
2002-04-30,1997-04-30,2002-03-31,60,55576,0.0035038664776001482,0.003209875228095031,0.003209875228095031,1.6049376140475157e-06,961,0.2,0.5546975112079053,0.5546937280751575,0.2773339043544147,-0.5546750933995735,0.006187788574789226,0.00398241871543021,0.013957232621068093,-0.006102699711484969,-0.003900598201841793
2002-05-31,1997-05-31,2002-04-30,60,55595,0.004020198600071079,0.003707416401110656,0.003707416401110656,1.853708200555328e-06,962,0.2,0.5546975329155992,0.5546927543550534,0.2773331463433329,-0.5546737102686226,0.004570973326690173,0.004149571924659348,0.01486011578995418,-0.005752354183821033,-0.005330295747419639
2002-06-30,1997-06-30,2002-05-31,60,55606,0.004543696184704071,0.004059880751698256,0.004059880751698256,2.029940375849128e-06,964,0.2,0.5546975180314613,0.554691665111222,0.2773323173784182,-0.5546722113351891,0.002496285372007678,0.004267666280392143,0.015813003782856744,-0.005218403953521501,-0.0067144796519880345
2002-07-31,1997-07-31,2002-06-30,60,55621,0.0046130780752667855,0.004145571358652968,0.004145571358652968,2.0727856793264843e-06,970,0.2,0.5546976351651124,0.5546905428488912,0.2773315110764363,-0.5546706708402832,-0.0005279674307696731,0.003345462010900373,0.015356246267192787,-0.004749563938441703,-0.008377834910417081
2002-08-31,1997-08-31,2002-07-31,60,55643,0.004865127485023546,0.003992679855980058,0.003992679855980058,1.996339927990029e-06,972,0.2,0.5546976928463431,0.5546894354036476,0.27733075962445947,-0.5546691906609216,-0.00013913585541643292,0.003445735612083298,0.015631909096084216,-0.005113860801348872,-0.008677315024110496
2002-09-30,1997-09-30,2002-08-31,60,55672,0.0054779964812585735,0.004043979936642042,0.004043979936642042,2.021989968321021e-06,973,0.2,0.5546977403757576,0.5546883028544825,0.27733000519806966,-0.5546676958841497,-0.0027404825531866313,0.0026214589509269016,0.016247242026570338,-0.004895893528268336,-0.010115784771307713
2002-10-31,1997-10-31,2002-09-30,60,55694,0.004789471414055835,0.003892697513186038,0.003892697513186038,1.946348756593019e-06,971,0.2,0.5546976832940256,0.554687284826772,0.27732927939638696,-0.5546662052981386,-0.001003118335915254,0.0025781794214007453,0.01567388462609276,-0.005905937701204581,-0.008211500478874938
2002-11-30,1997-11-30,2002-10-31,60,55704,0.0033304628071032516,0.004217770295953133,0.004217770295953133,2.108885147976566e-06,969,0.2,0.5546975872773038,0.5546861977570212,0.2773283612619,-0.5546646517583814,0.0001205817164912859,0.003763822404875942,0.014026263809864142,-0.0051320495508620214,-0.004905451257656907
2002-12-31,1997-12-31,2002-11-30,60,55715,0.003994464514952889,0.004070773671982757,0.004070773671982757,2.0353868359913786e-06,971,0.2,0.5546974890661652,0.5546851017926018,0.27732767142516923,-0.5546630845502203,-0.00110022227448432,0.00359566482069798,0.014635963409934186,-0.006961480574535617,-0.00538216687574013
2003-01-31,1998-01-31,2002-12-31,60,55736,0.0039271479176317126,0.0038424466970776294,0.0038424466970776294,1.921223348538815e-06,963,0.2,0.5546974576488521,0.5546840648454465,0.2773270349175498,-0.5546615980406323,-0.0012825824399208458,0.003567532952816848,0.014619912828699984,-0.006513059547422655,-0.0054605120950848825
2003-02-28,1998-02-28,2003-01-31,60,55748,0.004086451609237596,0.003644884730746942,0.003644884730746942,1.822442365373471e-06,965,0.2,0.5546973851315231,0.5546830987344236,0.2773264638367157,-0.5546601639787144,-0.002990338228887039,0.003652457128789506,0.014844687158052048,-0.006358797441362886,-0.005831674385518931
2003-03-31,1998-03-31,2003-02-28,60,55759,0.00399095096447577,0.0036268605333499514,0.0036268605333499514,1.813430266674976e-06,966,0.2,0.5546972593955667,0.5546821547930402,0.2773258826779362,-0.5546587343112919,-0.003613637379502593,0.003375615549666132,0.01466023663634673,-0.006350792249188757,-0.005721132316804062
2003-04-30,1998-04-30,2003-03-31,60,55780,0.003526654908676652,0.003803934121862825,0.003803934121862825,1.9019670609314124e-06,967,0.2,0.5546971136148238,0.554681168713791,0.27732525440820555,-0.5546572412769534,-0.0022141123736810317,0.003953298292201013,0.013922566674429262,-0.006307955959485754,-0.0047317739242149605
2003-05-31,1998-05-31,2003-04-30,60,55803,0.0028829906990189835,0.003975742951071647,0.003975742951071647,1.9878714755358233e-06,968,0.2,0.5546970041243249,0.5546801153862106,0.2773245846447029,-0.5546556980457028,-2.7621692900999237e-05,0.004351611937196756,0.013115181938658252,-0.005569460468624055,-0.003102592001820683
2003-06-30,1998-06-30,2003-05-31,60,55829,0.0026509493899158354,0.00396838470966874,0.00396838470966874,1.9841923548343702e-06,966,0.2,0.5546969235031661,0.5546790830459613,0.2773238898670738,-0.5546541546477679,-4.649408194341878e-05,0.0045439993181871354,0.011995701106970536,-0.005889366984636551,-0.003273733460456311
2003-07-31,1998-07-31,2003-06-30,60,55859,0.002440483868814014,0.004073598668956531,0.004073598668956531,2.0367993344782658e-06,968,0.2,0.5546968159004584,0.5546779758630704,0.27732321487567335,-0.554652587642394,0.0012994619165136525,0.004393456681681055,0.011295681574992915,-0.0062830327842014365,-0.0026469880394064224
2003-08-31,1998-08-31,2003-07-31,60,55879,0.002321133556161259,0.004200456638980783,0.004200456638980783,2.1002283194903916e-06,966,0.2,0.554696681314674,0.554676724149827,0.2773225509857551,-0.5546510431975767,0.00507945884975378,0.004151930701369579,0.011229341274299304,-0.006520951447580402,-0.00028427217409623
2003-09-30,1998-09-30,2003-08-31,60,55893,0.0023889572325748176,0.004138961886761088,0.004138961886761088,2.0694809433805442e-06,965,0.2,0.5546966404566758,0.5546754776144348,0.27732190855405303,-0.5546495218452102,0.003688722711803468,0.004266491369759947,0.011074989201382801,-0.006490909631571674,-0.0013024193672113238
2003-10-31,1998-10-31,2003-09-30,60,55904,0.0028650343880854967,0.0041187127842754806,0.0041187127842754806,2.0593563921377406e-06,970,0.2,0.5546965834635101,0.5546742367657808,0.2773213998846164,-0.5546479600351862,0.0037623905738001025,0.004617175068330837,0.012781699883035715,-0.005904110035160448,-0.0016390503527051734
2003-11-30,1998-11-30,2003-10-31,60,55928,0.0029443906214245974,0.004020721853329458,0.004020721853329458,2.0103609266647288e-06,968,0.2,0.5546965521438634,0.5546730557365044,0.27732091422756905,-0.5546464076572633,0.003388290628467665,0.005119521862156451,0.012866598116198537,-0.005766289593380884,-0.0020845261961664053
2003-12-31,1998-12-31,2003-11-30,60,55952,0.0027544810014442644,0.004171772664512307,0.004171772664512307,2.0858863322561535e-06,965,0.2,0.5546966025561291,0.5546717699899322,0.2773204135568841,-0.5546448441467862,0.002985274321141181,0.006234218019784662,0.011297417100008693,-0.006160841869879178,-0.002955067153468613
2004-01-31,1999-01-31,2003-12-31,60,55978,0.002941196107628885,0.004211041051516287,0.004211041051516287,2.1055205257581434e-06,966,0.2,0.5546966949862437,0.5546705025318743,0.2773197787115668,-0.5546432900570677,0.0033891397656732247,0.006951300404217543,0.010316039552778631,-0.0067854664546005,-0.003931323921405341
2004-02-29,1999-02-28,2004-01-31,60,56004,0.0028902702679113323,0.004247640073916803,0.004247640073916803,2.1238200369584014e-06,961,0.2,0.5546967407436116,0.5546692628002691,0.27731916104280696,-0.5546416806880414,0.004432367663571722,0.006820660484476842,0.010341320942737542,-0.0066391076332866445,-0.003768422826920522
2004-03-31,1999-03-31,2004-02-29,60,56028,0.003023283364263274,0.003933043946187617,0.003933043946187617,1.9665219730938086e-06,967,0.2,0.5546968159019816,0.5546681936509729,0.27731854805064615,-0.5546401500932931,0.003899347146865282,0.006806448304525012,0.009935853498868665,-0.006489680640403084,-0.004898295154235765
2004-04-30,1999-04-30,2004-03-31,60,56078,0.0030829978582105344,0.003762346824387936,0.003762346824387936,1.881173412193968e-06,960,0.2,0.5546968338172086,0.5546672452588682,0.2773178976085027,-0.5546386614798828,0.002103007661269923,0.005859469083391749,0.009993858128147928,-0.006255648021441369,-0.005792740257604402
2004-05-31,1999-05-31,2004-04-30,60,56116,0.0031007342170803476,0.003798242688332729,0.003798242688332729,1.8991213441663646e-06,963,0.2,0.5546968850836108,0.5546662707161927,0.2773172181016712,-0.5546371807467282,0.002511771506642606,0.005367105682692938,0.01054932771620515,-0.0063170779051276845,-0.005353267857923725
2004-06-30,1999-06-30,2004-05-31,60,56155,0.003204893659872088,0.0036352402889178372,0.0036352402889178372,1.8176201444589186e-06,960,0.2,0.5546969116604529,0.5546654133643405,0.27731649514749396,-0.5546357505992812,0.002297429584726286,0.006185756587382705,0.010272486448114904,-0.005898274951886785,-0.005905848053762129
2004-07-31,1999-07-31,2004-06-30,60,56206,0.003271365950519578,0.003787310012875683,0.003787310012875683,1.8936550064378415e-06,956,0.2,0.554696888847821,0.5546645048612159,0.2773157120086657,-0.554634285428808,0.0019171499056723205,0.006534948907411006,0.010004375183129504,-0.005540823747639257,-0.0065380013290966005
2004-08-31,1999-08-31,2004-07-31,60,56250,0.0034502844442738656,0.003839630695119374,0.003839630695119374,1.919815347559687e-06,954,0.2,0.5546968499364101,0.5546635970601071,0.2773148587033642,-0.5546328253109771,0.0023028881840402504,0.006755864435434341,0.00909113158488058,-0.00565124794775268,-0.007707548548317684
2004-09-30,1999-09-30,2004-08-31,60,56295,0.003657685085358242,0.003786785922985991,0.003786785922985991,1.8933929614929956e-06,957,0.2,0.5546968839384444,0.554662735961073,0.27731395663662045,-0.5546314010340337,0.003347480280592877,0.0071916433590725895,0.008797318379365527,-0.006200583647390113,-0.0077671286129593585
2004-10-31,1999-10-31,2004-09-30,60,56355,0.0035324089368673484,0.0037415202397512045,0.0037415202397512045,1.8707601198756023e-06,957,0.2,0.5546969165370234,0.5546619363796599,0.27731300825721816,-0.5546300010601655,0.0030166110211396324,0.007420778664817103,0.007840824442173135,-0.006433800492272782,-0.007431788148629986
2004-11-30,1999-11-30,2004-10-31,60,56433,0.0038806730413809554,0.0036257048419829924,0.0036257048419829924,1.8128524209914961e-06,954,0.2,0.5546970587625475,0.5546611405226978,0.27731202230946267,-0.5546287123691552,0.003573476859276967,0.008498835641055061,0.006884504715542006,-0.006514894793478081,-0.007932994403359527
2004-12-31,1999-12-31,2004-11-30,60,56529,0.004775458315171122,0.003972313032173251,0.003972313032173251,1.9861565160866256e-06,955,0.2,0.5546974545601585,0.5546601234422123,0.27731084224966507,-0.5546275456780574,0.0031228786802571552,0.008921503527159466,0.004468211793367815,-0.008149751505707459,-0.009349833368888855
2005-01-31,2000-01-31,2004-12-31,60,56633,0.005219207116798796,0.004197178114450358,0.004197178114450358,2.098589057225179e-06,958,0.2,0.5546979532275754,0.5546589955275626,0.27730959127475013,-0.5546263975155499,0.003437079590442177,0.009329328880552363,0.004475072713514627,-0.008413901663351092,-0.00968671083612978
2005-02-28,2000-02-29,2005-01-31,60,56743,0.008742148297187224,0.0045488568183669285,0.0045488568183669285,2.2744284091834646e-06,963,0.2,0.5546988194722495,0.5546577217877333,0.27730810020361557,-0.5546256379508903,0.0031274495808723698,0.011434840871402637,0.0016035914725685354,-0.009798051685518849,-0.013057052558556449
2005-03-31,2000-03-31,2005-02-28,60,56878,0.006514049729828608,0.003992829157794922,0.003992829157794922,1.996414578897461e-06,960,0.2,0.5546994332047911,0.5546565754994034,0.27730694314756943,-0.5546246600715987,0.002144778605010351,0.010196842801488248,0.0032850129625436888,-0.007337192897606592,-0.011242170588244529
2005-04-30,2000-04-30,2005-03-31,60,56991,0.005955145198252909,0.004288868809348216,0.004288868809348216,2.1444344046741082e-06,958,0.2,0.5547000107477581,0.5546552948426601,0.2773057378236916,-0.5546235774102054,0.002066587463906391,0.009396320016510206,0.004016843061562145,-0.007151339693111134,-0.010577342232516947
2005-05-31,2000-05-31,2005-04-30,60,57077,0.005299843722960662,0.004286215047920378,0.004286215047920378,2.1431075239601895e-06,960,0.2,0.5547004833437166,0.554654057927364,0.27730457941168435,-0.5546223536107565,0.003138593059851439,0.008570196998528514,0.005359104382020654,-0.0076874338674816365,-0.008923275241571764
2005-06-30,2000-06-30,2005-05-31,60,57146,0.006565478430237137,0.0038368387689210574,0.0038368387689210574,1.9184193844605286e-06,963,0.2,0.5547010941113873,0.5546531448069476,0.2773034505898924,-0.5546212584996871,0.003089457146469447,0.01046459243910806,0.003467846123337966,-0.006311216165873378,-0.010622792702974757
2005-07-31,2000-07-31,2005-06-30,60,57244,0.005435747966529347,0.0037147755039381703,0.0037147755039381703,1.857387751969085e-06,963,0.2,0.5547015682165003,0.5546523415046355,0.27730245000829135,-0.554620002054122,0.004222166760350584,0.00974399539827979,0.004069180112514478,-0.005584967927690307,-0.009198532494262494
2005-08-31,2000-08-31,2005-07-31,60,57317,0.0060057829690252085,0.003458110748017974,0.003458110748017974,1.729055374008987e-06,959,0.2,0.5547021686421367,0.5546515987283466,0.27730154301147786,-0.5546188818926575,0.002637105056743339,0.010068163618720875,0.003110411861020595,-0.004727634451638424,-0.01018126784090951
2005-09-30,2000-09-30,2005-08-31,60,57385,0.005217028302116122,0.0034419789083651193,0.0034419789083651193,1.7209894541825597e-06,963,0.2,0.5547027839801585,0.5546508597211287,0.277300696046534,-0.5546177331182949,0.003302381522967193,0.009863849428024245,0.0038492349263068004,-0.004180340081292706,-0.008731324520393408
2005-10-31,2000-10-31,2005-09-30,60,57447,0.004788501989591021,0.0033172087293519836,0.0033172087293519836,1.6586043646759916e-06,962,0.2,0.5547032578781815,0.5546502039379306,0.27729983987157714,-0.5546165655130779,0.003131853991829921,0.009149861200614307,0.004344467932880664,-0.004554206912254147,-0.00795297076765338
2005-11-30,2000-11-30,2005-10-31,60,57497,0.003921522094932017,0.0038039683250628217,0.0038039683250628217,1.9019841625314108e-06,965,0.2,0.554703580398977,0.5546492047944496,0.2772989860792011,-0.5546152289970946,0.005466787103220774,0.007907855094283588,0.005909139330215774,-0.006078465651110483,-0.004563597284440613
2005-12-31,2000-12-31,2005-11-30,60,57531,0.0037932227173888,0.003468923200651603,0.003468923200651603,1.7344616003258016e-06,966,0.2,0.5547038357504274,0.5546483713164675,0.2772982896569992,-0.5546139010425585,0.004498258820937068,0.007365486907983633,0.005419498970657839,-0.006731709975884177,-0.0038135273208996017
2006-01-31,2001-01-31,2005-12-31,60,57560,0.004425989247055284,0.0037914870528998057,0.0037914870528998057,1.8957435264499026e-06,961,0.2,0.5547041210602878,0.5546475372131492,0.2772974731695556,-0.5546124347336856,0.004743725928544622,0.007027190397841753,0.008592002875520697,-0.004712376326348442,-0.004704533451494622
2006-02-28,2001-02-28,2006-01-31,60,57584,0.0026583209750493664,0.004363869765524977,0.004363869765524977,2.181934882762489e-06,964,0.2,0.5547045165793497,0.5546464775309233,0.2772961582757772,-0.5546111109012053,0.006032357177336759,0.00572982277846131,0.006804719535313393,-0.003874381971591169,-0.002559427488244928
2006-03-31,2001-03-31,2006-02-28,60,57610,0.0021384053717888873,0.0029344500643351742,0.0029344500643351742,1.467225032167587e-06,959,0.2,0.5547050827355757,0.554645717012121,0.2772954864188101,-0.5546102151134014,0.0076792123832326795,0.004578371148217523,0.005724106294400366,-0.005020097391620122,-0.0006739841122914607
2006-04-30,2001-04-30,2006-03-31,60,57615,0.0028697283083511937,0.0044922029465006685,0.0044922029465006685,2.2461014732503344e-06,960,0.2,0.5547054719071335,0.5546445777038552,0.27729427728403644,-0.5546087544672766,0.006189687743707097,0.005654148797303987,0.00735489297466915,-0.003326414024249557,-0.0023718400947638006
2006-05-31,2001-05-31,2006-04-30,60,57624,0.002456006344086603,0.004245268877948911,0.004245268877948911,2.1226344389744555e-06,951,0.2,0.5547058667023183,0.5546435456597606,0.2772930312443307,-0.5546074384187357,0.0052819497586724835,0.005926876217527048,0.006397537329906994,-0.0026777657653851337,-0.0023935208094981886
2006-06-30,2001-06-30,2006-05-31,60,57627,0.0025373147555498576,0.004220065332560054,0.004220065332560054,2.110032666280027e-06,954,0.2,0.5547062329710477,0.5546424695956294,0.2772917961223081,-0.5546061598865127,0.005501053453115733,0.0060568191762886865,0.006591970814146908,-0.0025548869741227167,-0.002259935137476129
2006-07-31,2001-07-31,2006-06-30,60,57629,0.001926210597456679,0.0038268695471451197,0.0038268695471451197,1.91343477357256e-06,962,0.2,0.5547066014651524,0.554641621790214,0.27729048114993,-0.5546051218506992,0.0054420622590555965,0.0057998076979037015,0.005111620246595804,-0.0023549790224296594,-0.001864375940684329
2006-08-31,2001-08-31,2006-07-31,60,57635,0.0015355733951988304,0.002945162182064764,0.002945162182064764,1.472581091032382e-06,962,0.2,0.5547069686326446,0.5546410440825397,0.2772894289792585,-0.5546043518676972,0.006627753265134017,0.0054610996746974816,0.003677160815638641,-0.002994454779383264,-0.0008507378386253477
