strategy,sheet,window,metric,paper_label,paper_value,native_reproduced_value,absolute_error,rounding_tolerance,status,paper_result_credit
Warren Buffett,Warren_Buffett_Returns,paper_labeled_through_2025Q2,cvar_90_pct,CVaR0.9,-1.995,-2.0432373434357034,0.048237343435703295,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,cagr_pct,CAGR,19.3799,12.082737028557155,7.2971629714428445,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,mean_daily,mean (daily),0.0005,0.0003724416817763278,0.00012755831822367219,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,std_daily,std (daily),0.0098,0.010704531769806675,0.0009045317698066751,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,mean_annualized,mean (ann.),0.1342,0.09385530380763461,0.0403446961923654,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,std_annualized,std (ann.),0.1551,0.16992917378579145,0.01482917378579146,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,sharpe_daily,Sharpe,0.0545,0.034792897978671154,0.019707102021328846,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,sharpe_annualized,Sharpe (ann.),0.8652,0.5523201326568346,0.3128798673431654,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,max_drawdown_pct,MDD,-20.7409,-20.532323658771357,0.20857634122864255,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,var_90_pct,VaR0.9,-0.9877,-0.9006920405208739,0.0870079594791261,5.0000001000000005e-05,mismatch,False
Joel Greenblatt,Joel_Greenblatt_Returns,paper_labeled_through_2025Q2,cvar_90_pct,CVaR0.9,-1.7126,-1.7987677762884748,0.08616777628847494,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,cagr_pct,CAGR,30.93,24.327256157992228,6.602743842007772,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,mean_daily,mean (daily),0.0008,0.0006717654787250895,0.00012823452127491057,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,std_daily,std (daily),0.0111,0.011791153159327626,0.0006911531593276257,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,mean_annualized,mean (ann.),0.2014,0.16928490063872254,0.03211509936127746,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,std_annualized,std (ann.),0.1762,0.18717875358152675,0.010978753581526751,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,sharpe_daily,Sharpe,0.072,0.05697199159809709,0.015028008401902902,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,sharpe_annualized,Sharpe (ann.),1.1432,0.9044023287877574,0.2387976712122426,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,max_drawdown_pct,MDD,-23.0692,-22.715071076143357,0.3541289238566421,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,var_90_pct,VaR0.9,-1.025,-1.09345063471552,0.06845063471552004,5.0000001000000005e-05,mismatch,False
Joseph Piotroski,Joseph_Piotroski_Returns,paper_labeled_through_2025Q2,cvar_90_pct,CVaR0.9,-1.9732,-2.0713061441019343,0.09810614410193419,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,cagr_pct,CAGR,25.7406,13.134163769755158,12.606436230244842,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,mean_daily,mean (daily),0.0007,0.00041478472709450425,0.00028521527290549574,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,std_daily,std (daily),0.0114,0.012157195006904037,0.0007571950069040368,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,mean_annualized,mean (ann.),0.1744,0.10452575122781507,0.06987424877218493,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,std_annualized,std (ann.),0.1817,0.1929894877703055,0.0112894877703055,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,sharpe_daily,Sharpe,0.0605,0.03411845634284464,0.026381543657155358,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,sharpe_annualized,Sharpe (ann.),0.9598,0.5416137036034873,0.4181862963965127,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,max_drawdown_pct,MDD,-21.7132,-22.961223422058485,1.248023422058484,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,var_90_pct,VaR0.9,-1.1024,-1.203123852360308,0.10072385236030801,5.0000001000000005e-05,mismatch,False
Edward Altman,Edward_Altman_Returns,paper_labeled_through_2025Q2,cvar_90_pct,CVaR0.9,-2.0331,-2.1621298702515355,0.12902987025153534,5.0000001000000005e-05,mismatch,False
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,cagr_pct,CAGR,29.3611,29.361081229756536,1.877024346441658e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,mean_daily,mean (daily),0.0011,0.0011219767585770903,2.197675857709019e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,std_daily,std (daily),0.0135,0.013543704870139017,4.370487013901671e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,mean_annualized,mean (ann.),0.2827,0.28273814316142676,3.814316142675134e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,std_annualized,std (ann.),0.215,0.2149996495010531,3.504989468938735e-07,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,sharpe_daily,Sharpe,0.0828,0.08284119960785692,4.1199607856923226e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,sharpe_annualized,Sharpe (ann.),1.3151,1.3150632748359055,3.672516409447546e-05,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,max_drawdown_pct,MDD,-22.7683,-22.768303549553835,3.5495538348584432e-06,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,var_90_pct,VaR0.9,-1.3911,-1.3910983710745017,1.628925498264877e-06,5.0000001000000005e-05,exact_rounding_match,True
NASDAQ 100,Benchmark_QQQ,recovered_effective_window_2023-11-01_through_2025-08-01,cvar_90_pct,CVaR0.9,-2.429,-2.429031490619464,3.149061946405851e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,cagr_pct,CAGR,26.3131,26.31312620710964,2.62071096415184e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,mean_daily,mean (daily),0.001,0.0009922096899803263,7.790310019673702e-06,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,std_daily,std (daily),0.0107,0.010694784974550628,5.215025449371163e-06,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,mean_annualized,mean (ann.),0.25,0.2500368418750422,3.684187504221503e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,std_annualized,std (ann.),0.1698,0.16977444820782725,2.5551792172756604e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,sharpe_daily,Sharpe,0.0928,0.09277509480942293,2.4905190577059755e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,sharpe_annualized,Sharpe (ann.),1.4728,1.4727589723570347,4.1027642965429933e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,max_drawdown_pct,MDD,-18.7552,-18.75523597774732,3.597774732000403e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,var_90_pct,VaR0.9,-0.9144,-0.9143834259698714,1.6574030128557737e-05,5.0000001000000005e-05,exact_rounding_match,True
S&P 500,Benchmark_SPY,recovered_effective_window_2023-11-01_through_2025-08-01,cvar_90_pct,CVaR0.9,-1.8389,-1.8389456602569774,4.566025697738674e-05,5.0000001000000005e-05,exact_rounding_match,True
