formation_month,data_history_start,data_history_end,data_history_months,data_candidate_count,data_positive_utility_count,data_selected_count,selected_data_agents,data_no_positive_fallback,research_history_start,research_history_end,research_history_months,research_agent_count,research_positive_utility_count,research_no_positive_fallback,finite_scores,predicted_sharpe__momentum,judge_score__momentum,allocation__momentum,predicted_sharpe__reversal,judge_score__reversal,allocation__reversal,predicted_sharpe__fundamentals,judge_score__fundamentals,allocation__fundamentals,predicted_sharpe__event_driven,judge_score__event_driven,allocation__event_driven,predicted_sharpe__risk_control,judge_score__risk_control,allocation__risk_control
2000-05-31,1998-05-31,2000-04-30,24,16,10,8,at_me|ocf_at|rvol_21d|be_me|niq_su|beta_60m|f_score|gp_at,False,1998-05-31,2000-04-30,24,5,3,False,924,0.1155248696880069,4.0,0.3974337744890456,-0.16734301897935158,3.5,0.0,-0.08340988656074899,4.5,0.0,0.08236142330629571,4.0,0.28334341709549077,0.09093492349317045,5.0,0.31922280841546374
2000-06-30,1998-06-30,2000-05-31,24,16,9,8,at_me|ocf_at|rvol_21d|be_me|niq_su|beta_60m|f_score|gp_at,False,1998-06-30,2000-05-31,24,5,2,False,901,0.08234749087359412,4.0,0.567857427426218,-0.15231212422021898,3.5,0.0,-0.19850448941038987,4.5,0.0,0.0626668857927982,4.0,0.432142572573782,-0.021740913358247987,5.0,0.0
2000-07-31,1998-07-31,2000-06-30,24,16,9,8,at_me|ocf_at|rvol_21d|be_me|beta_60m|f_score|gp_at|niq_su,False,1998-07-31,2000-06-30,24,5,2,False,914,0.05455021006750044,4.0,0.49732120169950567,-0.05772583352256566,3.5,0.0,-0.11402972462721253,4.5,0.0,0.05513787457696055,4.0,0.5026787983004942,-0.002925714857490733,5.0,0.0
2000-08-31,1998-08-31,2000-07-31,24,16,9,8,at_me|ocf_at|rvol_21d|be_me|beta_60m|f_score|gp_at|niq_su,False,1998-08-31,2000-07-31,24,5,2,False,916,0.05572043388043784,4.0,0.31659229951193657,-0.034799923097399904,3.5,0.0,-0.21514629578507022,4.5,0.0,0.12028016362726307,4.0,0.6834077004880634,-0.1625552196890989,5.0,0.0
2000-09-30,1998-09-30,2000-08-31,24,16,9,8,at_me|beta_60m|qmj_prof|rvol_21d|be_me|ocf_at|f_score|gp_at,False,1998-09-30,2000-08-31,24,5,2,False,925,0.1041326034268411,4.0,0.48488419876518163,-0.07684104969822488,3.5,0.0,-0.13950809132646114,4.5,0.0,0.11062507210069274,4.0,0.5151158012348184,-0.05314125681842144,5.0,0.0
2000-10-31,1998-10-31,2000-09-30,24,16,8,8,at_me|beta_60m|qmj_prof|ret_6_1|rvol_21d|be_me|f_score|ocf_at,False,1998-10-31,2000-09-30,24,5,3,False,940,0.1662922824856387,4.0,0.46351914458481375,-0.11536073989285202,3.5,0.0,-0.012923351229508792,4.5,0.0,0.12415028453662627,4.0,0.346053543966167,0.06695141028293256,5.0,0.1904273114490193
2000-11-30,1998-11-30,2000-10-31,24,16,9,8,ret_6_1|beta_60m|qmj_prof|rvol_21d|ret_12_1|at_me|f_score|gp_at,False,1998-11-30,2000-10-31,24,5,4,False,969,0.21247922262586805,4.0,0.3445065736665094,-0.12531724870721792,3.5,0.0,0.11807404929281816,4.5,0.19339472350072576,0.09695766211237286,4.0,0.1572038505800809,0.18428717945728265,5.0,0.3048948522526839
2000-12-31,1998-12-31,2000-11-30,24,16,9,8,at_me|rvol_21d|ret_6_1|ret_1_0|f_score|beta_60m|be_me|ocf_at,False,1998-12-31,2000-11-30,24,5,4,False,971,0.16723437507805738,4.0,0.371327688582847,-0.09186560210395944,3.5,0.0,0.09773425792739099,4.5,0.2192238100024,0.05128561140574751,4.0,0.11387471942873918,0.13045484157232035,5.0,0.29557378198601375
2001-01-31,1999-01-31,2000-12-31,24,16,9,8,at_me|ret_6_1|rvol_21d|qmj_prof|be_me|beta_60m|gp_at|ocf_at,False,1999-01-31,2000-12-31,24,5,4,False,988,0.043442798834764956,4.0,0.17547561152849894,0.06660555893531951,3.5,0.26629015047082066,0.08602098233523693,4.5,0.35100433813660376,-0.0139751361057002,4.0,0.0,0.05027817734012465,5.0,0.20722989986407656
2001-02-28,1999-02-28,2001-01-31,24,16,11,8,ret_6_1|at_me|rvol_21d|ocf_at|beta_60m|be_me|gp_at|f_score,False,1999-02-28,2001-01-31,24,5,5,False,993,0.13630898565619057,4.0,0.2586446234388215,0.04480490478480907,3.5,0.0841492377340966,0.17478412848004482,4.5,0.3350349247936922,0.020934120873622144,4.0,0.039722236830649245,0.1458770973424696,5.0,0.28244897720274037
2001-03-31,1999-03-31,2001-02-28,24,16,11,8,at_me|rvol_21d|be_me|f_score|ret_6_1|ocf_at|beta_60m|gp_at,False,1999-03-31,2001-02-28,24,5,5,False,991,0.16710239385746276,4.0,0.25533624737633126,0.02347116538613086,3.5,0.035498508980955724,0.233031755009879,4.5,0.3597112533725784,0.014324563115902854,4.0,0.02188825729474548,0.21008485209028402,5.0,0.3275657329753892
2001-04-30,1999-04-30,2001-03-31,24,16,10,8,rvol_21d|be_me|at_me|ocf_at|f_score|gp_at|beta_60m|qmj_prof,False,1999-04-30,2001-03-31,24,5,5,False,995,0.1407286133677505,4.0,0.20883139072772408,0.06877568288771309,3.5,0.10101687797240107,0.20869424669237796,4.5,0.31284770086969665,0.054539023062262895,4.0,0.08093208454531534,0.19572657435902815,5.0,0.29637194588486276
2001-05-31,1999-05-31,2001-04-30,24,16,9,8,be_me|ret_12_1|rvol_21d|ocf_at|at_me|gp_at|qmj_prof|ret_6_1,False,1999-05-31,2001-04-30,24,5,5,False,992,0.18656121207527498,4.0,0.26665562409196303,0.03505547536263201,3.5,0.04959420267033684,0.21772923372656316,4.5,0.3143802509447026,0.04133206142599807,4.0,0.0590767315025262,0.21274968600534103,5.0,0.31029319079047135
2001-06-30,1999-06-30,2001-05-31,24,16,9,8,ret_12_1|gp_at|z_score|ocf_at|turnover_126d|be_me|qmj_prof|qmj_safety,False,1999-06-30,2001-05-31,24,5,4,False,988,0.173002941390817,4.0,0.2851326620310721,0.02851899017316677,3.5,0.04652359686043806,0.201255791863961,4.5,0.33508191454394304,-0.01522027236114549,4.0,0.0,0.19816099047189048,5.0,0.3332618265645468
2001-07-31,1999-07-31,2001-06-30,24,16,11,8,ret_12_1|ocf_at|rvol_21d|at_me|gp_at|qmj_prof|be_me|beta_60m,False,1999-07-31,2001-06-30,24,5,4,False,989,0.19649901205713535,4.0,0.27863164832881265,0.03094176849063937,3.5,0.043427103512903416,0.24086527937941865,4.5,0.3450272470807677,-0.0262237198416484,4.0,0.0,0.23008487101160466,5.0,0.3329140010775163
2001-08-31,1999-08-31,2001-07-31,24,16,10,8,ret_12_1|z_score|qmj_prof|qmj_safety|beta_60m|f_score|gp_at|ocf_at,False,1999-08-31,2001-07-31,24,5,5,False,989,0.22351803313916174,4.0,0.23529223197981008,0.07705726146522782,3.5,0.08028866771496805,0.33077280943921183,4.5,0.3517498680264752,0.0015385599519993699,4.0,0.0016196062575196963,0.30819398262305453,5.0,0.33104962602122695
2001-09-30,1999-09-30,2001-08-31,24,16,11,8,ret_12_1|z_score|rvol_21d|qmj_safety|saleq_su|beta_60m|gp_at|niq_su,False,1999-09-30,2001-08-31,24,5,5,False,989,0.2500844798703751,4.0,0.23759388986132965,0.057534710540200186,3.5,0.05410334521711864,0.36623299408626825,4.5,0.35149173203049794,0.00864417561383978,4.0,0.008212438092124618,0.3595863359466909,5.0,0.34859859479892924
2001-10-31,1999-10-31,2001-09-30,24,16,11,8,ret_12_1|qmj_prof|rvol_21d|qmj_safety|beta_60m|ocf_at|at_me|f_score,False,1999-10-31,2001-09-30,24,5,5,False,988,0.19092093408119545,4.0,0.188359087345357,0.14321805178209765,3.5,0.13985450074480524,0.3721387108494469,4.5,0.37089159765632757,0.0012722192718489346,4.0,0.0012551481695911232,0.2976407245751655,5.0,0.29963966608391907
2001-11-30,1999-11-30,2001-10-31,24,16,12,8,rvol_21d|qmj_prof|beta_60m|ocf_at|ret_1_0|gp_at|at_me|be_me,False,1999-11-30,2001-10-31,24,5,4,False,991,0.09346965643756472,4.0,0.12133550049313659,0.15213507442613317,3.5,0.1954754625076605,0.30176693119441156,4.5,0.3957291158679081,-0.15633763190156633,4.0,0.0,0.21701319366005983,5.0,0.2874599211312947
2001-12-31,1999-12-31,2001-11-30,24,16,10,8,rvol_21d|ocf_at|at_me|ret_1_0|f_score|beta_60m|be_me|qmj_prof,False,1999-12-31,2001-11-30,24,5,4,False,991,0.03875685307963528,4.0,0.04664823208409939,0.22986248376529167,3.5,0.27384223847249844,0.3316626924494692,4.5,0.4032667576481786,-0.21501195059553296,4.0,0.0,0.22492116081585659,5.0,0.2762427717952235
2002-01-31,2000-01-31,2001-12-31,24,16,10,8,ocf_at|rvol_21d|be_me|qmj_prof|gp_at|f_score|at_me|ret_1_0,False,2000-01-31,2001-12-31,24,5,4,False,993,0.053429401604018364,4.0,0.05871093692877159,0.22499615116016408,3.5,0.24471435641803138,0.3834069206142049,4.5,0.4256060251675717,-0.21482729969025774,4.0,0.0,0.24166094695977677,5.0,0.27096868148562525
2002-02-28,2000-02-29,2002-01-31,24,16,8,8,at_me|rvol_21d|be_me|f_score|ocf_at|beta_60m|gp_at|qmj_prof,False,2000-02-29,2002-01-31,24,5,4,False,995,0.008411347003209797,4.0,0.009243993440760491,0.2496312600000028,3.5,0.2715430590602331,0.3995944644819399,4.5,0.44363179166814326,-0.39475650706962684,4.0,0.0,0.24574320278480818,5.0,0.2755811558308631
2002-03-31,2000-03-31,2002-02-28,24,16,8,8,be_me|at_me|ocf_at|f_score|gp_at|qmj_prof|rvol_21d|turnover_126d,False,2000-03-31,2002-02-28,24,5,4,False,994,0.032572591046338605,4.0,0.03543310020902658,0.2515607152761315,3.5,0.27086028136362716,0.3955513475557067,4.5,0.43467917396110023,-0.344081758860413,4.0,0.0,0.2333538716407119,5.0,0.25902744446624604
2002-04-30,2000-04-30,2002-03-31,24,16,9,8,at_me|be_me|rvol_21d|beta_60m|f_score|gp_at|niq_su|ocf_at,False,2000-04-30,2002-03-31,24,5,4,False,993,0.10408141024945004,4.0,0.09910083699670176,0.23635379086270564,3.5,0.2227472676057173,0.4307709839500928,4.5,0.4143427227549506,-0.20109096275232924,4.0,0.0,0.2715262446448706,5.0,0.26380917264263026
2002-05-31,2000-05-31,2002-04-30,24,16,13,8,at_me|rvol_21d|beta_60m|niq_su|f_score|ret_12_1|be_me|gp_at,False,2000-05-31,2002-04-30,24,5,4,False,994,0.1812509953632452,4.0,0.14561151929497618,0.2849924922458803,3.5,0.22661800441485808,0.4627142389961477,4.5,0.37552366952536026,-0.0820380808511246,4.0,0.0,0.30770632244066287,5.0,0.2522468067648055
2002-06-30,2000-06-30,2002-05-31,24,16,11,8,at_me|rvol_21d|beta_60m|f_score|niq_su|be_me|ocf_at|qmj_prof,False,2000-06-30,2002-05-31,24,5,4,False,995,0.21866508980890992,4.0,0.1346369676250832,0.3309331294282586,3.5,0.20168368766116762,0.6498885157181653,4.5,0.40423401038124157,-0.04050580338179805,4.0,0.0,0.41294011270732295,5.0,0.2594453343325077
2002-07-31,2000-07-31,2002-06-30,24,16,12,8,at_me|rvol_21d|beta_60m|niq_su|f_score|be_me|ocf_at|qmj_prof,False,2000-07-31,2002-06-30,24,5,5,False,996,0.25023549477952506,4.0,0.15652012866415482,0.27627886661741075,3.5,0.17104666389047476,0.6290643591691897,4.5,0.39748933698099315,0.007839488729681977,4.0,0.004903532113668049,0.42309065734389095,5.0,0.2700403383507091
2002-08-31,2000-08-31,2002-07-31,24,16,11,8,rvol_21d|at_me|beta_60m|niq_su|f_score|be_me|ocf_at|qmj_prof,False,2000-08-31,2002-07-31,24,5,4,False,997,0.2626052991142616,4.0,0.14085596139365283,0.32162260288719313,3.5,0.17075127987629568,0.7719876064448377,4.5,0.41830320663504905,-0.018341454233050745,4.0,0.0,0.49347154338024574,5.0,0.2700895520950025
2002-09-30,2000-09-30,2002-08-31,24,16,14,8,rvol_21d|at_me|ret_12_1|beta_60m|f_score|niq_su|saleq_su|be_me,False,2000-09-30,2002-08-31,24,5,5,False,996,0.26802946086926077,4.0,0.14065130461990563,0.26741746417236006,3.5,0.1388982125218229,0.796669071339124,4.5,0.4223264755134627,0.05568114942080542,4.0,0.029219274192370557,0.5021844840321753,5.0,0.2689047331524382
2002-10-31,2000-10-31,2002-09-30,24,16,12,8,rvol_21d|qmj_prof|beta_60m|ret_12_1|f_score|at_me|be_me|gp_at,False,2000-10-31,2002-09-30,24,5,5,False,997,0.21689492918533224,4.0,0.13812305128890015,0.2537717201937346,3.5,0.15995788282343387,0.6529776799689239,4.5,0.4200724701145843,0.0188234758317348,4.0,0.011987167830560341,0.4152856322536606,5.0,0.2698594279425214
2002-11-30,2000-11-30,2002-10-31,24,16,11,8,qmj_prof|rvol_21d|ret_12_1|f_score|gp_at|at_me|be_me|beta_60m,False,2000-11-30,2002-10-31,24,5,4,False,997,0.0863117323281035,4.0,0.0811800658095249,0.2829239340500879,3.5,0.2633873499402404,0.4593472217149987,4.5,0.4364452574406229,-0.05896851020489704,4.0,0.0,0.2281736512458954,5.0,0.21898732680961178
2002-12-31,2000-12-31,2002-11-30,24,16,10,8,qmj_prof|beta_60m|ret_12_1|f_score|gp_at|at_me|be_me|ocf_at,False,2000-12-31,2002-11-30,24,5,4,False,997,0.1075667615339865,4.0,0.08653345569543237,0.34471161727948063,3.5,0.27447799484733,0.5013562266105541,4.5,0.4074379572418984,-0.057338925827900254,4.0,0.0,0.2820759230403825,5.0,0.2315505922153392
2003-01-31,2001-01-31,2002-12-31,24,16,10,8,gp_at|ret_12_1|qmj_prof|f_score|ocf_at|be_me|at_me|beta_60m,False,2001-01-31,2002-12-31,24,5,4,False,996,0.19504463857679474,4.0,0.15133188332200262,0.24693004269183658,3.5,0.18963391454087922,0.5015135747692544,4.5,0.39308659316594946,-0.013478990358483899,4.0,0.0,0.33591217561560927,5.0,0.26594760897116865
2003-02-28,2001-02-28,2003-01-31,24,16,11,8,qmj_prof|ret_12_1|ocf_at|gp_at|f_score|be_me|beta_60m|qmj_safety,False,2001-02-28,2003-01-31,24,5,4,False,996,0.15264140471439117,4.0,0.1352430389230084,0.2274632976894284,3.5,0.19948009044875142,0.4508806656549563,4.5,0.4035648180139455,-0.0013516702782309824,4.0,0.0,0.2894724471341174,5.0,0.26171205261429464
2003-03-31,2001-03-31,2003-02-28,24,16,6,6,ocf_at|turnover_126d|z_score|gp_at|be_me|qmj_prof,False,2001-03-31,2003-02-28,24,5,5,False,996,0.12227025270498268,4.0,0.10818443098466186,0.27606522483278195,3.5,0.24176939135109476,0.4275614150062814,4.5,0.3821655892518837,0.021266868385956917,4.0,0.01881687494923027,0.27586244387895226,5.0,0.24906371346312944
2003-04-30,2001-04-30,2003-03-31,24,16,8,8,at_me|be_me|ocf_at|beta_60m|f_score|gp_at|qmj_prof|turnover_126d,False,2001-04-30,2003-03-31,24,5,5,False,998,0.15473219271793479,4.0,0.12895435034989758,0.25987191361902956,3.5,0.2143681800760563,0.48049337118809243,4.5,0.404531027330773,0.008981115288077629,4.0,0.007484892878774179,0.2876977592933676,5.0,0.24466154936449885
2003-05-31,2001-05-31,2003-04-30,24,16,10,8,at_me|beta_60m|ret_6_1|be_me|f_score|ocf_at|qmj_prof|ret_12_1,False,2001-05-31,2003-04-30,24,5,5,False,997,0.13183765033107425,4.0,0.11206501903735608,0.29332704158077644,3.5,0.246790464650424,0.4409819266453545,4.5,0.3786696728718128,0.08719977949717583,4.0,0.07412180757821792,0.21715412584784952,5.0,0.1883530358621892
2003-06-30,2001-06-30,2003-05-31,24,16,10,8,at_me|turnover_126d|ret_6_1|be_me|gp_at|niq_su|f_score|ocf_at,False,2001-06-30,2003-05-31,24,5,5,False,995,0.12119018041923871,4.0,0.09862280449957592,0.2977416892871425,3.5,0.23982542506018503,0.4531163232703792,4.5,0.3725021148895023,0.12577605958857968,4.0,0.10235472620488262,0.22482711214586093,5.0,0.1866949293458542
2003-07-31,2001-07-31,2003-06-30,24,16,13,8,gp_at|turnover_126d|saleq_su|ret_6_1|f_score|niq_su|z_score|ret_1_0,False,2001-07-31,2003-06-30,24,5,5,False,999,0.07156096099041068,4.0,0.06001048130600303,0.3329376111578677,3.5,0.2763499966267507,0.4234478096474818,4.5,0.3587236051511392,0.18069605972634023,4.0,0.15153035068560664,0.17925018958324188,5.0,0.15338556623050043
2003-08-31,2001-08-31,2003-07-31,24,16,10,8,gp_at|turnover_126d|niq_su|f_score|be_me|at_me|ocf_at|qmj_prof,False,2001-08-31,2003-07-31,24,5,5,False,996,0.052082898032940944,4.0,0.045435871764249805,0.3784993444527288,3.5,0.32682443105733777,0.39360676519404836,4.5,0.34687691401572496,0.20841149843157245,4.0,0.18181319539751756,0.11126921509098273,5.0,0.09904958776516999
2003-09-30,2001-09-30,2003-08-31,24,16,8,8,at_me|niq_su|turnover_126d|be_me|f_score|gp_at|ret_6_1|saleq_su,False,2001-09-30,2003-08-31,24,5,4,False,992,-0.033243700148911384,4.0,0.0,0.5243886757014737,3.5,0.4642459418020443,0.3519336398716595,4.5,0.3179940933601901,0.17302805311967057,4.0,0.1547624777818644,0.06902400400332541,5.0,0.06299748705590132
2003-10-31,2001-10-31,2003-09-30,24,16,12,8,gp_at|turnover_126d|niq_su|ret_12_1|ret_6_1|f_score|at_me|be_me,False,2001-10-31,2003-09-30,24,5,5,False,992,0.061336718047054185,4.0,0.05098995300083194,0.45154510924927194,3.5,0.3715445357304967,0.367135091391978,4.5,0.30831815129512913,0.2278943260799141,4.0,0.18945130006885294,0.09395044668192198,5.0,0.07969605990468935
2003-11-30,2001-11-30,2003-10-31,24,16,13,8,gp_at|ret_12_1|f_score|niq_su|z_score|at_me|be_me|ocf_at,False,2001-11-30,2003-10-31,24,5,5,False,993,0.14481673316002922,4.0,0.09216174131637214,0.3924919231861662,3.5,0.24723406425207758,0.47422964403778434,4.5,0.30488056642223105,0.382711943991827,4.0,0.24355886513393535,0.17272316708873778,5.0,0.11216476287538389
2003-12-31,2001-12-31,2003-11-30,24,16,11,8,at_me|rvol_21d|f_score|ret_12_1|niq_su|beta_60m|be_me|saleq_su,False,2001-12-31,2003-11-30,24,5,5,False,991,0.0658871258165455,4.0,0.05454375142925071,0.3977372228655465,3.5,0.3259014835832381,0.3645034297867409,4.5,0.3048282269197071,0.2567982002272096,4.0,0.2125868601351938,0.12091386899094661,5.0,0.10213967793261018
2004-01-31,2002-01-31,2003-12-31,24,16,8,8,at_me|rvol_21d|ret_12_1|niq_su|f_score|beta_60m|be_me|saleq_su,False,2002-01-31,2003-12-31,24,5,5,False,990,0.036554929866231455,4.0,0.0311242406233215,0.44814497889947347,3.5,0.37767392580429027,0.31170899578074357,4.5,0.2681089205435932,0.28971511765790714,4.0,0.24667433550538512,0.08795736609738249,5.0,0.07641857752340993
2004-02-29,2002-02-28,2004-01-31,24,16,9,8,at_me|beta_60m|rvol_21d|f_score|ret_12_1|be_me|niq_su|qmj_safety,False,2002-02-28,2004-01-31,24,5,4,False,991,-0.005618472129153631,4.0,0.0,0.48576517291091087,3.5,0.4253456299151613,0.30084530084109795,4.5,0.268857584841643,0.2573142712612656,4.0,0.2276322628969847,0.08658961569432812,5.0,0.07816452234621092
2004-03-31,2002-03-31,2004-02-29,24,16,12,8,beta_60m|at_me|f_score|ret_12_1|rvol_21d|be_me|niq_su|ocf_at,False,2002-03-31,2004-02-29,24,5,5,False,992,0.06831870018977926,4.0,0.05372040378828349,0.39542796132344243,3.5,0.3077603786564559,0.36544783031534006,4.5,0.29029140681418286,0.28216421161122646,4.0,0.22187154234859763,0.15747919785558506,5.0,0.12635626839247996
2004-04-30,2002-04-30,2004-03-31,24,16,8,8,beta_60m|be_me|f_score|rvol_21d|ocf_at|at_me|qmj_prof|qmj_safety,False,2002-04-30,2004-03-31,24,5,5,False,992,0.018112823968146747,4.0,0.01545973362040983,0.44212500047743275,3.5,0.3735137311223959,0.36890218709992817,4.5,0.31807987280821337,0.17101370247718004,4.0,0.14596433390986757,0.16876227019511622,5.0,0.14698232853911333
2004-05-31,2002-05-31,2004-04-30,24,16,8,8,beta_60m|at_me|be_me|f_score|rvol_21d|ocf_at|qmj_prof|qmj_safety,False,2002-05-31,2004-04-30,24,5,4,False,993,-0.02313518166465416,4.0,0.0,0.46439434606359176,3.5,0.452322870790019,0.30881182837869836,4.5,0.3069863116344723,0.13707773039424365,4.0,0.13489096776606466,0.10536470645551553,5.0,0.10579984980944389
2004-06-30,2002-06-30,2004-05-31,24,16,12,8,ocf_at|beta_60m|f_score|qmj_safety|ret_6_1|qmj_prof|at_me|be_me,False,2002-06-30,2004-05-31,24,5,4,False,991,-0.06222251839076551,4.0,0.0,0.446717479578877,3.5,0.4958584432840354,0.2758955021859767,4.5,0.3125596033520553,0.13677377991423154,4.0,0.1533846702902099,0.03337947034073117,5.0,0.03819728307369942
2004-07-31,2002-07-31,2004-06-30,24,16,10,8,beta_60m|ocf_at|f_score|be_me|qmj_safety|at_me|gp_at|qmj_prof,False,2002-07-31,2004-06-30,24,5,4,False,990,-0.08483259384794545,4.0,0.0,0.4553389876464963,3.5,0.5425469139809878,0.28366063509733014,4.5,0.34495702296084496,0.07674308692862304,4.0,0.09238385183613047,0.0163730314399517,5.0,0.020112211222036772
2004-08-31,2002-08-31,2004-07-31,24,16,11,8,beta_60m|ocf_at|f_score|be_me|qmj_safety|ret_1_0|at_me|qmj_prof,False,2002-08-31,2004-07-31,24,5,4,False,986,-0.10119230427619541,4.0,0.0,0.4213217910070765,3.5,0.5891268466163917,0.24777462576922094,4.5,0.3536023817296621,0.014163062564167075,4.0,0.020008125712579684,0.025849403861618298,5.0,0.037262645941366586
2004-09-30,2002-09-30,2004-08-31,24,16,7,7,at_me|f_score|be_me|beta_60m|niq_su|ocf_at|qmj_prof,False,2002-09-30,2004-08-31,24,5,3,False,985,-0.16784034899547648,4.0,0.0,0.5837579633262354,3.5,0.7486605563273061,0.17461958526003102,4.5,0.22856437865599238,0.017577339838375245,4.0,0.022775065016701495,-0.07137856157584813,5.0,0.0
2004-10-31,2002-10-31,2004-09-30,24,16,7,7,at_me|ret_6_1|turnover_126d|niq_su|f_score|ret_12_1|be_me,False,2002-10-31,2004-09-30,24,5,3,False,984,-0.13886979632168503,4.0,0.0,0.5669804535557326,3.5,0.6252651760703456,0.25175007059577975,4.5,0.28335391388800785,0.08201720833650385,4.0,0.09138091004164645,-0.04555157654772435,5.0,0.0
2004-11-30,2002-11-30,2004-10-31,24,16,8,8,at_me|ret_6_1|turnover_126d|niq_su|be_me|f_score|ret_12_1|saleq_su,False,2002-11-30,2004-10-31,24,5,5,False,987,0.012806809873322389,4.0,0.0090845993215649,0.5662188192600837,3.5,0.39755276068301804,0.48691019273904795,4.5,0.3489175385842653,0.2870985064829404,4.0,0.20365531486886937,0.056352435817920085,5.0,0.04078978654228238
