formation_month,layer_count,agent_count,domain_agent_count,supporting_agent_count,integrated_report_count,mean_confidence,conflict_hold_count,buy_count,hold_count,sell_count,finite_scores
2004-03-31,5,9,4,4,7,0.6511471950814944,16,385,197,384,966
2004-04-30,5,9,4,4,7,0.6525760331229745,15,381,194,396,971
2004-05-31,5,9,4,4,7,0.6436678256288244,10,387,187,398,972
2004-06-30,5,9,4,4,7,0.6620683541886255,7,409,187,378,974
2004-07-31,5,9,4,4,7,0.6537583101230999,10,398,190,386,974
2004-08-31,5,9,4,4,7,0.6326603206420814,13,389,198,386,973
2004-09-30,5,9,4,4,7,0.6454670929823133,15,397,196,383,976
2004-10-31,5,9,4,4,7,0.6493152229345571,18,386,197,394,977
2004-11-30,5,9,4,4,7,0.6452643410758504,21,406,199,374,979
2004-12-31,5,9,4,4,7,0.6385731152360508,17,398,194,386,978
2005-01-31,5,9,4,4,7,0.6617050294606459,11,401,184,391,976
2005-02-28,5,9,4,4,7,0.664721410639762,11,403,178,390,971
2005-03-31,5,9,4,4,7,0.6493356714225768,10,398,179,396,973
2005-04-30,5,9,4,4,7,0.6356580567013852,13,406,180,390,976
2005-05-31,5,9,4,4,7,0.6416940444347298,14,407,180,392,979
2005-06-30,5,9,4,4,7,0.6381370591824692,13,400,180,399,979
2005-07-31,5,9,4,4,7,0.6499020895187171,15,391,183,400,974
2005-08-31,5,9,4,4,7,0.6487719625402285,17,389,188,395,972
2005-09-30,5,9,4,4,7,0.6481665209727691,16,397,186,392,975
2005-10-31,5,9,4,4,7,0.6588738353645941,17,383,186,408,977
2005-11-30,5,9,4,4,7,0.6577161090848587,16,391,181,404,976
2005-12-31,5,9,4,4,7,0.6519834150476168,25,373,191,414,978
2006-01-31,5,9,4,4,7,0.6628377151570483,16,385,183,404,972
2006-02-28,5,9,4,4,7,0.6447482043801889,20,388,183,401,972
2006-03-31,5,9,4,4,7,0.6526985927548624,21,398,188,388,974
2006-04-30,5,9,4,4,7,0.6492565731816468,12,402,175,393,970
2006-05-31,5,9,4,4,7,0.63542558036829,12,388,179,409,976
2006-06-30,5,9,4,4,7,0.6476572005249566,18,377,184,411,972
2006-07-31,5,9,4,4,7,0.6368274735961982,20,398,181,391,970
2006-08-31,5,9,4,4,7,0.6158940650673076,22,386,181,403,970
2006-09-30,5,9,4,4,7,0.6164922832685046,26,378,187,404,969
2006-10-31,5,9,4,4,7,0.6189993046284364,24,402,183,380,965
2006-11-30,5,9,4,4,7,0.6237220181407007,21,395,188,382,965
2006-12-31,5,9,4,4,7,0.6160630877645936,28,383,196,388,967
2007-01-31,5,9,4,4,7,0.6349430594960124,20,396,178,391,965
2007-02-28,5,9,4,4,7,0.6219474859343744,26,411,177,378,966
2007-03-31,5,9,4,4,7,0.635815719493135,23,410,175,382,967
2007-04-30,5,9,4,4,7,0.634599942146901,19,387,181,398,966
2007-05-31,5,9,4,4,7,0.6415444609188461,19,401,178,389,968
2007-06-30,5,9,4,4,7,0.6588194070040851,11,425,167,376,968
2007-07-31,5,9,4,4,7,0.6810363958938916,10,406,164,393,963
2007-08-31,5,9,4,4,7,0.6738111728793589,14,409,171,382,962
2007-09-30,5,9,4,4,7,0.6679007684461391,18,418,170,374,962
2007-10-31,5,9,4,4,7,0.6617026839490239,21,408,168,382,958
2007-11-30,5,9,4,4,7,0.662854355150839,10,403,170,383,956
2007-12-31,5,9,4,4,7,0.6575826500051478,12,416,167,376,959
2008-01-31,5,9,4,4,7,0.6398308690914483,19,392,166,398,956
2008-02-29,5,9,4,4,7,0.6643835016020119,11,412,158,388,958
2008-03-31,5,9,4,4,7,0.659669859000346,13,394,163,400,957
2008-04-30,5,9,4,4,7,0.6675383590468608,16,427,163,372,962
2008-05-31,5,9,4,4,7,0.6723584042259232,11,434,156,372,962
2008-06-30,5,9,4,4,7,0.6865846164138358,11,432,155,375,962
2008-07-31,5,9,4,4,7,0.6690973363180499,8,422,156,384,962
2008-08-31,5,9,4,4,7,0.6599926085686558,10,424,149,387,960
2008-09-30,5,9,4,4,7,0.6704710967240959,8,429,157,378,964
2008-10-31,5,9,4,4,7,0.6756652461028316,8,416,161,391,968
2008-11-30,5,9,4,4,7,0.6542416736028418,16,416,169,382,967
2008-12-31,5,9,4,4,7,0.6307384063371955,25,402,176,389,967
2009-01-31,5,9,4,4,7,0.6499798472842624,13,434,144,386,964
2009-02-28,5,9,4,4,7,0.659424020049464,11,438,135,393,966
2009-03-31,5,9,4,4,7,0.6443539738795312,12,418,142,407,967
2009-04-30,5,9,4,4,7,0.6456215584238558,13,416,140,410,966
2009-05-31,5,9,4,4,7,0.6562478338987306,7,430,131,408,969
2009-06-30,5,9,4,4,7,0.6625082015743081,7,418,129,420,967
2009-07-31,5,9,4,4,7,0.6345009042275447,15,407,132,422,961
2009-08-31,5,9,4,4,7,0.6310706926255136,17,416,140,410,966
2009-09-30,5,9,4,4,7,0.6450111533608964,10,414,137,418,969
2009-10-31,5,9,4,4,7,0.6511342206540041,8,404,130,433,967
2009-11-30,5,9,4,4,7,0.6388741899621547,11,395,133,437,965
2009-12-31,5,9,4,4,7,0.6258025324538703,16,383,145,440,968
2010-01-31,5,9,4,4,7,0.6400849700906649,12,395,139,429,963
2010-02-28,5,9,4,4,7,0.6479982775040669,10,403,140,422,965
2010-03-31,5,9,4,4,7,0.6366782759674958,18,406,149,413,968
2010-04-30,5,9,4,4,7,0.635338274363024,16,417,148,408,973
2010-05-31,5,9,4,4,7,0.6697406868714739,5,401,134,435,970
2010-06-30,5,9,4,4,7,0.6566293049153225,10,406,143,426,975
2010-07-31,5,9,4,4,7,0.6459261991300355,9,414,144,422,980
2010-08-31,5,9,4,4,7,0.6521495619183089,21,421,147,409,977
2010-09-30,5,9,4,4,7,0.6500683515781287,21,417,148,414,979
2010-10-31,5,9,4,4,7,0.6639104276101576,14,432,143,404,979
2010-11-30,5,9,4,4,7,0.6776893946762571,10,417,142,418,977
2010-12-31,5,9,4,4,7,0.6539503194928371,15,413,144,418,975
2011-01-31,5,9,4,4,7,0.6584898641327498,17,415,147,414,976
2011-02-28,5,9,4,4,7,0.6625730890681898,15,418,144,414,976
2011-03-31,5,9,4,4,7,0.6658241702296952,12,419,144,420,983
2011-04-30,5,9,4,4,7,0.668259259810656,21,416,149,419,984
2011-05-31,5,9,4,4,7,0.6634284813168376,14,416,149,417,982
2011-06-30,5,9,4,4,7,0.6698990038348314,15,405,156,424,985
2011-07-31,5,9,4,4,7,0.6729033382248316,16,424,154,408,986
2011-08-31,5,9,4,4,7,0.670965160167565,9,439,142,403,984
2011-09-30,5,9,4,4,7,0.6651476437125637,8,429,148,405,982
2011-10-31,5,9,4,4,7,0.6384862498521432,18,436,153,391,980
2011-11-30,5,9,4,4,7,0.6531107418289788,11,426,147,405,978
2011-12-31,5,9,4,4,7,0.641462574197423,12,427,154,395,976
2012-01-31,5,9,4,4,7,0.626542369249357,29,403,163,407,973
2012-02-29,5,9,4,4,7,0.6437831699922938,18,406,156,411,973
2012-03-31,5,9,4,4,7,0.6524997701594929,22,403,166,404,973
2012-04-30,5,9,4,4,7,0.6457017125201546,15,408,160,404,972
2012-05-31,5,9,4,4,7,0.6502998141825652,19,394,164,413,971
2012-06-30,5,9,4,4,7,0.6288259371990748,20,396,158,417,971
2012-07-31,5,9,4,4,7,0.6314611353621253,22,408,160,401,969
2012-08-31,5,9,4,4,7,0.6359974853411438,22,402,160,405,967
2012-09-30,5,9,4,4,7,0.6423165529613717,24,401,163,405,969
2012-10-31,5,9,4,4,7,0.6283358684829085,21,404,159,405,968
2012-11-30,5,9,4,4,7,0.6340725481752331,26,406,163,404,973
2012-12-31,5,9,4,4,7,0.6108146013288355,36,398,172,403,973
2013-01-31,5,9,4,4,7,0.625919077136313,21,407,157,411,975
2013-02-28,5,9,4,4,7,0.6256113457437479,17,395,157,419,971
2013-03-31,5,9,4,4,7,0.6163981636807125,29,387,166,418,971
2013-04-30,5,9,4,4,7,0.6223812033767894,24,400,167,403,970
2013-05-31,5,9,4,4,7,0.6350740820508839,31,383,182,409,974
2013-06-30,5,9,4,4,7,0.6432284086407736,22,369,174,430,973
2013-07-31,5,9,4,4,7,0.6449546356304602,19,403,175,389,967
2013-08-31,5,9,4,4,7,0.6352653190908389,24,392,171,399,962
2013-09-30,5,9,4,4,7,0.6304072494690979,25,388,173,399,960
2013-10-31,5,9,4,4,7,0.6431253558516117,18,397,167,402,966
2013-11-30,5,9,4,4,7,0.6382267762774916,15,394,163,406,963
2013-12-31,5,9,4,4,7,0.6265359683822506,24,392,180,392,964
2014-01-31,5,9,4,4,7,0.6395682827208852,19,394,174,388,956
2014-02-28,5,9,4,4,7,0.6423547342612255,22,397,176,385,958
2014-03-31,5,9,4,4,7,0.630939425718841,24,392,178,387,957
2014-04-30,5,9,4,4,7,0.6326503213801887,20,404,171,384,959
2014-05-31,5,9,4,4,7,0.6338494647572773,25,399,181,379,959
2014-06-30,5,9,4,4,7,0.6199265119262225,29,402,188,371,961
2014-07-31,5,9,4,4,7,0.6371571565654309,24,396,181,377,954
2014-08-31,5,9,4,4,7,0.6243828108550151,24,389,183,386,958
2014-09-30,5,9,4,4,7,0.642112156993184,16,389,179,389,957
2014-10-31,5,9,4,4,7,0.6460836617647904,7,402,168,394,964
2014-11-30,5,9,4,4,7,0.6588781924156754,10,409,169,387,965
2014-12-31,5,9,4,4,7,0.6484879023990342,13,394,181,395,970
2015-01-31,5,9,4,4,7,0.653076923268611,12,397,174,390,961
2015-02-28,5,9,4,4,7,0.6397085552166556,20,391,178,390,959
2015-03-31,5,9,4,4,7,0.651579737310207,13,389,169,404,962
2015-04-30,5,9,4,4,7,0.6350337989763088,15,387,173,401,961
2015-05-31,5,9,4,4,7,0.6599715469042193,16,379,172,409,960
2015-06-30,5,9,4,4,7,0.6673365705226733,14,394,176,395,965
2015-07-31,5,9,4,4,7,0.6700341894318512,6,378,171,408,957
2015-08-31,5,9,4,4,7,0.6508757453263464,9,393,173,395,961
2015-09-30,5,9,4,4,7,0.6587789795316535,11,398,175,393,966
2015-10-31,5,9,4,4,7,0.6395462972382453,16,374,179,413,966
2015-11-30,5,9,4,4,7,0.6469000226480527,18,386,178,399,963
2015-12-31,5,9,4,4,7,0.6510315841159436,15,398,177,384,959
2016-01-31,5,9,4,4,7,0.6598727846224027,8,407,157,397,961
2016-02-29,5,9,4,4,7,0.647657786286828,8,413,160,389,962
2016-03-31,5,9,4,4,7,0.627268528224518,13,397,163,402,962
2016-04-30,5,9,4,4,7,0.6217266029497159,17,371,178,404,953
2016-05-31,5,9,4,4,7,0.6387269079567254,11,391,175,392,958
2016-06-30,5,9,4,4,7,0.6483325919030083,13,409,171,375,955
2016-07-31,5,9,4,4,7,0.6346273594980751,14,389,164,402,955
2016-08-31,5,9,4,4,7,0.6468547220969478,15,378,174,404,956
2016-09-30,5,9,4,4,7,0.6440803840993954,15,383,181,399,963
2016-10-31,5,9,4,4,7,0.6463465898999985,9,399,168,394,961
2016-11-30,5,9,4,4,7,0.6398077315107807,18,374,185,406,965
2016-12-31,5,9,4,4,7,0.6274383092709742,21,377,193,401,971
2017-01-31,5,9,4,4,7,0.6287308034301287,24,371,185,410,966
2017-02-28,5,9,4,4,7,0.6336385883700616,24,372,190,403,965
2017-03-31,5,9,4,4,7,0.6492980684377452,17,394,176,398,968
2017-04-30,5,9,4,4,7,0.6559060039837508,17,387,174,403,964
2017-05-31,5,9,4,4,7,0.6580475772555887,12,394,163,406,963
2017-06-30,5,9,4,4,7,0.6280379763859327,24,371,186,407,964
2017-07-31,5,9,4,4,7,0.6404417195612926,15,385,175,404,964
2017-08-31,5,9,4,4,7,0.6446926601394355,10,393,170,395,958
2017-09-30,5,9,4,4,7,0.6408751352333263,15,390,184,392,966
2017-10-31,5,9,4,4,7,0.6588786396595407,16,406,182,384,972
2017-11-30,5,9,4,4,7,0.6409002035727641,13,410,183,381,974
2017-12-31,5,9,4,4,7,0.6472052848102589,14,411,183,378,972
2018-01-31,5,9,4,4,7,0.6736048518880385,16,382,172,411,965
2018-02-28,5,9,4,4,7,0.6765919650900832,19,377,176,412,965
2018-03-31,5,9,4,4,7,0.6556476381675356,14,389,175,402,966
2018-04-30,5,9,4,4,7,0.6465271180315635,14,379,180,405,964
2018-05-31,5,9,4,4,7,0.6676890839690901,16,375,185,400,960
2018-06-30,5,9,4,4,7,0.646751821070606,18,394,192,381,967
2018-07-31,5,9,4,4,7,0.6621864173684513,12,380,187,402,969
2018-08-31,5,9,4,4,7,0.6787435379854995,10,385,173,411,969
2018-09-30,5,9,4,4,7,0.6664650969779201,16,403,181,389,973
2018-10-31,5,9,4,4,7,0.6513555337985774,16,380,188,406,974
2018-11-30,5,9,4,4,7,0.6381502702151416,19,387,189,399,975
2018-12-31,5,9,4,4,7,0.6519715568180962,15,397,180,399,976
2019-01-31,5,9,4,4,7,0.6125388880030567,31,387,192,395,974
2019-02-28,5,9,4,4,7,0.6275926244057554,29,372,191,408,971
2019-03-31,5,9,4,4,7,0.6300739462155945,22,395,183,393,971
2019-04-30,5,9,4,4,7,0.6316478720648033,16,376,184,410,970
2019-05-31,5,9,4,4,7,0.6367628101454956,23,390,200,382,972
2019-06-30,5,9,4,4,7,0.6091872407406291,34,372,211,388,971
2019-07-31,5,9,4,4,7,0.6265540446443342,27,368,208,394,970
2019-08-31,5,9,4,4,7,0.6345011884301787,17,396,194,379,969
2019-09-30,5,9,4,4,7,0.5957299981666343,38,388,213,373,974
2019-10-31,5,9,4,4,7,0.6270631383664321,29,392,208,375,975
2019-11-30,5,9,4,4,7,0.6299385468749606,17,384,196,397,977
2019-12-31,5,9,4,4,7,0.6200739057790037,29,390,208,378,976
2020-01-31,5,9,4,4,7,0.6392175367876872,24,404,199,371,974
2020-02-29,5,9,4,4,7,0.6474056604076487,24,394,198,385,977
2020-03-31,5,9,4,4,7,0.6737732400498888,9,411,191,374,976
2020-04-30,5,9,4,4,7,0.6431880474976186,15,404,195,377,976
2020-05-31,5,9,4,4,7,0.6650459861277337,7,421,178,377,976
2020-06-30,5,9,4,4,7,0.6557186560176642,14,407,187,380,974
2020-07-31,5,9,4,4,7,0.6911581747651813,2,415,166,380,961
2020-08-31,5,9,4,4,7,0.671567512552161,12,395,175,385,955
2020-09-30,5,9,4,4,7,0.6742174166619944,15,393,183,381,957
2020-10-31,5,9,4,4,7,0.6627237188288703,12,403,184,372,959
2020-11-30,5,9,4,4,7,0.6437362992449835,11,395,181,382,958
2020-12-31,5,9,4,4,7,0.6455444246644994,15,393,197,368,958
2021-01-31,5,9,4,4,7,0.6797265282378899,6,384,188,377,949
2021-02-28,5,9,4,4,7,0.6461396767673749,9,379,181,387,947
2021-03-31,5,9,4,4,7,0.6515666625347426,23,378,201,376,955
2021-04-30,5,9,4,4,7,0.656465428848791,17,378,213,364,955
2021-05-31,5,9,4,4,7,0.6622012614892822,14,378,210,369,957
2021-06-30,5,9,4,4,7,0.6653305630183417,12,380,215,364,959
2021-07-31,5,9,4,4,7,0.6892182808509733,12,383,206,368,957
2021-08-31,5,9,4,4,7,0.6771845247820119,12,382,205,367,954
2021-09-30,5,9,4,4,7,0.6529043418106546,14,364,208,383,955
2021-10-31,5,9,4,4,7,0.6736904866469795,11,387,203,366,956
2021-11-30,5,9,4,4,7,0.6772922854644488,9,384,191,385,960
2021-12-31,5,9,4,4,7,0.6542217352076202,11,391,197,373,961
2022-01-31,5,9,4,4,7,0.6370606633158566,14,377,187,389,953
2022-02-28,5,9,4,4,7,0.6320250992026499,17,380,189,387,956
2022-03-31,5,9,4,4,7,0.6319068721687754,18,394,186,379,959
2022-04-30,5,9,4,4,7,0.6436361299278235,17,392,190,382,964
2022-05-31,5,9,4,4,7,0.6255205240971269,21,391,204,369,964
2022-06-30,5,9,4,4,7,0.620487520745252,19,398,199,370,967
2022-07-31,5,9,4,4,7,0.630497500854597,16,395,181,382,958
2022-08-31,5,9,4,4,7,0.6329645751888471,14,405,175,376,956
2022-09-30,5,9,4,4,7,0.6383151703466716,13,398,173,383,954
2022-10-31,5,9,4,4,7,0.6522943876370252,9,399,174,382,955
2022-11-30,5,9,4,4,7,0.6295166716638743,18,412,177,370,959
2022-12-31,5,9,4,4,7,0.6313897049853973,19,392,181,386,959
2023-01-31,5,9,4,4,7,0.6203798666248673,14,391,165,392,948
2023-02-28,5,9,4,4,7,0.6451839721495106,11,398,163,390,951
2023-03-31,5,9,4,4,7,0.6495202869248374,11,395,153,399,947
2023-04-30,5,9,4,4,7,0.642261529074985,20,380,167,402,949
2023-05-31,5,9,4,4,7,0.6426008766454294,22,391,170,387,948
2023-06-30,5,9,4,4,7,0.6463225053729047,17,388,166,398,952
2023-07-31,5,9,4,4,7,0.6421283225221848,18,392,166,392,950
2023-08-31,5,9,4,4,7,0.6484004754202044,16,401,161,392,954
2023-09-30,5,9,4,4,7,0.644528002954397,14,401,162,398,961
2023-10-31,5,9,4,4,7,0.6450450598232171,12,389,159,412,960
2023-11-30,5,9,4,4,7,0.6337061283023872,25,390,177,398,965
2023-12-31,5,9,4,4,7,0.620215266487421,27,391,177,401,969
2024-01-31,5,9,4,4,7,0.6546125309054848,13,405,166,397,968
2024-02-29,5,9,4,4,7,0.6528771956393096,16,406,167,394,967
2024-03-31,5,9,4,4,7,0.6302814150892497,20,387,174,416,977
2024-04-30,5,9,4,4,7,0.632479321754815,18,418,174,385,977
2024-05-31,5,9,4,4,7,0.6298345619509632,16,413,173,392,978
2024-06-30,5,9,4,4,7,0.6314424278773033,14,403,169,412,984
2024-07-31,5,9,4,4,7,0.6242236259214284,19,409,171,400,980
2024-08-31,5,9,4,4,7,0.6210283767585427,17,399,169,415,983
2024-09-30,5,9,4,4,7,0.6242188970063489,15,412,166,406,984
2024-10-31,5,9,4,4,7,0.6428286492600462,11,405,156,425,986
2024-11-30,5,9,4,4,7,0.6349565282969407,20,400,172,414,986
