month,selected_sleeve,trailing_sharpe
2004-08-31,paper_factorengine_program_knowledge,1.1959397643203367
2004-09-30,guru_piotroski_fscore_proxy,1.3946189679756598
2004-10-31,guru_piotroski_fscore_proxy,1.306146382315096
2004-11-30,guru_piotroski_fscore_proxy,1.521662008764073
2004-12-31,guru_piotroski_fscore_proxy,1.2905312447935022
2005-01-31,alphalogics_value_quality_growth,1.2649047937376299
2005-02-28,alphalogics_value_quality_growth,1.3051993959246262
2005-03-31,guru_greenblatt_magic_formula,1.1885596385730055
2005-04-30,guru_piotroski_fscore_proxy,1.007928012452159
2005-05-31,guru_piotroski_fscore_proxy,1.0074734300381838
2005-06-30,repo_deepfund_prudent_fund_manager,0.9372169711848266
2005-07-31,alphalogics_value_quality_growth,1.2959461332042927
2005-08-31,alphalogics_value_quality_growth,1.2497118894698263
2005-09-30,repo_deepfund_prudent_fund_manager,1.3801121733610149
2005-10-31,alphalogics_value_quality_growth,1.2943784519026633
2005-11-30,fama_value_momentum_interpretable,1.3936488789484676
2005-12-31,repo_fincon_cvar_risk_controlled_allocator,1.3590845417241746
2006-01-31,repo_fincon_cvar_risk_controlled_allocator,1.5816428453220444
2006-02-28,repo_fincon_cvar_risk_controlled_allocator,1.7934278199080664
2006-03-31,repo_fincon_cvar_risk_controlled_allocator,1.6824907567303444
2006-04-30,fama_value_momentum_interpretable,1.5946101940074424
2006-05-31,fama_value_momentum_interpretable,1.4427338560712744
2006-06-30,fama_value_momentum_interpretable,1.50733685640736
2006-07-31,guru_greenblatt_magic_formula,1.574619833959089
2006-08-31,guru_greenblatt_magic_formula,1.5173747456307254
2006-09-30,repo_fincon_cvar_risk_controlled_allocator,1.522628234318166
2006-10-31,repo_fincon_cvar_risk_controlled_allocator,1.5104429173234994
2006-11-30,repo_fincon_cvar_risk_controlled_allocator,1.4932849748220167
2006-12-31,repo_fincon_cvar_risk_controlled_allocator,1.3968299163133706
2007-01-31,repo_fincon_cvar_risk_controlled_allocator,1.3973891160982428
2007-02-28,guru_greenblatt_magic_formula,1.2367906372763902
2007-03-31,guru_greenblatt_magic_formula,1.1962584600408264
2007-04-30,repo_fincon_cvar_risk_controlled_allocator,1.1955767629344125
2007-05-31,guru_greenblatt_magic_formula,1.5161342905517583
2007-06-30,guru_greenblatt_magic_formula,1.408898291710159
2007-07-31,repo_fincon_cvar_risk_controlled_allocator,1.2089852479560446
2007-08-31,repo_fincon_cvar_risk_controlled_allocator,1.2634514798210557
2007-09-30,repo_fincon_cvar_risk_controlled_allocator,1.4039056340626859
2007-10-31,repo_fincon_cvar_risk_controlled_allocator,1.463889137823569
2007-11-30,repo_fincon_cvar_risk_controlled_allocator,1.2824254078202821
2007-12-31,paper_p1gpt_structured_workflow,1.1398597307182365
2008-01-31,guru_piotroski_fscore_proxy,1.145933772881275
2008-02-29,guru_piotroski_fscore_proxy,1.152415183624111
2008-03-31,guru_piotroski_fscore_proxy,1.1752788960402143
2008-04-30,repo_alphaprobe_dag_diverse_factor_blend,1.3992246571474194
2008-05-31,repo_alphaprobe_dag_diverse_factor_blend,1.4612060603419033
2008-06-30,repo_alphaprobe_dag_diverse_factor_blend,1.6507334666765126
2008-07-31,repo_alphaprobe_dag_diverse_factor_blend,1.7165654705829927
2008-08-31,repo_alphaprobe_dag_diverse_factor_blend,1.7029026501718576
2008-09-30,repo_alphaprobe_dag_diverse_factor_blend,1.8293614303310406
2008-10-31,repo_alphaprobe_dag_diverse_factor_blend,1.9790060314579212
2008-11-30,repo_alphaprobe_dag_diverse_factor_blend,2.0628757636818547
2008-12-31,repo_alphaprobe_dag_diverse_factor_blend,2.1107770592165185
2009-01-31,alphaagents_risk_averse_quality_lowrisk,2.2228025617134133
2009-02-28,code_ai_trader_value_quality,2.2671327863214588
2009-03-31,code_ai_trader_value_quality,2.1331428874977143
2009-04-30,repo_alphaagent_decay_resistant_quality,1.6745685115161157
2009-05-31,guru_buffett_quality_compounder,1.8028371677662123
2009-06-30,guru_buffett_quality_compounder,1.942655455070516
2009-07-31,guru_buffett_quality_compounder,1.745372797113181
2009-08-31,repo_alphaagent_decay_resistant_quality,1.5163663008327746
2009-09-30,guru_buffett_quality_compounder,1.4468767914546912
2009-10-31,repo_alphaagent_decay_resistant_quality,1.5852854208246814
2009-11-30,guru_buffett_quality_compounder,1.6410075555313985
2009-12-31,guru_buffett_quality_compounder,1.7776556753520911
2010-01-31,repo_alphaagent_decay_resistant_quality,1.7192093158932173
2010-02-28,code_ai_hedge_fund_buffett_munger,1.7404377894224377
2010-03-31,code_ai_hedge_fund_buffett_munger,1.6697226520764612
2010-04-30,code_ai_hedge_fund_buffett_munger,1.5197809177030035
2010-05-31,code_ai_hedge_fund_buffett_munger,1.5586732246557307
2010-06-30,code_ai_hedge_fund_buffett_munger,1.5542402108624735
2010-07-31,code_ai_hedge_fund_buffett_munger,1.413903809885846
2010-08-31,guru_buffett_quality_compounder,1.4069262330789165
2010-09-30,code_ai_hedge_fund_buffett_munger,1.4605062069486792
2010-10-31,paper_factorengine_program_knowledge,1.758816569150597
2010-11-30,paper_factorengine_program_knowledge,1.791835815345425
2010-12-31,paper_factorengine_program_knowledge,1.9002026669535628
2011-01-31,paper_factorengine_program_knowledge,1.6312579871795334
2011-02-28,paper_factorengine_program_knowledge,1.7231312707163207
2011-03-31,paper_factorengine_program_knowledge,1.7701067563920003
2011-04-30,paper_factorengine_program_knowledge,1.6486191121434404
2011-05-31,paper_factorengine_program_knowledge,1.5970131231220939
2011-06-30,paper_factorengine_program_knowledge,1.720189780726197
2011-07-31,paper_factorengine_program_knowledge,1.527179884497978
2011-08-31,paper_factorengine_program_knowledge,1.3522209235855145
2011-09-30,paper_factorengine_program_knowledge,1.3082809074749844
2011-10-31,paper_factorengine_program_knowledge,1.3985156651986868
2011-11-30,paper_factorengine_program_knowledge,1.460305310928839
2011-12-31,paper_factorengine_program_knowledge,1.4059338990212435
2012-01-31,paper_factorengine_program_knowledge,1.5099452565989229
2012-02-29,repo_deepfund_prudent_fund_manager,1.8919137392811896
2012-03-31,repo_deepfund_prudent_fund_manager,1.87924803934073
2012-04-30,repo_deepfund_prudent_fund_manager,1.8668431549324456
2012-05-31,repo_deepfund_prudent_fund_manager,1.639826209870389
2012-06-30,repo_deepfund_prudent_fund_manager,1.67078432741861
2012-07-31,repo_deepfund_prudent_fund_manager,1.6139317043531205
2012-08-31,marketsense_value_momentum_quality,1.6754180280390432
2012-09-30,repo_deepfund_prudent_fund_manager,1.6065880218202915
2012-10-31,repo_deepfund_prudent_fund_manager,1.4530269484738902
2012-11-30,repo_deepfund_prudent_fund_manager,1.3039093544071807
2012-12-31,repo_deepfund_prudent_fund_manager,1.16587737024378
2013-01-31,repo_fincon_cvar_risk_controlled_allocator,1.4281022425562477
2013-02-28,repo_fincon_cvar_risk_controlled_allocator,1.4327096344415047
2013-03-31,repo_fincon_cvar_risk_controlled_allocator,1.43797116059117
2013-04-30,repo_fincon_cvar_risk_controlled_allocator,1.5231726362538767
2013-05-31,repo_fincon_cvar_risk_controlled_allocator,1.9031273655978653
2013-06-30,repo_fincon_cvar_risk_controlled_allocator,2.105327584909937
2013-07-31,repo_fincon_cvar_risk_controlled_allocator,2.0868745878011485
2013-08-31,repo_deepfund_prudent_fund_manager,2.0323510734261534
2013-09-30,repo_deepfund_prudent_fund_manager,2.0372477022553976
2013-10-31,repo_deepfund_prudent_fund_manager,2.040035463205935
2013-11-30,repo_deepfund_prudent_fund_manager,2.1362337141011416
2013-12-31,repo_deepfund_prudent_fund_manager,2.0614274228149614
2014-01-31,repo_deepfund_prudent_fund_manager,1.7750575856559958
2014-02-28,repo_deepfund_prudent_fund_manager,1.8234689840026967
2014-03-31,repo_deepfund_prudent_fund_manager,1.8904687056872607
2014-04-30,repo_deepfund_prudent_fund_manager,1.8105748133878694
2014-05-31,repo_deepfund_prudent_fund_manager,1.9183705215839046
2014-06-30,repo_deepfund_prudent_fund_manager,1.987244629711848
2014-07-31,repo_deepfund_prudent_fund_manager,1.9059647370018353
2014-08-31,repo_deepfund_prudent_fund_manager,2.161222451217359
2014-09-30,repo_deepfund_prudent_fund_manager,2.2738460958283353
2014-10-31,repo_deepfund_prudent_fund_manager,2.265755246249725
2014-11-30,repo_deepfund_prudent_fund_manager,2.406241685581939
2014-12-31,repo_deepfund_prudent_fund_manager,2.221907786523464
2015-01-31,repo_deepfund_prudent_fund_manager,1.98170175674529
2015-02-28,repo_deepfund_prudent_fund_manager,1.9850215389773995
2015-03-31,repo_deepfund_prudent_fund_manager,1.7664788796494932
2015-04-30,repo_deepfund_prudent_fund_manager,1.7211283735830885
2015-05-31,repo_deepfund_prudent_fund_manager,1.9736671582373086
2015-06-30,repo_deepfund_prudent_fund_manager,1.7492277926025268
2015-07-31,repo_deepfund_prudent_fund_manager,1.8043679616896802
2015-08-31,repo_deepfund_prudent_fund_manager,1.3933214652078836
2015-09-30,repo_deepfund_prudent_fund_manager,1.3282200690389996
2015-10-31,repo_deepfund_prudent_fund_manager,1.6277529143164318
2015-11-30,repo_deepfund_prudent_fund_manager,1.6402718708058608
2015-12-31,repo_deepfund_prudent_fund_manager,1.698887303253463
2016-01-31,repo_deepfund_prudent_fund_manager,1.4532647039955746
2016-02-29,repo_deepfund_prudent_fund_manager,1.4133431215866357
2016-03-31,repo_deepfund_prudent_fund_manager,1.419749313173664
2016-04-30,repo_deepfund_prudent_fund_manager,1.2714625018373489
2016-05-31,repo_deepfund_prudent_fund_manager,1.2958813226308155
2016-06-30,repo_deepfund_prudent_fund_manager,1.4198519070245352
2016-07-31,repo_deepfund_prudent_fund_manager,1.3503560826338916
2016-08-31,repo_deepfund_prudent_fund_manager,1.431312137729549
2016-09-30,repo_deepfund_prudent_fund_manager,1.315532065635773
2016-10-31,repo_deepfund_prudent_fund_manager,1.0852868250576535
2016-11-30,repo_deepfund_prudent_fund_manager,1.0319781979553908
2016-12-31,repo_deepfund_prudent_fund_manager,1.04087113638582
2017-01-31,repo_deepfund_prudent_fund_manager,1.2290491972501054
2017-02-28,repo_deepfund_prudent_fund_manager,1.2365908583510143
2017-03-31,repo_deepfund_prudent_fund_manager,1.1924595376427038
2017-04-30,paper_finagent_multimodal_generalist,1.2493752162262444
2017-05-31,paper_finagent_multimodal_generalist,1.2614907268158564
2017-06-30,efs_short_reversal_low_noise,1.1634647227062742
2017-07-31,paper_finagent_multimodal_generalist,1.2838632654046125
2017-08-31,paper_finagent_multimodal_generalist,1.2231305367231302
2017-09-30,paper_finagent_multimodal_generalist,1.2385534999401286
2017-10-31,paper_finagent_multimodal_generalist,1.2849110400337238
2017-11-30,paper_finagent_multimodal_generalist,1.268848386651016
2017-12-31,paper_finagent_multimodal_generalist,1.3082027343896991
2018-01-31,paper_finagent_multimodal_generalist,1.5731569397325313
2018-02-28,paper_finagent_multimodal_generalist,1.305514983406973
2018-03-31,paper_finagent_multimodal_generalist,1.2216864540958239
2018-04-30,paper_finagent_multimodal_generalist,1.2648260931318518
2018-05-31,paper_finagent_multimodal_generalist,1.290527788948894
2018-06-30,paper_finagent_multimodal_generalist,1.4201364727123695
2018-07-31,paper_finagent_multimodal_generalist,1.3791701853742215
2018-08-31,paper_finagent_multimodal_generalist,1.8975454596180146
2018-09-30,paper_finagent_multimodal_generalist,1.9771858879954287
2018-10-31,repo_fincon_cvar_risk_controlled_allocator,1.5167527033079038
2018-11-30,repo_deepfund_prudent_fund_manager,1.5297780285009825
2018-12-31,efs_short_reversal_low_noise,1.1438984315470921
2019-01-31,repo_deepfund_prudent_fund_manager,1.392264205221257
2019-02-28,repo_deepfund_prudent_fund_manager,1.4534781629149462
2019-03-31,repo_deepfund_prudent_fund_manager,1.3822953749951443
2019-04-30,repo_deepfund_prudent_fund_manager,1.5077685993979835
2019-05-31,efs_short_reversal_low_noise,1.4162089543281744
2019-06-30,repo_deepfund_prudent_fund_manager,1.3464123993319912
2019-07-31,paper_finagent_multimodal_generalist,1.3084419902332023
2019-08-31,repo_deepfund_prudent_fund_manager,1.3402208987835416
2019-09-30,efs_short_reversal_low_noise,1.4578936337827963
2019-10-31,repo_deepfund_prudent_fund_manager,1.5158483653744517
2019-11-30,repo_deepfund_prudent_fund_manager,1.5550533596982694
2019-12-31,repo_deepfund_prudent_fund_manager,1.5793561684594415
2020-01-31,repo_deepfund_prudent_fund_manager,1.621760077869951
2020-02-29,repo_alphaagent_decay_resistant_quality,1.2475959416211475
2020-03-31,repo_alphaagent_decay_resistant_quality,1.3968931427352633
2020-04-30,repo_alphaagent_decay_resistant_quality,1.2837577613127755
2020-05-31,repo_alphaagent_decay_resistant_quality,1.1746374225315164
2020-06-30,repo_alphaagent_decay_resistant_quality,1.3365862196788374
2020-07-31,repo_alphaagent_decay_resistant_quality,1.3700776978362166
2020-08-31,repo_alphaagent_decay_resistant_quality,1.5269970279623157
2020-09-30,repo_alphaagent_decay_resistant_quality,1.2906297749098286
2020-10-31,repo_alphaagent_decay_resistant_quality,1.112626094440989
2020-11-30,quantagent_three_soldiers_trend,1.06148663864849
2020-12-31,repo_deepfund_prudent_fund_manager,1.0834646824949836
2021-01-31,quantagent_three_soldiers_trend,1.2104291055996916
2021-02-28,repo_deepfund_prudent_fund_manager,1.0493171308255909
2021-03-31,repo_deepfund_prudent_fund_manager,1.2082049856960493
2021-04-30,repo_deepfund_prudent_fund_manager,1.329602415672036
2021-05-31,repo_deepfund_prudent_fund_manager,1.3529705248507653
2021-06-30,repo_deepfund_prudent_fund_manager,1.312804306145505
2021-07-31,repo_deepfund_prudent_fund_manager,1.3388672341002437
2021-08-31,repo_deepfund_prudent_fund_manager,1.3121002401852166
2021-09-30,repo_deepfund_prudent_fund_manager,1.138066529776671
2021-10-31,repo_deepfund_prudent_fund_manager,1.3537010306719421
2021-11-30,alpha_jungle_price_volume_momentum,1.5546237907331568
2021-12-31,repo_deepfund_prudent_fund_manager,1.5898989387768516
2022-01-31,alpha_jungle_price_volume_momentum,1.537768161180466
2022-02-28,alpha_jungle_price_volume_momentum,1.5590934921250708
2022-03-31,alpha_jungle_price_volume_momentum,1.5407434367647
2022-04-30,alpha_jungle_price_volume_momentum,1.392479627482641
2022-05-31,repo_alphaagent_decay_resistant_quality,1.548653960063653
2022-06-30,repo_alphaagent_decay_resistant_quality,1.4500733737642082
2022-07-31,repo_alphaagent_decay_resistant_quality,1.2854239192261105
2022-08-31,repo_alphaagent_decay_resistant_quality,1.191958047403866
2022-09-30,repo_alphaagent_decay_resistant_quality,1.0974018584025775
2022-10-31,repo_alphaagent_decay_resistant_quality,1.112862717321354
2022-11-30,repo_alphaagent_decay_resistant_quality,1.1775262481449915
2022-12-31,repo_alphaagent_decay_resistant_quality,1.1062590613387535
2023-01-31,repo_alphaagent_decay_resistant_quality,1.1039016064961809
2023-02-28,repo_alphaagent_decay_resistant_quality,1.186544422962853
2023-03-31,repo_alphaagent_decay_resistant_quality,1.184151737006608
2023-04-30,repo_alphaagent_decay_resistant_quality,1.2906755956957443
2023-05-31,repo_alphaagent_decay_resistant_quality,1.3642278581038647
2023-06-30,repo_alphaagent_decay_resistant_quality,1.3100660425706807
2023-07-31,repo_alphaagent_decay_resistant_quality,1.3400727910439747
2023-08-31,repo_alphaagent_decay_resistant_quality,1.3211885121267903
2023-09-30,repo_alphaagent_decay_resistant_quality,1.5416641329581893
2023-10-31,repo_alphaagent_decay_resistant_quality,1.6706957051304694
2023-11-30,repo_alphaagent_decay_resistant_quality,1.7316636789315745
2023-12-31,repo_alphaagent_decay_resistant_quality,1.594799702259817
2024-01-31,repo_alphaagent_decay_resistant_quality,1.6766834685641643
2024-02-29,repo_alphaagent_decay_resistant_quality,1.7930695394212677
2024-03-31,repo_alphaagent_decay_resistant_quality,1.5949484623018806
2024-04-30,repo_alphaagent_decay_resistant_quality,1.6744623057606907
2024-05-31,repo_alphaagent_decay_resistant_quality,1.5616776809963089
2024-06-30,repo_alphaagent_decay_resistant_quality,1.5520420160213855
2024-07-31,repo_alphaagent_decay_resistant_quality,1.2922303465909633
2024-08-31,repo_alphaagent_decay_resistant_quality,1.3407023474095698
2024-09-30,repo_alphaagent_decay_resistant_quality,1.1759403815856782
2024-10-31,repo_alphaagent_decay_resistant_quality,1.1774819889919128
2024-11-30,repo_quantevolver_return_sharpe_proxy,0.6810005930644719
