claim_scope,window,ddof,min_periods_policy,min_periods,annual_risk_free_rate,finite_observations,minimum,maximum,mean,sample_sd_across_series,final,section_minimum_matches,section_maximum_matches,section_mean_matches,section_sd_matches,section_claim_cells_matching,longer_lower_1_1_matches_mean_or_final,longer_upper_1_4_matches_mean_or_final,longer_both_endpoints_match,paper_result_credit,interpretation
extended_validation_unspecified_longer_window,23,0,full_window_only,23,0.0,143,-5.191676664934019,7.799918370230705,1.7394192616992108,3.2640296374632873,1.6038010750960379,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,23,0,full_window_only,23,0.02,143,-5.3454806397750625,7.582312062677473,1.5878944576584415,3.240863235957982,1.416018366918367,False,False,False,False,0,False,True,False,False,numeric endpoint coincidence under one of many unreported longer-window protocols
extended_validation_unspecified_longer_window,23,1,expanding_start_min_2,2,0.0,164,-5.0775599457033325,10.343535369432843,2.138043338846419,3.33033700091115,1.568548394931116,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,23,1,expanding_start_min_2,2,0.02,164,-5.227983200567717,10.166708155580226,1.9854551140912995,3.307131856765024,1.384893283283142,False,False,False,False,0,False,True,False,False,numeric endpoint coincidence under one of many unreported longer-window protocols
extended_validation_unspecified_longer_window,23,1,full_window_only,23,0.0,143,-5.0775599457033325,7.628470656491158,1.7011855980251078,3.192283961116594,1.568548394931116,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,23,1,full_window_only,23,0.02,143,-5.227983200567717,7.415647489242022,1.552991416177357,3.169626773475477,1.384893283283142,False,False,False,False,0,False,True,False,False,numeric endpoint coincidence under one of many unreported longer-window protocols
extended_validation_unspecified_longer_window,24,0,expanding_start_min_2,2,0.0,164,-5.556038276265991,14.62796800233773,2.2392306232416903,3.4813742534578833,2.288759514290807,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,0,expanding_start_min_2,2,0.02,164,-5.712625025294893,14.377896558310711,2.0822859486116707,3.4548301380881226,2.101103162643458,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,0,full_window_only,24,0.0,142,-5.556038276265991,7.6623517104801895,1.7309202901591454,3.2306845669186535,2.288759514290807,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,0,full_window_only,24,0.02,142,-5.712625025294893,7.4408466448595725,1.5802044892380442,3.207074687233081,2.101103162643458,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,1,expanding_start_min_2,2,0.0,164,-5.439055947989556,10.343535369432843,2.1436595548274773,3.2988485480010348,2.2405697064577113,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,1,expanding_start_min_2,2,0.02,164,-5.59234576464186,10.166708155580226,1.9914327174074151,3.2751968573037895,2.05686445734782,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,1,full_window_only,24,0.0,142,-5.439055947989556,7.50102097469424,1.6944757814039206,3.1626625368726535,2.2405697064577113,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,24,1,full_window_only,24,0.02,142,-5.59234576464186,7.28417969593269,1.5469333001079044,3.1395497629589664,2.05686445734782,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,0,expanding_start_min_2,2,0.0,164,-5.603820326797353,14.62796800233773,2.239132540804488,3.446613607809883,1.7668441208954002,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,0,expanding_start_min_2,2,0.02,164,-5.763603230761011,14.377896558310711,2.082678664619205,3.419689472225843,1.577964801337477,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,0,full_window_only,25,0.0,141,-5.603820326797353,7.745252940527998,1.719252046631596,3.1956655899735997,1.7668441208954002,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,0,full_window_only,25,0.02,141,-5.763603230761011,7.504809904268393,1.5693747806799896,3.1717166645237302,1.577964801337477,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,1,expanding_start_min_2,2,0.0,164,-5.490600164355998,10.343535369432843,2.144821265055393,3.2657401674158324,1.7311466204920176,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,1,expanding_start_min_2,2,0.02,164,-5.647154798088433,10.166708155580226,1.99296524885107,3.241726345604683,1.5460834381396182,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,1,full_window_only,25,0.0,141,-5.490600164355998,7.588767053233832,1.6845161013932322,3.1311000336021944,1.7311466204920176,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,25,1,full_window_only,25,0.02,141,-5.647154798088433,7.353181952817214,1.5376669711432935,3.1076349747061407,1.5460834381396182,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,0,expanding_start_min_2,2,0.0,164,-4.927158396203421,14.62796800233773,2.239159883966356,3.3993010363447485,2.074763969049307,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,0,expanding_start_min_2,2,0.02,164,-5.08652383986712,14.377896558310711,2.083229327923929,3.37191582139212,1.8828943599816224,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,0,full_window_only,26,0.0,140,-4.927158396203421,7.251546348107022,1.712638050627588,3.146376774390537,2.074763969049307,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,0,full_window_only,26,0.02,140,-5.08652383986712,7.026164849546015,1.5636448140668777,3.1219514985828813,1.8828943599816224,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,1,expanding_start_min_2,2,0.0,164,-4.831476309385341,10.343535369432843,2.145995408404156,3.219631939122792,2.0344734546695444,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,1,expanding_start_min_2,2,0.02,164,-4.9877469838148745,10.166708155580226,1.994552323652842,3.1951798753004743,1.8463298237654018,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,1,full_window_only,26,0.0,140,-4.831476309385341,7.110726217830807,1.6793797768983807,3.085276263410091,2.0344734546695444,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,26,1,full_window_only,26,0.02,140,-4.9877469838148745,6.889721475683625,1.5332798883183023,3.0613253099546824,1.8463298237654018,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,0,expanding_start_min_2,2,0.0,164,-5.021003908841104,14.62796800233773,2.237168803680487,3.3470675388824036,1.7268470075562896,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,0,expanding_start_min_2,2,0.02,164,-5.095384695383981,14.377896558310711,2.081809682547322,3.3191538139297783,1.5327252920202759,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,0,full_window_only,27,0.0,139,-5.021003908841104,7.071237275066498,1.701619224181704,3.0890235514783324,1.7268470075562896,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,0,full_window_only,27,0.02,139,-5.095384695383981,6.851320716329012,1.5536028864275397,3.0640765508345265,1.5327252920202759,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,1,expanding_start_min_2,2,0.0,164,-4.927145092420223,10.343535369432843,2.1450901754759304,3.168202603855324,1.6945666470523317,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,1,expanding_start_min_2,2,0.02,164,-5.000135461286453,10.166708155580226,1.9941163390254428,3.1432471383149116,1.504073694766177,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,1,full_window_only,27,0.0,139,-4.927145092420223,6.93905296027234,1.669810452613236,3.0312797019012665,1.6945666470523317,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,27,1,full_window_only,27,0.02,139,-5.000135461286453,6.723247353903982,1.5245610193516368,3.006799041454798,1.504073694766177,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,0,expanding_start_min_2,2,0.0,164,-5.08021613930015,14.62796800233773,2.2374270780938184,3.29120713426214,2.4170910987954652,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,0,expanding_start_min_2,2,0.02,164,-5.244924466155272,14.377896558310711,2.0826598499126465,3.2626914704677112,2.2247609712904937,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,0,full_window_only,28,0.0,138,-5.08021613930015,6.973602410351263,1.6932745606476705,3.026612349894597,2.4170910987954652,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,0,full_window_only,28,0.02,138,-5.244924466155272,6.750181630165028,1.5462995367576777,3.001059007211346,2.2247609712904937,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,1,expanding_start_min_2,2,0.0,164,-4.988673215374127,10.343535369432843,2.1463035903903407,3.1128283803053503,2.3735363403930436,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,1,expanding_start_min_2,2,0.02,164,-5.1504135815319385,10.166708155580226,1.9958272579168317,3.0872953559686467,2.1846719044547496,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,1,full_window_only,28,0.0,138,-4.988673215374127,6.8479416239916775,1.6627626099666521,2.972074327002891,2.3735363403930436,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,28,1,full_window_only,28,0.02,138,-5.1504135815319385,6.628546773199639,1.5184360016286875,2.9469814426232177,2.1846719044547496,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,0,expanding_start_min_2,2,0.0,164,-5.587100734142582,14.62796800233773,2.2362260531534424,3.245822150539361,3.102738297182318,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,0,expanding_start_min_2,2,0.02,164,-5.752519800426392,14.377896558310711,2.0820223541113574,3.2166910063669847,2.9126191857775217,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,0,full_window_only,29,0.0,137,-5.587100734142582,6.659452331341606,1.6884552222981624,2.9780830753945473,3.102738297182318,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,0,full_window_only,29,0.02,137,-5.752519800426392,6.419943617494821,1.5424890894063445,2.9518182229229923,2.9126191857775217,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,1,expanding_start_min_2,2,0.0,164,-5.4899263520491415,10.343535369432843,2.146008383425448,3.06785584362088,3.0487735145207404,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,1,expanding_start_min_2,2,0.02,164,-5.652468345533033,10.166708155580226,1.9960089889860417,3.0417253249988856,2.861961074689273,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,1,full_window_only,29,0.0,137,-5.4899263520491415,6.543626933488248,1.6590885434558402,2.926286375022577,3.0487735145207404,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,29,1,full_window_only,29,0.02,137,-5.652468345533033,6.308283906351178,1.515661145669272,2.9004783374414536,2.861961074689273,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,0,expanding_start_min_2,2,0.0,164,-4.605169931124171,14.62796800233773,2.233182432381045,3.1972959156556944,2.5912169182302978,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,0,expanding_start_min_2,2,0.02,164,-4.766421536229562,14.377896558310711,2.079507980781786,3.167626725072884,2.400831623066556,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,0,full_window_only,30,0.0,136,-4.605169931124171,6.6829012360049305,1.675911077129868,2.9227007844295616,2.5912169182302978,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,0,full_window_only,30,0.02,136,-4.766421536229562,6.556737354178824,1.5309034437457503,2.8958789724168805,2.400831623066556,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,1,expanding_start_min_2,2,0.0,164,-4.527766604487528,10.343535369432843,2.1438303193448456,3.019415896677688,2.5476639522142936,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,1,expanding_start_min_2,2,0.02,164,-4.686307905554778,10.166708155580226,1.994280655664601,2.992767537706373,2.360478637813211,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,1,full_window_only,30,0.0,136,-4.527766604487528,6.570575568334154,1.6477424982376263,2.873576264192119,2.5476639522142936,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,30,1,full_window_only,30,0.02,136,-4.686307905554778,6.446532238909107,1.505172141518541,2.847205271043292,2.360478637813211,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,0,expanding_start_min_2,2,0.0,164,-4.87719074958466,14.62796800233773,2.2342050713867474,3.1630212290810618,2.62829486224936,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,0,expanding_start_min_2,2,0.02,164,-5.040685327148002,14.377896558310711,2.0810247292629254,3.1329105070308234,2.434762870348202,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,0,full_window_only,31,0.0,135,-4.87719074958466,6.351440754330103,1.6685866544146184,2.886539743315235,2.62829486224936,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,0,full_window_only,31,0.02,135,-5.040685327148002,6.224313205029572,1.5245320340712698,2.8592747715694427,2.434762870348202,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,1,expanding_start_min_2,2,0.0,164,-4.797881549436185,10.343535369432843,2.145586643194515,2.985439557011581,2.585555512082034,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,1,expanding_start_min_2,2,0.02,164,-4.958717501401119,10.166708155580226,1.9964579586566389,2.9583626515167425,2.395170591572769,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,1,full_window_only,31,0.0,135,-4.797881549436185,6.2481584117112,1.6414533558141255,2.8396010095249666,2.585555512082034,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,31,1,full_window_only,31,0.02,135,-4.958717501401119,6.123098114804422,1.4997412431363004,2.8127794002007516,2.395170591572769,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,0,expanding_start_min_2,2,0.0,164,-5.009946005848759,14.62796800233773,2.2346704860899576,3.1295100903412627,3.157660069748706,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,0,expanding_start_min_2,2,0.02,164,-5.176025007232559,14.377896558310711,2.082014242066095,3.098965888210472,2.9645199353286227,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,0,full_window_only,32,0.0,134,-5.009946005848759,6.172973561072225,1.656468175372956,2.8486999827311443,3.157660069748706,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,0,full_window_only,32,0.02,134,-5.176025007232559,6.044326886212849,1.5134156731003192,2.8210611356542756,2.9645199353286227,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,1,expanding_start_min_2,2,0.0,164,-4.931044287303394,10.343535369432843,2.146737771068968,2.9520813571545808,3.107930031581749,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,1,expanding_start_min_2,2,0.02,164,-5.094507707878901,10.166708155580226,1.9980647903989288,2.9245840594865,2.9178316641803197,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,1,full_window_only,32,0.0,134,-4.931044287303394,6.075755303243678,1.6303804319920792,2.8038357618402925,3.107930031581749,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,32,1,full_window_only,32,0.02,134,-5.094507707878901,5.949134686892657,1.4895808658305998,2.7766321994013086,2.9178316641803197,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,0,expanding_start_min_2,2,0.0,164,-5.0213747773067166,14.62796800233773,2.2311026674004237,3.099672398671244,3.3175547895899804,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,0,expanding_start_min_2,2,0.02,164,-5.189983706545423,14.377896558310711,2.078951388988107,3.0687966211471167,3.1215807212419233,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,0,full_window_only,33,0.0,133,-5.0213747773067166,6.460473246211985,1.6381238607269175,2.8134581420641456,3.3175547895899804,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,0,full_window_only,33,0.02,133,-5.189983706545423,6.3301955840446835,1.496087364785144,2.785618758637601,3.1215807212419233,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,1,expanding_start_min_2,2,0.0,164,-4.94470806483759,10.343535369432843,2.143865065220604,2.922283907033152,3.2669021236500573,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,1,expanding_start_min_2,2,0.02,164,-5.110742660776959,10.166708155580226,1.9956336984568812,2.8944700375204144,3.0739202015200737,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,1,full_window_only,33,0.0,133,-4.94470806483759,6.361834274466584,1.6131128674055766,2.770502060116952,3.2669021236500573,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,33,1,full_window_only,33,0.02,133,-5.110742660776959,6.2335457010467845,1.4732449949339539,2.7430877304056023,3.0739202015200737,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,0,expanding_start_min_2,2,0.0,164,-5.053019179443678,14.62796800233773,2.22689395845305,3.064237470338336,2.475884530797277,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,0,expanding_start_min_2,2,0.02,164,-5.2241427657466595,14.377896558310711,2.0752625559497946,3.0330007634214726,2.284660265550904,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,0,full_window_only,34,0.0,132,-5.053019179443678,6.242009654339345,1.6223104383370457,2.771789988409932,2.475884530797277,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,0,full_window_only,34,0.02,132,-5.2241427657466595,6.110460741414895,1.4813248355861386,2.7436771499674997,2.284660265550904,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,1,expanding_start_min_2,2,0.0,164,-4.9781554974125735,10.343535369432843,2.1403113919237526,2.8865826664076595,2.4392027321187006,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,1,expanding_start_min_2,2,0.02,164,-5.1467437793167266,10.166708155580226,1.9925406225785187,2.8584248737698132,2.250811575570643,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,1,full_window_only,34,0.0,132,-4.9781554974125735,6.14953032477365,1.598274880881517,2.7307241628153087,2.4392027321187006,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,34,1,full_window_only,34,0.02,132,-5.1467437793167266,6.0199303923772725,1.4593780691999663,2.703027833893899,2.250811575570643,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,35,0,expanding_start_min_2,2,0.0,164,-4.6822117960849186,14.62796800233773,2.228119825607649,3.0281397131880765,2.822728882236397,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
extended_validation_unspecified_longer_window,35,0,expanding_start_min_2,2,0.02,164,-4.764314072235296,14.377896558310711,2.0769759433330632,2.9963818473871777,2.63013584367217,False,False,False,False,0,False,False,False,False,no longer-window endpoint coincidence
