date,net_liquidation,daily_return,rolling_sharpe_20d_sample_sd,rolling_sharpe_20d_population_sd
2025-07-08,1087727.6780837248,0.00039531539112047653,4.9069378374293935,5.034411996230098
2025-07-09,1090809.955728836,0.002833685036443212,5.586556183959129,5.731685707449512
2025-07-10,1096023.3773787688,0.0047794041689410705,5.923551345343874,6.077435447787707
2025-07-11,1089931.7141249846,-0.005557968360449528,5.25260972335289,5.389063868112055
2025-07-14,1096225.5522673796,0.005774525193486868,5.571767219891569,5.716512550466433
2025-07-15,1085922.3089888762,-0.009398835173284104,5.619299805730245,5.765279954555544
2025-07-16,1088979.4232238005,0.0028152237131686686,4.963819892095212,5.0927717529393535
2025-07-17,1097809.5857947539,0.008108658788806844,7.129734479386814,7.314953231965988
2025-07-18,1098915.182721443,0.0010070935260495517,7.2171333300788305,7.404622560773119
2025-07-21,1093248.998588867,-0.005156161477852916,5.689996142850069,5.837812866012198
2025-07-22,1103781.6487115095,0.009634264596846354,5.7603447730660635,5.90998903771265
2025-07-23,1113567.0869944762,0.00886537504441165,6.032153980511026,6.188859400448606
2025-07-24,1109946.679945297,-0.0032511800065414542,6.852453223131572,7.030468665609133
2025-07-25,1114112.4763882826,0.003753150055091803,6.38505709991648,6.5509303613419245
2025-07-28,1108908.1329777907,-0.004671290844317055,4.911471756437922,5.0390636989829565
2025-07-29,1117381.6326173018,0.007641299930551515,5.131076162497624,5.264373065622729
2025-07-30,1113698.5032704542,-0.00329621432761551,3.569811292875325,3.662549107519199
2025-07-31,1108685.6312154005,-0.004501103342002377,2.294696357232877,2.354308787129593
2025-08-01,1098602.4566395949,-0.009094710251409954,0.3507879591886563,0.3599008522996919
2025-08-04,1111468.2534459303,0.011711057743025055,2.7613602351809945,2.8330958236044705
2025-08-05,1105942.7361767958,-0.0049713676049707445,2.0541851874798525,2.107549533528312
2025-08-06,1101063.437177963,-0.004411891175939431,1.1650645740771406,1.1953310317844568
2025-08-07,1104571.9876397322,0.0031865107343511667,0.9818700490460479,1.0073774148820336
2025-08-08,1106108.6280081938,0.0013911636232466495,1.857166542058305,1.9054126683686639
2025-08-11,1101933.4341948698,-0.0037746688775427417,0.6894621792481441,0.70737327049005
2025-08-12,1113575.8848612974,0.010565475468065966,3.1691759243072912,3.2515058922887397
2025-08-13,1127637.3018525313,0.012627264277535355,4.078939245874298,4.184903365737573
2025-08-14,1120520.7772229384,-0.006311004981745083,2.396230351949229,2.458480467709299
2025-08-15,1116515.6403697203,-0.0035743530460401463,1.851589333821928,1.8996905734530698
2025-08-18,1114659.839914627,-0.0016621356548832678,2.284139436307118,2.3434776147950904
2025-08-19,1119217.5768655012,0.0040889038858917814,1.7104156190861741,1.7548493982507414
2025-08-20,1120666.2559693526,0.0012943677206254112,0.8408415699675975,0.8626852483200496
2025-08-21,1116954.7635882567,-0.0033118623509240663,0.833032644969509,0.8546734603189541
2025-08-22,1136547.6141064833,0.017541310675182498,2.1912326577486656,2.2481572712321487
2025-08-25,1128987.2687600325,-0.006652026938963274,1.9547200430151326,2.0055004485204875
2025-08-26,1132712.176566429,0.0032993355279262726,1.5246579459492733,1.5642660468785712
2025-08-27,1134426.2751467894,0.0015132693157375865,2.0596925029717275,2.1131999200010796
2025-08-28,1135879.1468175123,0.0012807105252696793,2.730425181099164,2.801357127795929
2025-08-29,1134348.194404907,-0.001347812764143641,3.7898775588598927,3.8883323324435795
