formation_month,label_cutoff,training_start,training_end,policy_training_months,training_rows,ridge_coefficient_norm,mean_group_relative_advantage,mean_best_second_reward_margin,finite_scores,label_threshold_q03,label_threshold_q15,label_threshold_q53,label_threshold_q85,action_count__strong_sell,action_count__sell,action_count__hold,action_count__buy,action_count__strong_buy
2020-02-29,2019-08-31,2014-09-30,2019-08-31,60,46672,1.7114499124592484,0.536272588463358,0.22261249727975882,1000,-1.5337726662386906,-0.7469999699212502,0.3363812176582996,1.2771381937918438,0,0,0,1000,0
2020-03-31,2019-09-30,2014-10-31,2019-09-30,60,46658,1.7084834275397123,0.53607699283334,0.22873099441648145,1000,-1.5318469100528564,-0.7502987937040273,0.32269490242699433,1.252701557514889,0,0,0,1000,0
2020-04-30,2019-10-31,2014-11-30,2019-10-31,60,46620,1.7064840850906529,0.5359192171893329,0.22029163934580892,1000,-1.529382026158966,-0.7464489633337204,0.3187073405265816,1.2482874869696254,0,0,0,1000,0
2020-05-31,2019-11-30,2014-12-31,2019-11-30,60,46581,1.704606642525859,0.5358588291504763,0.2256923607422029,1000,-1.5326712541367453,-0.7617002384600244,0.30304121101675746,1.2414329187134223,0,0,0,1000,0
2020-06-30,2019-12-31,2015-01-31,2019-12-31,60,46540,1.7036416054669565,0.5358610164238399,0.22505414573901517,1000,-1.5911690313087545,-0.791038234370438,0.28919072715884847,1.2345741109943396,0,0,0,1000,0
2020-07-31,2020-01-31,2015-02-28,2020-01-31,60,46502,1.70304621927992,0.5360506847413543,0.2317067407649706,1000,-1.6449522711352262,-0.827705005362645,0.2652703412778473,1.2176225554556124,0,0,0,1000,0
2020-08-31,2020-02-29,2015-03-31,2020-02-29,60,46473,1.7045425997444572,0.5360389570640632,0.22726655160827738,1000,-1.6758460364329606,-0.8466840096369457,0.2631946848589466,1.219853735894108,0,0,0,1000,0
2020-09-30,2020-03-31,2015-04-30,2020-03-31,60,46448,1.704777586895124,0.5359435605957477,0.23025185097638248,1000,-1.6747277592154273,-0.8353438302916385,0.28756214364388477,1.2538451634496637,0,0,0,1000,0
2020-10-31,2020-04-30,2015-05-31,2020-04-30,60,46422,1.7031027855255483,0.5360089147524687,0.2277658064137377,1000,-1.6679381355467453,-0.8261969333366063,0.29790726055085676,1.2620092421697122,0,0,0,1000,0
2020-11-30,2020-05-31,2015-06-30,2020-05-31,60,46395,1.701613009097462,0.5358467081595399,0.22752543818611082,1000,-1.6561556286453936,-0.8039769160697263,0.3194840325598383,1.270379488971261,0,0,0,1000,0
2020-12-31,2020-06-30,2015-07-31,2020-06-30,60,46370,1.7031636867975979,0.5357084902906077,0.22504304052005808,1000,-1.6319698849116187,-0.7770078798374277,0.33598001155788787,1.2783062933832987,0,0,0,1000,0
2021-01-31,2020-07-31,2015-08-31,2020-07-31,60,46342,1.7009678330107807,0.5354771418212365,0.23257827071366435,1000,-1.6115046975058913,-0.7501449050557916,0.3508435944655982,1.2820906466383297,0,0,0,1000,0
2021-02-28,2020-08-31,2015-09-30,2020-08-31,60,46307,1.6991197564567033,0.535285647967364,0.2333339421114795,1000,-1.6019560659585668,-0.7396328649912127,0.3586910961700254,1.280947584014744,0,0,0,1000,0
2021-03-31,2020-09-30,2015-10-31,2020-09-30,60,46274,1.6996594449447138,0.5352394399620948,0.23480231109104827,1000,-1.5969292637357582,-0.7353585248741521,0.36188937798286913,1.2816942638175992,0,0,0,1000,0
2021-04-30,2020-10-31,2015-11-30,2020-10-31,60,46245,1.7012585777089737,0.5348740691076009,0.23290345765452894,1000,-1.582242839865837,-0.713181728047475,0.38919190458226005,1.30929360563542,0,0,0,1000,0
2021-05-31,2020-11-30,2015-12-31,2020-11-30,60,46215,1.7017071787035551,0.5349295892165177,0.23235266670610727,1000,-1.5650958951424192,-0.686484542257834,0.4066341564187857,1.3149563653058098,0,0,0,1000,0
2021-06-30,2020-12-31,2016-01-31,2020-12-31,60,46189,1.7019989198344403,0.5348916169929526,0.23259526122540577,1000,-1.550282424926555,-0.6710912474892641,0.4119490698719081,1.310061544707656,0,0,0,1000,0
2021-07-31,2021-01-31,2016-02-29,2021-01-31,60,46163,1.7029697172460252,0.5346143447647645,0.22916358890533378,1000,-1.549946240785951,-0.6703632480648256,0.41295848303509025,1.3032741860562047,0,0,1,999,0
2021-08-31,2021-02-28,2016-03-31,2021-02-28,60,46136,1.7015101450944865,0.5342902279569487,0.22829446583864454,1000,-1.550171692439971,-0.6717281423485753,0.4050250882649965,1.290418773799013,0,0,2,998,0
2021-09-30,2021-03-31,2016-04-30,2021-03-31,60,46107,1.7028600570766907,0.534116873790765,0.225362891304763,1000,-1.5476519503688193,-0.665915218284525,0.40303780732278494,1.2897388965888803,0,0,7,993,0
2021-10-31,2021-04-30,2016-05-31,2021-04-30,60,46079,1.702411518899271,0.5339282415725095,0.22670825200861025,1000,-1.5472007358606183,-0.663733299475005,0.39606017781541725,1.2854572429796502,0,0,4,996,0
2021-11-30,2021-05-31,2016-06-30,2021-05-31,60,46042,1.7028744826422704,0.533924058440283,0.2270967052240983,1000,-1.5470535295117243,-0.6640765856612313,0.3901780264171119,1.2870448213771342,0,0,6,994,0
2021-12-31,2021-06-30,2016-07-31,2021-06-30,60,46006,1.701463997244579,0.534117306664358,0.23037512246815964,1000,-1.546636218991788,-0.66379649728862,0.3784205164905998,1.2782538275982565,0,0,1,999,0
2022-01-31,2021-07-31,2016-08-31,2021-07-31,60,45968,1.7019173207918599,0.5341976929335256,0.2280810276966381,1000,-1.5437485399105537,-0.6541441544443201,0.37956530896814267,1.2750181747665215,0,0,0,1000,0
2022-02-28,2021-08-31,2016-09-30,2021-08-31,60,45940,1.7029988788688442,0.5343336322310557,0.23033611214834174,1000,-1.5433475455489782,-0.6615369709440269,0.36847839439540486,1.266692432319504,0,0,1,999,0
2022-03-31,2021-09-30,2016-10-31,2021-09-30,60,45912,1.7038917184211757,0.5343938865597506,0.2281022361641169,1000,-1.5423122663786537,-0.6543881270104968,0.37262051523788403,1.2677734740219346,0,0,0,1000,0
2022-04-30,2021-10-31,2016-11-30,2021-10-31,60,45894,1.704632412146232,0.5344557355229747,0.2292563139593557,1000,-1.5437738734783473,-0.6688715136039832,0.35340378928295396,1.2469579543144471,0,0,1,999,0
2022-05-31,2021-11-30,2016-12-31,2021-11-30,60,45880,1.7068313171338199,0.5348110756637349,0.2315634551064856,1000,-1.543605088649038,-0.6764196902313734,0.3453309209883695,1.2456265294030577,0,0,1,999,0
2022-06-30,2021-12-31,2017-01-31,2021-12-31,60,45868,1.7024391379438304,0.5347676310693561,0.23164254300062698,1000,-1.562329565035104,-0.7024334446161551,0.3319338684560178,1.2369038828994043,0,0,0,1000,0
2022-07-31,2022-01-31,2017-02-28,2022-01-31,60,45848,1.703236033310888,0.5353805826299103,0.23337949951655781,1000,-1.5656221360951317,-0.7178531199719372,0.3191372953330523,1.2301987565479031,0,0,0,1000,0
2022-08-31,2022-02-28,2017-03-31,2022-02-28,60,45827,1.7018470771517198,0.5355000806495539,0.23308786244216714,1000,-1.565796633575306,-0.7268841479005795,0.31371424740890125,1.2274152209322402,0,0,0,1000,0
2022-09-30,2022-03-31,2017-04-30,2022-03-31,60,45810,1.7028047403390072,0.5356652368965056,0.23320638957155432,1000,-1.5870748687230207,-0.7635457437225533,0.2957399847222199,1.219248533888137,0,0,0,1000,0
2022-10-31,2022-04-30,2017-05-31,2022-04-30,60,45786,1.704512340826155,0.5355067901102594,0.23026212606919363,1000,-1.5871789139618566,-0.7662717921336478,0.2889273994583645,1.213346053295677,0,0,0,1000,0
2022-11-30,2022-05-31,2017-06-30,2022-05-31,60,45758,1.7047422605275357,0.5356446304504233,0.23077336588257275,1000,-1.5885605581888382,-0.7779966584524601,0.275914508530869,1.206628425596089,0,0,0,1000,0
2022-12-31,2022-06-30,2017-07-31,2022-06-30,60,45719,1.703172350929586,0.535620960985791,0.2327691206753852,1000,-1.5884732730640794,-0.7798700824766036,0.2711823457089275,1.2020597770876384,0,0,0,1000,0
2023-01-31,2022-07-31,2017-08-31,2022-07-31,60,45681,1.7026366362110057,0.5356760164348671,0.23229455873040206,1000,-1.5910807301273397,-0.7898850600375232,0.25811938608477464,1.1911515675204725,0,0,0,1000,0
2023-02-28,2022-08-31,2017-09-30,2022-08-31,60,45651,1.7036401768955607,0.5354246618146887,0.2287840467743662,1000,-1.5942925804009418,-0.7981313702818684,0.24307632732131965,1.1676188527428644,0,0,0,1000,0
2023-03-31,2022-09-30,2017-10-31,2022-09-30,60,45622,1.7053273607996022,0.535259780784372,0.22738157635256684,1000,-1.5925863131761193,-0.797068335988564,0.24751992227088698,1.1779989911327018,0,0,1,999,0
2023-04-30,2022-10-31,2017-11-30,2022-10-31,60,45595,1.7059230588737166,0.5350482055590817,0.22588028820565467,1000,-1.5954623055368053,-0.7981103710358379,0.24446902952346516,1.1712119765559297,0,0,10,990,0
2023-05-31,2022-11-30,2017-12-31,2022-11-30,60,45573,1.7050359439667178,0.5348125897752598,0.226484819026246,1000,-1.592123090337873,-0.8025962148362585,0.2335005352464314,1.1648647541106592,0,0,6,994,0
2023-06-30,2022-12-31,2018-01-31,2022-12-31,60,45551,1.701528364481866,0.5345025401906264,0.22333791760923108,1000,-1.5893205431256368,-0.8012880679778582,0.2367729857779259,1.168121313160152,0,0,1,999,0
2023-07-31,2023-01-31,2018-02-28,2023-01-31,60,45536,1.7015739732279314,0.5344278255343817,0.22351787320444552,1000,-1.5847843138238822,-0.792300341936142,0.2371518197156869,1.1678594382536087,0,0,3,997,0
2023-08-31,2023-02-28,2018-03-31,2023-02-28,60,45529,1.701186213603925,0.5342057370881366,0.22286890380168684,1000,-1.5954204893877215,-0.7980709132625156,0.22932853612792045,1.1585139962329531,0,0,2,998,0
2023-09-30,2023-03-31,2018-04-30,2023-03-31,60,45522,1.7036354644159823,0.5339174859311207,0.22080605525644195,1000,-1.5942878427206495,-0.7977204445105389,0.2265019852373447,1.1489128501360095,0,0,4,996,0
2023-10-31,2023-04-30,2018-05-31,2023-04-30,60,45517,1.7030842509068305,0.533902193772583,0.22024250837980447,1000,-1.5999566450747362,-0.802213151830656,0.22094936899047665,1.139553817908591,0,0,3,997,0
2023-11-30,2023-05-31,2018-06-30,2023-05-31,60,45508,1.7043235971358797,0.5337858187193901,0.22208268610817206,1000,-1.5996390890367278,-0.798198162818821,0.22640465151991734,1.1416619142721984,0,0,7,993,0
2023-12-31,2023-06-30,2018-07-31,2023-06-30,60,45499,1.7070171463261112,0.5339371247520517,0.2243440792670757,1000,-1.599059340502435,-0.7995138067286128,0.2203098922726821,1.1313662486127136,0,0,7,993,0
2024-01-31,2023-07-31,2018-08-31,2023-07-31,60,45496,1.7096469726463601,0.5342869623002586,0.21601441737934368,1000,-1.6076630650891601,-0.8059894031465745,0.21298208885692646,1.1266601893754202,0,0,16,984,0
2024-02-29,2023-08-31,2018-09-30,2023-08-31,60,45499,1.7081818386607643,0.5342084872691503,0.21687331235054688,1000,-1.603103221607254,-0.7960552249365462,0.2143787380441664,1.1268190995504366,0,0,7,993,0
2024-03-31,2023-09-30,2018-10-31,2023-09-30,60,45503,1.7115090975428673,0.5343848788588723,0.21996590643371358,1000,-1.5361202687733775,-0.7555719350183865,0.23432639133473954,1.1371966650945857,0,0,8,992,0
2024-04-30,2023-10-31,2018-11-30,2023-10-31,60,45514,1.7085192570998469,0.5346569377201306,0.22112291594408018,1000,-1.5335461235620567,-0.7502220911204598,0.24355323757146047,1.1582419065009872,0,0,6,994,0
2024-05-31,2023-11-30,2018-12-31,2023-11-30,60,45534,1.708566871694457,0.5348208683099469,0.22202434148641864,1000,-1.5224586115531826,-0.7351309822863178,0.2648020350999298,1.1759322564748076,0,0,3,997,0
2024-06-30,2023-12-31,2019-01-31,2023-12-31,60,45551,1.709156215118199,0.5347172890217041,0.22468503203219317,1000,-1.5244640089524237,-0.7410080356645732,0.24782011655418557,1.1400602202752568,0,0,5,995,0
2024-07-31,2024-01-31,2019-02-28,2024-01-31,60,45571,1.7063444981593587,0.5345623250806538,0.2250088957922831,1000,-1.5245443284524383,-0.7435957600153142,0.23957346761488568,1.1311652311992857,0,0,4,996,0
2024-08-31,2024-02-29,2019-03-31,2024-02-29,60,45596,1.705735655450024,0.5346026672816954,0.2238589450361413,1000,-1.5202592150188272,-0.735076219779786,0.24601786605959505,1.1347232950424342,0,0,2,998,0
2024-09-30,2024-03-31,2019-04-30,2024-03-31,60,45623,1.7036393028851893,0.5345545867232074,0.22181320279773908,1000,-1.5313220744813592,-0.7485157915215411,0.2325729101817411,1.12297694250661,0,0,3,997,0
2024-10-31,2024-04-30,2019-05-31,2024-04-30,60,45642,1.70610926686351,0.5349266176439367,0.22284262336746546,1000,-1.5244770397508014,-0.7373435021659688,0.24321594604494848,1.1341437206971134,0,0,5,995,0
2024-11-30,2024-05-31,2019-06-30,2024-05-31,60,45659,1.7119255446284685,0.5351980383522006,0.22528168877855426,1000,-1.5265460924717804,-0.7418836009932182,0.23726313114608288,1.1230020182090412,0,0,4,996,0
