formation_month,ml_training_start,ml_training_end,ml_training_months,ml_training_rows,ridge_coefficient_norm,fusion_start,fusion_end,fusion_history_months,agent_count,modality_count,llm_mean_rankic,ml_mean_rankic,llm_directional_win_rate,ml_directional_win_rate,llm_alpha,modality_disagreement_rate,finite_scores
2021-07-31,2016-07-31,2021-06-30,60,59743,0.007040979652515104,2019-07-31,2021-06-30,24,4,4,-0.011024102085010519,-0.02770037313145754,0.4583333333333333,0.375,0.5622001403966876,0.806,762
2021-08-31,2016-08-31,2021-07-31,60,59743,0.0069826859340299564,2019-08-31,2021-07-31,24,4,4,-0.01084506484717917,-0.04022804147407995,0.4583333333333333,0.3333333333333333,0.6032031893278103,0.802,760
2021-09-30,2016-09-30,2021-08-31,60,59746,0.006249468351397533,2019-09-30,2021-08-31,24,4,4,-0.009349540589250907,-0.0417566753056037,0.4583333333333333,0.3333333333333333,0.61041841574451,0.815,760
2021-10-31,2016-10-31,2021-09-30,60,59757,0.006613949035135873,2019-10-31,2021-09-30,24,4,4,0.002583654652650038,-0.03368257227833976,0.5,0.375,0.6195555683146227,0.816,763
2021-11-30,2016-11-30,2021-10-31,60,59756,0.006208921696710198,2019-11-30,2021-10-31,24,4,4,0.01652564151989613,-0.02373235240193189,0.5416666666666666,0.4166666666666667,0.6289184945603813,0.818,776
2021-12-31,2016-12-31,2021-11-30,60,59761,0.006357582169537139,2019-12-31,2021-11-30,24,4,4,0.0225454438637147,-0.03169923261272664,0.5416666666666666,0.375,0.6702052309772973,0.818,773
2022-01-31,2017-01-31,2021-12-31,60,59767,0.0051335726484580835,2020-01-31,2021-12-31,24,4,4,0.01898054424094307,-0.05143849561535163,0.5,0.3333333333333333,0.7049240041445375,0.833,778
2022-02-28,2017-02-28,2022-01-31,60,59768,0.004531369673299728,2020-02-29,2022-01-31,24,4,4,0.01677816050812037,-0.04967704799109415,0.5,0.3333333333333333,0.6966125667668805,0.835,782
2022-03-31,2017-03-31,2022-02-28,60,59771,0.004363823677736995,2020-03-31,2022-02-28,24,4,4,0.010229574885758451,-0.04360631570128821,0.5,0.375,0.6600145159402221,0.853,791
2022-04-30,2017-04-30,2022-03-31,60,59772,0.005324316761716504,2020-04-30,2022-03-31,24,4,4,0.02196565374031852,-0.016922389886177575,0.5416666666666666,0.4166666666666667,0.6257156978325434,0.858,791
2022-05-31,2017-05-31,2022-04-30,60,59772,0.005624544121627471,2020-05-31,2022-04-30,24,4,4,0.02322764124325841,-0.00921563255443964,0.5416666666666666,0.4583333333333333,0.6005521038878532,0.862,781
2022-06-30,2017-06-30,2022-05-31,60,59772,0.006011845720847825,2020-06-30,2022-05-31,24,4,4,0.021307437529872433,0.008273222068601718,0.5416666666666666,0.5,0.5428964924371865,0.872,787
2022-07-31,2017-07-31,2022-06-30,60,59778,0.005516715834168572,2020-07-31,2022-06-30,24,4,4,0.0045993974850817715,-0.014267915494190314,0.5,0.4583333333333333,0.5573316884611437,0.869,791
2022-08-31,2017-08-31,2022-07-31,60,59777,0.005541354702217412,2020-08-31,2022-07-31,24,4,4,0.012174900949312695,-0.004982653740365778,0.5416666666666666,0.5,0.5531094552492117,0.871,794
2022-09-30,2017-09-30,2022-08-31,60,59779,0.005813723360016487,2020-09-30,2022-08-31,24,4,4,0.016287712463709025,0.001788493380264676,0.5416666666666666,0.5,0.5465296956148558,0.877,792
2022-10-31,2017-10-31,2022-09-30,60,59784,0.005421778996150947,2020-10-31,2022-09-30,24,4,4,0.02690232090280521,0.008414545792019145,0.5833333333333334,0.5416666666666666,0.5563951162359276,0.862,790
2022-11-30,2017-11-30,2022-10-31,60,59782,0.005213804208924672,2020-11-30,2022-10-31,24,4,4,0.03730527957794099,0.006077236681553799,0.5833333333333334,0.5416666666666666,0.5875744109541242,0.864,800
2022-12-31,2017-12-31,2022-11-30,60,59783,0.005402084057020333,2020-12-31,2022-11-30,24,4,4,0.038234385556164326,0.011281410888828362,0.5833333333333334,0.5833333333333334,0.5669774548189439,0.867,796
2023-01-31,2018-01-31,2022-12-31,60,59784,0.0063854122220029464,2021-01-31,2022-12-31,24,4,4,0.023667151159106153,-0.012337497529361655,0.5416666666666666,0.5416666666666666,0.5890516871759857,0.859,797
2023-02-28,2018-02-28,2023-01-31,60,59783,0.00675189188604683,2021-02-28,2023-01-31,24,4,4,0.03412014060814047,-0.022188996386856407,0.5833333333333334,0.5416666666666666,0.646744114074748,0.863,798
2023-03-31,2018-03-31,2023-02-28,60,59781,0.006699230934429961,2021-03-31,2023-02-28,24,4,4,0.030840600377496113,-0.010423453748908651,0.5833333333333334,0.5416666666666666,0.6116628218575662,0.881,804
2023-04-30,2018-04-30,2023-03-31,60,59783,0.006469324724724554,2021-04-30,2023-03-31,24,4,4,0.03212289146318856,-0.0055681877934477915,0.625,0.5416666666666666,0.6130720879904076,0.881,800
2023-05-31,2018-05-31,2023-04-30,60,59786,0.007627612612978864,2021-05-31,2023-04-30,24,4,4,0.02440176261430405,-0.004690284389213362,0.5833333333333334,0.5416666666666666,0.582388733580155,0.881,798
2023-06-30,2018-06-30,2023-05-31,60,59788,0.0069062386864098685,2021-06-30,2023-05-31,24,4,4,0.03162942111533886,-0.009676662155895008,0.625,0.5,0.6313612028103492,0.884,801
2023-07-31,2018-07-31,2023-06-30,60,59793,0.0064506630902691365,2021-07-31,2023-06-30,24,4,4,0.020486384871465466,-0.012329143807038518,0.5833333333333334,0.5,0.6014447682562177,0.876,798
2023-08-31,2018-08-31,2023-07-31,60,59797,0.006808870023787423,2021-08-31,2023-07-31,24,4,4,0.019378429060991464,-0.0053705913460342924,0.5833333333333334,0.5416666666666666,0.5717897084101964,0.884,807
2023-09-30,2018-09-30,2023-08-31,60,59796,0.006502418827539167,2021-09-30,2023-08-31,24,4,4,0.03467088450392167,0.0007049782918897596,0.625,0.5833333333333334,0.5941928127626231,0.882,811
2023-10-31,2018-10-31,2023-09-30,60,59794,0.006032257043385871,2021-10-31,2023-09-30,24,4,4,0.034869921080800455,0.001987851723151711,0.625,0.5833333333333334,0.5915767365983193,0.86,812
2023-11-30,2018-11-30,2023-10-31,60,59796,0.004875374138412227,2021-11-30,2023-10-31,24,4,4,0.022462984319586893,-0.005476697155073207,0.5833333333333334,0.5416666666666666,0.5795834088317944,0.878,809
2023-12-31,2018-12-31,2023-11-30,60,59796,0.003297515838053814,2021-12-31,2023-11-30,24,4,4,0.01649269496021607,-0.0183552267819811,0.5833333333333334,0.5416666666666666,0.5963178174278569,0.881,815
2024-01-31,2019-01-31,2023-12-31,60,59798,0.004238030226685765,2022-01-31,2023-12-31,24,4,4,0.02945894347785057,0.004991395987919245,0.625,0.5833333333333334,0.5711003937286189,0.869,815
2024-02-29,2019-02-28,2024-01-31,60,59797,0.004049343802013739,2022-02-28,2024-01-31,24,4,4,0.03529783880369183,0.013240188665413077,0.625,0.625,0.5549216260072793,0.875,815
2024-03-31,2019-03-31,2024-02-29,60,59797,0.00394380337319404,2022-03-31,2024-02-29,24,4,4,0.03154903512546904,0.007776169991686212,0.5833333333333334,0.5833333333333334,0.5591538354076256,0.866,821
2024-04-30,2019-04-30,2024-03-31,60,59800,0.0036411185440648796,2022-04-30,2024-03-31,24,4,4,0.022468676700944587,-0.008183668246950266,0.5416666666666666,0.5416666666666666,0.576036448556836,0.882,819
2024-05-31,2019-05-31,2024-04-30,60,59800,0.003339056280745818,2022-05-31,2024-04-30,24,4,4,0.021199428177837643,-0.012309790101400493,0.5416666666666666,0.5416666666666666,0.5829978650561564,0.897,820
2024-06-30,2019-06-30,2024-05-31,60,59798,0.003156698616171047,2022-06-30,2024-05-31,24,4,4,0.02393459213814191,-0.02161398040736474,0.5416666666666666,0.5,0.6217898997903796,0.903,828
2024-07-31,2019-07-31,2024-06-30,60,59800,0.0030666548366850505,2022-07-31,2024-06-30,24,4,4,0.0261828914657216,-0.006961858585565671,0.5416666666666666,0.5,0.5922112561435289,0.893,828
2024-08-31,2019-08-31,2024-07-31,60,59803,0.0027538724090957535,2022-08-31,2024-07-31,24,4,4,0.023027437985006883,-0.005475391094843657,0.5416666666666666,0.5,0.5809549924541465,0.904,831
2024-09-30,2019-09-30,2024-08-31,60,59805,0.003124190906281235,2022-09-30,2024-08-31,24,4,4,0.018103910404368363,-0.01559674859540978,0.5416666666666666,0.4583333333333333,0.6035645876703626,0.91,832
2024-10-31,2019-10-31,2024-09-30,60,59806,0.003066348300845264,2022-10-31,2024-09-30,24,4,4,0.015371863717618006,-0.016703281992368774,0.5416666666666666,0.4583333333333333,0.5996686780776632,0.91,840
2024-11-30,2019-11-30,2024-10-31,60,59808,0.0037363970206836573,2022-11-30,2024-10-31,24,4,4,0.023915324335194856,-0.012666149954622929,0.5833333333333334,0.5,0.6104366623587273,0.918,834
