candidate_id,series_type,archive,agent,mode,return_basis,sample_start,sample_end,mean_monthly_traded_notional,annualized_traded_notional,n_months,n_excess_months,cumulative_return,annualized_geometric_return,annualized_arithmetic_return,annualized_volatility,annualized_sharpe,max_drawdown,positive_month_fraction,gross_annualized_geometric_return,annualized_cost_drag
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,net_10bp,2022-04-30,2025-03-31,0.25901747871184466,3.1082097445421355,36,36,0.8087786454988657,0.21841472982270904,0.2204331554837105,0.20906402855658718,0.8622224333248731,-0.18031189698890793,0.6666666666666666,0.22220941377077152,0.0037946839480624828
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,gross,2022-04-30,2025-03-31,0.20343551494609655,2.4412261793531584,36,36,0.5782761843188176,0.16428955420921199,0.17496547358643308,0.21272391104293298,0.6313444081968702,-0.13094787498191474,0.5833333333333334,0.16428955420921199,0.0
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,net_10bp,2022-04-30,2025-03-31,0.20343551494609655,2.4412261793531584,36,36,0.5667559559416151,0.16144982114521622,0.1725013402955335,0.2127355998685848,0.6196782914846779,-0.1315281285646892,0.5833333333333334,0.16428955420921199,0.002839733063995764
authors__results_22_24__graham,authors,results_22_24,graham,archived-portfolio,gross,2022-04-30,2025-03-31,0.32465004581099416,3.8958005497319297,36,36,0.6267487416124735,0.1760889236242289,0.19141352509538517,0.24140782778425177,0.6243688292239994,-0.15325375664223428,0.5555555555555556,0.1760889236242289,0.0
authors__results_22_24__graham,authors,results_22_24,graham,archived-portfolio,net_10bp,2022-04-30,2025-03-31,0.32465004581099416,3.8958005497319297,36,36,0.6078369809345388,0.17151360849814656,0.18747141739527995,0.24139545523946693,0.6080027098786265,-0.15325375664223406,0.5555555555555556,0.1760889236242289,0.0045753151260823355
authors__results_22_24__greenblatt,authors,results_22_24,greenblatt,archived-portfolio,gross,2022-04-30,2025-03-31,0.2160320916831276,2.592385100197531,36,36,0.5461780606386486,0.15634253802687392,0.16596611287429225,0.20309214254358993,0.6159886180174585,-0.11617245283068911,0.6111111111111112,0.15634253802687392,0.0
authors__results_22_24__greenblatt,authors,results_22_24,greenblatt,archived-portfolio,net_10bp,2022-04-30,2025-03-31,0.2160320916831276,2.592385100197531,36,36,0.5341957928377481,0.15334772282620546,0.1633413013989275,0.20305906397866183,0.6031219984165758,-0.11617245283068889,0.6111111111111112,0.15634253802687392,0.002994815200668466
authors__results_22_24__piotroski,authors,results_22_24,piotroski,archived-portfolio,gross,2022-04-30,2025-03-31,0.37393690455618417,4.487242854674211,36,36,0.4477622527219225,0.13126864401251104,0.14548664228565775,0.2107603495182485,0.49642359482389914,-0.12227647465681013,0.5277777777777778,0.13126864401251104,0.0
authors__results_22_24__piotroski,authors,results_22_24,piotroski,archived-portfolio,net_10bp,2022-04-30,2025-03-31,0.37393690455618417,4.487242854674211,36,36,0.4283923536932235,0.12620081917999926,0.14095534862822084,0.2107463755879359,0.4748555640373939,-0.12312779613171909,0.5277777777777778,0.13126864401251104,0.00506782483251178
jkp_proxy__guru_altman_distress_avoidance,jkp_proxy,jkp_1999_2024,altman,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,2.563958383666262,0.051272688767370456,0.0773970685442952,0.23535983278870543,0.3288456982112938,-0.5924121040342303,0.5377049180327869,0.051272688767370456,0.0
jkp_proxy__guru_buffett_quality_compounder,jkp_proxy,jkp_1999_2024,buffett,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,7.13462802885935,0.08596684231617546,0.09258548892400033,0.14063428557563717,0.6583422281773897,-0.2931454727018542,0.5967213114754099,0.08596684231617546,0.0
jkp_proxy__guru_equal_weight_style_ensemble,jkp_proxy,jkp_1999_2024,ensemble,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,4.293712965709385,0.06776533799574214,0.09279137983561758,0.23651312183644335,0.3923307895778649,-0.5892269823207037,0.5147540983606558,0.06776533799574214,0.0
jkp_proxy__guru_graham_deep_value_defensive,jkp_proxy,jkp_1999_2024,graham,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,0.6559298395937994,0.020041974454598988,0.05230594151429713,0.2547750785070872,0.20530242526386702,-0.7155685840088309,0.5081967213114754,0.020041974454598988,0.0
jkp_proxy__guru_greenblatt_magic_formula,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,0.2975703534553662,0.010301626965666388,0.04790504815065487,0.2732439938908551,0.17531967480240432,-0.7432361819950724,0.5016393442622951,0.010301626965666388,0.0
jkp_proxy__guru_piotroski_fscore_proxy,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,gross,1999-08-31,2024-12-31,,0.0,305,305,3.284621149286962,0.05891750641874194,0.06867632435996963,0.15146970652888408,0.45339973209014955,-0.5018476551156831,0.5508196721311476,0.05891750641874194,0.0
replay__results__archived-final__altman,replay,results,altman,archived-final,gross,2024-01-31,2025-07-31,0.3167373399699313,3.8008480796391755,19,15,0.31027422801493487,0.18610597602445922,0.18487357884142583,0.16670389741123562,0.19982519152651834,-0.12113082429525268,0.631578947368421,0.18610597602445922,0.0
replay__results__archived-final__altman,replay,results,altman,archived-final,net_10bp,2024-01-31,2025-07-31,0.3167373399699313,3.8008480796391755,19,15,0.30240921179336744,0.18160434566375305,0.18108175922564967,0.16712470149016853,0.1782365334024037,-0.12185726599295454,0.631578947368421,0.18610597602445922,0.004501630360706166
replay__results__archived-final__buffett,replay,results,buffett,archived-final,gross,2024-01-31,2025-07-31,0.42138929070988745,5.056671488518649,19,15,0.45368425487880404,0.2665218488578567,0.2536116613790014,0.1790559589211495,0.6678992751581497,-0.12672113311812727,0.6842105263157895,0.2665218488578567,0.0
replay__results__archived-final__buffett,replay,results,buffett,archived-final,net_10bp,2024-01-31,2025-07-31,0.42138929070988745,5.056671488518649,19,15,0.44208472548272537,0.2601296416871881,0.24855683519313987,0.1796812657952395,0.6368250707178192,-0.1289156080717957,0.631578947368421,0.2665218488578567,0.0063922071706685735
replay__results__archived-final__ensemble,replay,results,ensemble,archived-final,gross,2024-01-31,2025-07-31,0.25963620224519346,3.1156344269423215,19,15,0.36247413872129397,0.21573496086291044,0.20757789935853765,0.151055044513788,0.507702085986985,-0.07869038279335117,0.6842105263157895,0.21573496086291044,0.0
replay__results__archived-final__ensemble,replay,results,ensemble,archived-final,net_10bp,2024-01-31,2025-07-31,0.25963620224519346,3.1156344269423215,19,15,0.35576704527264047,0.21195169227325716,0.20446612497453587,0.15145125515327051,0.48760733985673016,-0.07930811668177018,0.6842105263157895,0.21573496086291044,0.003783268589653277
replay__results__archived-final__graham,replay,results,graham,archived-final,gross,2024-01-31,2025-07-31,0.3676975646647486,4.412370775976984,19,15,0.5222024298837027,0.3039043469536835,0.2809598481193573,0.1658835488093388,0.7588852641646915,-0.05891367244360246,0.7368421052631579,0.3039043469536835,0.0
replay__results__archived-final__graham,replay,results,graham,archived-final,net_10bp,2024-01-31,2025-07-31,0.3676975646647486,4.412370775976984,19,15,0.5115996164522059,0.2981607923799299,0.27655878744842444,0.16658479035496127,0.7334448980044681,-0.059759978491846444,0.7368421052631579,0.3039043469536835,0.00574355457375364
replay__results__archived-final__greenblatt,replay,results,greenblatt,archived-final,gross,2024-01-31,2025-07-31,0.3286801659725637,3.944161991670765,19,15,0.2046408053844162,0.1247809157895241,0.12659141994497936,0.13409726127848906,0.1983434398096588,-0.08423922460958544,0.6842105263157895,0.1247809157895241,0.0
replay__results__archived-final__greenblatt,replay,results,greenblatt,archived-final,net_10bp,2024-01-31,2025-07-31,0.3286801659725637,3.944161991670765,19,15,0.19713784095726794,0.12035125657895263,0.12264875024766407,0.13441459975003747,0.17017481177647217,-0.08606662615346439,0.631578947368421,0.1247809157895241,0.004429659210571479
replay__results__archived-final__piotroski,replay,results,piotroski,archived-final,gross,2024-01-31,2025-07-31,0.4310787845563561,5.172945414676274,19,15,0.32402008669023674,0.19394974364665418,0.19213210363968214,0.17073703044269117,0.4183313369693683,-0.08074333677229084,0.5789473684210527,0.19394974364665418,0.0
replay__results__archived-final__piotroski,replay,results,piotroski,archived-final,net_10bp,2024-01-31,2025-07-31,0.4310787845563561,5.172945414676274,19,15,0.3132134957690287,0.1877857419739657,0.18701234374362796,0.17154917751169624,0.3892985287764502,-0.0816709126054731,0.5789473684210527,0.19394974364665418,0.0061640016726884905
replay__results__tool-routing__altman,replay,results,altman,tool-routing,gross,2024-01-31,2025-07-31,0.3253950580911005,3.904740697093206,19,15,0.2573427078228212,0.1556141276322085,0.1559855856702264,0.14871685984655714,-0.015896305024444363,-0.10268108518595709,0.6842105263157895,0.1556141276322085,0.0
replay__results__tool-routing__altman,replay,results,altman,tool-routing,net_10bp,2024-01-31,2025-07-31,0.3253950580911005,3.904740697093206,19,15,0.24958941085092823,0.1511083715929109,0.15211046758492813,0.14926593968790897,-0.04285461036165077,-0.10335402388758996,0.6842105263157895,0.1556141276322085,0.004505756039297593
replay__results__tool-routing__buffett,replay,results,buffett,tool-routing,gross,2024-01-31,2025-07-31,0.3738910276871196,4.486692332245435,19,15,0.44502785029396286,0.2617533111508208,0.24757632002016156,0.1650483025712094,0.7903299250771497,-0.11976447015735792,0.6842105263157895,0.2617533111508208,0.0
replay__results__tool-routing__buffett,replay,results,buffett,tool-routing,net_10bp,2024-01-31,2025-07-31,0.3738910276871196,4.486692332245435,19,15,0.4347927153719888,0.2561015009217711,0.24302727309925326,0.16524075809843236,0.762380927602164,-0.12052721648413967,0.6842105263157895,0.2617533111508208,0.005651810229049703
replay__results__tool-routing__ensemble,replay,results,ensemble,tool-routing,gross,2024-01-31,2025-07-31,0.24344893879085178,2.921387265490221,19,15,0.3619134031072011,0.2154189301041327,0.20600147112050354,0.1409193738324565,0.5570881443369663,-0.07813666161996635,0.6842105263157895,0.2154189301041327,0.0
replay__results__tool-routing__ensemble,replay,results,ensemble,tool-routing,net_10bp,2024-01-31,2025-07-31,0.24344893879085178,2.921387265490221,19,15,0.3556261909923919,0.211872166803728,0.20308038491134794,0.14128879372760791,0.5361495319052899,-0.07865748698430286,0.6842105263157895,0.2154189301041327,0.0035467633004047094
replay__results__tool-routing__graham,replay,results,graham,tool-routing,gross,2024-01-31,2025-07-31,0.32067382272265593,3.8480858726718705,19,15,0.3656699430046433,0.21753520318333908,0.21088858201886823,0.16308514380403824,0.30185683317001083,-0.09116510710480097,0.6842105263157895,0.21753520318333908,0.0
replay__results__tool-routing__graham,replay,results,graham,tool-routing,net_10bp,2024-01-31,2025-07-31,0.32067382272265593,3.8480858726718705,19,15,0.35737063129886937,0.2128568527032686,0.20705011580751115,0.16355329041010036,0.281456801647481,-0.09293401697518444,0.6842105263157895,0.21753520318333908,0.004678350480070481
replay__results__tool-routing__greenblatt,replay,results,greenblatt,tool-routing,gross,2024-01-31,2025-07-31,0.32976820079954006,3.9572184095944807,19,15,0.35390117777602303,0.21089798776631064,0.19892163738619856,0.1133172280048643,0.976398487018134,-0.04939996020471482,0.6842105263157895,0.21089798776631064,0.0
replay__results__tool-routing__greenblatt,replay,results,greenblatt,tool-routing,net_10bp,2024-01-31,2025-07-31,0.32976820079954006,3.9572184095944807,19,15,0.3454408359063734,0.20611348060137824,0.1949388592450837,0.11367510657352017,0.9421451728144881,-0.050123697437899906,0.6842105263157895,0.21089798776631064,0.0047845071649323945
replay__results__tool-routing__piotroski,replay,results,piotroski,tool-routing,gross,2024-01-31,2025-07-31,0.39250531054035387,4.710063726484247,19,15,0.37476966121403765,0.22265272363741273,0.2162562142754295,0.17048128914137564,0.6094114535536845,-0.06988446033193707,0.631578947368421,0.22265272363741273,0.0
replay__results__tool-routing__piotroski,replay,results,piotroski,tool-routing,net_10bp,2024-01-31,2025-07-31,0.39250531054035387,4.710063726484247,19,15,0.3645498347324345,0.21690440699313362,0.21157820912685968,0.17117949182525782,0.5830637788750009,-0.07087107600746256,0.631578947368421,0.22265272363741273,0.005748316644279106
replay__results_22_24__archived-final__altman,replay,results_22_24,altman,archived-final,gross,2022-04-30,2025-03-31,0.3139040884902223,3.7668490618826675,36,36,0.5954406540915609,0.168495070984521,0.18224440486972723,0.22866914888759896,0.6195374303651042,-0.14442905515578808,0.6666666666666666,0.168495070984521,0.0
replay__results_22_24__archived-final__altman,replay,results_22_24,altman,archived-final,net_10bp,2022-04-30,2025-03-31,0.3139040884902223,3.7668490618826675,36,36,0.577503552746842,0.16409953387581977,0.17840741968270984,0.2285480469308396,0.6029811020921668,-0.14442905515578763,0.6666666666666666,0.168495070984521,0.00439553710870122
replay__results_22_24__archived-final__buffett,replay,results_22_24,buffett,archived-final,gross,2022-04-30,2025-03-31,0.265483811314582,3.1858057357749834,36,36,1.3915160650740992,0.3372864193408387,0.3166228668574831,0.2172035900781771,1.272224781229397,-0.12434206256013647,0.6944444444444444,0.3372864193408387,0.0
replay__results_22_24__archived-final__buffett,replay,results_22_24,buffett,archived-final,net_10bp,2022-04-30,2025-03-31,0.265483811314582,3.1858057357749834,36,36,1.3687571474944185,0.3330307853978449,0.31331554667705375,0.216962398232804,1.2583734966386069,-0.1253397811370679,0.6944444444444444,0.3372864193408387,0.004255633942993775
replay__results_22_24__archived-final__ensemble,replay,results_22_24,ensemble,archived-final,gross,2022-04-30,2025-03-31,0.2322642984951564,2.7871715819418768,36,36,0.6971464847396847,0.19281504883530487,0.19918376697569656,0.21119766341727564,0.7509420504480975,-0.12616442824430074,0.6111111111111112,0.19281504883530487,0.0
replay__results_22_24__archived-final__ensemble,replay,results_22_24,ensemble,archived-final,net_10bp,2022-04-30,2025-03-31,0.2322642984951564,2.7871715819418768,36,36,0.68300985835331,0.18949390205035166,0.19634962071166037,0.2111431051996176,0.7376589182252343,-0.12616442824430008,0.6111111111111112,0.19281504883530487,0.0033211467849532106
replay__results_22_24__archived-final__graham,replay,results_22_24,graham,archived-final,gross,2022-04-30,2025-03-31,0.39478251910195805,4.737390229223497,36,36,0.5149090525782818,0.148494325052279,0.1648218130737062,0.22999538783408896,0.5394098514658284,-0.1593846946436056,0.5833333333333334,0.148494325052279,0.0
replay__results_22_24__archived-final__graham,replay,results_22_24,graham,archived-final,net_10bp,2022-04-30,2025-03-31,0.39478251910195805,4.737390229223497,36,36,0.4935172568173962,0.14306277482054108,0.16001165704995912,0.22988014158891418,0.5186643254803829,-0.15938469464360583,0.5833333333333334,0.148494325052279,0.005431550231737914
replay__results_22_24__archived-final__greenblatt,replay,results_22_24,greenblatt,archived-final,gross,2022-04-30,2025-03-31,0.2645979542439313,3.1751754509271755,36,36,0.5208719403626985,0.14999922882435968,0.16014097949970343,0.20123993176599445,0.5925499438080075,-0.12684214223388723,0.6111111111111112,0.14999922882435968,0.0
replay__results_22_24__archived-final__greenblatt,replay,results_22_24,greenblatt,archived-final,net_10bp,2022-04-30,2025-03-31,0.2645979542439313,3.1751754509271755,36,36,0.5064469222294248,0.14635187279419237,0.15695092539725747,0.2013409538397471,0.5763411934068255,-0.12684214223388746,0.6111111111111112,0.14999922882435968,0.0036473560301673036
replay__results_22_24__archived-final__piotroski,replay,results_22_24,piotroski,archived-final,gross,2022-04-30,2025-03-31,0.358166307438305,4.297995689259661,36,36,0.550458019551815,0.15740850819167518,0.17037152292340332,0.2198338456827686,0.5893973045267737,-0.12559832834525442,0.5555555555555556,0.15740850819167518,0.0
replay__results_22_24__archived-final__piotroski,replay,results_22_24,piotroski,archived-final,net_10bp,2022-04-30,2025-03-31,0.358166307438305,4.297995689259661,36,36,0.530583979541891,0.15244193885442403,0.16601674198503916,0.21978744088875427,0.5696281562339868,-0.12559832834525408,0.5555555555555556,0.15740850819167518,0.004966569337251148
replay__results_22_24__tool-routing__altman,replay,results_22_24,altman,tool-routing,gross,2022-04-30,2025-03-31,0.2851985091953581,3.4223821103442975,36,36,0.5618134652693512,0.1602272308689452,0.17313075245542897,0.221800465188469,0.5964233415431348,-0.12628952120467363,0.6111111111111112,0.1602272308689452,0.0
replay__results_22_24__tool-routing__altman,replay,results_22_24,altman,tool-routing,net_10bp,2022-04-30,2025-03-31,0.2851985091953581,3.4223821103442975,36,36,0.5458516033842149,0.15626114960405957,0.1696007236612064,0.221440010017446,0.5814145363784841,-0.12628952120467318,0.6111111111111112,0.1602272308689452,0.003966081264885624
replay__results_22_24__tool-routing__buffett,replay,results_22_24,buffett,tool-routing,gross,2022-04-30,2025-03-31,0.30694887408951993,3.6833864890742394,36,36,0.8047496804366876,0.21750940443057276,0.22200530301708357,0.22008222959316576,0.8247306751813158,-0.1561730113919798,0.6388888888888888,0.21750940443057276,0.0
replay__results_22_24__tool-routing__buffett,replay,results_22_24,buffett,tool-routing,net_10bp,2022-04-30,2025-03-31,0.30694887408951993,3.6833864890742394,36,36,0.7849057138115532,0.21303060945328345,0.2182421916344523,0.21999022431885287,0.8079074517743545,-0.1569446624472991,0.6111111111111112,0.21750940443057276,0.004478794977289313
replay__results_22_24__tool-routing__ensemble,replay,results_22_24,ensemble,tool-routing,gross,2022-04-30,2025-03-31,0.22331672239972297,2.6798006687966756,36,36,0.5854675827964364,0.16605523276840972,0.1762591599123899,0.21164777676590302,0.6403229531122806,-0.12708210024833055,0.5555555555555556,0.16605523276840972,0.0
replay__results_22_24__tool-routing__ensemble,replay,results_22_24,ensemble,tool-routing,net_10bp,2022-04-30,2025-03-31,0.22331672239972297,2.6798006687966756,36,36,0.5727680680719873,0.16293353528468657,0.17354091987961456,0.2116019429772299,0.6275702997737955,-0.12763927317793045,0.5555555555555556,0.16605523276840972,0.0031216974837231515
replay__results_22_24__tool-routing__graham,replay,results_22_24,graham,tool-routing,gross,2022-04-30,2025-03-31,0.4102105284394401,4.922526341273281,36,36,0.5173085249243403,0.14910037390646735,0.1652319337198952,0.22938323672233663,0.5427667306115596,-0.14345447058013405,0.6111111111111112,0.14910037390646735,0.0
replay__results_22_24__tool-routing__graham,replay,results_22_24,graham,tool-routing,net_10bp,2022-04-30,2025-03-31,0.4102105284394401,4.922526341273281,36,36,0.4950516956975861,0.1434541015419133,0.16026523997057565,0.22941845782851522,0.5209307472912007,-0.144596531286027,0.6111111111111112,0.14910037390646735,0.005646272364554061
replay__results_22_24__tool-routing__greenblatt,replay,results_22_24,greenblatt,tool-routing,gross,2022-04-30,2025-03-31,0.24391539882800176,2.926984785936021,36,36,0.5320423430135595,0.15280784401208924,0.16312887476379306,0.20463367635416554,0.5970282421785181,-0.12249050828987007,0.6111111111111112,0.15280784401208924,0.0
replay__results_22_24__tool-routing__greenblatt,replay,results_22_24,greenblatt,tool-routing,net_10bp,2022-04-30,2025-03-31,0.24391539882800176,2.926984785936021,36,36,0.5186433189817115,0.14943723415912813,0.16013942181693627,0.20446431942762966,0.5828711372370314,-0.12249050828987018,0.6111111111111112,0.15280784401208924,0.003370609852961115
replay__results_22_24__tool-routing__piotroski,replay,results_22_24,piotroski,tool-routing,gross,2022-04-30,2025-03-31,0.3642418918394748,4.370902702073698,36,36,0.4951187423975618,0.14347119430160427,0.15741958176310686,0.21653280004679007,0.5383688211344569,-0.12165746609976591,0.5555555555555556,0.14347119430160427,0.0
replay__results_22_24__tool-routing__piotroski,replay,results_22_24,piotroski,tool-routing,net_10bp,2022-04-30,2025-03-31,0.3642418918394748,4.370902702073698,36,36,0.4756306395981489,0.13848126466507615,0.15299938822698508,0.2165008479692973,0.5179469360005993,-0.12165746609976547,0.5555555555555556,0.14347119430160427,0.004989929636528112
