candidate_id,benchmark,n_months,n_factors,sample_start,sample_end,status,alpha_monthly,alpha_annualized,alpha_tstat_hac,alpha_pvalue,r_squared,residual_monthly_volatility,factor_rank,series_type,archive,agent,mode,modal_ridge_penalty,alpha_pvalue_holm_within_benchmark,significant_5pct_raw,significant_5pct_holm,alpha_pvalue_holm_replay_family,significant_5pct_holm_replay_family,ff5_momentum_alpha_annualized,alpha_attenuation_from_ff5_momentum,alpha_change_from_ff5_momentum
replay__results_22_24__archived-final__altman,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.006099891536446249,0.07319869843735499,1.3955084603289702,0.1734573708382227,0.8668450006305135,0.024394451935623673,4.0,replay,results_22_24,altman,archived-final,,1.0,False,False,1.0,False,0.07623672263515263,0.0030380241977976397,-0.0030380241977976397
replay__results_22_24__archived-final__buffett,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.0170858336200485,0.205030003440582,2.6900643759188,0.011725072735703668,0.7820326926045894,0.029840645353970175,4.0,replay,results_22_24,buffett,archived-final,,0.281401745656888,True,False,0.140700872828444,False,0.24073950065893357,0.035709497218351566,-0.035709497218351566
replay__results_22_24__archived-final__ensemble,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.00751473652487254,0.09017683829847048,2.0323316263443667,0.05136817896275906,0.9009023144453606,0.019423465958564142,4.0,replay,results_22_24,ensemble,archived-final,,1.0,False,False,0.5136817896275906,False,0.0863141738370096,-0.003862664461460885,0.003862664461460885
replay__results_22_24__archived-final__graham,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.005166820004769585,0.06200184005723502,1.0987011356241831,0.2809367144451363,0.8627642736544954,0.024652985301511308,4.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False,0.022347598315564224,-0.039654241741670794,0.039654241741670794
replay__results_22_24__archived-final__greenblatt,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.003890389989348915,0.04668467987218698,0.9108806305129822,0.3698678520940202,0.8375863173864189,0.02384619629286407,4.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False,0.03818813092197224,-0.00849654895021474,0.00849654895021474
replay__results_22_24__archived-final__piotroski,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.005177140720268763,0.06212568864322516,1.3309208166421247,0.1935850138993981,0.8671843639817951,0.023376461852034715,4.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False,0.05178530639419213,-0.010340382249033032,0.010340382249033032
replay__results_22_24__tool-routing__altman,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.005819760173099232,0.06983712207719078,0.9579950777793552,0.3459843618652406,0.8734499319828715,0.02301436090593049,4.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False,0.0881359501405698,0.018298828063379013,-0.018298828063379013
replay__results_22_24__tool-routing__buffett,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.010429545035149174,0.12515454042179008,2.2653806664231326,0.031134092542923812,0.7951440669715305,0.02835589449914146,4.0,replay,results_22_24,buffett,tool-routing,,0.7160841284872477,True,False,0.34247501797216195,False,0.1413592036063044,0.01620466318451433,-0.01620466318451433
replay__results_22_24__tool-routing__ensemble,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.005204262122303432,0.062451145467641175,1.2319226699361518,0.22787382527635336,0.8918900298091859,0.020360449957442572,4.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False,0.07061898959648372,0.008167844128842541,-0.008167844128842541
replay__results_22_24__tool-routing__graham,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.002589878310039345,0.031078539720472143,0.5423149041905014,0.5917450139495739,0.8645100122945886,0.024829525934232276,4.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False,0.03881727243523897,0.007738732714766827,-0.007738732714766827
replay__results_22_24__tool-routing__greenblatt,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.00370826997384209,0.04449923968610508,0.803397799561389,0.42828105814074025,0.8387532071005539,0.024396608130726572,4.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False,0.04446639007426375,-3.284961184132906e-05,3.284961184132906e-05
replay__results_22_24__tool-routing__piotroski,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.0034802459073434056,0.04176295088812087,0.7868827309623612,0.43773421021512293,0.8664456816510089,0.023305098529241723,4.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False,0.04047605636390085,-0.0012868945242200183,0.0012868945242200183
replay__results_22_24__archived-final__altman,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.006353060219596053,0.07623672263515263,1.7758748198994543,0.08746028284750218,0.8921902075450413,0.02195034911168045,7.0,replay,results_22_24,altman,archived-final,,1.0,False,False,0.7871425456275196,False,0.07623672263515263,0.0,-0.0
replay__results_22_24__archived-final__buffett,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.02006162505491113,0.24073950065893357,3.468916977132355,0.001835421250785313,0.8055383083684392,0.028185747778038735,7.0,replay,results_22_24,buffett,archived-final,,0.04405011001884751,True,True,0.022025055009423755,True,0.24073950065893357,0.0,-0.0
replay__results_22_24__archived-final__ensemble,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.007192847819750799,0.0863141738370096,2.0682377363402886,0.048699998609945366,0.9103279763878904,0.018476659620558066,7.0,replay,results_22_24,ensemble,archived-final,,1.0,True,False,0.48699998609945366,False,0.0863141738370096,0.0,-0.0
replay__results_22_24__archived-final__graham,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.001862299859630352,0.022347598315564224,0.41091029507876586,0.6845053981694351,0.8911873196742287,0.02195208007666387,7.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False,0.022347598315564224,0.0,-0.0
replay__results_22_24__archived-final__greenblatt,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.003182344243497687,0.03818813092197224,0.7602113988628162,0.4539671946246321,0.8608675113788254,0.022071003739175577,7.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False,0.03818813092197224,0.0,-0.0
replay__results_22_24__archived-final__piotroski,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.0043154421995160105,0.05178530639419213,1.2651774843503993,0.21702958665851566,0.8755503981621049,0.022628248094160634,7.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False,0.05178530639419213,0.0,-0.0
replay__results_22_24__tool-routing__altman,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.007344662511714149,0.0881359501405698,1.1447051540026618,0.2627601279246425,0.8783124528442168,0.022567881691800122,7.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False,0.0881359501405698,0.0,-0.0
replay__results_22_24__tool-routing__buffett,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.011779933633858701,0.1413592036063044,2.3927383980986865,0.024238335193051165,0.8055837627682814,0.027623922399522757,7.0,replay,results_22_24,buffett,tool-routing,,0.5332433742471256,True,False,0.2666216871235628,False,0.1413592036063044,0.0,-0.0
replay__results_22_24__tool-routing__ensemble,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.005884915799706977,0.07061898959648372,1.392465184018138,0.1755769903275035,0.898206059225158,0.01975674805095871,7.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False,0.07061898959648372,0.0,-0.0
replay__results_22_24__tool-routing__graham,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.003234772702936581,0.03881727243523897,0.6421273922293552,0.5264122252665984,0.8702974875316846,0.0242934402435511,7.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False,0.03881727243523897,0.0,-0.0
replay__results_22_24__tool-routing__greenblatt,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.003705532506188646,0.04446639007426375,0.9364509433214924,0.35765854447159096,0.8830602145435076,0.020776149131674616,7.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False,0.04446639007426375,0.0,-0.0
replay__results_22_24__tool-routing__piotroski,official_ff5_momentum_matched_jkp_window,33,6,2022-04-30,2024-12-31,identified_ols,0.0033730046969917375,0.04047605636390085,0.8334070230711338,0.41220631725527423,0.8750126410678862,0.0225452482337181,7.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False,0.04047605636390085,0.0,-0.0
replay__results_22_24__archived-final__altman,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.006473091087752386,0.07767709305302864,1.7567188816453274,0.09120938502118806,0.8922358231244698,0.021945704896131547,8.0,replay,results_22_24,altman,archived-final,,1.0,False,False,0.8208844651906925,False,0.07623672263515263,-0.001440370417876008,0.001440370417876008
replay__results_22_24__archived-final__buffett,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.017478369569038955,0.20974043482846746,3.4996083480466247,0.0017672302559459223,0.8286515900793637,0.026457729435327218,8.0,replay,results_22_24,buffett,archived-final,,0.042413526142702135,True,True,0.021206763071351067,True,0.24073950065893357,0.030999065830466105,-0.030999065830466105
replay__results_22_24__archived-final__ensemble,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.005285984373711568,0.06343181248453882,1.8197058094998642,0.08079978185568853,0.923842514154253,0.01702751502661219,8.0,replay,results_22_24,ensemble,archived-final,,1.0,False,False,0.8079978185568853,False,0.0863141738370096,0.02288236135247078,-0.02288236135247078
replay__results_22_24__archived-final__graham,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,-0.00027830071906334954,-0.0033396086287601945,-0.06816063619227322,0.9461999958192105,0.9058276671297714,0.020421967874790642,8.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False,0.022347598315564224,0.025687206944324418,-0.025687206944324418
replay__results_22_24__archived-final__greenblatt,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.0009088242347052228,0.010905890816462673,0.21691631065968994,0.830034028798263,0.8817572930585394,0.020346747212095253,8.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False,0.03818813092197224,0.02728224010550957,-0.02728224010550957
replay__results_22_24__archived-final__piotroski,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.0016266792054807678,0.019520150465769215,0.5430422020764829,0.5919100413436962,0.9004131186607451,0.020242084899134004,8.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False,0.05178530639419213,0.03226515592842291,-0.03226515592842291
replay__results_22_24__tool-routing__altman,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.004618176373790864,0.05541811648549036,0.8484688382301162,0.40422804006554536,0.9034442234742971,0.020102814181425118,8.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False,0.0881359501405698,0.03271783365507944,-0.03271783365507944
replay__results_22_24__tool-routing__buffett,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.008977878130755398,0.10773453756906477,2.0720233973562143,0.04872882441083568,0.8338890303640708,0.02553396361968049,8.0,replay,results_22_24,buffett,tool-routing,,1.0,True,False,0.5360170685191925,False,0.1413592036063044,0.03362466603723964,-0.03362466603723964
replay__results_22_24__tool-routing__ensemble,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.0031598451975014216,0.03791814237001706,0.8985816756268359,0.3774489541131578,0.9256090823389316,0.016889409111519045,8.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False,0.07061898959648372,0.032700847226466656,-0.032700847226466656
replay__results_22_24__tool-routing__graham,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,2.8666423030634136e-05,0.00034399707636760963,0.006609280829347127,0.9947790541393035,0.9022627395359035,0.021088461976069242,8.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False,0.03881727243523897,0.03847327535887136,-0.03847327535887136
replay__results_22_24__tool-routing__greenblatt,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.0016316513585445266,0.019579816302534317,0.4513288353809615,0.6556434075825214,0.8995476028827162,0.019255910561083864,8.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False,0.04446639007426375,0.024886573771729432,-0.024886573771729432
replay__results_22_24__tool-routing__piotroski,official_ff5_momentum_plus_jkp_bab,33,7,2022-04-30,2024-12-31,identified_ols,0.000574512359133345,0.00689414830960014,0.14528938279483647,0.8856474539531656,0.9022619973817814,0.019936719821371702,8.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False,0.04047605636390085,0.03358190805430071,-0.03358190805430071
replay__results_22_24__archived-final__altman,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.005120094945793409,0.06144113934952091,1.9346262188102343,0.06806750181137416,0.9597478848951986,0.01341240564888361,14.0,replay,results_22_24,altman,archived-final,,1.0,False,False,0.6126075163023674,False,0.07623672263515263,0.01479558328563172,-0.01479558328563172
replay__results_22_24__archived-final__buffett,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.019184323647549226,0.2302118837705907,4.623893799339407,0.0001851766716254771,0.8560325690502648,0.02425183802918935,14.0,replay,results_22_24,buffett,archived-final,,0.00444424011901145,True,True,0.002222120059505725,True,0.24073950065893357,0.010527616888342861,-0.010527616888342861
replay__results_22_24__archived-final__ensemble,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.006141444034269532,0.07369732841123439,2.5178031135705226,0.020938724573130892,0.9568261685319136,0.012820509031137498,14.0,replay,results_22_24,ensemble,archived-final,,0.43971321603574876,True,False,0.20938724573130893,False,0.0863141738370096,0.012616845425775208,-0.012616845425775208
replay__results_22_24__archived-final__graham,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.0024753154345883823,0.029703785215060587,0.7217681935786393,0.4792261835803935,0.9402387253283716,0.01626843776393472,14.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False,0.022347598315564224,-0.0073561868994963635,0.0073561868994963635
replay__results_22_24__archived-final__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.0013575406494684432,0.016290487793621317,0.3941323205015321,0.6978719648274926,0.9534035222848336,0.012772748246623802,14.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False,0.03818813092197224,0.021897643128350925,-0.021897643128350925
replay__results_22_24__archived-final__piotroski,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.0023296594632020973,0.027955913558425166,0.5198316655428644,0.609184720543272,0.9275957046582096,0.01725982315254431,14.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False,0.05178530639419213,0.02382939283576696,-0.02382939283576696
replay__results_22_24__tool-routing__altman,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.0056992077242709795,0.06839049269125175,1.202930228976209,0.2437794707519217,0.942154816240533,0.015559703980491734,14.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False,0.0881359501405698,0.01974545744931805,-0.01974545744931805
replay__results_22_24__tool-routing__buffett,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.010950343982614812,0.13140412779137775,3.142993195218901,0.005355757652468049,0.9112415404811447,0.01866482647266919,14.0,replay,results_22_24,buffett,tool-routing,,0.11782666835429709,True,False,0.058913334177148544,False,0.1413592036063044,0.009955075814926662,-0.009955075814926662
replay__results_22_24__tool-routing__ensemble,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.00335897148639603,0.04030765783675236,1.1664650316850438,0.2578595936379173,0.9643415009134286,0.011693271334092524,14.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False,0.07061898959648372,0.030311331759731358,-0.030311331759731358
replay__results_22_24__tool-routing__graham,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,-0.0007289640618909115,-0.008747568742690937,-0.1918102157560142,0.849925925177171,0.9641449162180168,0.012772920140513264,14.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False,0.03881727243523897,0.047564841177929904,-0.047564841177929904
replay__results_22_24__tool-routing__greenblatt,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,0.0008536648053449107,0.01024397766413893,0.2688565147666333,0.790937828377928,0.9484113269763784,0.013799428041435658,14.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False,0.04446639007426375,0.03422241241012482,-0.03422241241012482
replay__results_22_24__tool-routing__piotroski,official_ff5_momentum_plus_jkp_lowrisk,33,13,2022-04-30,2024-12-31,identified_ols,5.807497042441408e-06,6.96899645092969e-05,0.0010545576205043391,0.9991695786246182,0.9275545856262152,0.017164352552128864,14.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False,0.04047605636390085,0.040406366399391554,-0.040406366399391554
