formation_month,training_start,training_end,training_months,training_observations,low_level_r2,selected_tool,selected_tool_rankicir,selected_tool_orientation,finite_scores,short_memory_coverage,short_mean_retrieved,medium_memory_coverage,medium_mean_retrieved,long_memory_coverage,long_mean_retrieved
2009-09-30,2004-09-30,2009-08-31,60,59043,0.001050420801928409,short_term_reversal,0.10503928866933941,-1,992,992,4.934,992,4.934,992,4.934
2009-10-31,2004-10-31,2009-09-30,60,59047,0.0009586291273661063,short_term_reversal,0.09377968929246755,-1,991,991,4.924,991,4.924,991,4.924
2009-11-30,2004-11-30,2009-10-31,60,59040,0.0009057247635027021,short_term_reversal,0.11399154208690011,-1,991,991,4.911,991,4.911,991,4.911
2009-12-31,2004-12-31,2009-11-30,60,59041,0.0008683424172348797,short_term_reversal,0.10998597007847444,-1,986,986,4.88,986,4.88,986,4.88
2010-01-31,2005-01-31,2009-12-31,60,59032,0.0007115021563255386,short_term_reversal,0.08860818887101847,-1,988,988,4.885,988,4.885,988,4.885
2010-02-28,2005-02-28,2010-01-31,60,59031,0.0006241344244467539,short_term_reversal,0.05009942975852031,-1,991,991,4.893,991,4.893,991,4.893
2010-03-31,2005-03-31,2010-02-28,60,59028,0.0006048211803495462,short_term_reversal,0.05344541761878726,-1,991,991,4.893,991,4.893,991,4.893
2010-04-30,2005-04-30,2010-03-31,60,59028,0.0006782082128590217,short_term_reversal,0.05600219235821106,-1,995,995,4.915,995,4.915,995,4.915
2010-05-31,2005-05-31,2010-04-30,60,59026,0.000649780945461309,short_term_reversal,0.06126049180623647,-1,992,992,4.924,992,4.924,992,4.924
2010-06-30,2005-06-30,2010-05-31,60,59025,0.0006899805869960973,short_term_reversal,0.08753405512139147,-1,991,991,4.903,991,4.903,991,4.903
2010-07-31,2005-07-31,2010-06-30,60,59025,0.0005509792063366215,short_term_reversal,0.06627202754361836,-1,987,987,4.893,987,4.893,987,4.893
2010-08-31,2005-08-31,2010-07-31,60,59021,0.0005087490353959945,short_term_reversal,0.05921213909349582,-1,988,988,4.884,988,4.884,988,4.884
2010-09-30,2005-09-30,2010-08-31,60,59030,0.0005343117372872408,medium_term_momentum,0.03334530107933418,-1,972,992,4.881,992,4.881,992,4.881
2010-10-31,2005-10-31,2010-09-30,60,59034,0.0006280766685072825,short_term_reversal,0.02319964865095505,-1,990,990,4.88,990,4.88,990,4.88
2010-11-30,2005-11-30,2010-10-31,60,59033,0.0006623934513757535,short_term_reversal,0.032315606600559696,-1,987,987,4.874,987,4.874,987,4.874
2010-12-31,2005-12-31,2010-11-30,60,59027,0.0006244585136846448,short_term_reversal,0.04289462576387672,-1,986,986,4.879,986,4.879,986,4.879
2011-01-31,2006-01-31,2010-12-31,60,59024,0.0005252261585032558,medium_term_momentum,0.04674456788933672,-1,973,989,4.866,989,4.866,989,4.866
2011-02-28,2006-02-28,2011-01-31,60,59033,0.0006787974615923842,short_term_reversal,0.0727283161415125,-1,992,992,4.884,992,4.884,992,4.884
2011-03-31,2006-03-31,2011-02-28,60,59035,0.00063984150200036,short_term_reversal,0.06971259486605867,-1,985,985,4.855,985,4.855,985,4.855
2011-04-30,2006-04-30,2011-03-31,60,59037,0.0006731421813684912,short_term_reversal,0.07303842372898145,-1,993,993,4.892,993,4.892,993,4.892
2011-05-31,2006-05-31,2011-04-30,60,59044,0.0007753368078959877,short_term_reversal,0.0769842090806363,-1,994,994,4.903,994,4.903,994,4.903
2011-06-30,2006-06-30,2011-05-31,60,59056,0.0007530078481491342,short_term_reversal,0.07036550997427547,-1,989,989,4.881,989,4.881,989,4.881
2011-07-31,2006-07-31,2011-06-30,60,59058,0.0009124327583910352,short_term_reversal,0.0823154633489247,-1,988,988,4.885,988,4.885,988,4.885
2011-08-31,2006-08-31,2011-07-31,60,59053,0.0008960669025671608,short_term_reversal,0.0971932123386034,-1,989,989,4.878,989,4.878,989,4.878
2011-09-30,2006-09-30,2011-08-31,60,59049,0.0010339071713409975,short_term_reversal,0.13414779500518081,-1,991,991,4.864,991,4.864,991,4.864
2011-10-31,2006-10-31,2011-09-30,60,59041,0.000772739665429456,short_term_reversal,0.06994454885415714,-1,988,988,4.893,988,4.893,988,4.893
2011-11-30,2006-11-30,2011-10-31,60,59040,0.0006806023988567,price_breakout,0.06931799862824231,1,969,981,4.852,981,4.852,981,4.852
2011-12-31,2006-12-31,2011-11-30,60,59036,0.0007227668909395302,short_term_reversal,0.08312932826892425,-1,989,989,4.853,989,4.853,989,4.853
2012-01-31,2007-01-31,2011-12-31,60,59036,0.0006796089226951407,short_term_reversal,0.0653752924218259,-1,989,989,4.871,989,4.871,989,4.871
2012-02-29,2007-02-28,2012-01-31,60,59036,0.0007684098998017586,short_term_reversal,0.07956285890636186,-1,996,996,4.889,996,4.889,996,4.889
2012-03-31,2007-03-31,2012-02-29,60,59040,0.0007003601623996047,short_term_reversal,0.06465345622983042,-1,989,989,4.872,989,4.872,989,4.872
2012-04-30,2007-04-30,2012-03-31,60,59040,0.0005958334547900845,short_term_reversal,0.06479364137762879,-1,988,988,4.88,988,4.88,988,4.88
2012-05-31,2007-05-31,2012-04-30,60,59043,0.0005381714783381231,price_breakout,0.08324788883987848,1,974,987,4.886,987,4.886,987,4.886
2012-06-30,2007-06-30,2012-05-31,60,59042,0.0005020440668673798,price_breakout,0.07829182886950226,1,980,991,4.886,991,4.886,991,4.886
2012-07-31,2007-07-31,2012-06-30,60,59047,0.000431024437580807,medium_term_momentum,0.07085432036462616,1,967,991,4.885,991,4.885,991,4.885
2012-08-31,2007-08-31,2012-07-31,60,59057,0.0004633651364847058,medium_term_momentum,0.06258074321358366,1,967,994,4.899,994,4.899,994,4.899
2012-09-30,2007-09-30,2012-08-31,60,59069,0.0004722040471515365,medium_term_momentum,0.041847821381161596,1,968,993,4.916,993,4.916,993,4.916
2012-10-31,2007-10-31,2012-09-30,60,59074,0.0003885454802822208,price_breakout,0.023900865882734684,1,985,993,4.916,993,4.916,993,4.916
2012-11-30,2007-11-30,2012-10-31,60,59092,0.0005206835072288918,short_term_reversal,0.03132581455388669,1,995,995,4.927,995,4.927,995,4.927
2012-12-31,2007-12-31,2012-11-30,60,59118,0.0006035626840222852,short_term_reversal,0.04408266972740297,1,997,997,4.941,997,4.941,997,4.941
2013-01-31,2008-01-31,2012-12-31,60,59136,0.0005912714771060257,price_breakout,0.020305693275665858,-1,979,991,4.922,991,4.922,991,4.922
2013-02-28,2008-02-29,2013-01-31,60,59140,0.0006341919335745017,price_breakout,0.02048247811318901,-1,979,991,4.904,991,4.904,991,4.904
2013-03-31,2008-03-31,2013-02-28,60,59147,0.0006776290851633338,price_breakout,0.023789519412195224,-1,988,997,4.928,997,4.928,997,4.928
2013-04-30,2008-04-30,2013-03-31,60,59155,0.0006475932307073995,short_term_reversal,0.026987771884030815,-1,993,993,4.919,993,4.919,993,4.919
2013-05-31,2008-05-31,2013-04-30,60,59165,0.0007207797057435794,price_breakout,0.04220589097863246,-1,975,988,4.901,988,4.901,988,4.901
2013-06-30,2008-06-30,2013-05-31,60,59166,0.0008799966961703376,medium_term_momentum,0.087402804145556,-1,972,992,4.902,992,4.902,992,4.902
2013-07-31,2008-07-31,2013-06-30,60,59179,0.000836652573723784,price_breakout,0.06447423480813545,-1,975,987,4.885,987,4.885,987,4.885
2013-08-31,2008-08-31,2013-07-31,60,59183,0.0006971582613969352,price_breakout,0.04792753132690704,-1,983,994,4.899,994,4.899,994,4.899
2013-09-30,2008-09-30,2013-08-31,60,59186,0.0009671094722969453,price_breakout,0.05998150692752309,-1,977,991,4.892,991,4.892,991,4.892
2013-10-31,2008-10-31,2013-09-30,60,59203,0.001486922431094495,price_breakout,0.09080498078793355,-1,978,989,4.889,989,4.889,989,4.889
2013-11-30,2008-11-30,2013-10-31,60,59226,0.002139067338264744,price_breakout,0.11605552724876705,-1,981,994,4.906,994,4.906,994,4.906
2013-12-31,2008-12-31,2013-11-30,60,59250,0.0019063579067880587,price_breakout,0.10706033040445413,-1,975,990,4.897,990,4.897,990,4.897
2014-01-31,2009-01-31,2013-12-31,60,59259,0.0019241296120567908,price_breakout,0.11046092583068029,-1,971,984,4.879,984,4.879,984,4.879
2014-02-28,2009-02-28,2014-01-31,60,59254,0.0023944457860616275,price_breakout,0.12364367628221477,-1,973,987,4.867,987,4.867,987,4.867
2014-03-31,2009-03-31,2014-02-28,60,59261,0.0019029090146600591,short_term_reversal,0.11739489051537566,1,996,996,4.905,996,4.905,996,4.905
2014-04-30,2009-04-30,2014-03-31,60,59269,0.0005853052074528131,short_term_reversal,0.11666861148245623,1,992,992,4.912,992,4.912,992,4.912
2014-05-31,2009-05-31,2014-04-30,60,59264,0.0002592919787630654,short_term_reversal,0.12364748318974064,1,990,990,4.904,990,4.904,990,4.904
2014-06-30,2009-06-30,2014-05-31,60,59256,0.00031893127504600827,short_term_reversal,0.0941997302800331,1,990,990,4.887,990,4.887,990,4.887
2014-07-31,2009-07-31,2014-06-30,60,59252,0.0002727287932675626,short_term_reversal,0.09244892055437585,1,990,990,4.882,990,4.882,990,4.882
2014-08-31,2009-08-31,2014-07-31,60,59245,0.00020635672321822618,short_term_reversal,0.12172871185849155,1,994,994,4.9,994,4.9,994,4.9
2014-09-30,2009-09-30,2014-08-31,60,59241,0.00012166211668851457,medium_term_momentum,0.11986101471897545,1,964,993,4.911,993,4.911,993,4.911
