formation_month,training_start,training_end,training_examples,selected_strategy,top_relevance_strategy,router_confidence,router_margin,exposure_bucket,exposure_fraction,finite_scores,v3_label_count__news_impulse,router_probability__news_impulse,v3_label_count__momentum_follow,router_probability__momentum_follow,v3_label_count__mean_revert_fade,router_probability__mean_revert_fade,v3_label_count__cross_asset_hedge,router_probability__cross_asset_hedge,v3_label_count__risk_reset,router_probability__risk_reset,v3_label_count__macro_rotation,router_probability__macro_rotation,v3_label_count__earnings_drift,router_probability__earnings_drift,v3_label_count__liquidity_rebate,router_probability__liquidity_rebate,v3_label_count__small_cap_breakout,router_probability__small_cap_breakout,v3_label_count__volatility_breakout,router_probability__volatility_breakout
2000-10-31,1990-05-31,2000-04-30,120,mean_revert_fade,macro_rotation,0.14179698799059842,0.012538475235478685,small,0.04,1000,9,0.08835796016965379,20,0.09848746865739781,17,0.14179698799059842,15,0.11480645065449954,15,0.07442682655790528,28,0.12925851275511974,2,0.08199553079068855,6,0.08786513449596044,5,0.0921127360387792,3,0.09089239188939724
2000-11-30,1990-06-30,2000-05-31,120,macro_rotation,macro_rotation,0.15057711377673233,0.027423376818545078,small,0.04,1000,9,0.09117537449675012,20,0.08439100181056065,17,0.12315373695818725,15,0.11164452957933522,15,0.07671557806344054,28,0.15057711377673233,2,0.08087707807217753,6,0.08641396747389136,5,0.10997290760012367,3,0.08507871216880147
2000-12-31,1990-07-31,2000-06-30,120,macro_rotation,macro_rotation,0.1866329778368853,0.046658289908677486,small,0.04,1000,9,0.08114112047519847,20,0.07399049543271294,17,0.10991643963863394,15,0.1399746879282078,15,0.06352261014124452,28,0.1866329778368853,2,0.08054486858056933,6,0.08003493805328751,5,0.10038270239761013,3,0.08385915951564993
2001-01-31,1990-08-31,2000-07-31,120,macro_rotation,macro_rotation,0.1516153381129989,0.0011028326096655938,small,0.04,1000,9,0.08104763322466237,19,0.08180403556248686,16,0.10327840451997056,15,0.1505125055033333,15,0.06803352820331601,28,0.1516153381129989,2,0.08253723333026933,7,0.09394854571875527,6,0.10332659466829927,3,0.08389618115590818
2001-02-28,1990-09-30,2000-08-31,120,cross_asset_hedge,macro_rotation,0.16728347314217515,0.04966473794519065,small,0.04,1000,9,0.08488594002220458,19,0.06888988550289159,16,0.08856933626791864,15,0.16728347314217515,15,0.09154859243348958,28,0.10126370560344183,2,0.07761221651821747,7,0.09340857151441177,6,0.10891954379826502,3,0.1176187351969845
2001-03-31,1990-10-31,2000-09-30,120,cross_asset_hedge,macro_rotation,0.24545297866451768,0.13825236129248952,medium,0.09,1000,9,0.0653827427768398,19,0.06912495082875646,16,0.07262318531215887,15,0.24545297866451768,16,0.09884921175634623,28,0.08809691109213222,2,0.0820134617778694,7,0.08586927711159774,6,0.08538666330775362,2,0.10720061737202817
2001-04-30,1990-11-30,2000-10-31,120,macro_rotation,small_cap_breakout,0.20389584914379535,0.09325530630196043,medium,0.09,1000,9,0.09111810229779299,19,0.054621003307711635,16,0.0861286850557646,14,0.1027344485749496,17,0.10327554886391785,28,0.20389584914379535,2,0.07700574348591582,7,0.08550287960257784,6,0.11064054284183493,2,0.08507719682573944
2001-05-31,1990-12-31,2000-11-30,120,macro_rotation,macro_rotation,0.14357645509684414,0.0015593804446747128,small,0.04,1000,9,0.0947849117142797,19,0.06437975949262358,16,0.09088446554845586,13,0.08316079190861987,17,0.14201707465216942,28,0.14357645509684414,2,0.08143197253185093,8,0.10707739499657225,6,0.11207519435817115,2,0.08061197970041295
2001-06-30,1991-01-31,2000-12-31,120,risk_reset,macro_rotation,0.14240001428227378,0.011487206367443298,small,0.04,1000,9,0.10030544350835516,19,0.06213174054275803,16,0.09026167633037248,12,0.08278292520698033,17,0.14240001428227378,28,0.13091280791483048,2,0.07982094478416016,9,0.11637129510445138,6,0.11405663522973156,2,0.08095651709608666
2001-07-31,1991-02-28,2001-01-31,120,macro_rotation,macro_rotation,0.1324284178263955,0.0016616983545945652,small,0.04,1000,9,0.09603520443007921,19,0.06759905585072154,16,0.08974951275325778,12,0.08427165716566118,18,0.13076671947180094,27,0.1324284178263955,2,0.08354510933779936,9,0.10156628833651499,6,0.1031066524096524,2,0.11093138241811719
2001-08-31,1991-03-31,2001-02-28,120,macro_rotation,macro_rotation,0.14149337242689286,0.00292911371574317,small,0.04,1000,9,0.10386866104836273,19,0.07144800055903208,16,0.0942385969604288,12,0.07176278796344045,18,0.1385642587111497,27,0.14149337242689286,2,0.0802837799364879,9,0.09933245250961895,6,0.10963786336298635,2,0.08937022652160019
2001-09-30,1991-04-30,2001-03-31,120,macro_rotation,macro_rotation,0.1819935114720453,0.07242834980310763,medium,0.09,1000,9,0.08470060847246334,19,0.07463188871432724,17,0.10250230046473256,12,0.08267280961997589,18,0.10956516166893766,27,0.1819935114720453,2,0.09009703572302012,9,0.09747636684367687,5,0.08318481033907608,2,0.09317550668174492
2001-10-31,1991-05-31,2001-04-30,120,mean_revert_fade,macro_rotation,0.1464590895886632,0.02271893402777976,small,0.04,1000,9,0.09385803792659592,19,0.09986149527214203,17,0.1464590895886632,12,0.08329579311738929,19,0.12374015556088343,27,0.08961121401087145,2,0.0855333361154206,8,0.08147191994380004,5,0.08545899448373147,2,0.11070996398050255
2001-11-30,1991-06-30,2001-05-31,120,risk_reset,macro_rotation,0.166066338242698,0.05274077699983541,medium,0.09,1000,9,0.1010766175039613,18,0.08058306071058628,16,0.09703690385673713,12,0.07474457541406826,20,0.166066338242698,27,0.1133255612428626,1,0.08549616428294028,9,0.0941462822689628,6,0.09947889691597105,2,0.08804559956121231
2001-12-31,1991-07-31,2001-06-30,120,risk_reset,macro_rotation,0.1784115220133229,0.05543179079355272,medium,0.09,1000,8,0.09782405046955388,18,0.07803652831546311,17,0.0872104871018747,12,0.07316899884231737,21,0.1784115220133229,26,0.12297973121977017,1,0.0851031823640809,9,0.09422715058853955,6,0.09840095129417212,2,0.08463739779090526
2002-01-31,1991-08-31,2001-07-31,120,risk_reset,macro_rotation,0.1957801803562719,0.08168056927160965,medium,0.09,1000,8,0.09908091600788022,18,0.07782865594990233,16,0.08555028653257762,12,0.07241282264775084,22,0.1957801803562719,26,0.11409961108466225,1,0.08366534699860027,9,0.09276838567767913,6,0.09829103369323568,2,0.08052276105143982
2002-02-28,1991-09-30,2001-08-31,120,risk_reset,macro_rotation,0.2180692418232963,0.11398748653134043,medium,0.09,1000,8,0.09248026567756981,18,0.07928410351442368,16,0.08631239991410365,12,0.06944149512590438,23,0.2180692418232963,26,0.10408175529195586,0,0.08569135626186249,9,0.09310901125362382,6,0.09375193051635389,2,0.07777844062090598
2002-03-31,1991-10-31,2001-09-30,120,risk_reset,macro_rotation,0.19198235706215713,0.0931740489533616,medium,0.09,1000,8,0.0914778746332784,18,0.08922916359486674,16,0.09548982716766194,13,0.07332049486679362,23,0.19198235706215713,26,0.09880830810879554,0,0.08735133100732627,9,0.09191407848092407,6,0.09801819945198795,1,0.08240836562620824
2002-04-30,1991-11-30,2001-10-31,120,risk_reset,macro_rotation,0.22222573920958164,0.10643787782561126,medium,0.09,1000,8,0.08445524225053738,18,0.07489064689487132,16,0.08475804679366414,14,0.07407103744775381,23,0.22222573920958164,25,0.11578786138397038,0,0.08530873144838545,9,0.09030408196459254,6,0.08886580726375352,1,0.07933280534288963
2002-05-31,1991-12-31,2001-11-30,120,risk_reset,small_cap_breakout,0.20298424346511806,0.07753411963197374,medium,0.09,1000,9,0.09915593038672617,18,0.0664691649794919,16,0.07981844853853687,14,0.07791343118354722,23,0.20298424346511806,24,0.12545012383314433,0,0.08590125064987204,9,0.09238800762690166,6,0.0911871374294208,1,0.07873226190724099
2002-06-30,1992-01-31,2001-12-31,120,risk_reset,macro_rotation,0.17857499896521314,0.06953938564655522,medium,0.09,1000,9,0.08743355076751734,18,0.07585976306855327,16,0.10903561331865792,14,0.10885627560382805,24,0.17857499896521314,24,0.10292042018887676,0,0.0876909599100672,8,0.08241965299572906,6,0.0843507923166882,1,0.0828579728648691
2002-07-31,1992-02-29,2002-01-31,120,cross_asset_hedge,macro_rotation,0.1422883725863412,0.009685442410849676,small,0.04,1000,9,0.07314847963239468,18,0.06772293332535774,16,0.1305123454562425,13,0.1422883725863412,25,0.13260293017549152,24,0.12930256296112014,0,0.0870526582163576,8,0.07731162658258409,6,0.07782478440311341,1,0.08223330666099717
2002-08-31,1992-03-31,2002-02-28,120,risk_reset,macro_rotation,0.16920509815531362,0.04115490572291847,small,0.04,1000,9,0.08046539803645737,18,0.07094251037426844,16,0.11953835600223442,12,0.12805019243239515,25,0.16920509815531362,24,0.09970528658393772,0,0.08730246321601916,9,0.08161860684611515,6,0.0821775974616354,1,0.0809944908916237
2002-09-30,1992-04-30,2002-03-31,120,cross_asset_hedge,macro_rotation,0.19940658477125048,0.02762277272093383,small,0.04,1000,9,0.07565151936044355,18,0.08178174188420421,15,0.17178381205031665,12,0.19940658477125048,24,0.11478985041478951,24,0.06084806503486881,1,0.08326938271513211,10,0.055845415304080714,6,0.07870575678972305,1,0.07791787167519072
2002-10-31,1992-05-31,2002-04-30,120,risk_reset,macro_rotation,0.1623135631187353,0.04220959188100824,small,0.04,1000,9,0.0784816981978219,18,0.06429352650707955,15,0.12010397123772705,11,0.11831736423853315,25,0.1623135631187353,24,0.11981245042490916,1,0.09043138605689813,10,0.0783671094529564,6,0.08329606510097044,1,0.08458286566436901
2002-11-30,1992-06-30,2002-05-31,120,risk_reset,macro_rotation,0.21930127997798315,0.11655614182340715,medium,0.09,1000,9,0.08281645361126061,18,0.06219076443492384,15,0.09233827840509595,12,0.102745138154576,24,0.21930127997798315,24,0.09651586424454407,1,0.09336526652809883,10,0.08645903468232204,6,0.08330795257897068,1,0.08095996738222488
2002-12-31,1992-07-31,2002-06-30,120,risk_reset,macro_rotation,0.20310171622235915,0.09922683253758298,medium,0.09,1000,9,0.09033076393106144,17,0.07171104302805643,16,0.10387488368477617,12,0.10091599265304207,24,0.20310171622235915,24,0.0777915855588915,1,0.09575517592212564,10,0.09031651039232312,6,0.08575102463294891,1,0.08045130397441537
2003-01-31,1992-08-31,2002-07-31,120,risk_reset,risk_reset,0.22294390128642813,0.10837224507352038,medium,0.09,1000,8,0.07985110980552085,17,0.05594591837127015,17,0.08200226203635891,12,0.08957732225055073,24,0.22294390128642813,24,0.11457165621290775,1,0.0919038985073447,10,0.09810234566161978,6,0.0869271830374315,1,0.07817440283056729
2003-02-28,1992-09-30,2002-08-31,120,risk_reset,macro_rotation,0.20981081435256588,0.10368093374107985,medium,0.09,1000,8,0.08574441476209073,17,0.06476595080321276,17,0.0887698745381073,12,0.09058678331417815,24,0.20981081435256588,23,0.0931424889078152,1,0.09428266047699786,11,0.10612988061148602,6,0.08794746124214206,1,0.07881967099140409
2003-03-31,1992-10-31,2002-09-30,120,risk_reset,macro_rotation,0.18567480715096352,0.06474908429541484,medium,0.09,1000,8,0.08114195721382653,17,0.06313463371307908,17,0.09386662240290007,12,0.08048997455240042,24,0.18567480715096352,23,0.12092572285554867,1,0.09711247975449398,12,0.10599093527010753,5,0.09248701334836366,1,0.07917585373831658
2003-04-30,1992-11-30,2002-10-31,120,risk_reset,macro_rotation,0.16872496405816415,0.05262544971713573,medium,0.09,1000,8,0.08683091671498848,17,0.07228041291925716,17,0.0925288587204794,13,0.0850875442315236,24,0.16872496405816415,22,0.11609951434102841,1,0.09860227081324395,12,0.10298123140131417,5,0.0947134253115364,1,0.08215086148846444
2003-05-31,1992-12-31,2002-11-30,120,risk_reset,macro_rotation,0.16760835914831163,0.05589060130297334,medium,0.09,1000,8,0.09021108801210448,17,0.07330803900554263,17,0.0879529739933008,13,0.08097382342944598,24,0.16760835914831163,21,0.10958523822556972,1,0.09777671743384359,13,0.11171775784533829,5,0.09802352646129545,1,0.08284247644524743
2003-06-30,1993-01-31,2002-12-31,120,risk_reset,macro_rotation,0.14761132977532507,0.028449875480495546,small,0.04,1000,9,0.0949050371157764,16,0.07667293862266389,17,0.09258883800039645,13,0.07746269189588989,24,0.14761132977532507,21,0.11916145429482952,1,0.0994332147586111,13,0.10831040095404341,5,0.09951361099913685,1,0.08434048358332745
2003-07-31,1993-02-28,2003-01-31,120,risk_reset,macro_rotation,0.12916001245812145,0.016870183460694327,small,0.04,1000,10,0.11228982899742712,16,0.09532729072901201,17,0.09765080192511673,12,0.08316427892222314,24,0.12916001245812145,20,0.08958088634592942,1,0.10134132097923484,13,0.10664201806366315,6,0.09920763196358212,1,0.0856359296156899
2003-08-31,1993-03-31,2003-02-28,120,risk_reset,macro_rotation,0.13952612505141077,0.016625368280439895,small,0.04,1000,11,0.12290075677097087,16,0.09026866242801979,16,0.09197611967008144,12,0.08181751580102875,24,0.13952612505141077,20,0.08284494896575036,1,0.09981770695998977,13,0.09818059814458219,6,0.1066224085145017,1,0.08604515769366439
2003-09-30,1993-04-30,2003-03-31,120,risk_reset,macro_rotation,0.12110727515673514,0.008852689027309485,small,0.04,1000,10,0.11225458612942565,16,0.09644226495666991,17,0.10738678751407742,12,0.08202188244948536,24,0.12110727515673514,20,0.09882942575887087,1,0.1001015694290514,13,0.09778331315640508,6,0.09675004841587687,1,0.08732284703340232
2003-10-31,1993-05-31,2003-04-30,120,risk_reset,macro_rotation,0.1253307118333801,0.002504190024728223,small,0.04,1000,10,0.12282652180865188,16,0.1010636583638184,17,0.10351135141459072,12,0.08500723212490534,24,0.1253307118333801,20,0.07939989491993232,1,0.09733574978902,13,0.0988678606379971,6,0.10064441843965988,1,0.0860126006680442
2003-11-30,1993-06-30,2003-05-31,120,news_impulse,macro_rotation,0.12378066859658113,0.016139977532355007,small,0.04,1000,10,0.12378066859658113,16,0.10657598306275023,17,0.10764069106422612,12,0.08178046001439467,24,0.10753208417791368,20,0.08499472682496904,1,0.09642723390366012,12,0.09987984606840986,7,0.10530753315162689,1,0.08608077313546814
2003-12-31,1993-07-31,2003-06-30,120,risk_reset,macro_rotation,0.11441757838490373,8.97020222207362e-05,small,0.04,1000,10,0.1100120380901339,17,0.11432787636268299,17,0.10663839452736211,12,0.0862832125148769,24,0.11441757838490373,20,0.08730894322723627,1,0.09483529815476885,12,0.09994472761256516,6,0.09889780226294806,1,0.08733412886252201
2004-01-31,1993-08-31,2003-07-31,120,momentum_follow,macro_rotation,0.11556513027010792,0.00211838852364285,small,0.04,1000,10,0.1081242194995312,17,0.11556513027010792,17,0.10167575672111881,12,0.09086233698574019,24,0.10086933644027371,19,0.08726053904946705,1,0.09729624689727939,12,0.09830935876955098,7,0.11344674174646507,1,0.08659033362046578
2004-02-29,1993-09-30,2003-08-31,120,risk_reset,macro_rotation,0.11170058038131676,0.00023627180682617155,small,0.04,1000,10,0.10176155025567134,17,0.1046871518060224,17,0.09484148087493884,12,0.09152980757709307,24,0.11170058038131676,19,0.09103839306373467,1,0.09531541082874186,12,0.11146430857449059,7,0.11017186754218926,1,0.08748944909580128
2004-03-31,1993-10-31,2003-09-30,120,small_cap_breakout,macro_rotation,0.12056304864263775,0.009209632227913933,small,0.04,1000,10,0.10343172714743491,17,0.10533288274023148,17,0.09758630288911604,12,0.09350720913664705,23,0.10409776944853985,19,0.082336001024925,1,0.09546894380628329,12,0.11135341641472382,8,0.12056304864263775,1,0.08632269874946091
2004-04-30,1993-11-30,2003-10-31,120,small_cap_breakout,macro_rotation,0.12068505634316483,0.002198565504754696,small,0.04,1000,10,0.1106769320671404,17,0.09330943834189856,17,0.0912096204601522,12,0.09129481655917593,23,0.11848649083841013,19,0.08729624584332404,1,0.09299740636344615,12,0.10416999930019123,9,0.12068505634316483,0,0.08987399388309653
2004-05-31,1993-12-31,2003-11-30,120,small_cap_breakout,macro_rotation,0.11896532595690815,0.006944856775035049,small,0.04,1000,10,0.10882128603067479,16,0.09943958987342315,17,0.08932760054114881,13,0.10101395704330857,23,0.1120204691818731,19,0.08275071813331465,1,0.09430244747322808,12,0.1033896244414675,9,0.11896532595690815,0,0.08996898132465317
2004-06-30,1994-01-31,2003-12-31,120,risk_reset,macro_rotation,0.1259016642297784,0.011846233739023285,small,0.04,1000,10,0.11041691854261265,16,0.09175867230494905,16,0.08545330486185251,14,0.09797293379085831,23,0.1259016642297784,19,0.08376055655885245,1,0.093521169947467,13,0.10742926317532185,8,0.1140554304907551,0,0.08973008609755274
2004-07-31,1994-02-28,2004-01-31,120,risk_reset,small_cap_breakout,0.13246057325691768,0.022760420906528522,small,0.04,1000,10,0.1085997250292455,16,0.0832123071963828,16,0.08341270755788585,15,0.10970015235038916,23,0.13246057325691768,18,0.09823159265985698,1,0.09303241050664225,13,0.09991583869471657,8,0.10177429840846346,0,0.08966039433949974
2004-08-31,1994-03-31,2004-02-29,120,risk_reset,small_cap_breakout,0.11833994506161019,0.003007200075421851,small,0.04,1000,10,0.11197400332481022,16,0.08800971335149516,16,0.08601381289244298,15,0.11533274498618834,23,0.11833994506161019,18,0.09773947322444787,1,0.09231938025487318,13,0.09869950742493007,8,0.10162858225012311,0,0.08994283722907898
2004-09-30,1994-04-30,2004-03-31,120,news_impulse,macro_rotation,0.11946752439739843,0.00015809315982079353,small,0.04,1000,10,0.11946752439739843,16,0.09511789391456395,16,0.08923120769348343,16,0.11930943123757763,22,0.10599985692373359,18,0.09068373545114197,1,0.0925896800627415,13,0.09645069826824389,8,0.10117312451651336,0,0.08997684753460226
2004-10-31,1994-05-31,2004-04-30,120,cross_asset_hedge,macro_rotation,0.11446925774505161,0.0019119932885101748,small,0.04,1000,10,0.10725096002261517,16,0.09345741424683088,17,0.09144066677724444,16,0.11446925774505161,22,0.11255726445654143,18,0.0989830981604287,1,0.09385310093083662,12,0.09691196879013192,8,0.10089223158445489,0,0.09018403728586427
2004-11-30,1994-06-30,2004-05-31,120,cross_asset_hedge,macro_rotation,0.1409150152525563,0.02756505394506832,small,0.04,1000,10,0.10469892652182047,16,0.08995810967912074,16,0.08662194496865652,17,0.1409150152525563,22,0.11334996130748799,18,0.08036170005502925,1,0.09279001124721446,12,0.1023691935329144,8,0.09954859169095827,0,0.08938654574424153
2004-12-31,1994-07-31,2004-06-30,120,cross_asset_hedge,macro_rotation,0.1523225581420373,0.04082928115868015,small,0.04,1000,10,0.10089539082045629,16,0.09066678747058601,16,0.08480509066105786,17,0.1523225581420373,22,0.11149327698335715,18,0.07578658677801071,1,0.09286031448353226,12,0.09979042565427898,8,0.10242784536945106,0,0.08895172363723236
2005-01-31,1994-08-31,2004-07-31,120,cross_asset_hedge,macro_rotation,0.15813468098532377,0.049129998064438435,small,0.04,1000,10,0.10636275732710218,16,0.09083197632968075,16,0.08634936851879735,17,0.15813468098532377,22,0.10900468292088533,18,0.0649164416723277,1,0.0919572028043401,12,0.09972494379451832,8,0.10434898330286398,0,0.08836896234416054
2005-02-28,1994-09-30,2004-08-31,120,cross_asset_hedge,macro_rotation,0.15132567199831842,0.03577690871077624,small,0.04,1000,10,0.10132802058272687,15,0.09125070228192865,16,0.08452855861256542,17,0.15132567199831842,22,0.11554876328754218,18,0.06115551260774752,2,0.09759878434472923,12,0.09804076943100914,8,0.11092289468042964,0,0.08830032217300295
2005-03-31,1994-10-31,2004-09-30,120,cross_asset_hedge,macro_rotation,0.14753989857464536,0.032791085777564344,small,0.04,1000,9,0.10607918835726339,15,0.08798634343255375,15,0.08235559783737291,17,0.14753989857464536,22,0.11474881279708102,19,0.06858476324818177,2,0.09742159122859236,13,0.0972774356161525,8,0.10929950664127301,0,0.08870686226688394
2005-04-30,1994-11-30,2004-10-31,120,cross_asset_hedge,macro_rotation,0.1447209971068207,0.022743372554090244,small,0.04,1000,8,0.11146395347311534,15,0.0839670871842044,15,0.07692998821127624,18,0.1447209971068207,22,0.12197762455273047,19,0.07504353090184059,2,0.09905037959234138,13,0.08919652342518516,8,0.1090063372606649,0,0.08864357829182098
2005-05-31,1994-12-31,2004-11-30,120,cross_asset_hedge,macro_rotation,0.142490981735439,0.020655291935634215,small,0.04,1000,8,0.10658057278376747,15,0.08254776371718223,15,0.07973762260368857,18,0.142490981735439,21,0.12183568979980479,19,0.07316828993916989,2,0.09924848836969678,14,0.09700939512828066,8,0.1085975933264806,0,0.08878360259649014
2005-06-30,1995-01-31,2004-12-31,120,cross_asset_hedge,macro_rotation,0.1518573491779568,0.032426942008396784,small,0.04,1000,8,0.1114962885737865,15,0.07940689203443317,15,0.07605286939032074,19,0.1518573491779568,21,0.11943040716956001,19,0.07068624276156348,2,0.09841575032549718,13,0.09868450373071165,8,0.10568120914836628,0,0.08828848768780416
2005-07-31,1995-02-28,2005-01-31,120,cross_asset_hedge,macro_rotation,0.14565312925604512,0.03239605007798231,small,0.04,1000,8,0.11325707917806281,15,0.07848902629703378,15,0.08148926050526657,19,0.14565312925604512,21,0.11162753026050083,18,0.06388278711327662,3,0.10679587186091503,13,0.10177852057172482,8,0.10870491036147843,0,0.08832188459569579
2005-08-31,1995-03-31,2005-02-28,120,cross_asset_hedge,macro_rotation,0.1278143859886078,0.010571240787899214,small,0.04,1000,8,0.11325502438057085,14,0.07776292145952432,15,0.07869966698015672,19,0.1278143859886078,21,0.1172431452007086,19,0.08818502496400996,3,0.10493121248796075,13,0.09606223774769566,8,0.10671046377838384,0,0.08933591701238142
2005-09-30,1995-04-30,2005-03-31,120,cross_asset_hedge,macro_rotation,0.13066331983852508,0.023379246708953694,small,0.04,1000,8,0.10728407312957139,14,0.09180041948422936,15,0.08376853529277031,19,0.13066331983852508,21,0.09943055514880055,20,0.09239047420081069,3,0.10462791705429841,12,0.09722998905732667,8,0.1029568450210415,0,0.08984787177262601
2005-10-31,1995-05-31,2005-04-30,120,cross_asset_hedge,macro_rotation,0.12870510158079382,0.021440177783225642,small,0.04,1000,7,0.10409769450997745,14,0.0908090226282572,15,0.0874498139479566,19,0.12870510158079382,21,0.09225436768411324,21,0.10726492379756818,3,0.10247661066760688,12,0.09774685040538326,8,0.09925599928740969,0,0.08993961549093364
