formation_month,label_cutoff,reward_history_start,reward_history_end,reward_history_months,direction_buy_count,direction_hold_count,direction_sell_count,position_increase_count,position_decrease_count,position_unchanged_count,long_position_count,flat_position_count,short_position_count,mean_absolute_position,mean_trade_quantity,mean_cvar_position_cap,minimum_cvar_position_cap,stale_position_resets,finite_scores,memory_mean_rankic__shallow_news,memory_reliability__shallow_news,memory_mean_rankic__middle_technical,memory_reliability__middle_technical,memory_mean_rankic__deep_fundamental,memory_reliability__deep_fundamental
2002-07-31,2002-01-31,1997-02-28,2002-01-31,60,324,344,332,147,148,705,447,167,386,0.21517994993137154,0.022264754233992302,0.320897270421684,0.25,25,1000,-0.02022276689495086,0.11782841059005765,0.044946199976720454,0.43381091353271306,0.04659566160353808,0.4483606758772292
2002-08-31,2002-02-28,1997-03-31,2002-02-28,60,317,353,330,118,116,766,443,171,386,0.21699776809370644,0.014897971809535811,0.3221724487597131,0.25,15,1000,-0.018992986224325017,0.11803708644116612,0.04889951796731244,0.45890763129170214,0.044832213499934874,0.4230552822671316
2002-09-30,2002-03-31,1997-04-30,2002-03-31,60,330,325,345,161,152,687,445,168,387,0.21665065465059385,0.019878648718847865,0.3234845584912447,0.25,15,1000,-0.01890731799793588,0.10938230421059394,0.056327490894260084,0.4925250398456573,0.04568446491539316,0.39809265594374876
2002-10-31,2002-04-30,1997-05-31,2002-04-30,60,332,323,345,140,146,714,444,165,391,0.2163931468330322,0.020058049511462107,0.32420984402116165,0.25,30,1000,-0.02021619701872197,0.09989228826724596,0.061976345098624284,0.5169485383088914,0.04700170353620486,0.3831591734238627
2002-11-30,2002-05-31,1997-06-30,2002-05-31,60,337,320,343,137,153,710,432,161,407,0.2176709221472556,0.021152933222571647,0.32602635650480827,0.25,32,1000,-0.021119113310347767,0.09426620578652849,0.06483553399387516,0.5259550234414208,0.048554193928441756,0.3797787707720508
2002-12-31,2002-06-30,1997-07-31,2002-06-30,60,334,324,342,130,135,735,440,165,395,0.21841409587293492,0.01691109831809476,0.3292548987792674,0.25,23,1000,-0.021261477091588692,0.09148916411496326,0.06604288074207748,0.5244277651346362,0.0504704388571769,0.3840830707504005
2003-01-31,2002-07-31,1997-08-31,2002-07-31,60,326,329,345,123,135,742,442,165,393,0.21696289807280011,0.01831622610989672,0.32784652555822347,0.25,22,1000,-0.020589406504631383,0.09081263371962105,0.06652117469191694,0.5185363014926083,0.05236141001094504,0.3906510647877706
2003-02-28,2002-08-31,1997-09-30,2002-08-31,60,321,345,334,132,129,739,442,166,392,0.2179738334971193,0.01679937743506767,0.32843726629463743,0.25,14,1000,-0.01815009023628526,0.09650664918841129,0.06344760454453376,0.49352119441512066,0.054173776598019724,0.4099721563964681
2003-03-31,2002-09-30,1997-10-31,2002-09-30,60,316,355,329,112,129,759,442,165,393,0.21955060642141525,0.014923518030174682,0.3305174192790081,0.25,20,1000,-0.018958482453275593,0.10121849830629072,0.05649845911667481,0.4577944851994359,0.05462821275773158,0.44098701649427346
2003-04-30,2002-10-31,1997-11-30,2002-10-31,60,316,353,331,125,134,741,432,163,405,0.22037160948205,0.017095494260065677,0.3325620853639114,0.25,25,1000,-0.018282432059968688,0.11262831515668027,0.04752264665599239,0.4199748065896574,0.05287184755367146,0.46739687825366233
2003-05-31,2002-11-30,1997-12-31,2002-11-30,60,315,348,337,152,152,696,420,166,414,0.22382775609448397,0.01933140235100853,0.34846464598091065,0.25,24,1000,-0.021460579370946347,0.10584686324272552,0.047297206575064796,0.4186976590767257,0.05365341471937002,0.4754554776805488
2003-06-30,2002-12-31,1998-01-31,2002-12-31,60,328,341,331,140,138,722,431,165,404,0.22753314534013913,0.018682100122640224,0.3526474751334049,0.25,15,1000,-0.02205371718097352,0.10696117601766515,0.046374460286007384,0.42032552769206677,0.052247439725599636,0.47271329629026815
2003-07-31,2003-01-31,1998-02-28,2003-01-31,60,323,333,344,139,147,714,440,159,401,0.22891149397851612,0.020110128306607692,0.3531884482088847,0.25,27,1000,-0.021519535623257847,0.11062486534244656,0.042703931729519536,0.39966001897838965,0.052864411345296194,0.48971511567916376
2003-08-31,2003-02-28,1998-03-31,2003-02-28,60,326,359,315,138,121,741,443,155,402,0.2319131189306293,0.017686045272751832,0.3535208948287506,0.25,19,1000,-0.018563170169910444,0.12430127436224961,0.033125882104269276,0.3494950142729419,0.05358583837764446,0.5262037113648085
2003-09-30,2003-03-31,1998-04-30,2003-03-31,60,325,341,334,103,132,765,428,163,409,0.23332219711855914,0.01426974729979969,0.35586675622287633,0.25,22,1000,-0.018113944331603016,0.13751685381298348,0.02236606459542796,0.3090016637912961,0.0515101463351775,0.5534814823957204
2003-10-31,2003-04-30,1998-05-31,2003-04-30,60,329,325,346,116,132,752,421,162,417,0.23564667895716407,0.016284387200448492,0.35610176949175787,0.25,21,1000,-0.013364219427669582,0.15904281825729225,0.013659987047418332,0.27305072742951886,0.05027494301559288,0.5679064543131889
2003-11-30,2003-05-31,1998-06-30,2003-05-31,60,336,333,331,103,109,788,422,159,419,0.23998542190500025,0.014153825453200713,0.356184677434191,0.25,15,1000,-0.012041523281733685,0.16616093815459265,0.007196806334966127,0.24413550462709854,0.051291633698040955,0.5897035572183089
2003-12-31,2003-06-30,1998-07-31,2003-06-30,60,321,345,334,88,115,797,406,169,425,0.24253027102430172,0.012058650314990624,0.36042551588435845,0.25,20,1000,-0.011352267248565867,0.17296263483545982,0.0010764657779691507,0.2217720933658059,0.05127729475923114,0.6052652717987344
2004-01-31,2003-07-31,1998-08-31,2003-07-31,60,345,302,353,108,127,765,414,160,426,0.2451473872226514,0.015556395082333762,0.3620802563152682,0.25,22,1000,-0.008979693327125093,0.18773949296062029,-0.002764127228708695,0.21259025936155157,0.04908653621197419,0.5996702476778282
2004-02-29,2003-08-31,1998-09-30,2003-08-31,60,327,322,351,130,140,730,416,164,420,0.2519426006691384,0.01827830835524942,0.37905116141430406,0.25,17,1000,-0.009029365180571338,0.19395015612305908,-0.0009837833180806328,0.2278102022714736,0.04558999425693515,0.5782396416054673
2004-03-31,2003-09-30,1998-10-31,2003-09-30,60,327,344,329,161,153,686,419,159,422,0.26292018606503553,0.02206942767938281,0.40704357404067615,0.25,21,1000,-0.010234815338979623,0.1951069731741202,0.0023400885348710274,0.25089789561851444,0.041945580148303664,0.5539951312073654
2004-04-30,2003-10-31,1998-11-30,2003-10-31,60,347,313,340,185,147,668,425,158,417,0.2690358313629004,0.024507725062562262,0.40646169676753585,0.25,24,1000,-0.01500119797017046,0.18724380057243306,0.0009343238559099215,0.2575263257018711,0.03934733706962844,0.5552298737256958
2004-05-31,2003-11-30,1998-12-31,2003-11-30,60,338,316,346,185,195,620,430,158,412,0.2844743236242114,0.02636828784136513,0.4569824982966362,0.25,19,1000,-0.018816628527413348,0.1885512162090593,-0.004511350796778594,0.25100559472458295,0.0356512817609467,0.5604431890663577
2004-06-30,2003-12-31,1999-01-31,2003-12-31,60,350,311,339,181,174,645,431,159,410,0.29655273714308655,0.02430609621769092,0.46702839316218997,0.25,13,1000,-0.019856771006358354,0.18540052903796445,-0.003971440587449359,0.25473533775022356,0.035402010413897685,0.5598641332118119
2004-07-31,2004-01-31,1999-02-28,2004-01-31,60,349,308,343,180,189,631,428,160,412,0.2946178641062341,0.028260104131960027,0.45726939121175963,0.25,21,1000,-0.021208706948168357,0.1711470281748416,-0.00020129248615725713,0.26051782636681153,0.03880070748042056,0.5683351454583468
2004-08-31,2004-02-29,1999-03-31,2004-02-29,60,332,341,327,148,166,686,419,169,412,0.30169387639054296,0.02072723585496019,0.4715133661348807,0.25,19,1000,-0.023371861934588914,0.15613203666646927,0.004042243943909026,0.2701518357921794,0.04169977229115966,0.5737161275413514
2004-09-30,2004-03-31,1999-04-30,2004-03-31,60,349,319,332,183,162,655,431,166,403,0.31297156237498913,0.023717351415173737,0.4954145812894658,0.25,19,1000,-0.02534010060746945,0.14532152434925838,0.0072592230288593814,0.2789228358709791,0.04349663125686267,0.5757556397797625
2004-10-31,2004-04-30,1999-05-31,2004-04-30,60,343,328,329,177,170,653,431,164,405,0.31932455342447724,0.025452412891287357,0.5064781844716457,0.25,18,1000,-0.026224312467007814,0.1450466656560936,0.00899145448755064,0.2933512985090276,0.04146258528361306,0.5616020358348789
2004-11-30,2004-05-31,1999-06-30,2004-05-31,60,358,316,326,175,138,687,430,163,407,0.32818778939094445,0.0206470672546516,0.5126476342843432,0.25,13,1000,-0.03015137947878204,0.14016847138620833,0.009245951130864013,0.3082131775251925,0.038349187921790893,0.5516183510885991
2004-12-31,2004-06-30,1999-07-31,2004-06-30,60,354,313,333,154,135,711,435,157,408,0.33548030029702036,0.019725513574222715,0.5145023019327178,0.25,18,1000,-0.034179436464673765,0.13579817165030875,0.00669360997690985,0.3075478485919974,0.036359267242408025,0.5566539797576938
2005-01-31,2004-07-31,1999-08-31,2004-07-31,60,344,326,330,149,146,705,432,155,413,0.33802614570443823,0.022683468263221384,0.5033857961507735,0.25,14,1000,-0.03626146724619453,0.13326120291120575,0.004754553633297558,0.3026665036955685,0.03588209721213168,0.5640722933932257
2005-02-28,2004-08-31,1999-09-30,2004-08-31,60,349,321,330,132,125,743,435,153,412,0.345417690401474,0.017890018834151235,0.5074623792478514,0.25,15,1000,-0.03815345890691661,0.13322492857893703,-0.0003407901907006128,0.28380638605076963,0.03565127008824836,0.5829686853702933
2005-03-31,2004-09-30,1999-10-31,2004-09-30,60,359,313,328,150,155,695,437,153,410,0.34939842446665315,0.023137406515285217,0.5114200076475672,0.25,25,1000,-0.04002814125101495,0.13299666869527854,-0.004700984213231613,0.2695805469648109,0.03508690693499376,0.5974227843399106
2005-04-30,2004-10-31,1999-11-30,2004-10-31,60,348,309,343,135,198,667,445,149,406,0.34058753864918984,0.029352498684553904,0.4917129941484476,0.25,22,1000,-0.04537962981972558,0.12425237201898344,-0.007319278634897929,0.2660067752141226,0.0341563341743063,0.6097408527668939
2005-05-31,2004-11-30,1999-12-31,2004-11-30,60,353,302,345,133,156,711,445,147,408,0.35024297962042006,0.020800042744874767,0.5028978708589809,0.25,17,1000,-0.05080451814409686,0.1143149809036077,-0.01180404755650115,0.24937730743848222,0.035031713903967206,0.63630771165791
2005-06-30,2004-12-31,2000-01-31,2004-12-31,60,338,316,346,105,148,747,448,145,407,0.35732912859365307,0.017195227566291764,0.5047768821830169,0.25,17,1000,-0.054654925441092635,0.10741190054851052,-0.012683094339531962,0.24866524735197162,0.034890471672084686,0.6439228520995178
2005-07-31,2005-01-31,2000-02-29,2005-01-31,60,344,302,354,111,154,735,439,148,413,0.3596539356553437,0.01880266740004223,0.5043795754292952,0.25,20,1000,-0.05592299366820634,0.10735226320043464,-0.013039318885660537,0.2531011224116596,0.033309201518949116,0.6395466143879057
2005-08-31,2005-02-28,2000-03-31,2005-02-28,60,345,320,335,121,141,738,443,151,406,0.35613560727883714,0.019553759586770796,0.500832934631049,0.25,15,1000,-0.049791683142879836,0.11501643522080424,-0.004646603750538862,0.283716817992593,0.032906498917120754,0.6012667467866027
2005-09-30,2005-03-31,2000-04-30,2005-03-31,60,343,318,339,125,132,743,439,154,407,0.35449982709740824,0.017986446585072834,0.5011301862132365,0.25,22,1000,-0.04815141368407124,0.11841385383319299,-0.0014660861506054263,0.30123547714651794,0.03132092622944705,0.580350669020289
2005-10-31,2005-04-30,2000-05-31,2005-04-30,60,341,314,345,167,157,676,445,152,403,0.3400141913728346,0.03551594574023996,0.475187364691818,0.25,21,1000,-0.04341178207245203,0.1264408653186401,-0.002090265274158354,0.2889359585950766,0.033147856187873,0.5846231760862833
2005-11-30,2005-05-31,2000-06-30,2005-05-31,60,344,299,357,112,127,761,440,150,410,0.34361043699297217,0.01634236696843636,0.476779372205091,0.25,13,1000,-0.04014086901449635,0.13328268362551968,-0.0028452493254964846,0.2810084407787979,0.03387665865276615,0.5857088755956824
2005-12-31,2005-06-30,2000-07-31,2005-06-30,60,341,320,339,115,144,741,441,147,412,0.3492507232105917,0.016734396159505643,0.49343477462602653,0.25,15,1000,-0.03122975830723559,0.15105250104437126,-0.0027965090685797265,0.2667448144335846,0.03622980053659039,0.5822026845220442
2006-01-31,2005-07-31,2000-08-31,2005-07-31,60,343,304,353,124,143,733,447,146,407,0.34737033522583227,0.017662535835189872,0.4916094970786148,0.25,22,1000,-0.0271408655493339,0.15960216885148,-0.000294090953033381,0.2730403990607898,0.03627439557992274,0.5673574320877303
2006-02-28,2005-08-31,2000-09-30,2005-08-31,60,322,332,346,122,157,721,443,143,414,0.3436425868976605,0.020714905319593677,0.49032063500440176,0.25,15,1000,-0.01811951763453596,0.18693500053404608,0.0003779785838409269,0.27061871922242114,0.035146886976218365,0.5424462802435328
2006-03-31,2005-09-30,2000-10-31,2005-09-30,60,342,325,333,155,136,709,437,149,414,0.34654347549673914,0.019236540710711996,0.5096626736355805,0.25,12,1000,-0.012168896618826435,0.20910393490944817,-0.0010477837443396147,0.26119145489269446,0.034305507748878986,0.5297046101978573
2006-04-30,2005-10-31,2000-11-30,2005-10-31,60,336,328,336,158,161,681,444,144,412,0.3436121517498064,0.02438571327357356,0.5051921844214183,0.25,16,1000,-0.006696188940786748,0.2315011295968358,-0.0015109443196049336,0.25679796450602727,0.03296158771895285,0.5117009058971369
2006-05-31,2005-11-30,2000-12-31,2005-11-30,60,345,341,314,156,152,692,437,147,416,0.33924911379060535,0.023881053407721124,0.4941766400490967,0.25,16,1000,-0.004785342536963627,0.24034836091915326,0.00010536484253328461,0.2650460335337677,0.03129822315106781,0.49460560554707905
2006-06-30,2005-12-31,2001-01-31,2005-12-31,60,332,343,325,136,145,719,440,143,417,0.34189641963484346,0.019462649826888886,0.49686052117903134,0.25,16,1000,0.0003039711267732338,0.26023372043558574,0.005312697802543621,0.28765294042596806,0.02792160846322483,0.4521133391384462
2006-07-31,2006-01-31,2001-02-28,2006-01-31,60,320,359,321,157,174,669,443,143,414,0.3360900469843826,0.02418907836346016,0.486668657828596,0.25,23,1000,0.0028006830086948742,0.28273922534645674,-0.0012124806372858779,0.2609324951784283,0.02673505570899425,0.4563282794751149
2006-08-31,2006-02-28,2001-03-31,2006-02-28,60,336,333,331,149,135,716,446,140,414,0.33651268386731953,0.018597150444310578,0.48538622607979104,0.25,22,1000,0.0031550839466496683,0.29455930553108084,-0.0043023097679238355,0.25374567491533295,0.024531426784714875,0.4516950195535862
2006-09-30,2006-03-31,2001-04-30,2006-03-31,60,336,346,318,150,132,718,437,145,418,0.3383083044585846,0.018358297632023252,0.49767767015981407,0.25,23,1000,0.0027368378957832945,0.2972208852045047,-0.0033077633545838397,0.2633762343031681,0.022283894487554627,0.4394028804923272
2006-10-31,2006-04-30,2001-05-31,2006-04-30,60,334,358,308,158,142,700,440,140,420,0.339721519183511,0.019564179228332108,0.49338248812283997,0.25,16,1000,0.005269249861123865,0.323656780445884,-0.008020889698642533,0.24811214548998256,0.01926821525412925,0.4282310740641334
2006-11-30,2006-05-31,2001-06-30,2006-05-31,60,338,359,303,157,134,709,436,145,419,0.3415839643191285,0.019669517581492883,0.49519987311546604,0.25,21,1000,0.008552207393602568,0.3481615917859799,-0.010027658624083382,0.24010333564404668,0.016937877321756882,0.41173507256997344
2006-12-31,2006-06-30,2001-07-31,2006-06-30,60,324,356,320,175,149,676,436,146,418,0.3431365952643293,0.02055187881634439,0.5092495911620046,0.25,15,1000,0.009454831662092189,0.3717518515369891,-0.015289307551129446,0.22663567714121433,0.013317884465016316,0.40161247132179656
2007-01-31,2006-07-31,2001-08-31,2006-07-31,60,344,326,330,185,149,666,439,139,422,0.3436944683784698,0.021677908553990693,0.5088021521785391,0.25,17,1000,0.007134355799499527,0.3798687752296917,-0.023600909258413776,0.20543312672494268,0.011520601607760807,0.41469809804536567
2007-02-28,2006-08-31,2001-09-30,2006-08-31,60,347,345,308,172,133,695,442,137,421,0.3421320847329772,0.02183781272584021,0.5057625196507514,0.25,15,1000,0.007899249577268895,0.39803536881961965,-0.030238934142995604,0.18563403714195553,0.010146188284637708,0.4163305940384248
2007-03-31,2006-09-30,2001-10-31,2006-09-30,60,355,327,318,181,146,673,450,137,413,0.34238953120768223,0.021956725605654846,0.507122028721439,0.25,8,1000,0.011655273384406776,0.42384112105874433,-0.023687255219243135,0.2090363370742361,0.004472124551507708,0.36712254186701954
2007-04-30,2006-10-31,2001-11-30,2006-10-31,60,342,333,325,196,180,624,449,136,415,0.3448451072620436,0.026214307283235462,0.5127267061279316,0.25,12,1000,0.014633556210863279,0.44653172425354626,-0.022070058339133346,0.21431312740703554,0.000880917143343275,0.3391551483394182
2007-05-31,2006-11-30,2001-12-31,2006-11-30,60,350,338,312,204,172,624,465,129,406,0.34878755284263746,0.026482946332520976,0.519986757073144,0.25,15,1000,0.01463779959379962,0.4610319800539722,-0.02428895329321402,0.21164965859469012,-0.0024889070188337642,0.3273183613513377
2007-06-30,2006-12-31,2002-01-31,2006-12-31,60,371,309,320,248,194,558,463,128,409,0.3489394525283676,0.03480669266137158,0.5294614020834542,0.25,11,1000,0.015233582038505793,0.4762906540924068,-0.030893959664056635,0.18932733565450358,-0.0024536281138944163,0.33438201025308967
2007-07-31,2007-01-31,2002-02-28,2007-01-31,60,360,311,329,256,197,547,474,126,400,0.3363549934883231,0.04352717118731215,0.4911886861087753,0.25,12,1000,0.01495519877506735,0.48863103833835403,-0.037058203196186884,0.17266264165282974,-0.0033685143548021447,0.33870632000881634
