paper_version,sparsity,dataset,metric,paper_value,recomputed_value,recomputed_at_paper_precision,match_at_paper_precision,matlab_release,cw_sha256,weights_sha256,native_asmcvar_source_evidence,native_efs_evidence,paper_result_credit
v1,10,FF100,MDD,0.524,0.542842909087,0.543,False,2023b,ffb2a173cc191c5b3412a7475a76d0facb2a6875d110535b4a1077a6f72e880d,ad16970ba6289b1ff8301689045ca25ce941030d6ec847412be0113fe2ab5dae,True,False,False
v1,10,FF100MEOP,CW,405.380,783.465369051,783.465,False,2023b,bf64302e5f14634677d94c2517f93b1e42bd9fb4452b7439ed6a7229fe2794e7,845e2b402effcec2286def15771b8c3bb9e865ab0140bdf7b3c72c3da8e5d50a,True,False,False
v1,10,FF100MEOP,SR,0.220,0.23631704323,0.236,False,2023b,bf64302e5f14634677d94c2517f93b1e42bd9fb4452b7439ed6a7229fe2794e7,845e2b402effcec2286def15771b8c3bb9e865ab0140bdf7b3c72c3da8e5d50a,True,False,False
v1,10,FF100MEOP,MDD,0.502,0.440178441117,0.440,False,2023b,bf64302e5f14634677d94c2517f93b1e42bd9fb4452b7439ed6a7229fe2794e7,845e2b402effcec2286def15771b8c3bb9e865ab0140bdf7b3c72c3da8e5d50a,True,False,False
v1,15,FF25,CW,676.350,827.179183898,827.179,False,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,False
v1,15,FF25,SR,0.252,0.25413222774,0.254,False,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,False
v1,15,FF25,MDD,0.500,0.624672313909,0.625,False,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,False
v1,15,FF32,CW,690.990,1303.79795035,1303.798,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v1,15,FF32,SR,0.243,0.261483071519,0.261,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v1,15,FF32,MDD,0.466,0.572278080604,0.572,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v1,15,FF49,CW,526.840,694.834132977,694.834,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v1,15,FF49,SR,0.235,0.228581883132,0.229,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v1,15,FF49,MDD,0.453,0.518620809239,0.519,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v1,15,FF100,CW,523.490,1126.00452217,1126.005,False,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,False
v1,15,FF100,SR,0.230,0.250288955333,0.250,False,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,False
v1,15,FF100,MDD,0.526,0.525765548048,0.526,True,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,True
v1,15,FF100MEOP,CW,518.800,712.449946043,712.450,False,2023b,ca55c4e195f1b65e42a47bd8bf0e2700ffd973d38a84bf5d3d1b58ca6ee37062,de2822e38bf3b23003f7df4861a324f7c106964bb83c104949dacad6433edc15,True,False,False
v1,15,FF100MEOP,SR,0.227,0.232586364146,0.233,False,2023b,ca55c4e195f1b65e42a47bd8bf0e2700ffd973d38a84bf5d3d1b58ca6ee37062,de2822e38bf3b23003f7df4861a324f7c106964bb83c104949dacad6433edc15,True,False,False
v1,15,FF100MEOP,MDD,0.505,0.464385265473,0.464,False,2023b,ca55c4e195f1b65e42a47bd8bf0e2700ffd973d38a84bf5d3d1b58ca6ee37062,de2822e38bf3b23003f7df4861a324f7c106964bb83c104949dacad6433edc15,True,False,False
v1,20,FF25,CW,653.380,872.027957655,872.028,False,2023b,09c0b81c030faae7d99b5e1f77d43953f43453234a9a4227e6e041688c47adcf,3959e84aac4fef64d0cf81e5f073c2e230ec9eb82231618c60ff01e0374aab87,True,False,False
v1,20,FF25,SR,0.249,0.255750738745,0.256,False,2023b,09c0b81c030faae7d99b5e1f77d43953f43453234a9a4227e6e041688c47adcf,3959e84aac4fef64d0cf81e5f073c2e230ec9eb82231618c60ff01e0374aab87,True,False,False
v1,20,FF25,MDD,0.504,0.626962717647,0.627,False,2023b,09c0b81c030faae7d99b5e1f77d43953f43453234a9a4227e6e041688c47adcf,3959e84aac4fef64d0cf81e5f073c2e230ec9eb82231618c60ff01e0374aab87,True,False,False
v1,20,FF32,CW,731.320,1317.01087445,1317.011,False,2023b,63dfaab55fc4e384fa1e0ba6e980959635a1e85e55ede544531b00e85c260122,35f6d96938fb048507a6bfeddda1dfd9ac928a321a022e8689f0acae44578fbc,True,False,False
v1,20,FF32,SR,0.244,0.260305715897,0.260,False,2023b,63dfaab55fc4e384fa1e0ba6e980959635a1e85e55ede544531b00e85c260122,35f6d96938fb048507a6bfeddda1dfd9ac928a321a022e8689f0acae44578fbc,True,False,False
v1,20,FF32,MDD,0.479,0.578177814106,0.578,False,2023b,63dfaab55fc4e384fa1e0ba6e980959635a1e85e55ede544531b00e85c260122,35f6d96938fb048507a6bfeddda1dfd9ac928a321a022e8689f0acae44578fbc,True,False,False
v1,20,FF49,CW,530.760,767.610762374,767.611,False,2023b,fe822a8ff9df6f34ca2fb9bcdb39c077b90563ec0e23a9ff68f5803c990c24b3,2819f92951a91d77e517d45265379afe8c396fc2e7509f9c31cbcd57babb673b,True,False,False
v1,20,FF49,SR,0.234,0.230007583973,0.230,False,2023b,fe822a8ff9df6f34ca2fb9bcdb39c077b90563ec0e23a9ff68f5803c990c24b3,2819f92951a91d77e517d45265379afe8c396fc2e7509f9c31cbcd57babb673b,True,False,False
v1,20,FF49,MDD,0.463,0.516390717958,0.516,False,2023b,fe822a8ff9df6f34ca2fb9bcdb39c077b90563ec0e23a9ff68f5803c990c24b3,2819f92951a91d77e517d45265379afe8c396fc2e7509f9c31cbcd57babb673b,True,False,False
v1,20,FF100,CW,583.510,1117.19610037,1117.196,False,2023b,ead7f4e084d313bcbbd8ae56ac9437356b4cc9db961ac798db9a23bd43082355,396c66459b77b1092d041044e6a9bbe0d5c523863edef9629e2136f52da5b069,True,False,False
v1,20,FF100,SR,0.232,0.250120901927,0.250,False,2023b,ead7f4e084d313bcbbd8ae56ac9437356b4cc9db961ac798db9a23bd43082355,396c66459b77b1092d041044e6a9bbe0d5c523863edef9629e2136f52da5b069,True,False,False
v1,20,FF100,MDD,0.533,0.536842457423,0.537,False,2023b,ead7f4e084d313bcbbd8ae56ac9437356b4cc9db961ac798db9a23bd43082355,396c66459b77b1092d041044e6a9bbe0d5c523863edef9629e2136f52da5b069,True,False,False
v1,20,FF100MEOP,CW,508.860,714.4933498,714.493,False,2023b,ff84d8fd185652abd568f33ec0b9feea6b44a39199ba6eaebc849dbf1a42d6e9,8d0005986331d581f28de6ea9bd54eb20cae06c8b2c238c40239d12a9935bc47,True,False,False
v1,20,FF100MEOP,SR,0.225,0.232196148133,0.232,False,2023b,ff84d8fd185652abd568f33ec0b9feea6b44a39199ba6eaebc849dbf1a42d6e9,8d0005986331d581f28de6ea9bd54eb20cae06c8b2c238c40239d12a9935bc47,True,False,False
v1,20,FF100MEOP,MDD,0.516,0.461538927646,0.462,False,2023b,ff84d8fd185652abd568f33ec0b9feea6b44a39199ba6eaebc849dbf1a42d6e9,8d0005986331d581f28de6ea9bd54eb20cae06c8b2c238c40239d12a9935bc47,True,False,False
v2,10,FF25,CW,638,973.230757216,973,False,2023b,becc3e34c8fde6934c5d9b32926919dd5f977cf0645e29a88fb780818ee2aa6d,98a530326330458b3acafa0061be8192526275201d050ca9d91ca544c6b07815,True,False,False
v2,10,FF25,SR,0.25,0.260984532254,0.26,False,2023b,becc3e34c8fde6934c5d9b32926919dd5f977cf0645e29a88fb780818ee2aa6d,98a530326330458b3acafa0061be8192526275201d050ca9d91ca544c6b07815,True,False,False
v2,10,FF25,MDD,0.48,0.607398336593,0.61,False,2023b,becc3e34c8fde6934c5d9b32926919dd5f977cf0645e29a88fb780818ee2aa6d,98a530326330458b3acafa0061be8192526275201d050ca9d91ca544c6b07815,True,False,False
v2,10,FF32,CW,670,1122.75581232,1123,False,2023b,08006c37827ab8cf41545da24dd50e9d5ab7887c152556cae080b18b50878f3e,4a431bc8cfb5178fd8e3caa3d16827c6032d08907fd641504e73f72b3df8a817,True,False,False
v2,10,FF32,SR,0.24,0.263843887108,0.26,False,2023b,08006c37827ab8cf41545da24dd50e9d5ab7887c152556cae080b18b50878f3e,4a431bc8cfb5178fd8e3caa3d16827c6032d08907fd641504e73f72b3df8a817,True,False,False
v2,10,FF32,MDD,0.45,0.496223022102,0.50,False,2023b,08006c37827ab8cf41545da24dd50e9d5ab7887c152556cae080b18b50878f3e,4a431bc8cfb5178fd8e3caa3d16827c6032d08907fd641504e73f72b3df8a817,True,False,False
v2,10,FF49,CW,409,758.658455326,759,False,2023b,4798c840ba832594c660c176cc00585b870f76fa151508e939e1863da5cac36f,c4228ed0b3e4f78d4d3f7b35f55a2b7f941727833f8310bc51688be9039e6897,True,False,False
v2,10,FF49,SR,0.22,0.233849719004,0.23,False,2023b,4798c840ba832594c660c176cc00585b870f76fa151508e939e1863da5cac36f,c4228ed0b3e4f78d4d3f7b35f55a2b7f941727833f8310bc51688be9039e6897,True,False,False
v2,10,FF49,MDD,0.47,0.518668278571,0.52,False,2023b,4798c840ba832594c660c176cc00585b870f76fa151508e939e1863da5cac36f,c4228ed0b3e4f78d4d3f7b35f55a2b7f941727833f8310bc51688be9039e6897,True,False,False
v2,10,FF100,CW,491,966.321078341,966,False,2023b,ffb2a173cc191c5b3412a7475a76d0facb2a6875d110535b4a1077a6f72e880d,ad16970ba6289b1ff8301689045ca25ce941030d6ec847412be0113fe2ab5dae,True,False,False
v2,10,FF100,SR,0.23,0.244622192615,0.24,False,2023b,ffb2a173cc191c5b3412a7475a76d0facb2a6875d110535b4a1077a6f72e880d,ad16970ba6289b1ff8301689045ca25ce941030d6ec847412be0113fe2ab5dae,True,False,False
v2,10,FF100,MDD,0.52,0.542842909087,0.54,False,2023b,ffb2a173cc191c5b3412a7475a76d0facb2a6875d110535b4a1077a6f72e880d,ad16970ba6289b1ff8301689045ca25ce941030d6ec847412be0113fe2ab5dae,True,False,False
v2,15,FF25,CW,676,827.179183898,827,False,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,False
v2,15,FF25,SR,0.25,0.25413222774,0.25,True,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,True
v2,15,FF25,MDD,0.50,0.624672313909,0.62,False,2023b,f30d54829fc14ff970cdc6c77e47041d72811eab49761356af23f5faf0365041,b125664389a4707991bf6f8775c8bc2308654f91b40a051399eac013a80846ff,True,False,False
v2,15,FF32,CW,691,1303.79795035,1304,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v2,15,FF32,SR,0.24,0.261483071519,0.26,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v2,15,FF32,MDD,0.47,0.572278080604,0.57,False,2023b,bd09ef12f6f3ce1c38631c948d44ff57803b464799bd0beb6067b1f52e57750e,6d6fe8b395087d2e2ab1a1c38ea012e014a9b5da5993fdd8cf04a446b904ce42,True,False,False
v2,15,FF49,CW,527,694.834132977,695,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v2,15,FF49,SR,0.24,0.228581883132,0.23,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v2,15,FF49,MDD,0.45,0.518620809239,0.52,False,2023b,71c245928c78d8ab7a5bffa7ed8b2ea1ad658dc591fd2441a3e2cd250e5cda17,9646cbd92792aca48cef3faabe955edd2b6571bb7b3f2c0f4f16bba84f0452cb,True,False,False
v2,15,FF100,CW,523,1126.00452217,1126,False,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,False
v2,15,FF100,SR,0.23,0.250288955333,0.25,False,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,False
v2,15,FF100,MDD,0.53,0.525765548048,0.53,True,2023b,04e7c0ee7c799d886ee545bccc3c123bf194316deb224b352e17e0154693292b,0d581919cd0567b4c54ec331a07efb2467d24ae20240737f9bf53c7f8df399c3,True,False,True
