paper_version,table_family,paper_table,asset,method,metric,paper_value,official_tex_value_verified,author_rendered_correspondence,author_rendered_evidence_sha256,author_correspondence_status,independently_regenerated_from_native_result_path,paper_result_credit
v4,portfolio_performance,1,NQ,LR,cumulative_return_pct,59.11,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,LR,max_drawdown_pct,-11.53,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,XGBoost,sharpe,-0.072,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,XGBoost,sortino,-0.108,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,XGBoost,cumulative_return_pct,-2.0,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,XGBoost,max_drawdown_pct,-5.1,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,TradingAgent,sharpe,-0.092,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,TradingAgent,sortino,-0.114,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,TradingAgent,cumulative_return_pct,-5.04,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,TradingAgent,max_drawdown_pct,9.26,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,Our,sharpe,0.19,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,Our,sortino,0.289,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,Our,cumulative_return_pct,19.76,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,NQ,Our,max_drawdown_pct,-5.46,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,TradingAgent,sharpe,-0.129,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,TradingAgent,sortino,-0.189,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,TradingAgent,cumulative_return_pct,-30.4,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,TradingAgent,max_drawdown_pct,32.28,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,Our,sharpe,-0.141,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,Our,sortino,-0.46,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,Our,cumulative_return_pct,-38.7,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,portfolio_performance,1,VIX,Our,max_drawdown_pct,-41.14,True,False,,no_author_rendered_table_correspondence_found,False,False
v4,expanded_4h,2,BTC,Baseline,accuracy_pct,45.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Baseline,rcc,-0.009,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Baseline,rmax,1.22,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Baseline,rmin,-1.245,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,LR,accuracy_pct,46.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,LR,delta_accuracy_pct,2.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,LR,rcc,-0.066,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,LR,rmax,1.245,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,LR,rmin,-1.21,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,XGBoost,accuracy_pct,45.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,XGBoost,delta_accuracy_pct,0.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,XGBoost,rcc,-0.05,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,XGBoost,rmax,1.218,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,XGBoost,rmin,-1.331,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Our,accuracy_pct,50.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Our,delta_accuracy_pct,12.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Our,rcc,0.089,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Our,rmax,1.232,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,BTC,Our,rmin,-1.212,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Baseline,accuracy_pct,41.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Baseline,rcc,-0.373,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Baseline,rmax,0.97,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Baseline,rmin,-1.348,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,LR,accuracy_pct,54.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,LR,delta_accuracy_pct,32.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,LR,rcc,-0.114,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,LR,rmax,1.178,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,LR,rmin,-1.141,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,XGBoost,accuracy_pct,40.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,XGBoost,delta_accuracy_pct,-2.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,XGBoost,rcc,-0.056,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,XGBoost,rmax,0.958,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,XGBoost,rmin,-1.151,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Our,accuracy_pct,55.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Our,delta_accuracy_pct,34.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Our,rcc,-0.008,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Our,rmax,1.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,CL,Our,rmin,-1.119,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Baseline,accuracy_pct,47.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Baseline,rcc,0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Baseline,rmax,0.755,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Baseline,rmin,-0.793,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,LR,accuracy_pct,52.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,LR,delta_accuracy_pct,10.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,LR,rcc,0.149,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,LR,rmax,0.79,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,LR,rmin,-0.725,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,XGBoost,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,XGBoost,delta_accuracy_pct,0.6,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,XGBoost,rcc,-0.02,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,XGBoost,rmax,0.874,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,XGBoost,rmin,-0.66,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Our,accuracy_pct,52.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Our,delta_accuracy_pct,11.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Our,rcc,0.163,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Our,rmax,0.891,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,DJI,Our,rmin,-0.649,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Baseline,accuracy_pct,51.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Baseline,rcc,-0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Baseline,rmax,0.538,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Baseline,rmin,-0.552,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,LR,accuracy_pct,43.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,LR,delta_accuracy_pct,-15.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,LR,rcc,0.032,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,LR,rmax,0.553,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,LR,rmin,-0.546,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,XGBoost,accuracy_pct,52.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,XGBoost,delta_accuracy_pct,2.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,XGBoost,rcc,-0.182,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,XGBoost,rmax,0.44,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,XGBoost,rmin,-0.644,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Our,accuracy_pct,55.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Our,delta_accuracy_pct,7.8,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Our,rcc,0.179,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Our,rmax,0.613,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,ES,Our,rmin,-0.485,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Baseline,accuracy_pct,46.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Baseline,rcc,0.059,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Baseline,rmax,3.259,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Baseline,rmin,-3.157,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,LR,accuracy_pct,48.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,LR,delta_accuracy_pct,5.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,LR,rcc,-0.14,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,LR,rmax,3.407,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,LR,rmin,-3.099,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,XGBoost,accuracy_pct,53.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,XGBoost,delta_accuracy_pct,15.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,XGBoost,rcc,0.161,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,XGBoost,rmax,3.325,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,XGBoost,rmin,-3.11,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Our,accuracy_pct,54.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Our,delta_accuracy_pct,18.1,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Our,rcc,0.458,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Our,rmax,3.872,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,VIX,Our,rmin,-2.851,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Baseline,accuracy_pct,43.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Baseline,rcc,-0.14,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Baseline,rmax,0.646,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Baseline,rmin,-0.793,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,LR,accuracy_pct,48.7,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,LR,delta_accuracy_pct,11.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,LR,rcc,0.147,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,LR,rmax,0.782,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,LR,rmin,-0.67,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,XGBoost,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,XGBoost,delta_accuracy_pct,8.2,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,XGBoost,rcc,-0.007,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,XGBoost,rmax,0.706,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,XGBoost,rmin,-0.753,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Our,accuracy_pct,55.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Our,delta_accuracy_pct,26.5,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Our,rcc,0.216,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Our,rmax,0.814,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,NQ,Our,rmin,-0.639,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Baseline,accuracy_pct,47.3,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Baseline,rcc,-0.048,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Baseline,rmax,0.93,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,Baseline,rmin,-1.017,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,LR,accuracy_pct,56.0,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
v4,expanded_4h,2,QQQ,LR,delta_accuracy_pct,18.4,True,True,f833dc2927f039dfe36c5c711c6e44f024df9478d0260d8e3834570867bfdce3,complete_manual_visual_correspondence_to_pinned_author_raster,False,False
