commit,commit_date,subject,public_branch_membership,tree_path_count,benchmark_csv_path_count,author_rendered_result_path_count,native_result_artifact_candidate_count,native_result_artifact_candidate_paths,paper_result_credit
32b336ea63e68810a2a5120b27bf7c1d6f8b23fb,2025-07-22T13:50:08-04:00,upgrade on graph_util,main,819,800,0,0,,False
bf6f1cef6d6c1f6bf5bc287eba3de5695ad77851,2025-07-22T23:24:42-04:00,update on color; 4h,main,819,800,0,0,,False
058f56f7332b748325ccf2dd12377967edb511b0,2025-07-23T23:17:45-04:00,update on readme & default_config,main,823,800,0,0,,False
4b230f5725d2bf34dee11a155253e6351ea22025,2025-07-25T21:22:50-04:00,update chinese version readme,main,824,800,0,0,,False
2a3e12e726d8dffd22949dfb5bbd3ba1b86e8c3d,2025-07-25T22:17:09-04:00,reaadme update logo,main,825,800,0,0,,False
10d49bfd88c8e9922a1cfc9b6d4ed6ee7734fb58,2025-07-25T22:18:22-04:00,update on chinese readme,main,825,800,0,0,,False
d969f2a1bdbb8602198fd70cf4748b52ac3c9291,2025-07-25T22:32:50-04:00,add link,main,825,800,0,0,,False
08260259495f3c7820ddd58fc4b7ba14cefe383d,2025-07-25T23:59:08-04:00,remove logo,main,824,800,0,0,,False
3f12b43657550784c5fdc523b7c0ad7697f2e36a,2025-07-27T22:49:10-04:00,update readme,main,824,800,0,0,,False
6a300c7622248313bde898ff6bebfa287b1ac799,2025-07-27T22:51:18-04:00,update,main,824,800,0,0,,False
a06849810ade07fa62acc7c34777f1e98bdd6616,2025-07-27T22:52:50-04:00,update readme,main,824,800,0,0,,False
e46f661ffc4389aefee7d8c5700f310885532ac7,2025-07-27T23:38:40-04:00,banner added,main,825,800,0,0,,False
4c95d111020c825d4f59210e6158802198c87dc6,2025-07-29T17:31:58-04:00,update readme,main,825,800,0,0,,False
a9ea56c693f4b933307b1155a8971e663150bded,2025-08-12T01:26:32-04:00,"update index page, update drawing function",main,825,800,0,0,,False
182fc0f6918a1f763b4c9d57eb1db28624f53b89,2025-08-12T01:26:36-04:00,update index page and graph drawing functions,main,826,800,0,0,,False
96e184eb1acce13b54447fd0cee8b24a7e3c33e7,2025-08-12T01:27:47-04:00,Merge branch 'main' of https://github.com/Y-Research-SBU/QuantAgent,main,826,800,0,0,,False
acf659c6d5d4e06f030ba50e3de7fc0c53d78754,2025-08-16T21:41:36-04:00,update acknowledgement and readme,main,826,800,0,0,,False
eeaa0a655a9bbe9660b525a491f7b2963686e961,2025-08-23T22:22:24-04:00,update pictures to latest version,main,826,800,0,0,,False
f563a853dd61f677266983157c230122b941a833,2025-08-23T22:25:29-04:00,update decision pic,main,826,800,0,0,,False
de5d0bf01d090afb9e401d4101a42227bbde0e6d,2025-08-24T12:14:38+08:00,Add files via upload,main,826,800,0,0,,False
7774c36839e4241730277f30720e6cbe369721ed,2025-08-23T21:15:14-07:00,Update README.md,main,826,800,0,0,,False
deb5662325d3b16c52d38682fb11b41c2a9770b7,2025-08-23T21:16:38-07:00,Update README.md,main,826,800,0,0,,False
b5d87691cd6304b9e50178c492024ae4af1176fc,2025-08-24T03:08:52-04:00,update readme,main,826,800,0,0,,False
2c84ba46e64fef587e3312b795ccbfa5fd10d3e4,2025-08-24T03:09:05-04:00,Merge branch 'main' of https://github.com/Y-Research-SBU/QuantAgent,main,826,800,0,0,,False
b7b3159511b2f6414a7e1c227296078babc36a0d,2025-08-24T03:11:41-04:00,update readme,main,825,800,0,0,,False
a70004ad50ad66e41fd921b3c823dcf9bfb06ebf,2025-08-24T12:25:07-04:00,update gif resolution,main,825,800,0,0,,False
39a9b7325a92b0e6c66d926f0e9aeabeb9bb856f,2025-08-24T20:15:14-04:00,update index.html,main,829,800,0,0,,False
c4c0b1503d9918f928dddf0f6a963eda0dffbbbe,2025-08-24T20:15:24-04:00,merge,main,829,800,0,0,,False
cad60bc2af97e7112b2bcbbf10cd57a2bf0a7d62,2025-08-24T20:15:24-04:00,index update,main,829,800,0,0,,False
0bd5d87b0a878f2f156c2d81d2365ba581707e51,2025-08-24T21:27:00-04:00,present.html update,main,832,800,1,0,,False
2d8a0a4db9c10b1e87b368595c7e0d71c54778fa,2025-08-24T23:04:18-04:00,latest update on index,main,833,800,1,0,,False
4fa338df9754ed81cecf248b59801f22919640b5,2025-08-24T23:10:21-04:00,update readme chinese version,main,833,800,1,0,,False
7929bd82819d832fa6dae6dfdad23a30dcd4399a,2025-08-24T23:13:38-04:00,update english/chinese selection,main,833,800,1,0,,False
c3bd4bfde76f1186806b3fa9a4e7850b93475168,2025-08-24T23:14:59-04:00,change position,main,833,800,1,0,,False
eb6419f10ae70685c67a963aea2d1d35b47b4c59,2025-08-24T23:15:46-04:00,add space,main,833,800,1,0,,False
b6865c37a3a5aa44d476562fe2427c9b880756f0,2025-08-24T23:18:23-04:00,adjust position,main,833,800,1,0,,False
ce00337501b298744c9ea28703bffc5584f46c56,2025-08-24T23:19:32-04:00,adjust pos,main,833,800,1,0,,False
33e5bf968968be6430e06354034d277f9dae627a,2025-08-24T23:20:55-04:00,adjust pos,main,833,800,1,0,,False
1ff3dbe8318010937889a03482ecae95c860d669,2025-08-24T23:40:07-04:00,action testing,main,833,800,1,0,,False
e457ef461f3e0278661efb6f55ce1837578ee11e,2025-08-25T03:40:23Z,deploy: 1ff3dbe8318010937889a03482ecae95c860d669,gh-pages,833,800,1,0,,False
44821a4cb04cd5217e34e4e39fa4847a6f49b35f,2025-08-25T22:21:44-04:00,update on index page,main,836,800,1,0,,False
b167b9a08d76bc2aab8f208dc70601bd500e9df0,2025-08-26T02:21:58Z,deploy: 44821a4cb04cd5217e34e4e39fa4847a6f49b35f,gh-pages,836,800,1,0,,False
6d9ad9b2f3326bae62730c4c7e688930ba99b595,2025-08-25T22:23:47-04:00,reflect update on readme_cn,main,836,800,1,0,,False
e7ee6d10ad2673822346c957137d11cd9bc49d76,2025-08-26T02:23:58Z,deploy: 6d9ad9b2f3326bae62730c4c7e688930ba99b595,gh-pages,836,800,1,0,,False
195dc200c1583356ffe193ad1b5f500db50d02c8,2025-08-26T00:24:46-04:00,"updates on readme, demo",main,837,800,1,0,,False
ac98315fcf7b77add7e8a089fde4dcf834132a9f,2025-08-26T04:24:57Z,deploy: 195dc200c1583356ffe193ad1b5f500db50d02c8,gh-pages,837,800,1,0,,False
6a02101907df0f0754feff2b12c6d64e43096cb7,2025-08-26T12:02:35-04:00,update button color,main,837,800,1,0,,False
820e36049cf2b0f2cc7e055836892c6609e36223,2025-08-26T16:02:53Z,deploy: 6a02101907df0f0754feff2b12c6d64e43096cb7,gh-pages,837,800,1,0,,False
c6fa894578cf809eaa600b18d8b49971db7118f3,2025-08-26T22:26:19-04:00,update on readme,main,840,800,1,0,,False
2bd4f3e484c57409c96ec90291d2b37fb61c538b,2025-08-27T02:27:11Z,deploy: c6fa894578cf809eaa600b18d8b49971db7118f3,gh-pages,840,800,1,0,,False
22c427d3a9c56248c105690fcd9130e95b330d20,2025-08-26T23:16:45-04:00,update on labels,main,840,800,1,0,,False
f59b24e38e4e7f10f79b4cd4feed790333dea11e,2025-08-27T03:16:59Z,deploy: 22c427d3a9c56248c105690fcd9130e95b330d20,gh-pages,840,800,1,0,,False
c7e6ecd080c8b928ace20378654d702982dfbff2,2025-08-26T23:21:42-04:00,update on labels,main,840,800,1,0,,False
86ee30a18ce87c344bed54641f8097c83a4f3470,2025-08-27T03:21:57Z,deploy: c7e6ecd080c8b928ace20378654d702982dfbff2,gh-pages,840,800,1,0,,False
3eb0ec051bc1623307dec7b5920644d16d361154,2025-08-26T23:30:39-04:00,remove commented section,main,840,800,1,0,,False
2f00c0991a87e8ca0615f54c8eabbd53a21c8000,2025-08-27T03:30:55Z,deploy: 3eb0ec051bc1623307dec7b5920644d16d361154,gh-pages,840,800,1,0,,False
2b3e7438aa78e7d2860b7f52f96c0fd71396fe12,2025-08-26T23:37:39-04:00,update on links,main,840,800,1,0,,False
03d0d75b0816cfbce9ab1adffd351d3e7c42bdd4,2025-08-27T03:37:54Z,deploy: 2b3e7438aa78e7d2860b7f52f96c0fd71396fe12,gh-pages,840,800,1,0,,False
f2af59ffa0e563a54c410b4e70bdd8c292a073e6,2025-08-26T23:46:42-04:00,remove readme demo,main,839,800,1,0,,False
49c5f326639495df041c11dedfa6a02131ece4fd,2025-08-27T03:46:54Z,deploy: f2af59ffa0e563a54c410b4e70bdd8c292a073e6,gh-pages,839,800,1,0,,False
672ed11b7e035a81402be8d27b16998c94c83a2c,2025-08-26T23:57:42-04:00,update readme,main,839,800,1,0,,False
fda6f18a6514b2d54e996545b58375b487bb49f7,2025-08-27T03:57:55Z,deploy: 672ed11b7e035a81402be8d27b16998c94c83a2c,gh-pages,839,800,1,0,,False
271eca7b54f0f534a62ac43122a02644fc5d13ee,2025-08-27T00:12:17-04:00,update readme,main,839,800,1,0,,False
5adf5db66d7ead6841b6d88d42a79bc6d118d82d,2025-08-27T04:12:31Z,deploy: 271eca7b54f0f534a62ac43122a02644fc5d13ee,gh-pages,839,800,1,0,,False
f2fa4df0b3493cbc37f95a38794669a7266ff8ce,2025-08-27T00:13:25-04:00,update discord link,main,839,800,1,0,,False
f041d40cab43eafdfb036d39849660ba6229bec7,2025-08-27T04:13:37Z,deploy: f2fa4df0b3493cbc37f95a38794669a7266ff8ce,gh-pages,839,800,1,0,,False
41c3f00061df7287601e57637c7526459f35c86c,2025-08-27T00:22:55-04:00,update,main,838,800,1,0,,False
0ee67965ddae6f3a99e68174fd595990e123cc9d,2025-08-27T04:23:09Z,deploy: 41c3f00061df7287601e57637c7526459f35c86c,gh-pages,838,800,1,0,,False
0738f78d16145c0e7898fb0dda1ebddf254462e5,2025-08-27T00:29:07-04:00,update discord,main,838,800,1,0,,False
f94e10729d184c826ee2471dd7ddd58a47aa05bc,2025-08-27T04:29:21Z,deploy: 0738f78d16145c0e7898fb0dda1ebddf254462e5,gh-pages,838,800,1,0,,False
a11171e989a9643a922660d61a16472522e4bf26,2025-08-27T01:20:17-04:00,update readme,main,838,800,1,0,,False
bc0c2ebbe07a4e24f15b243ba697c55fdb22b2ea,2025-08-27T05:20:30Z,deploy: a11171e989a9643a922660d61a16472522e4bf26,gh-pages,838,800,1,0,,False
05ece09d9a31f6fc18d9b658213d16e4b025e37b,2025-08-27T01:23:00-04:00,readme update,main,838,800,1,0,,False
0a4a2abef3411233ee007ce742e50fb4668bed73,2025-08-27T05:23:20Z,deploy: 05ece09d9a31f6fc18d9b658213d16e4b025e37b,gh-pages,838,800,1,0,,False
613fbbbb21f06f86c7f71a1ba5d566680620ab4e,2025-08-27T15:43:44+08:00,Update README.md,main,838,800,1,0,,False
f1ac944911a851621c7741f1a7a6506473d2eba5,2025-08-27T07:43:59Z,deploy: 613fbbbb21f06f86c7f71a1ba5d566680620ab4e,gh-pages,838,800,1,0,,False
ca2310618e150ced60d32f3b9897d2650e747353,2025-08-28T17:57:11-04:00,update readme,main,838,800,1,0,,False
5f2fca02527d883a193a2951ae4ff45ba61ce85e,2025-08-28T18:00:31-04:00,Merge branch 'main' of https://github.com/Y-Research-SBU/QuantAgent,main,838,800,1,0,,False
c5065918c055e53408094bd2f4a9e19bca067df2,2025-08-28T22:00:50Z,deploy: 5f2fca02527d883a193a2951ae4ff45ba61ce85e,gh-pages,838,800,1,0,,False
dbea079b2638b0ab43ea7f905470300d733af344,2025-09-14T22:12:55-04:00,"update arxiv link on readme, index page",main,838,800,1,0,,False
307bf4fa6af432e5a27994e9806cae2f1625e3ec,2025-09-15T02:13:05Z,deploy: dbea079b2638b0ab43ea7f905470300d733af344,gh-pages,838,800,1,0,,False
588dfd814246aa1e84152b211b5e1a88cb32d52f,2025-09-14T23:30:53-04:00,update wechat,main,838,800,1,0,,False
41d9aaacfe617f1424c500228c6e5acb97ed8859,2025-09-15T03:31:02Z,deploy: 588dfd814246aa1e84152b211b5e1a88cb32d52f,gh-pages,838,800,1,0,,False
b494975aef6d851b033c0acd2e1e79d98fa819f1,2025-09-14T23:38:39-04:00,update wechat,main,838,800,1,0,,False
d5463dc96d569277646cc210039bb38e8beae00d,2025-09-15T03:38:49Z,deploy: b494975aef6d851b033c0acd2e1e79d98fa819f1,gh-pages,838,800,1,0,,False
96431d1e2a0388e06a2a3ae15c14fc4e2ee27067,2025-09-14T23:40:22-04:00,update readme,main,838,800,1,0,,False
5bcd0c5f0d0c49d9fa029eba94674feef9696bc5,2025-09-15T03:40:34Z,deploy: 96431d1e2a0388e06a2a3ae15c14fc4e2ee27067,gh-pages,838,800,1,0,,False
7277f3524a852400976959760de15e8cc8d6cd62,2025-09-15T13:01:46-05:00,"Persist custom assets (client + server) and apply ""Use current date & time"" behavior on load",main,838,800,1,0,,False
cb9d30a50a7e448c3770be020096e07799e7a81b,2025-09-15T13:02:50-05:00,"Persist custom assets (client + server) and apply ""Use current date & time"" behavior on load",main,838,800,1,0,,False
3b568b292a6f586575a8165cde8bd24f25c809a9,2025-09-15T14:39:30-04:00,Merge pull request #1 from gregory-fanous/persist-custom-assets,main,838,800,1,0,,False
64871844763001f1217c61afb480b77787fab7c6,2025-09-15T18:39:41Z,deploy: 3b568b292a6f586575a8165cde8bd24f25c809a9,gh-pages,838,800,1,0,,False
e0cdd414ef37685f47f9a1c7c8c4438d8be3f493,2025-09-15T15:19:52-04:00,update index page,main,838,800,1,0,,False
81bb558d905844d9988fbdc7ca27e6b5740669de,2025-09-15T19:20:02Z,deploy: e0cdd414ef37685f47f9a1c7c8c4438d8be3f493,gh-pages,838,800,1,0,,False
d9822dbf24a804c2f5703d8ca30afb202467b0da,2025-09-15T13:22:01-07:00,Update README.md,main,838,800,1,0,,False
687c00f4ce41b120417ead4091b7244ae97583c2,2025-09-15T20:22:11Z,deploy: d9822dbf24a804c2f5703d8ca30afb202467b0da,gh-pages,838,800,1,0,,False
26c8ebcebc2238f63201c8d1d9990344d9b933db,2025-09-21T03:36:16-04:00,"Update on readme, new experiment, new benchmark",main,839,800,2,0,,False
8d9116cfbf0bbe031bc64eaedd04ecba51032559,2025-09-21T07:36:32Z,deploy: 26c8ebcebc2238f63201c8d1d9990344d9b933db,gh-pages,839,800,2,0,,False
ee0a3df2f5a30ea42103e056ed0b11c393c0e10e,2025-09-21T03:41:00-04:00,update on readme,main,839,800,2,0,,False
b71b4355efac64096c0fada0a9e2d55ce6c7af19,2025-09-21T07:41:15Z,deploy: ee0a3df2f5a30ea42103e056ed0b11c393c0e10e,gh-pages,839,800,2,0,,False
0f6b32f6192eed3b72dbe658e4470d6fa8756ec8,2025-09-21T03:53:51-04:00,Update on index page,main,839,800,2,0,,False
94f3e3f98ab953aa447236cf8b89d37ab9df1966,2025-09-21T07:54:05Z,deploy: 0f6b32f6192eed3b72dbe658e4470d6fa8756ec8,gh-pages,839,800,2,0,,False
1344a296b2d4eceb76d64880b541ea7659fde3f4,2025-09-21T04:01:36-04:00,refresh on index,main,839,800,2,0,,False
7949aac35c7f1a692d537a9718b254b40c8bc546,2025-09-21T08:01:50Z,deploy: 1344a296b2d4eceb76d64880b541ea7659fde3f4,gh-pages,839,800,2,0,,False
67650aa569a1868ac1860bf3d082cc69881bcc79,2025-09-21T22:13:46-04:00,Update on readme,main,839,800,2,0,,False
0c772e14aec6e31565105263adf5c0ffaec3e25d,2025-09-22T02:14:02Z,deploy: 67650aa569a1868ac1860bf3d082cc69881bcc79,gh-pages,839,800,2,0,,False
dffb8c4c4881ffd08a007dee03e84dbab4068c0b,2025-09-25T12:01:22+08:00,Fix: Add support for 1w timeframe in Yahoo Finance integration,main,839,800,2,0,,False
34f10f5003143e0e0f30181a28842a4396a91001,2025-09-25T01:20:12-04:00,Merge pull request #2 from merdan-9/main,main,839,800,2,0,,False
bca53c7ea7c92ab5e1701f5a51e26f35f8198b8d,2025-09-25T05:20:25Z,deploy: 34f10f5003143e0e0f30181a28842a4396a91001,gh-pages,839,800,2,0,,False
8fa3a1b35b3d5395b2956f5afa2049ce2b795557,2025-09-25T21:24:58-04:00,update on index page,main,1641,1600,2,0,,False
c92519bfc6f5dc4e6b698c311e9aa4815da223e9,2025-09-26T01:25:34Z,deploy: 8fa3a1b35b3d5395b2956f5afa2049ce2b795557,gh-pages,1641,1600,2,0,,False
c85a02b23588da1740b328524af44ab857a53443,2025-10-03T22:14:59-04:00,Update on pattern and trend agent to use precomputed images,main,1642,1600,2,0,,False
ac587e68b5fe4efb713708fbb413276566914bc2,2025-10-04T02:15:14Z,deploy: c85a02b23588da1740b328524af44ab857a53443,gh-pages,1642,1600,2,0,,False
d44c32eaa1fdf170986593379f4509cff910041f,2025-10-09T16:33:28-04:00,update on wechat,main,1642,1600,2,0,,False
a991608f0298008d405399be6827bb1b4f997183,2025-10-09T20:33:50Z,deploy: d44c32eaa1fdf170986593379f4509cff910041f,gh-pages,1642,1600,2,0,,False
62b1a51f36908cc3f9f2967d27950f4916ca17f2,2025-10-09T16:37:04-04:00,udpate on wechat,main,1642,1600,2,0,,False
ab933ff0a4f1d3ba982b4f4c2c0676af96f4f59a,2025-10-09T20:37:22Z,deploy: 62b1a51f36908cc3f9f2967d27950f4916ca17f2,gh-pages,1642,1600,2,0,,False
e3b6b459ee431cb1a90cf7f993f972e708de797c,2025-10-15T10:25:01+09:00,unify code style and sort module import,main,1642,1600,2,0,,False
a122d4ac7df4c67d7ff496e9aad4e1d58e1046c1,2025-10-15T10:26:42+09:00,remove unused module in agent state,main,1642,1600,2,0,,False
ed629cfab733deda61781085c52c7f30f213c0b1,2025-10-15T10:39:17+09:00,unify style graph py,main,1642,1600,2,0,,False
4de4dc17579db4bf7cf100a3133b9ba8c5ca3309,2025-10-15T10:43:01+09:00,remove unsued module,main,1642,1600,2,0,,False
bdda585afefdb7d02f0d6762dd155cd6b364bd2b,2025-10-15T10:45:57+09:00,clean static util up,main,1642,1600,2,0,,False
d7096374f53df183dfc9e6dd3df292e2f020f322,2025-10-15T12:04:04+09:00,remove middle import,main,1642,1600,2,0,,False
8d585b2589636b31517efce37c15a9b51b6d4389,2025-10-15T15:18:20-04:00,Merge pull request #4 from RektPunk/feat/clean-it-up,main,1642,1600,2,0,,False
b5f0041ca9d083d5416030cc0ca06a53a57ac777,2025-10-15T19:18:32Z,deploy: 8d585b2589636b31517efce37c15a9b51b6d4389,gh-pages,1642,1600,2,0,,False
e56acb99cd7a3bddf3a32ddbee0ff293531bb5df,2025-10-18T20:04:25-04:00,update to wechat and discord,main,1642,1600,2,0,,False
54e84a028b797252c48b17eae19764d3b532693e,2025-10-19T00:04:41Z,deploy: e56acb99cd7a3bddf3a32ddbee0ff293531bb5df,gh-pages,1642,1600,2,0,,False
b83808e6bca27106fb3652b6f8f0ae884bc1b711,2025-10-23T03:51:34-04:00,api test added,main,1642,1600,2,0,,False
fd03cce51a71de35c37eeb8dbcdf085652773ec7,2025-10-23T07:51:55Z,deploy: b83808e6bca27106fb3652b6f8f0ae884bc1b711,gh-pages,1642,1600,2,0,,False
1660c3679f4bebe5a924f1f2a9f211a8ea058604,2025-10-25T22:14:45-04:00,update on wechat,main,1642,1600,2,0,,False
a4fedbac4881af6c27cbc910019f9c020dd78714,2025-10-26T02:15:02Z,deploy: 1660c3679f4bebe5a924f1f2a9f211a8ea058604,gh-pages,1642,1600,2,0,,False
85109f507e0913d33fcdace3ab0e6ce47b6134d4,2025-10-25T22:18:39-04:00,update on wechat,main,1643,1600,2,0,,False
5bdacec5712922b6d7e905d2c3ddeee127603e4b,2025-10-26T02:18:56Z,deploy: 85109f507e0913d33fcdace3ab0e6ce47b6134d4,gh-pages,1643,1600,2,0,,False
c61f7a14290b096c50fa95408c3166ea8252da3b,2025-10-25T22:21:09-04:00,update on wechat,main,1642,1600,2,0,,False
6b3f258c8d4ebbe76b8172f76ae97f8add5cbe07,2025-10-26T02:21:25Z,deploy: c61f7a14290b096c50fa95408c3166ea8252da3b,gh-pages,1642,1600,2,0,,False
d5f1024d5f02d2f77752dfddd1932d959acd828f,2025-11-01T19:27:42-04:00,update wechat,main,1642,1600,2,0,,False
3e78a3ee7b96f5f76652c8a7eb62df7bf4a4b957,2025-11-01T23:27:56Z,deploy: d5f1024d5f02d2f77752dfddd1932d959acd828f,gh-pages,1642,1600,2,0,,False
66e40cb979d34bc896d25fb72388ad90b0ad2662,2025-11-02T17:57:32-05:00,update wechat,main,1642,1600,2,0,,False
2a8e54516a732ed748fc697f21ba27d0fe23a0a6,2025-11-02T22:57:44Z,deploy: 66e40cb979d34bc896d25fb72388ad90b0ad2662,gh-pages,1642,1600,2,0,,False
36c06729a6ddd1cc013628daa661617954808e6e,2025-11-02T17:58:37-05:00,update wechat,main,1642,1600,2,0,,False
4e544902bf300ffb4bfe6fd39ac9ca37083d9abd,2025-11-02T22:58:48Z,deploy: 36c06729a6ddd1cc013628daa661617954808e6e,gh-pages,1642,1600,2,0,,False
fb0b53718160bea195d61822fdd0f42460f37aa3,2025-11-03T15:16:57-05:00,add support for claude,main,1642,1600,2,0,,False
c65ef92006176a6e002c31024a3153eed2d45310,2025-11-04T17:27:54-05:00,add support for claude and qwen,main,1642,1600,2,0,,False
219247695cd25d328d4373992bd68524adc216cc,2025-11-04T22:28:08Z,deploy: c65ef92006176a6e002c31024a3153eed2d45310,gh-pages,1642,1600,2,0,,False
fde42dc586410fea21e56d1ea5a61c182077327f,2025-11-07T16:37:35-05:00,remove unused properties,main,1642,1600,2,0,,False
71c28652954ff4ecb1ce96337650d42f4dc127b4,2025-11-07T21:37:50Z,deploy: fde42dc586410fea21e56d1ea5a61c182077327f,gh-pages,1642,1600,2,0,,False
5379eafa029f2c8b5bede7a790cd2fb831923507,2025-11-09T22:14:29-05:00,update wechat,main,1642,1600,2,0,,False
9b511332171c0e4401bb25b88160b694c10c9a3f,2025-11-10T03:14:43Z,deploy: 5379eafa029f2c8b5bede7a790cd2fb831923507,gh-pages,1642,1600,2,0,,False
faa5c11e109208147b82f78b047365e809334840,2025-11-16T21:57:17-05:00,UPDATE WECHAT,main,1642,1600,2,0,,False
bba0b58101681b41062c4a3dbbf9b0855efb9a49,2025-11-17T02:57:28Z,deploy: faa5c11e109208147b82f78b047365e809334840,gh-pages,1642,1600,2,0,,False
f27aacbab4c5b820ff298bde7307a8044f0fa54f,2025-11-16T21:59:51-05:00,update wechat,main,1642,1600,2,0,,False
464dba53962145248dc2aca83aec146f52a388cc,2025-11-17T03:00:02Z,deploy: f27aacbab4c5b820ff298bde7307a8044f0fa54f,gh-pages,1642,1600,2,0,,False
efdd388866a65989c60bb3625a0ca5ce49a80938,2025-11-25T22:56:27-05:00,fix wechat and bugs,main,1642,1600,2,0,,False
1589dd3d3b335a2d5b14b6894af12e7142adeaa2,2025-11-26T03:56:41Z,deploy: efdd388866a65989c60bb3625a0ca5ce49a80938,gh-pages,1642,1600,2,0,,False
bd648b7a3676aa5604ea25c3a6350d1553709619,2025-12-07T21:04:34-05:00,update wechat,main,1642,1600,2,0,,False
f9c2a25d755c6f4eba76ac684f0b273a7742f5fa,2025-12-08T02:04:51Z,deploy: bd648b7a3676aa5604ea25c3a6350d1553709619,gh-pages,1642,1600,2,0,,False
b8c462c2495b3c7674cb4966a3cae86bead94cb8,2025-12-23T20:09:10-05:00,update wechat,main,1642,1600,2,0,,False
2d9cbc3ceb0529b0ba5c6b571de62717caeaaa1e,2025-12-24T01:09:22Z,deploy: b8c462c2495b3c7674cb4966a3cae86bead94cb8,gh-pages,1642,1600,2,0,,False
7dec74a76b806241fb2b48a6392d051355ea47cf,2026-01-22T09:46:18-05:00,update wechat,main,1642,1600,2,0,,False
2cbde9401b6da490a3b6cda56f28b25d2604b022,2026-01-22T14:46:49Z,deploy: 7dec74a76b806241fb2b48a6392d051355ea47cf,gh-pages,1642,1600,2,0,,False
e0b4f358f1deb268555acecd250601a61158febe,2026-02-03T15:23:44-05:00,update wechat,main,1642,1600,2,0,,False
a4302b57a96ca70459bb846be29688dd46d063f6,2026-02-03T20:24:03Z,deploy: e0b4f358f1deb268555acecd250601a61158febe,gh-pages,1642,1600,2,0,,False
d285787947eac89901662b14547ab7cafc018148,2026-03-30T06:59:25+08:00,feat: add MiniMax as 4th LLM provider,main,1645,1600,2,0,,False
36cdaa67ef5d15525107359aca02b7cb6db9674f,2026-04-06T13:04:27+08:00,Merge pull request #18 from octo-patch/feature/add-minimax-provider,main,1645,1600,2,0,,False
05f9ac9594be265436165030f184168c03ab66ba,2026-04-06T05:04:38Z,deploy: 36cdaa67ef5d15525107359aca02b7cb6db9674f,gh-pages,1645,1600,2,0,,False
05f6ed7f0d00ef8381acbcb8404651ebd82342ab,2026-05-06T16:55:12+08:00,add MiniMax CN provider,main,1645,1600,2,0,,False
92519f806286192345e940e7ab77496462d662b7,2026-05-08T13:30:48+08:00,Merge pull request #23 from pingp76/codex-minimax-cn-provider,main,1645,1600,2,0,,False
4ac12d38292f60172d0fa7acf731da5f016875e1,2026-05-08T05:31:06Z,deploy: 92519f806286192345e940e7ab77496462d662b7,gh-pages,1645,1600,2,0,,False
699c03474b37b9100fe0c00ffb458d5842dcf231,2026-07-23T19:06:40-05:00,name update,main,1645,1600,2,0,,False
22ad6a556be5f4c05718bf905ef6582cf1e5662f,2026-07-24T00:06:50Z,deploy: 699c03474b37b9100fe0c00ffb458d5842dcf231,gh-pages,1645,1600,2,0,,False
766191f997d79bd548871d8c1ab76b58caeec708,2026-07-23T17:24:18-07:00,Add files via upload,main,1645,1600,2,0,,False
