candidate_id,existing_book_label,existing_book_component_count,existing_book_components,existing_book_jkp132_factor_count,existing_book_jkp132_gross_weight,existing_book_jkp132_construction,candidate_standalone_oos_sharpe,jkp132_standalone_oos_sharpe,textbenchmark_standalone_oos_sharpe,existing_book_standalone_oos_sharpe,textbenchmark_delta_mvo_n_months,textbenchmark_delta_mvo_overlap_start,textbenchmark_delta_mvo_overlap_end,longonly_original_mvo_jkp132_weight,longonly_original_mvo_textbenchmark_weight,longonly_original_mvo_candidate_weight,longonly_original_mvo_annualized_sharpe,longonly_all_mvo_jkp132_weight,longonly_all_mvo_textbenchmark_weight,longonly_all_mvo_candidate_weight,longonly_delta_mvo_candidate_weight,longonly_delta_mvo_candidate_weight_meaningful,longonly_all_mvo_annualized_sharpe,longonly_delta_sharpe,msrr_original_jkp132_weight_raw,msrr_original_textbenchmark_weight_raw,msrr_all_jkp132_weight_raw,msrr_all_textbenchmark_weight_raw,msrr_all_candidate_weight_raw,analysis_window_start,analysis_window_end,analysis_window_label
code_alphaquanter_tool_orchestrated_rl,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.287351232619169,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8989905538634565,0.08834748412243475,0.012661962014108795,0.012661962014108795,True,4.249295213575778,0.0004092655236558329,24.001751797075762,2.376461053294771,23.983841553366503,2.3569904821348207,0.3378040292234614,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
code_finmem_memory_trend,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.28531060403740666,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081955270507,0.09009180447294918,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.023756838644275,2.408167614178078,-0.3697373691965812,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
code_quantaalpha_self_evolving_factor,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.5151805468007468,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8729637175464039,0.07871084674664514,0.04832543570695107,0.04832543570695107,True,4.255030984572455,0.006145036520332603,24.001751797075762,2.376461053294771,23.904641223580548,2.1553641000972004,1.323310728236783,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
code_tradingagents_multi_agent,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2198914656731815,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9028437001656732,0.08770973714904537,0.00944656268528148,0.00944656268528148,False,4.24910588278774,0.00021993473561732202,24.001751797075762,2.376461053294771,23.997065806190584,2.3312737093323808,0.2510848180781432,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
code_vibe_trading_prompt_allocation,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2419797060624457,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8955592095418329,0.08514805883375444,0.01929273162441269,0.01929273162441269,True,4.249817062017722,0.0009311139655991951,24.001751797075762,2.376461053294771,23.991973715009383,2.2811109559838485,0.5168511966766005,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
contesttrade_internal_contest_trailing_sharpe,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.6767256337565204,4.460300346198959,0.8481593549430265,4.48901858199032,246,2001-07-31,2021-12-31,0.8968571047587306,0.10314289524126947,0.0,4.48901858199032,0.82737415600084,0.0849894204413502,0.08763642355780987,0.08763642355780987,True,4.512876534302921,0.023857952312601682,23.60955051360446,2.715212381462218,23.388243554824108,2.40248413734683,2.4773097391428314,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
efs_momentum_low_vol_breakout,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.18776803951785845,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9049182122552747,0.08919691049264229,0.005884877252082997,0.005884877252082997,False,4.248973249030568,8.730097844544815e-05,24.001751797075762,2.376461053294771,23.99702999989055,2.3653642009763693,0.15605807794477064,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
efs_short_reversal_low_noise,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.24294274898980434,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081825781645,0.09009181742183543,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.00508602979878,2.395266553857722,-0.10813431016593822,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
efs_sparse_top5_momentum_low_vol,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.8282926444276602,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8012936397146992,0.08604135332065499,0.1126650069646458,0.1126650069646458,True,4.288728202119108,0.03984225406698538,24.001751797075762,2.376461053294771,23.511109494139237,2.5245779725318123,3.305753727023555,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
fama_value_momentum_interpretable,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.4544161298529322,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8806943227843259,0.09097395364852698,0.028331723567147096,0.028331723567147096,True,4.250972709286909,0.0020867612347865716,24.001751797075762,2.376461053294771,23.913344315219867,2.470200716979747,0.7692865459514746,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
finvision_trend_dip_risk_control,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.35753229526026764,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081825781646,0.09009181742183543,1.5335531510039108e-17,1.5335531510039108e-17,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.038214509760493,2.4372405933477523,-0.5006557381176433,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_altman_distress_avoidance,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.40938310103465947,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8977751528234704,0.08707315655510206,0.01515169062142751,0.01515169062142751,True,4.249464349518,0.0005784014658773984,24.001751797075762,2.376461053294771,23.973590044164688,2.3251439522105364,0.4046005928777335,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_buffett_quality_compounder,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.6913348806411492,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8806994618158137,0.07936657662962834,0.03993396155455794,0.03993396155455794,True,4.2529012482904625,0.004015300238339847,24.001751797075762,2.376461053294771,23.87966501457535,2.151980546863786,1.082786919218808,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_equal_weight_style_ensemble,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.46418255177759793,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8715922533441076,0.07962503846003897,0.04878270819585334,0.04878270819585334,True,4.255227094045758,0.006341145993635777,24.001751797075762,2.376461053294771,23.915032786016354,2.1847779249254833,1.3385159316196873,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_graham_deep_value_defensive,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2705429598237946,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8809262923711318,0.08307852351630143,0.03599518411256684,0.03599518411256684,True,4.2523047143285755,0.003418766276452878,24.001751797075762,2.376461053294771,23.973541404876574,2.260899962370501,0.9795733315411091,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_greenblatt_magic_formula,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.256481843098827,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8775412904627861,0.08523231739539909,0.03722639214181473,0.03722639214181473,True,4.252610583491703,0.0037246354395801262,24.001751797075762,2.376461053294771,23.96507111642411,2.3276382869115144,1.0166281255238863,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
guru_piotroski_fscore_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.5278204085687458,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8958388167883079,0.08651627055698553,0.017644912654706586,0.017644912654706586,True,4.249668245150936,0.0007822970988131672,24.001751797075762,2.376461053294771,23.956670219775,2.313632753116411,0.4718634044274863,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
hedgeagents_balanced_lowrisk_alpha,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.11949120516066028,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8929014800484504,0.08667190686839014,0.02042661308315931,0.02042661308315931,True,4.249965680719876,0.001079732667752964,24.001751797075762,2.376461053294771,23.998827351037697,2.3295117919492836,0.5490130890949502,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
marketsense_value_momentum_quality,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2391028292283002,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9021954600117879,0.08869746905658696,0.009107070931625294,0.009107070931625294,False,4.2490960237750075,0.00021007572288489484,24.001751797075762,2.376461053294771,23.991910879902427,2.3587144092794876,0.24218296364015157,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
mm_drex_dynamic_router_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.2494470103076063,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081911436796,0.09009180885632044,0.0,0.0,False,4.2488859480521235,8.881784197001252e-16,24.001751797075762,2.376461053294771,24.010631425950987,2.4002665711846483,-0.20476946936736004,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_alpha_gpt2_full_pipeline,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.23304494932887357,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8951411065359623,0.08622709448473372,0.018631798979303896,0.018631798979303896,True,4.249769684369709,0.0008837363175864255,24.001751797075762,2.376461053294771,23.988975239282844,2.3108090391390936,0.49931526457284825,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_alpha_gpt_interactive_formula,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.4407875976368521,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.876740262970788,0.08397299455716063,0.039286742472051384,0.039286742472051384,True,4.2530013813458964,0.00411543329377384,24.001751797075762,2.376461053294771,23.922701216298197,2.2912836714373994,1.071976907574577,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_alphaagentevo_evolved_seed,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.5197730100881763,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8793221629395452,0.08261162606939976,0.03806621099105505,0.03806621099105505,True,4.252680216224004,0.003794268171881221,24.001751797075762,2.376461053294771,23.91301220058001,2.2466087165812647,1.0352040790519834,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_chain_of_alpha_formula_chain,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.029454038431050458,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081933779147,0.09009180662208528,3.7184746384463785e-19,3.7184746384463785e-19,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.00221125976282,2.3748333865722264,-0.026251583081074115,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_cogalpha_code_evolved_hybrid,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.30895457721392616,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8982746957588345,0.08659819190921705,0.01512711233194854,0.01512711233194854,True,4.249458796403423,0.0005728483513003368,24.001751797075762,2.376461053294771,23.98531644394635,2.312304923967877,0.40391731836230094,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_factorengine_program_knowledge,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.268751982825892,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081955270508,0.09009180447294919,3.509892775185007e-19,3.509892775185007e-19,False,4.2488859480521235,8.881784197001252e-16,24.001751797075762,2.376461053294771,24.006511122881225,2.3771237596279757,-0.07512486241738758,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_factormad_debate_interpretable,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.3669134376538501,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8920746439233271,0.08502837463689268,0.02289698143978022,0.02289698143978022,True,4.250218863133894,0.0013329150817718016,24.001751797075762,2.376461053294771,23.969426773099595,2.284654015569167,0.6152263429903091,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_factorminer_memory_diverse_library,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.42833905876942935,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.8956505629836078,0.08612446749964021,0.01822496951675199,0.01822496951675199,True,4.249721878882557,0.0008359308304344282,24.001751797075762,2.376461053294771,23.967865180155286,2.304715538349322,0.487705515150867,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_finagent_multimodal_generalist,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.6869107613122514,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.7918245158533407,0.08290421763803175,0.12527126650862766,0.12527126650862766,True,4.300314220094847,0.05142827204272482,24.001751797075762,2.376461053294771,23.61253078400585,2.4722379708302062,3.7356403571798578,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_flag_trader_gradient_policy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.27933068523927157,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9082031442635947,0.08967233453790374,0.002124521198501537,0.002124521198501537,False,4.2488971132255875,1.1165173464888767e-05,24.001751797075762,2.376461053294771,23.99921488753541,2.369585981609745,0.0561402041928299,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
paper_janus_q_event_driven_proxy,JKP132 + Didisheim/TextBenchmark,2,"JKP132,TextBenchmark",132,1.0,unconstrained_tangency_from_jkp132_factor_span_on_overlap_sample,0.07618984749767382,4.228558585640233,0.6891959890939233,4.248885948052123,270,1999-07-31,2021-12-31,0.9099081879613649,0.09009181203863517,0.0,4.248885948052123,0.9099081957850762,0.09009180421492384,0.0,0.0,False,4.248885948052123,0.0,24.001751797075762,2.376461053294771,24.002898072461225,2.3919995598645243,-0.17603891839846786,1999-07-31,2021-12-31,1999-07-31_to_2021-12-31_270m
