profile,training_years,ticker,strategy,metric,paper_rendered_value,paper_numeric_value,fresh_execution_value,fresh_execution_matches_paper,guard_adapter_used,strategy_formula_changed,paper_result_credit,credit_exclusion
two_year_with_available_coin_history,2,MSFT,XGBoost,MDD,-11.028,-11.028,-11.0282160458,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,MSFT,XGBoost,SPR,0.989,0.989,0.989400984792,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,NFLX,XGBoost,AV,14.386,14.386,14.386007887,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,NFLX,XGBoost,CR,9.452,9.452,9.4519487,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,NFLX,XGBoost,MDD,-7.197,-7.197,-7.19725700313,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,NFLX,XGBoost,SPR,0.734,0.734,0.733836930266,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,TSLA,XGBoost,AV,47.944,47.944,47.9440947143,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,TSLA,XGBoost,CR,-14.133,-14.133,-14.1325473,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,TSLA,XGBoost,MDD,-43.457,-43.457,-43.4573264,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
two_year_with_available_coin_history,2,TSLA,XGBoost,SPR,-0.262,-0.262,-0.262141187379,True,True,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,AMZN,XGBoost,AV,22.413,22.413,2.78488296062,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,AMZN,XGBoost,CR,-5.295,-5.295,-0.00867300000001,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,AMZN,XGBoost,MDD,-19.91,-19.91,-1.6592865,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,AMZN,XGBoost,SPR,-0.361,-0.361,-1.05777752512,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,COIN,XGBoost,AV,68.724,68.724,68.7242167263,True,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,COIN,XGBoost,CR,84.256,84.256,84.2563445,True,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,COIN,XGBoost,MDD,-31.901,-31.901,-31.9005210613,True,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,COIN,XGBoost,SPR,1.52,1.52,1.51992352008,True,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,MSFT,XGBoost,AV,19.503,19.503,25.8684399352,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,MSFT,XGBoost,CR,15.874,15.874,11.5744622472,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,MSFT,XGBoost,MDD,-11.028,-11.028,-14.1646901313,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,MSFT,XGBoost,SPR,0.989,0.989,0.599487726354,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,NFLX,XGBoost,AV,14.386,14.386,21.1720254047,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,NFLX,XGBoost,CR,9.452,9.452,32.8255394,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,NFLX,XGBoost,MDD,-7.197,-7.197,-8.67160719654,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,NFLX,XGBoost,SPR,0.734,0.734,1.82074468443,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,TSLA,XGBoost,AV,47.944,47.944,17.4562746286,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,TSLA,XGBoost,CR,-14.133,-14.133,-3.5802712,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,TSLA,XGBoost,MDD,-43.457,-43.457,-12.1300081,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
one_year_uniform,1,TSLA,XGBoost,SPR,-0.262,-0.262,-0.371712479579,False,False,False,False,uniform-window diagnostic; mixed hidden lineage is credited once in finsaber_execution_ledger.csv
