formation_month,agent_ic_cutoff,agent_ic_history_start,agent_ic_history_end,agent_ic_history_months,intent_reward_cutoff,intent_reward_history_start,intent_reward_history_end,intent_reward_history_months,selected_intent,mean_semantic_neighbors,zero_neighbor_count,mean_absolute_proposed_score,mean_absolute_inertial_score,stale_score_resets,finite_scores,agent_mean_rankic__momentum,agent_reliability__momentum,agent_mean_rankic__news_event,agent_reliability__news_event,agent_mean_rankic__mean_reversion,agent_reliability__mean_reversion,agent_mean_rankic__risk_regime,agent_reliability__risk_regime,intent_utility__defensive,intent_utility__neutral,intent_utility__aggressive
2000-05-31,2000-04-30,1995-05-31,2000-04-30,60,2000-04-30,1995-05-31,2000-04-30,60,aggressive,10.0,0,0.3078826686925814,0.17501043638318378,33,1000,0.0223366715124546,0.3686508594067769,0.008247615081774304,0.1460851538120908,0.019709606678890535,0.3271509519288039,0.009009014931156412,0.1581130348523284,-0.7750292394142376,-0.3362377356401122,0.027495237741598795
2000-06-30,2000-05-31,1995-06-30,2000-05-31,60,2000-05-31,1995-06-30,2000-05-31,60,aggressive,9.999,0,0.34798427068609267,0.179223140242035,34,1000,0.022845642662989385,0.42153056153929,0.008369698943418104,0.1656325439784975,0.015510471722892796,0.291863319223164,0.005843377231671122,0.12097357525904834,-0.9270466239945865,-0.4692552232432817,-0.0354990317098661
2000-07-31,2000-06-30,1995-07-31,2000-06-30,60,2000-06-30,1995-07-31,2000-06-30,60,aggressive,10.0,0,0.2914394138006558,0.17499520968587898,46,1000,0.019528091851865093,0.3172423367386164,0.002470822154107796,0.0536382893509547,0.023008657146593992,0.37103119715677585,0.01570034918020597,0.25808817675365286,-0.8614750590002442,-0.47167208444529013,-0.0602697277464979
2000-08-31,2000-07-31,1995-08-31,2000-07-31,60,2000-07-31,1995-08-31,2000-07-31,60,aggressive,10.0,0,0.3017622280536676,0.16962739442967797,25,1000,0.022944369629429428,0.36456757322604194,0.006574156963491179,0.11532114088396257,0.021672450474579375,0.34520183143372185,0.010487847347811526,0.1749094544562737,-0.912756158154719,-0.4755240287135598,-0.002928416466567008
2000-09-30,2000-08-31,1995-09-30,2000-08-31,60,2000-08-31,1995-09-30,2000-08-31,60,aggressive,10.0,0,0.2796636959233107,0.17186184475044744,31,1000,0.024268350947303632,0.3577679136605243,0.005164475695516298,0.0872811847910169,0.022953987756059762,0.33915819204852937,0.01424095847423504,0.21579270949992935,-0.7627502381438488,-0.3543953658252293,0.08437141903940053
2000-10-31,2000-09-30,1995-10-31,2000-09-30,60,2000-09-30,1995-10-31,2000-09-30,60,aggressive,10.0,0,0.3108685505821315,0.1767088325623451,35,1000,0.021206403073364456,0.3142259811596227,0.002399927866082122,0.04810980265746089,0.027258321099585023,0.39986208680915625,0.01580551658106061,0.2378021293737601,-0.6505476819596574,-0.29304841427783535,0.11776816246312984
2000-11-30,2000-10-31,1995-11-30,2000-10-31,60,2000-10-31,1995-11-30,2000-10-31,60,aggressive,10.0,0,0.2807600228644944,0.17490705140283883,38,1000,0.020929436973940663,0.26680604499921,-0.0022408983989391272,0.012166570683791962,0.02994960618383642,0.3765505712711706,0.02731338608049447,0.34447681304582745,-0.3627260152587989,-0.13317517368049644,0.2147357146982941
2000-12-31,2000-11-30,1995-12-31,2000-11-30,60,2000-11-30,1995-12-31,2000-11-30,60,aggressive,10.0,0,0.350841113850608,0.1649655272831945,20,1000,0.021622741865018072,0.2837528473480159,0.0004972282023621836,0.018779455120201963,0.02886861060514414,0.37463643249381273,0.024738343925598965,0.32283126503796944,-0.2817849807182959,-0.04815304907459977,0.2983640995311743
2001-01-31,2000-12-31,1996-01-31,2000-12-31,60,2000-12-31,1996-01-31,2000-12-31,60,aggressive,10.0,0,0.4075278237926209,0.17741785562718304,41,1000,0.013576121091631576,0.2278523591908579,-0.0010438253043089758,0.01563189258366358,0.027894879554945243,0.45168165342080097,0.01850077977910688,0.30483409480467755,-0.41452410320904104,-0.19087020656264558,0.12325480202090111
2001-02-28,2001-01-31,1996-02-29,2001-01-31,60,2001-01-31,1996-02-29,2001-01-31,60,aggressive,10.0,0,0.28404560388772504,0.16098425617194947,39,1000,0.020631165769557536,0.2406698333591275,-0.0046931529104395344,0.01112606855881214,0.03504383579894112,0.4010261882215862,0.03020400598156481,0.3471779098604742,-0.18506976182144805,0.008178188755185696,0.28382150904757425
2001-03-31,2001-02-28,1996-03-31,2001-02-28,60,2001-02-28,1996-03-31,2001-02-28,60,aggressive,10.0,0,0.3277477906968268,0.15987940003352,25,1000,0.024334952693833897,0.25218385427097056,-0.006597980585400802,0.00995398954632143,0.03577255018847529,0.3660335801676632,0.03635472840158415,0.3718285760150449,-0.07804804648246241,0.1148394641824678,0.3902930376995903
2001-04-30,2001-03-31,1996-04-30,2001-03-31,60,2001-03-31,1996-04-30,2001-03-31,60,aggressive,9.992,0,0.4038162586858546,0.18038424010976511,39,1000,0.020133337106151776,0.21675987711880848,-0.0052818974861102075,0.010256774688731533,0.03874967410881489,0.40770345128461977,0.03461352452337185,0.3652798969078402,-0.17986974568757166,-0.004227641515218125,0.2586853723641948
2001-05-31,2001-04-30,1996-05-31,2001-04-30,60,2001-04-30,1996-05-31,2001-04-30,60,aggressive,10.0,0,0.30067756990317335,0.18038216139440374,26,1000,0.020246107020626413,0.20264768003460507,-0.007508206161792656,0.009538108785664502,0.041875249373592834,0.40894879273782225,0.03872123058727658,0.3788654184419083,-0.10923019948182842,0.07133810111459554,0.31640848145070544
2001-06-30,2001-05-31,1996-06-30,2001-05-31,60,2001-05-31,1996-06-30,2001-05-31,60,aggressive,10.0,0,0.28992773382725034,0.1784739991629176,32,1000,0.02263850700404393,0.2387380463012956,-0.007884209651748119,0.0100995399692736,0.03870721940151879,0.40102464941435517,0.033668684452986916,0.3501377643150756,-0.10399563783064987,0.07272842830943722,0.30845712137859777
2001-07-31,2001-06-30,1996-07-31,2001-06-30,60,2001-06-30,1996-07-31,2001-06-30,60,aggressive,10.0,0,0.31446281941065785,0.1761752699890797,36,1000,0.025553532270127615,0.25849301774693195,-0.01038497057443624,0.009734788393397035,0.03842274938862109,0.38377212318414866,0.03474808784868561,0.3480000706755223,-0.026444658697298232,0.1592888548084606,0.3817247971441417
2001-08-31,2001-07-31,1996-08-31,2001-07-31,60,2001-07-31,1996-08-31,2001-07-31,60,aggressive,10.0,0,0.3093093240165487,0.17722122563888507,19,1000,0.028474366941894282,0.25049022048063374,-0.011573636116274728,0.008498578475814247,0.04147230895557572,0.3609542507079885,0.0437200612922681,0.3800569503355635,0.04043947736274889,0.2218425617114732,0.4458080912757728
2001-09-30,2001-08-31,1996-09-30,2001-08-31,60,2001-08-31,1996-09-30,2001-08-31,60,aggressive,10.0,0,0.28471996866208304,0.17260353724863126,17,1000,0.03142362178171469,0.24036944996485085,-0.01192165558388125,0.007413405312432038,0.044821355439197776,0.3396922798357855,0.05464579940005988,0.41252486488693146,0.16497171634970928,0.3253938784308959,0.5284933440115009
2001-10-31,2001-09-30,1996-10-31,2001-09-30,60,2001-09-30,1996-10-31,2001-09-30,60,aggressive,10.0,0,0.40921120627122376,0.1962362403425633,38,1000,0.02682672941052638,0.22522449707774927,-0.010955180167863465,0.008093818492106034,0.04659593873041627,0.38523288904538905,0.0461284098793154,0.3814487953847557,0.11026548531779931,0.2690480274435243,0.47631563169782654
2001-11-30,2001-10-31,1996-11-30,2001-10-31,60,2001-10-31,1996-11-30,2001-10-31,60,aggressive,10.0,0,0.3533119095187644,0.20521026738179463,28,1000,0.02083360054930274,0.19763465902854252,-0.013249216994186646,0.009051858331027954,0.04424937381173125,0.4095909213115177,0.04139157831421068,0.38372256132891186,0.02974096880732873,0.19265135643630998,0.3965374508038451
2001-12-31,2001-11-30,1996-12-31,2001-11-30,60,2001-11-30,1996-12-31,2001-11-30,60,aggressive,10.0,0,0.2694654112681069,0.20073523537481863,23,1000,0.021068580584130796,0.20319483437926,-0.011564432108296272,0.009207426531336344,0.04360358241958029,0.41068420816269086,0.03993581736915671,0.37691353092671265,0.023365596579650604,0.18156409369920234,0.3903908226325656
2002-01-31,2001-12-31,1997-01-31,2001-12-31,60,2001-12-31,1997-01-31,2001-12-31,60,aggressive,10.0,0,0.26369324849250303,0.19375187941148256,25,1000,0.021632545786646088,0.20261621878877606,-0.01305247151395636,0.008952427212511197,0.04245851232112093,0.3890591683188562,0.04361049235024507,0.39937218567985655,0.04313438554726129,0.2098873564342386,0.414134371413167
2002-02-28,2002-01-31,1997-02-28,2002-01-31,60,2002-01-31,1997-02-28,2002-01-31,60,aggressive,10.0,0,0.2910317957808519,0.1900113330849151,24,1000,0.0240271738952987,0.22160751945396853,-0.00938857100738027,0.00885467613646929,0.04112581055508204,0.37301040945151104,0.04378169374539793,0.39652739495805106,0.11143470840302176,0.2757933931116279,0.4593182900733282
2002-03-31,2002-02-28,1997-03-31,2002-02-28,60,2002-02-28,1997-03-31,2002-02-28,60,aggressive,10.0,0,0.3155122963958677,0.19429427924481676,20,1000,0.0213638167934196,0.22000592894056184,-0.01035945526296193,0.00983758411959881,0.03950377016417842,0.3984592461510017,0.03678338627349861,0.37169724078883754,0.057431981783973886,0.2268264106590107,0.4007295296254087
2002-04-30,2002-03-31,1997-04-30,2002-03-31,60,2002-03-31,1997-04-30,2002-03-31,60,aggressive,10.0,0,0.2562634781348502,0.1868549856581021,28,1000,0.02281002024929941,0.21564333175806802,-0.007581136069196674,0.009056831094648611,0.041017290873702615,0.3805435064978452,0.0425865841511262,0.39475633064943816,0.1272026683241712,0.2976147576619892,0.4604357963409738
2002-05-31,2002-04-30,1997-05-31,2002-04-30,60,2002-04-30,1997-05-31,2002-04-30,60,aggressive,10.0,0,0.339706316882172,0.19130571926290235,19,1000,0.02554522300601948,0.21662131671758267,-0.008196541749125619,0.00816046324675671,0.0435635231882986,0.36365899312410116,0.04943331664720496,0.4115592269115595,0.18759573259033216,0.35182439931433157,0.5074634582358193
2002-06-30,2002-05-31,1997-06-30,2002-05-31,60,2002-05-31,1997-06-30,2002-05-31,60,aggressive,10.0,0,0.2949228948428148,0.19176794701979716,18,1000,0.02870889987752439,0.22333472696975004,-0.008419401332994576,0.00751743510834977,0.04516307396079671,0.3470279129022403,0.05515212089437296,0.42211992501965995,0.2673312928178085,0.427222793545346,0.5662653209468514
2002-07-31,2002-06-30,1997-07-31,2002-06-30,60,2002-06-30,1997-07-31,2002-06-30,60,aggressive,10.0,0,0.3170638477224898,0.19760799178058067,25,1000,0.02646168913911795,0.19862173927309254,-0.00914965078946673,0.007232684714581695,0.04537967776560411,0.33544958644250933,0.06241987901740651,0.4586959895698164,0.3227352133425354,0.46398388621510417,0.5896139501194023
2002-08-31,2002-07-31,1997-08-31,2002-07-31,60,2002-07-31,1997-08-31,2002-07-31,60,aggressive,10.0,0,0.35547163900375844,0.2041850116978323,15,1000,0.02862135495242957,0.20602965662639988,-0.009635465803055122,0.006955443360280895,0.046682586244681475,0.3316535278965909,0.06446834594571962,0.4553613721167282,0.35089339419825477,0.49458123615637534,0.6188574214785866
2002-09-30,2002-08-31,1997-09-30,2002-08-31,60,2002-08-31,1997-09-30,2002-08-31,60,aggressive,10.0,0,0.31873198914842693,0.20429944346334622,15,1000,0.03313782893616178,0.221899688897229,-0.009260749064477384,0.0065001113372553515,0.04726559092762697,0.3137317147879971,0.06944009882619208,0.45786848497751853,0.40013528661183423,0.5452216169797692,0.6604949848395723
2002-10-31,2002-09-30,1997-10-31,2002-09-30,60,2002-09-30,1997-10-31,2002-09-30,60,aggressive,9.997,0,0.3854451231846587,0.2188545931693052,30,1000,0.03181482923046213,0.2254967375611997,-0.009412435337698137,0.006871793724035906,0.04716966459391943,0.3310119988454101,0.06253791854114638,0.4366194698693543,0.3443729996447422,0.4858971659565797,0.6054859453835544
2002-11-30,2002-10-31,1997-11-30,2002-10-31,60,2002-10-31,1997-11-30,2002-10-31,60,aggressive,10.0,0,0.37727609361149633,0.2331067734088948,32,1000,0.02514965784662297,0.2133587095698904,-0.008307731654309942,0.008159139627038908,0.04330330041740816,0.36147681404428433,0.05010898401307599,0.4170053367587863,0.19081109407808913,0.32566569771081794,0.4651622690212082
2002-12-31,2002-11-30,1997-12-31,2002-11-30,60,2002-11-30,1997-12-31,2002-11-30,60,aggressive,10.0,0,0.2563973078986858,0.21956654771782036,23,1000,0.026183074266013316,0.19891890391960496,-0.007488994520203769,0.007317748609777775,0.05189882610337963,0.3871003111768826,0.0545721517613167,0.40666303629373485,0.2607766286434282,0.39498127830720925,0.5358245221828213
2003-01-31,2002-12-31,1998-01-31,2002-12-31,60,2002-12-31,1998-01-31,2002-12-31,60,aggressive,10.0,0,0.30537565513446563,0.2175514282450676,22,1000,0.028210911022642424,0.21285667398518,-0.007143604284680552,0.0072868892661439805,0.0495705647155442,0.36850210520853854,0.05545129444348132,0.41135433154013734,0.2566271381553328,0.37834676494338193,0.5215909730875165
2003-02-28,2003-01-31,1998-02-28,2003-01-31,60,2003-01-31,1998-02-28,2003-01-31,60,aggressive,10.0,0,0.29063639687131904,0.21604027215592408,14,1000,0.03154795362479185,0.22577521845697465,-0.008295603873576531,0.006936694732322624,0.04988453289834855,0.3529704713126716,0.05872839104010918,0.4143176154980311,0.2710544641082093,0.4011361650768877,0.5460744011238052
2003-03-31,2003-02-28,1998-03-31,2003-02-28,60,2003-02-28,1998-03-31,2003-02-28,60,aggressive,10.0,0,0.31434375516343416,0.21313942797538124,20,1000,0.03159051670762308,0.22882188921790889,-0.0074835902650744164,0.007021118789576796,0.048016206608986395,0.3441486092161327,0.05882072022480309,0.42000838277638164,0.265445531959946,0.39488313236510914,0.5469840469484939
2003-04-30,2003-03-31,1998-04-30,2003-03-31,60,2003-03-31,1998-04-30,2003-03-31,60,aggressive,10.0,0,0.32780167783657665,0.2182736900826888,25,1000,0.02851677262858899,0.22053445096773747,-0.007911831568697875,0.007471496079287983,0.04621346753160022,0.35275523755194155,0.055111762751669076,0.41923881540103297,0.20724932327071846,0.345411033726907,0.5001798875156076
2003-05-31,2003-04-30,1998-05-31,2003-04-30,60,2003-04-30,1998-05-31,2003-04-30,60,aggressive,10.0,0,0.2961281189182919,0.21920392488461266,24,1000,0.025577130368882192,0.2252121228667176,-0.0061102923347380305,0.008473906691235824,0.043136051241068486,0.3740047799364174,0.04529614235797246,0.39230919050562907,0.1278849575743126,0.2874121835468835,0.448833184631238
2003-06-30,2003-05-31,1998-06-30,2003-05-31,60,2003-05-31,1998-06-30,2003-05-31,60,aggressive,10.0,0,0.2294867378089416,0.2082368511355286,15,1000,0.01974154759515417,0.17783485130659288,-0.0072126633508761565,0.008573846791844031,0.04660505385307501,0.40815843825374953,0.046287159835126296,0.40543286364781356,0.14968566646676076,0.30808917325379787,0.4595877412545302
2003-07-31,2003-06-30,1998-07-31,2003-06-30,60,2003-06-30,1998-07-31,2003-06-30,60,aggressive,10.0,0,0.25241253902338195,0.19882915794915454,27,1000,0.016611661556808,0.15695468983550262,-0.006129808332359884,0.00891197513245591,0.047915813109707765,0.4359365100175764,0.04368109696180585,0.3981968250144651,0.12536631956966937,0.28872318383523515,0.44648511052418294
2003-08-31,2003-07-31,1998-08-31,2003-07-31,60,2003-07-31,1998-08-31,2003-07-31,60,aggressive,10.0,0,0.20679402994288965,0.18406308236663632,19,1000,0.018518053890417142,0.2008087252306443,-0.0009130834222647835,0.010288357966325535,0.04393157896976495,0.46227216843316604,0.03074760728961295,0.326630748369864,0.032635713777422984,0.23547167640607355,0.411393364514103
2003-09-30,2003-08-31,1998-09-30,2003-08-31,60,2003-08-31,1998-09-30,2003-08-31,60,aggressive,10.0,0,0.24483357741378667,0.17450675513691044,22,1000,0.015118222094776968,0.15705212263443263,-0.0002511840718801042,0.009743762166258064,0.04783318008675218,0.47581889258736254,0.03567836062845886,0.3573852226119468,0.07519014826291008,0.2594273019241703,0.42122100109391897
2003-10-31,2003-09-30,1998-10-31,2003-09-30,60,2003-09-30,1998-10-31,2003-09-30,60,aggressive,10.0,0,0.20778645877398674,0.16235442843427955,21,1000,0.024599424763054545,0.23160169899448776,-0.0005449076555245047,0.00904714465806039,0.04631342324120431,0.42805138433121187,0.035619263263473346,0.33129977201623995,0.06971401403090845,0.24356351141343785,0.43543510911116373
2003-11-30,2003-10-31,1998-11-30,2003-10-31,60,2003-10-31,1998-11-30,2003-10-31,60,aggressive,10.0,0,0.22149067508920892,0.1534591640106626,15,1000,0.025923665987058624,0.23492485547685038,-0.0023529110682469034,0.008725589434580398,0.04666900183544947,0.4159401387723915,0.038012770296881104,0.34040941631617777,0.07541758174844694,0.24590736930556983,0.4478553557250901
2003-12-31,2003-11-30,1998-12-31,2003-11-30,60,2003-11-30,1998-12-31,2003-11-30,60,aggressive,10.0,0,0.29579211424226387,0.1585700196314585,20,1000,0.012896167564614792,0.1259227768485598,-0.0058592815941545,0.009061691021142376,0.05193392504187893,0.47967087326581787,0.04152458597025756,0.38534465886447994,0.11711785776140167,0.26808755958185854,0.4479271598403276
2004-01-31,2003-12-31,1999-01-31,2003-12-31,60,2003-12-31,1999-01-31,2003-12-31,60,aggressive,10.0,0,0.31847838603030204,0.16056144187861718,22,1000,0.008492678564932212,0.08456115510342477,-0.007275958831349765,0.008908039445874635,0.05580220897125472,0.5059963181287511,0.04396325928456001,0.4005344873219495,0.17259908398873236,0.3102991304620823,0.4665502588891788
2004-02-29,2004-01-31,1999-02-28,2004-01-31,60,2004-01-31,1999-02-28,2004-01-31,60,aggressive,10.0,0,0.28500913576560233,0.15706513664087163,17,1000,0.010298388786392979,0.10064089910599497,-0.00695360283430424,0.008907544341826874,0.05470727157982314,0.49621499175946665,0.043258726048828904,0.3942365647927116,0.172755479367652,0.3122122040142371,0.4654233277050308
2004-03-31,2004-02-29,1999-03-31,2004-02-29,60,2004-02-29,1999-03-31,2004-02-29,60,aggressive,10.0,0,0.3040669830789747,0.1595394372746081,21,1000,0.008202664424096891,0.07837082556711418,-0.007531574777873198,0.008516101637032704,0.05641981135481645,0.48899294947686145,0.04880214438431354,0.4241201233189916,0.24646939765163597,0.3620546264053065,0.5025811515862052
2004-04-30,2004-03-31,1999-04-30,2004-03-31,60,2004-03-31,1999-04-30,2004-03-31,60,aggressive,10.0,0,0.3011082855979698,0.1581351493234642,24,1000,0.008699242420659422,0.07953622391478414,-0.009661633640206684,0.00820025116037637,0.055739232661203765,0.4652759584689011,0.05350900926251909,0.44698756645593857,0.29675455540384205,0.3899552465737223,0.5193259976168555
2004-05-31,2004-04-30,1999-05-31,2004-04-30,60,2004-04-30,1999-05-31,2004-04-30,60,aggressive,10.0,0,0.30955539193135345,0.16487285128777804,19,1000,0.012143861426178796,0.11152841549440956,-0.007580955480826091,0.008485209321537504,0.05325510577156325,0.4603659292338717,0.0484531637404729,0.41962044595018116,0.26753898677772797,0.3698158957216245,0.5099820357668668
2004-06-30,2004-05-31,1999-06-30,2004-05-31,60,2004-05-31,1999-06-30,2004-05-31,60,aggressive,10.0,0,0.27170255814358063,0.16401364377463984,13,1000,0.013844976164360201,0.12266479936867132,-0.008214150632993671,0.008263051284862606,0.05289800760240616,0.4453620009705967,0.05027768590182661,0.4237101483758695,0.28169610486023344,0.38388454842043207,0.5244268490745021
2004-07-31,2004-06-30,1999-07-31,2004-06-30,60,2004-06-30,1999-07-31,2004-06-30,60,aggressive,10.0,0,0.273436523289751,0.16090932311425324,21,1000,0.011667837372290124,0.1033094415596666,-0.009507187784742278,0.008155254801869159,0.05323975242354595,0.4423390014043174,0.053712735907635895,0.44619630223414675,0.31938013533154525,0.41677803009603354,0.5460820433406783
2004-08-31,2004-07-31,1999-08-31,2004-07-31,60,2004-07-31,1999-08-31,2004-07-31,60,aggressive,9.997,0,0.3410232780410919,0.1696325170857527,19,1000,0.006294753157393709,0.0572941521783609,-0.013179543178785646,0.007854159139064155,0.05673440675874642,0.4534552184826555,0.060291917018284305,0.4813964701999195,0.3750111592949035,0.4606642754232958,0.5716697738148643
2004-09-30,2004-08-31,1999-09-30,2004-08-31,60,2004-08-31,1999-09-30,2004-08-31,60,aggressive,10.0,0,0.3619411771112899,0.18077120299792546,19,1000,0.007300057292194738,0.06523870230675285,-0.010777736801136084,0.007860030360043714,0.05776980918898027,0.46193248447936097,0.05815610519998761,0.46496878285384247,0.3690299046562278,0.46285403899994587,0.5627297217149823
2004-10-31,2004-09-30,1999-10-31,2004-09-30,60,2004-09-30,1999-10-31,2004-09-30,60,aggressive,10.0,0,0.3723156397431733,0.19000553036374848,18,1000,0.0048303669585310445,0.04680434128024553,-0.009708766950826822,0.008027683611193805,0.05855119042832124,0.4780581154285158,0.057187377866849014,0.4671098596800449,0.4053195715618448,0.4778815564181517,0.5449071382852514
2004-11-30,2004-10-31,1999-11-30,2004-10-31,60,2004-10-31,1999-11-30,2004-10-31,60,aggressive,10.0,0,0.42560581414086046,0.19737789657059698,13,1000,0.0009724415150831154,0.015631062368224934,-0.011581571041955226,0.00792472793170056,0.06152392854690743,0.4954851229553273,0.059690927296167574,0.4809590867447472,0.45662564310392845,0.504688134769492,0.5097215792625399
2004-12-31,2004-11-30,1999-12-31,2004-11-30,60,2004-11-30,1999-12-31,2004-11-30,60,defensive,10.0,0,0.4495767683641499,0.21731260251999668,18,1000,-0.007157862279579554,0.007351084948952769,-0.015324422640438965,0.007351084948952769,0.0673187465559399,0.5022169095386886,0.06471559489762464,0.48308092056340585,0.5098780594439531,0.4987625563176604,0.424731697876709
2005-01-31,2004-12-31,2000-01-31,2004-12-31,60,2004-12-31,2000-01-31,2004-12-31,60,defensive,10.0,0,0.4427073175305731,0.23105009365697407,14,1000,-0.005077289972220206,0.007281766797129656,-0.01614764431007054,0.007281766797129656,0.06725534328091953,0.4970194924296866,0.06607396536903372,0.48841697397605416,0.5161964736483279,0.48582346114272484,0.40045684417189054
2005-02-28,2005-01-31,2000-02-29,2005-01-31,60,2005-01-31,2000-02-29,2005-01-31,60,defensive,9.999,0,0.46825518061787147,0.24948330810086294,15,1000,-0.011416159701682157,0.006788516635798599,-0.018135703372505016,0.006788516635798599,0.07108344891140282,0.4893396921007965,0.07222413736254027,0.4970832746276064,0.41166010413586496,0.2984572173887277,0.18023896148331423
2005-03-31,2005-02-28,2000-03-31,2005-02-28,60,2005-02-28,2000-03-31,2005-02-28,60,defensive,10.0,0,0.4539228611445584,0.2617262891733274,25,1000,-0.004613259090740359,0.007313535957844741,-0.016927504690586126,0.007313535957844741,0.06454933276241318,0.4793974021706391,0.06818343313413881,0.5059755259136715,0.5641573948688657,0.49796945747022986,0.3789382969207556
2005-04-30,2005-03-31,2000-04-30,2005-03-31,60,2005-03-31,2000-04-30,2005-03-31,60,defensive,10.0,0,0.42862647951424565,0.2680352436795795,22,1000,-0.0010243076225425662,0.007505918029738449,-0.01831559586139321,0.007505918029738449,0.06334648176423303,0.48297941762439306,0.06588172510373431,0.50200874631613,0.5998154627477994,0.5450386909682327,0.43511794895143596
2005-05-31,2005-04-30,2000-05-31,2005-04-30,60,2005-04-30,2000-05-31,2005-04-30,60,neutral,10.0,0,0.4235490948313638,0.2751164306580688,17,1000,0.00512780774185676,0.04910225669916162,-0.012950177596452896,0.008013021747363661,0.06016361573229791,0.4901053830102973,0.05550544236849785,0.4527793385431773,0.5533900925723741,0.5625054222105642,0.5036217521744814
