formation_month,training_start,training_end,reward_ready_cutoff,training_months,training_observations,ridge_r2,selected_tool_1,selected_tool_2,buy_count,sell_count,hold_count,finite_current_scores,coefficient__market_technical,coefficient__fundamental,coefficient__sentiment_proxy,coefficient__macro_proxy
2010-12-31,2005-07-31,2010-06-30,2010-06-30,60,45417,0.0053314271906225175,market_technical,sentiment_proxy,718,0,135,853,-0.014720413895131151,0.0,0.005897066235728803,0.0
2011-01-31,2005-08-31,2010-07-31,2010-07-31,60,45466,0.005362122364326205,market_technical,sentiment_proxy,745,0,107,852,-0.014979297658688585,0.0,0.005866881135993894,0.0
2011-02-28,2005-09-30,2010-08-31,2010-08-31,60,45518,0.005979462658852186,market_technical,macro_proxy,784,0,70,854,-0.014794257020669891,0.0,0.0,-0.0066528912726241205
2011-03-31,2005-10-31,2010-09-30,2010-09-30,60,45557,0.0060571469003204426,market_technical,sentiment_proxy,841,0,15,856,-0.014405528344886455,0.0,0.006853016916099826,0.0
2011-04-30,2005-11-30,2010-10-31,2010-10-31,60,45594,0.006302413379322691,market_technical,sentiment_proxy,843,0,18,861,-0.014849841895805535,0.0,0.00687244668691666,0.0
2011-05-31,2005-12-31,2010-11-30,2010-11-30,60,45628,0.006591554915456266,market_technical,sentiment_proxy,841,0,15,856,-0.015728887591016406,0.0,0.007016260307998255,0.0
2011-06-30,2006-01-31,2010-12-31,2010-12-31,60,45661,0.006629855146356389,market_technical,sentiment_proxy,845,0,6,851,-0.01618921469803213,0.0,0.0063409064308067925,0.0
2011-07-31,2006-02-28,2011-01-31,2011-01-31,60,45696,0.006719224903679488,market_technical,sentiment_proxy,855,0,1,856,-0.015537679684790456,0.0,0.0069377113296722435,0.0
2011-08-31,2006-03-31,2011-02-28,2011-02-28,60,45731,0.006862910712485126,market_technical,macro_proxy,850,0,11,861,-0.015930464557013177,0.0,0.0,-0.007051827113597788
2011-09-30,2006-04-30,2011-03-31,2011-03-31,60,45771,0.006926974157627885,market_technical,macro_proxy,813,0,37,850,-0.01611720800266982,0.0,0.0,-0.007196656809694679
2011-10-31,2006-05-31,2011-04-30,2011-04-30,60,45811,0.007033684130897888,market_technical,macro_proxy,792,0,57,849,-0.01587424792206766,0.0,0.0,-0.007378841956681738
2011-11-30,2006-06-30,2011-05-31,2011-05-31,60,45845,0.006845919501630382,market_technical,macro_proxy,779,0,68,847,-0.015452932635567594,0.0,0.0,-0.007841135229483383
2011-12-31,2006-07-31,2011-06-30,2011-06-30,60,45878,0.00672971061218508,market_technical,macro_proxy,793,0,46,839,-0.014779777188473422,0.0,0.0,-0.00853168289233252
2012-01-31,2006-08-31,2011-07-31,2011-07-31,60,45904,0.00630432207070164,market_technical,macro_proxy,770,0,74,844,-0.01321894782593797,0.0,0.0,-0.009688624930741152
