formation_month,training_start,training_end,training_months,eligible_candidates,cluster_count,selected_1,selected_1_mean_rankic,selected_1_rankicir,selected_1_orientation,selected_2,selected_2_mean_rankic,selected_2_rankicir,selected_2_orientation
2002-08-31,1997-08-31,2002-07-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.0527465150613947,0.5682943382784439,1,difference__ret_12_1__ret_1_0,0.05828766876661074,0.3896606631865138,1
2002-09-30,1997-09-30,2002-08-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05402741097321374,0.5780476160788255,1,product__ret_12_1__rvol_21d,0.04013535443316239,0.3951280291052404,1
2002-10-31,1997-10-31,2002-09-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.052685867005722004,0.5575863139645011,1,difference__ret_12_1__ret_1_0,0.06087754573254132,0.4057485610651316,1
2002-11-30,1997-11-30,2002-10-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05192498149533893,0.5450630256478822,1,product__ret_6_1__turnover_126d,0.03505849331233986,0.4112763780247245,1
2002-12-31,1997-12-31,2002-11-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.053498453109805354,0.5594410820202224,1,difference__ret_12_1__ret_1_0,0.06488325473494197,0.38515883397444967,1
2003-01-31,1998-01-31,2002-12-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05256171130389394,0.5462909794163099,1,product__ret_12_1__rvol_21d,0.04103725239535523,0.38825262425816875,1
2003-02-28,1998-02-28,2003-01-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05115902238990238,0.5307331781245056,1,product__ret_6_1__turnover_126d,0.03884649133470717,0.4598356202014723,1
2003-03-31,1998-03-31,2003-02-28,60,51,7,product__prc_highprc_252d__rvol_21d,0.05082195419101158,0.5261573372818662,1,product__ret_12_1__rvol_21d,0.04068614780740189,0.38432414194641223,1
2003-04-30,1998-04-30,2003-03-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05147845767546625,0.5371658748580898,1,product__ret_6_1__turnover_126d,0.039132565818990064,0.4700640012505536,1
2003-05-31,1998-05-31,2003-04-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.0489068208973166,0.5015491572556827,1,product__ret_6_1__turnover_126d,0.037615651203920554,0.4527547602017144,1
2003-06-30,1998-06-30,2003-05-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04907265391538184,0.5038067308584719,1,product__ret_6_1__turnover_126d,0.035972677459488296,0.43988073088861573,1
2003-07-31,1998-07-31,2003-06-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04930682148062588,0.5060911383450167,1,product__ret_6_1__turnover_126d,0.0351141673418341,0.4291037744978242,1
2003-08-31,1998-08-31,2003-07-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.047520789766999375,0.4850711110561266,1,product__ret_6_1__turnover_126d,0.03403905920976034,0.41517378687998413,1
2003-09-30,1998-09-30,2003-08-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04703538759852728,0.47854503005266735,1,product__ret_6_1__turnover_126d,0.03385394224252871,0.4130779467195558,1
2003-10-31,1998-10-31,2003-09-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.0456408056713572,0.4619075666886712,1,product__ret_6_1__turnover_126d,0.035090682671261406,0.4300894604978813,1
2003-11-30,1998-11-30,2003-10-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04555771474841664,0.4611918133419579,1,product__ret_6_1__turnover_126d,0.033392979160403964,0.41292032269104934,1
2003-12-31,1998-12-31,2003-11-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04569717642534291,0.46250327487282433,1,product__ret_6_1__turnover_126d,0.02913358782034575,0.34593153889192957,1
2004-01-31,1999-01-31,2003-12-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04489983404686206,0.45243996815715504,1,product__ret_6_1__turnover_126d,0.026886358580589072,0.3193947615834554,1
2004-02-29,1999-02-28,2004-01-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04530953793828099,0.45703000945445377,1,product__ret_6_1__turnover_126d,0.028157362272353815,0.34001885234155044,1
2004-03-31,1999-03-31,2004-02-29,60,51,7,product__prc_highprc_252d__rvol_21d,0.04526284243411359,0.4566137470582656,1,product__ret_6_1__turnover_126d,0.02747114492903445,0.33191537492356826,1
2004-04-30,1999-04-30,2004-03-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.047043359727088306,0.47000672797198195,1,product__ret_6_1__turnover_126d,0.02752599390458088,0.33271834434419073,1
2004-05-31,1999-05-31,2004-04-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.044381652329630567,0.4380387153646538,1,product__ret_6_1__turnover_126d,0.02759244327886923,0.333610065250419,1
2004-06-30,1999-06-30,2004-05-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04613536536806991,0.45100561003116413,1,product__ret_6_1__turnover_126d,0.028318387012241198,0.33990385192042344,1
2004-07-31,1999-07-31,2004-06-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04882040552850775,0.4682390581849647,1,product__ret_6_1__turnover_126d,0.029026217694230354,0.34709333744171317,1
2004-08-31,1999-08-31,2004-07-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.048785605487228295,0.46792525895185794,1,product__ret_6_1__turnover_126d,0.027502135462560078,0.3352036134228758,1
2004-09-30,1999-09-30,2004-08-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05114150545816814,0.49615876317722596,1,product__ret_6_1__turnover_126d,0.02746299680252704,0.33466918161991943,1
2004-10-31,1999-10-31,2004-09-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.0480376221702987,0.4613807549922221,1,mean__ret_1_0__rvol_21d,-0.06445064677595129,0.3180866331179595,-1
2004-11-30,1999-11-30,2004-10-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04894470252409715,0.47037173232164625,1,mean__ret_1_0__rvol_21d,-0.06742761505543604,0.3373697407514114,-1
2004-12-31,1999-12-31,2004-11-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04630769958307991,0.4441376916208906,1,mean__ret_1_0__rvol_21d,-0.0734745346460821,0.3797701379343416,-1
2005-01-31,2000-01-31,2004-12-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.046525015801467465,0.4457178106766609,1,mean__ret_1_0__rvol_21d,-0.07430887348659126,0.38413794335132995,-1
2005-02-28,2000-02-29,2005-01-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.047658040950952496,0.45418204026218534,1,mean__ret_1_0__rvol_21d,-0.07778714118729316,0.41803673287728466,-1
2005-03-31,2000-03-31,2005-02-28,60,51,7,product__prc_highprc_252d__rvol_21d,0.04982211917022246,0.48520532833008034,1,mean__ret_1_0__turnover_126d,-0.054684870410951186,0.386878902904665,-1
2005-04-30,2000-04-30,2005-03-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04722216630149669,0.46197800892863083,1,mean__ret_1_0__turnover_126d,-0.05534627030098752,0.39064047568379007,-1
2005-05-31,2000-05-31,2005-04-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.045493083181271494,0.44725120709298843,1,mean__ret_1_0__turnover_126d,-0.05149256940861927,0.35969478581486475,-1
2005-06-30,2000-06-30,2005-05-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04971432278278357,0.5236453053785618,1,mean__ret_1_0__turnover_126d,-0.051645306846675385,0.3610235791925298,-1
2005-07-31,2000-07-31,2005-06-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.0486274590426306,0.512239730191018,1,mean__ret_1_0__turnover_126d,-0.04354440273638959,0.31244392446364266,-1
2005-08-31,2000-08-31,2005-07-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.05031293450913524,0.5302780288709394,1,mean__ret_1_0__turnover_126d,-0.04582720111515512,0.334836807504404,-1
2005-09-30,2000-09-30,2005-08-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.051866541989965084,0.5396531431082825,1,mean__ret_1_0__turnover_126d,-0.04051626896672756,0.2918745162134119,-1
2005-10-31,2000-10-31,2005-09-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04908177191931166,0.5104230790133369,1,mean__ret_1_0__rvol_21d,-0.05356933940914203,0.3071756554089142,-1
2005-11-30,2000-11-30,2005-10-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04736496063246541,0.4954834025226206,1,product__ret_12_1__ret_6_1,-0.020743479066360142,0.28977538052401136,-1
2005-12-31,2000-12-31,2005-11-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.04433678016459514,0.4673656376124369,1,difference__ret_12_1__ret_1_0,0.04571074111343812,0.29559878721279287,1
2006-01-31,2001-01-31,2005-12-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.046554780239586195,0.4980966561131377,1,difference__ret_12_1__ret_1_0,0.05061792289026713,0.3336585815910812,1
2006-02-28,2001-02-28,2006-01-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.04052985428792176,0.47691182530959825,1,difference__ret_12_1__ret_1_0,0.04509920537261068,0.31241432509801054,1
2006-03-31,2001-03-31,2006-02-28,60,51,7,product__prc_highprc_252d__rvol_21d,0.037912318439362824,0.4501854880254335,1,difference__ret_12_1__ret_1_0,0.04562193542125813,0.3160955948283123,1
2006-04-30,2001-04-30,2006-03-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.040336693588608044,0.4981601797822776,1,difference__ret_12_1__ret_1_0,0.04529280831298689,0.31365363982232763,1
2006-05-31,2001-05-31,2006-04-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.03792900759237324,0.4859568212715952,1,product__ret_6_1__rvol_21d,0.018684385549408784,0.2642282499754091,1
2006-06-30,2001-06-30,2006-05-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.0388142964731052,0.5006645825504035,1,product__ret_6_1__turnover_126d,0.023619016416622875,0.37745492047331297,1
2006-07-31,2001-07-31,2006-06-30,60,51,7,product__prc_highprc_252d__rvol_21d,0.03582673598878687,0.471882378788365,1,product__ret_6_1__turnover_126d,0.02250158848423179,0.36063961430638125,1
2006-08-31,2001-08-31,2006-07-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.03309200692738155,0.44058025112837634,1,product__ret_6_1__turnover_126d,0.018546513376992313,0.3111313768963169,1
2006-09-30,2001-09-30,2006-08-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.03154787672186727,0.42837585366804753,1,product__ret_6_1__turnover_126d,0.018495878032011137,0.3103574472563748,1
2006-10-31,2001-10-31,2006-09-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.029957094281457874,0.4667435616689651,1,identity__ret_1_0,-0.025097957892945874,0.21306449908319847,-1
2006-11-30,2001-11-30,2006-10-31,60,51,7,product__prc_highprc_252d__rvol_21d,0.03162601243530357,0.4280087967673681,1,product__ret_6_1__turnover_126d,0.018454963309293988,0.30023553757827615,1
2006-12-31,2001-12-31,2006-11-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.027858990370233348,0.4208256362026239,1,product__ret_6_1__turnover_126d,0.018672123669521694,0.30340543107065937,1
2007-01-31,2002-01-31,2006-12-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.027725421414615207,0.41890399515691185,1,product__ret_6_1__turnover_126d,0.019190454697061782,0.3123073777435428,1
2007-02-28,2002-02-28,2007-01-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.025737578968093627,0.3954100226621064,1,product__ret_6_1__turnover_126d,0.01688141031581231,0.27395486663793406,1
2007-03-31,2002-03-31,2007-02-28,60,51,7,product__prc_highprc_252d__turnover_126d,0.02829868740148771,0.4526791168305507,1,product__ret_12_1__turnover_126d,0.018091382796544115,0.25701767029690387,1
2007-04-30,2002-04-30,2007-03-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.026599158450170815,0.43010683476946665,1,product__ret_1_0__rvol_21d,0.01649388848331129,0.23850395252644213,1
2007-05-31,2002-05-31,2007-04-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.02559627809267227,0.4177429682187721,1,product__ret_6_1__ret_1_0,0.013275324342647537,0.24538342489928155,1
2007-06-30,2002-06-30,2007-05-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.02465827048118693,0.4109690685924972,1,product__ret_6_1__ret_1_0,0.015544529084773636,0.29767010742169886,1
2007-07-31,2002-07-31,2007-06-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.02646221405131018,0.45104651496532,1,product__ret_6_1__ret_1_0,0.01696737434330707,0.3308297731243238,1
2007-08-31,2002-08-31,2007-07-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.026523636635046543,0.45166273143958446,1,product__ret_6_1__ret_1_0,0.015041068005933945,0.28648200207224606,1
2007-09-30,2002-09-30,2007-08-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.024210478977516287,0.4122622450442556,1,product__ret_6_1__ret_1_0,0.015538467529309763,0.2988137914540359,1
2007-10-31,2002-10-31,2007-09-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.02656773086896592,0.4604778132766459,1,product__ret_6_1__ret_1_0,0.016994537383892446,0.3284061262531234,1
2007-11-30,2002-11-30,2007-10-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.028704445269207526,0.5019242334745508,1,product__ret_6_1__ret_1_0,0.01576129009241995,0.29886559542610797,1
2007-12-31,2002-12-31,2007-11-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.029121703681013664,0.5066617791591097,1,product__ret_6_1__turnover_126d,0.01601226573577519,0.27800686016907233,1
2008-01-31,2003-01-31,2007-12-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.029348581950536187,0.5129572085591562,1,product__ret_1_0__rvol_21d,0.021233060384908263,0.327624584793067,1
2008-02-29,2003-02-28,2008-01-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.03199257165525383,0.5634473762744009,1,product__ret_6_1__ret_1_0,0.017803780003917902,0.33257687477601333,1
2008-03-31,2003-03-31,2008-02-29,60,51,7,product__prc_highprc_252d__turnover_126d,0.03302716607003064,0.5784394216394068,1,product__ret_1_0__rvol_21d,0.021186711050516897,0.3176141086059968,1
2008-04-30,2003-04-30,2008-03-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.035004455061448364,0.6215009480497676,1,product__ret_1_0__rvol_21d,0.02142899620021383,0.32158252667515114,1
2008-05-31,2003-05-31,2008-04-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.03623351895615644,0.6322205858650111,1,product__ret_6_1__ret_1_0,0.018648173186381994,0.32851530123530054,1
2008-06-30,2003-06-30,2008-05-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.03816614656964233,0.6347135669083229,1,product__ret_6_1__ret_1_0,0.02006669025854999,0.35459944153978395,1
2008-07-31,2003-07-31,2008-06-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.03591331163825322,0.5769368156862467,1,product__turnover_126d__rvol_21d,-0.013781979070556831,0.2455190518470699,-1
2008-08-31,2003-08-31,2008-07-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.03512069851050489,0.5547445323183917,1,product__turnover_126d__rvol_21d,-0.014861113516613548,0.26461978436741546,-1
2008-09-30,2003-09-30,2008-08-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.034839179429446344,0.5485866854861776,1,product__turnover_126d__rvol_21d,-0.015423085046766772,0.2786548729159649,-1
2008-10-31,2003-10-31,2008-09-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.034736803505836605,0.5468950167994928,1,product__turnover_126d__rvol_21d,-0.01557063860125135,0.28185734065426127,-1
2008-11-30,2003-11-30,2008-10-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.035039386434714784,0.5507933251569962,1,product__turnover_126d__rvol_21d,-0.01683134930030096,0.30433241929824933,-1
2008-12-31,2003-12-31,2008-11-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.03634712769495009,0.5678671993390108,1,product__turnover_126d__rvol_21d,-0.014702304333606631,0.288666691463989,-1
2009-01-31,2004-01-31,2008-12-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.036371712280831345,0.5683930268280285,1,difference__prc_highprc_252d__rvol_21d,0.045361164030129304,0.2813151269650774,1
2009-02-28,2004-02-29,2009-01-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.03759344947206216,0.5912255557175804,1,product__ret_1_0__turnover_126d,0.024451946956259202,0.4036609135494275,1
2009-03-31,2004-03-31,2009-02-28,60,51,7,product__prc_highprc_252d__turnover_126d,0.03719554991300076,0.5883288321425186,1,product__ret_1_0__turnover_126d,0.02306473018117298,0.3892921873648092,1
2009-04-30,2004-04-30,2009-03-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.034710027406830116,0.5642998780635627,1,product__ret_1_0__turnover_126d,0.02175133737060538,0.3725589538646068,1
2009-05-31,2004-05-31,2009-04-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.03272845440778554,0.49965605927822615,1,product__ret_1_0__turnover_126d,0.023681746896997143,0.40398583207511085,1
2009-06-30,2004-06-30,2009-05-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.03141106085866089,0.49423974905978185,1,product__ret_1_0__turnover_126d,0.023168097918118847,0.39203471197060125,1
2009-07-31,2004-07-31,2009-06-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.027340613601156256,0.4398340133618583,1,product__ret_1_0__turnover_126d,0.020642916156624926,0.3608348958190628,1
2009-08-31,2004-08-31,2009-07-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.026197585120926396,0.41331249274835347,1,product__ret_1_0__turnover_126d,0.02156739957640324,0.37249865186500586,1
2009-09-30,2004-09-30,2009-08-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.025264505003483814,0.3974825855865525,1,product__ret_1_0__turnover_126d,0.01976483704980948,0.33357838654909455,1
2009-10-31,2004-10-31,2009-09-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.027098604575501457,0.4305256392675561,1,product__ret_1_0__turnover_126d,0.01967593430802569,0.3320989298748833,1
2009-11-30,2004-11-30,2009-10-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.027136007750228477,0.43112219568351007,1,product__ret_1_0__turnover_126d,0.020954820291152865,0.36063964303531704,1
2009-12-31,2004-12-31,2009-11-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.02792337651081672,0.4451718127888667,1,product__ret_1_0__turnover_126d,0.0214917544736837,0.37166509420206534,1
2010-01-31,2005-01-31,2009-12-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.024121757185138284,0.378213135115737,1,product__ret_1_0__turnover_126d,0.020621098074001767,0.35052436877198184,1
2010-02-28,2005-02-28,2010-01-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.02204779171912933,0.35247643973085,1,product__ret_1_0__turnover_126d,0.01767999032099802,0.30183195903233406,1
2010-03-31,2005-03-31,2010-02-28,60,51,7,product__prc_highprc_252d__turnover_126d,0.021385875766366254,0.34001054060703934,1,product__ret_1_0__turnover_126d,0.017621520764005017,0.30064823280053005,1
2010-04-30,2005-04-30,2010-03-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.02135847362963222,0.3394747611657203,1,product__ret_1_0__turnover_126d,0.017104795563981902,0.290325382481749,1
2010-05-31,2005-05-31,2010-04-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.022245057011682782,0.355231848129735,1,product__ret_1_0__turnover_126d,0.01715880750882609,0.2912626742595882,1
2010-06-30,2005-06-30,2010-05-31,60,51,7,product__prc_highprc_252d__turnover_126d,0.022119426950087055,0.35319720558316836,1,product__ret_1_0__turnover_126d,0.01916684119883399,0.34465816835442775,1
2010-07-31,2005-07-31,2010-06-30,60,51,7,product__prc_highprc_252d__turnover_126d,0.021934085202615115,0.3503145682065297,1,product__ret_1_0__turnover_126d,0.018464204662336916,0.3328343103014259,1
2010-08-31,2005-08-31,2010-07-31,60,51,7,product__ret_1_0__turnover_126d,0.018357651159197155,0.330911078320025,1,product__prc_highprc_252d__turnover_126d,0.020378570831336693,0.32428625027655605,1
