formation_month,training_start,training_end,training_months,training_observations,eligible_candidates,selected_factors,model_r2,high_risk_count,finite_scores,factor_1,factor_1_rankicir,factor_1_mean_rankic,factor_1_coefficient,factor_2,factor_2_rankicir,factor_2_mean_rankic,factor_2_coefficient,factor_3,factor_3_rankicir,factor_3_mean_rankic,factor_3_coefficient,factor_4,factor_4_rankicir,factor_4_mean_rankic,factor_4_coefficient,factor_5,factor_5_rankicir,factor_5_mean_rankic,factor_5_coefficient
2000-05-31,1995-05-31,2000-04-30,60,54545,51,5,0.0037157408552749294,137,862,difference__ret_6_1__ret_12_1,0.5883545643329927,0.049241094299570694,0.007304484324558338,difference__ret_1_0__ret_12_1,0.5025229660184708,0.056880566864355976,0.0015913854089052231,difference__ret_12_1__prc_highprc_252d,0.3911747604707579,-0.053213595657699536,-0.007687516720513494,difference__ret_3_1__ret_12_1,0.3656215453753363,0.03677647265877689,-0.0026629106449012796,difference__ret_1_0__resff3_6_1,0.30959423422347165,0.028895925093750132,0.0032523212787134155
2000-06-30,1995-06-30,2000-05-31,60,54463,51,5,0.0042418516591821165,132,831,difference__ret_6_1__ret_12_1,0.5960070197705791,0.05066777077376297,0.006054287557078457,difference__ret_1_0__ret_12_1,0.4986926025271587,0.060008715507280784,0.0026201292041124103,difference__ret_12_1__prc_highprc_252d,0.39244767051063845,-0.05505683034247721,-0.007964074327421881,difference__ret_3_1__ret_12_1,0.3739572943074907,0.04350965914820058,-0.0004020683081023799,difference__ret_1_0__resff3_6_1,0.31297482981391656,0.02942944891788989,0.0028298192633360994
2000-07-31,1995-07-31,2000-06-30,60,54350,51,5,0.003919362956724348,132,843,difference__ret_1_0__ret_12_1,0.5064712721949172,0.06082533756028439,-0.005667443141710856,difference__ret_6_1__ret_12_1,0.5039523141126541,0.04613493197960667,0.006040653018228234,difference__ret_1_0__resff3_6_1,0.3523534507489241,0.03361102174463951,0.0032650146413451034,difference__ret_1_0__prc_highprc_252d,0.35104279054439774,0.039189261160115556,0.007824495903473281,difference__ret_12_1__prc_highprc_252d,0.33075822248189446,-0.048158416565068786,-0.012512293380294647
2000-08-31,1995-08-31,2000-07-31,60,54260,51,5,0.004433237422869274,133,837,difference__ret_6_1__ret_12_1,0.5277684876044313,0.04835267026554838,0.006444326305162284,difference__ret_1_0__ret_12_1,0.5250406650852476,0.06369081372058961,-0.004369404871189228,difference__ret_1_0__resff3_6_1,0.3656939049207959,0.035106009361307706,0.003929259643746671,difference__ret_12_1__prc_highprc_252d,0.35887751977890675,-0.05295834051421143,-0.012370688016211223,difference__ret_1_0__prc_highprc_252d,0.33345591316809897,0.03732500977792008,0.006472135715727261
2000-09-30,1995-09-30,2000-08-31,60,54158,51,5,0.003710120555796781,139,846,difference__ret_1_0__ret_12_1,0.5045835608418633,0.06152460631457646,-0.0016828096018701322,difference__ret_6_1__ret_12_1,0.3968112819709419,0.040191419242991494,0.011751547443260334,difference__ret_1_0__resff3_6_1,0.3942119449583128,0.038201574218020486,0.0026818029952185513,difference__ret_1_0__prc_highprc_252d,0.3443555996552263,0.03956585328863817,-0.0027896235463634204,difference__ret_1_0__ret_6_1,0.3128042870787499,0.0396592870523467,0.013373895786239813
2000-10-31,1995-10-31,2000-09-30,60,54067,51,5,0.003332206382095637,140,862,difference__ret_1_0__ret_12_1,0.47602944694584093,0.05956844265614995,-0.00204900362339601,difference__ret_1_0__resff3_6_1,0.40324646859426877,0.03880284417251352,0.0020759179524838605,difference__ret_1_0__prc_highprc_252d,0.3311293714448528,0.038155056313615626,-0.0035937998717398387,difference__ret_1_0__ret_6_1,0.32847261980575954,0.041161129617483895,0.014538045775367594,difference__ret_6_1__ret_12_1,0.3198449174724606,0.03434669121305545,0.010788683722393546
2000-11-30,1995-11-30,2000-10-31,60,53999,51,5,0.002129768002905652,146,886,difference__ret_1_0__resff3_6_1,0.3911013170702326,0.037846665953240835,0.0010404431059720745,difference__ret_1_0__ret_12_1,0.38872100437281654,0.053276712761608974,0.009683920003997726,difference__ret_1_0__prc_highprc_252d,0.3625133227586828,0.04143825614670485,-0.0014449160405276737,difference__ret_1_0__ret_6_1,0.29419794189119897,0.03791121617847731,0.0005156565044806255,product__ret_1_0__ret_6_1,0.2557397420192639,0.01622084303028146,0.0028935197778477695
2000-12-31,1995-12-31,2000-11-30,60,53959,51,5,0.0019838884319883787,144,893,difference__ret_1_0__ret_12_1,0.3871347847448719,0.053085899042011976,0.009410232221711948,difference__ret_1_0__resff3_6_1,0.3792456269088492,0.03670587505048985,0.0015166982457319304,difference__ret_1_0__prc_highprc_252d,0.34925730931678994,0.03936139196986369,-0.0016143582238201432,difference__ret_1_0__ret_6_1,0.28861707910804113,0.03724764132756424,0.00036104329380795937,difference__ret_3_1__ret_12_1,0.24011882726717976,0.030462747794129316,0.0010351164373999912
2001-01-31,1996-01-31,2000-12-31,60,53927,51,5,0.0016562599962550717,146,885,difference__ret_1_0__resff3_6_1,0.354518991644007,0.034356646185598756,0.003693420979393892,difference__ret_1_0__ret_12_1,0.34289026409964946,0.04815552516545032,0.010334993898713164,difference__ret_1_0__prc_highprc_252d,0.2957332364183879,0.03475901355828882,-0.003348193834238992,difference__ret_1_0__ret_6_1,0.25544757692522574,0.033452268356326205,-0.0009326006335291319,identity__ret_1_0,0.24511227226544086,0.03388019470478124,-0.0014479706914236586
2001-02-28,1996-02-29,2001-01-31,60,53896,51,5,0.002342296631355101,147,906,difference__ret_1_0__resff3_6_1,0.383757177092291,0.042893319920355916,0.004625915873476562,difference__ret_1_0__ret_12_1,0.3558316064521688,0.05243221745143334,0.008493311196041499,difference__ret_1_0__prc_highprc_252d,0.3307130573120082,0.04511924138724437,-0.0007068548376913886,difference__ret_1_0__ret_6_1,0.2870547198973802,0.04154649896248039,-0.0014859449143519465,product__ret_1_0__ret_3_1,0.28293784435899905,0.017231504056653208,0.004472791876795933
2001-03-31,1996-03-31,2001-02-28,60,53876,51,5,0.002305978838262557,149,916,difference__ret_1_0__resff3_6_1,0.3741486119583589,0.04208060886990775,0.0033839767969554304,difference__ret_1_0__ret_12_1,0.35756048034079596,0.05266547672695563,0.00865094234083622,difference__ret_1_0__prc_highprc_252d,0.3487726674601412,0.04746971006317195,0.0002929168674731063,difference__ret_1_0__ret_6_1,0.2863990609943457,0.041465988617374175,-0.0012432401912279454,product__ret_1_0__ret_3_1,0.2782892663796499,0.01698789465177948,0.004532796151138304
2001-04-30,1996-04-30,2001-03-31,60,53874,51,5,0.002397411738436994,150,919,difference__ret_1_0__resff3_6_1,0.3936183696912168,0.0440102113373999,0.004620077611809734,difference__ret_1_0__prc_highprc_252d,0.3655932986607432,0.04890712968110442,-8.780622638739962e-05,difference__ret_1_0__ret_12_1,0.3622827790937257,0.05328597029523179,0.008755266766345386,product__ret_1_0__ret_3_1,0.30124709829303675,0.018389990228889937,0.004973664511169907,difference__ret_1_0__ret_6_1,0.2954350651633017,0.04269310562075128,-0.002046082157044724
2001-05-31,1996-05-31,2001-04-30,60,53879,51,5,0.0025954273422921226,148,918,difference__ret_1_0__resff3_6_1,0.41244576877342565,0.046715196550363686,0.005234102610608425,difference__ret_1_0__prc_highprc_252d,0.3761574296179814,0.05069463874361297,0.00015757367106273217,difference__ret_1_0__ret_12_1,0.3682608209575053,0.05445622202222897,0.008791529623559427,difference__ret_1_0__ret_6_1,0.3079481972843865,0.04485141920847055,-0.0022440327907984683,product__ret_1_0__ret_3_1,0.2908639848737294,0.017466746610191968,0.0049656791760402386
2001-06-30,1996-06-30,2001-05-31,60,53881,51,5,0.002494530054330757,147,913,difference__ret_1_0__resff3_6_1,0.4048690452482972,0.04589153120957238,0.004252744983774301,difference__ret_1_0__ret_12_1,0.3746606743892909,0.05522545317081616,0.008899207855422576,difference__ret_1_0__prc_highprc_252d,0.363330258084163,0.04912861865178205,-0.0006650852477908172,difference__ret_1_0__ret_6_1,0.31729912494475593,0.0460093198688319,-0.0009046853045788804,product__ret_1_0__ret_3_1,0.27764271885646435,0.016775959369012147,0.004668088155330723
2001-07-31,1996-07-31,2001-06-30,60,53879,51,5,0.0024233158340657424,153,931,difference__ret_1_0__resff3_6_1,0.4138381224470639,0.04692114292099,0.003994952734045254,difference__ret_1_0__ret_12_1,0.39357128268284736,0.05877011864036163,0.01037825274540072,difference__ret_1_0__prc_highprc_252d,0.3726303193399493,0.0511881601409835,-0.0009834746013608325,difference__ret_1_0__ret_6_1,0.33313925612702855,0.048262902331629796,-0.0004541337475707494,identity__ret_1_0,0.2733591820002904,0.04312823480182393,-0.0007570042652339309
2001-08-31,1996-08-31,2001-07-31,60,53895,51,5,0.002820815083449224,152,932,difference__ret_1_0__resff3_6_1,0.4232225002401446,0.04787827895657552,-0.0027012833514103766,difference__ret_1_0__ret_12_1,0.4018523781111339,0.06002977570341925,0.012936243301462213,difference__ret_1_0__prc_highprc_252d,0.39771183494670487,0.05470223821424035,-0.000510651726659129,difference__ret_1_0__ret_6_1,0.333857267335137,0.04837451981595116,-0.0017548735000586684,identity__resff3_6_1,0.2708063262612504,-0.03236319620316406,-0.007244102783150467
2001-09-30,1996-09-30,2001-08-31,60,53907,51,5,0.0031480832084400667,157,946,difference__ret_1_0__prc_highprc_252d,0.42042665966419124,0.05813608348140628,0.0014770338319475388,difference__ret_1_0__resff3_6_1,0.41023250142058765,0.04676722698848472,-0.003929312295137084,difference__ret_1_0__ret_12_1,0.40218952581036527,0.060085128846643174,0.01531643613644435,difference__ret_1_0__ret_6_1,0.30829278594746484,0.045255151555499674,-0.006261988086762771,identity__resff3_6_1,0.29687653644965617,-0.03565135551554926,-0.009818187000656361
2001-10-31,1996-10-31,2001-09-30,60,53938,51,5,0.0024945780033491793,158,940,difference__ret_1_0__resff3_6_1,0.4087059425032915,0.0464482676520583,0.0034965952899162116,difference__ret_1_0__ret_12_1,0.4047692125344141,0.060557345399288115,0.01121848115659555,difference__ret_1_0__prc_highprc_252d,0.3947018848265213,0.054216981505848284,0.0005206231184857734,difference__ret_1_0__ret_6_1,0.3183467063496037,0.047503068438129084,0.000355229412818816,difference__ret_1_0__ret_3_1,0.2670291001310223,0.03511409949269153,-0.0032427979683117736
2001-11-30,1996-11-30,2001-10-31,60,53965,51,5,0.002333983247726823,160,940,difference__ret_1_0__resff3_6_1,0.3848698089013853,0.04448365049106388,-0.0012783626429399386,difference__ret_1_0__ret_12_1,0.36451832547379814,0.05655103952889045,0.01299329849417757,difference__ret_1_0__prc_highprc_252d,0.33021136834756193,0.04837231092027147,-0.00172998548136856,difference__ret_1_0__ret_6_1,0.2826365093943048,0.04358107636702204,-0.0021760372667935517,identity__resff3_6_1,0.22528135942291716,-0.027850764412627564,-0.005786577980365104
2001-12-31,1996-12-31,2001-11-30,60,53991,51,5,0.002380232534637483,157,938,difference__ret_1_0__resff3_6_1,0.3781779949975192,0.04376572018177551,-0.0012029922035609539,difference__ret_1_0__ret_12_1,0.36432134309282516,0.056522111688606574,0.013787353279862238,difference__ret_1_0__prc_highprc_252d,0.3230363648985996,0.047396021253149706,-0.001977902723721277,difference__ret_1_0__ret_6_1,0.2716216823417375,0.04197373561639094,-0.003097295860858253,identity__resff3_6_1,0.22457325462716038,-0.027772426062551616,-0.006131959413659383
2002-01-31,1997-01-31,2001-12-31,60,54016,51,5,0.0024438667935017255,160,945,difference__ret_1_0__resff3_6_1,0.37489468400822396,0.04319209534871126,-0.0013896193669211538,difference__ret_1_0__ret_12_1,0.3606715597382156,0.05572390411630545,0.014177008445624846,difference__ret_1_0__prc_highprc_252d,0.32735039158421936,0.04819926812063578,-0.0012483993687920807,difference__ret_1_0__ret_6_1,0.2631973362364375,0.040341588455877424,-0.004516167018124183,identity__resff3_6_1,0.23424518087498003,-0.029165744019733656,-0.007079114598982041
2002-02-28,1997-02-28,2002-01-31,60,54039,51,5,0.002883857981203053,162,956,difference__ret_1_0__ret_12_1,0.3744252604998161,0.05789139405455112,0.016557909253921265,difference__ret_1_0__resff3_6_1,0.3738393937075021,0.04305507878230185,-0.002593825013374296,difference__ret_1_0__prc_highprc_252d,0.3225860459298975,0.04718799328622728,-0.0016496972373491736,difference__ret_1_0__ret_6_1,0.25830879457945116,0.039617110180183907,-0.005844622273136026,identity__resff3_6_1,0.24935367214675858,-0.031202907314591754,-0.00864886847491764
2002-03-31,1997-03-31,2002-02-28,60,54064,51,5,0.002555578661484814,165,957,difference__ret_1_0__ret_12_1,0.36969566749836197,0.05719717320602722,0.002878040799238661,difference__ret_1_0__resff3_6_1,0.36125198864019603,0.04170057197696954,0.004457605479674142,difference__ret_1_0__prc_highprc_252d,0.2841818556685285,0.0419326380056502,0.004879783340064053,difference__ret_1_0__ret_6_1,0.256726152050258,0.03937430752663316,-0.0038371824243679993,difference__ret_12_1__prc_highprc_252d,0.2457143738522547,-0.04298497949891072,-0.008522123428823867
2002-04-30,1997-04-30,2002-03-31,60,54087,51,5,0.002604917434106402,161,956,difference__ret_1_0__ret_12_1,0.36844690480419406,0.05684206652386099,0.005797464633842879,difference__ret_1_0__resff3_6_1,0.3587399784097452,0.04116799567816434,0.006809690850422655,difference__ret_1_0__prc_highprc_252d,0.29824424357722046,0.045212698012158804,-0.0007619534013900017,difference__ret_1_0__ret_6_1,0.2443611431762349,0.037007124017074074,0.0006817817596198565,difference__ret_6_1__ret_12_1,0.23938757931478707,0.032547192751565195,0.006094488355749752
2002-05-31,1997-05-31,2002-04-30,60,54110,51,5,0.0027389028096582724,165,960,difference__ret_1_0__ret_12_1,0.38354529732425807,0.05891410125699692,0.006286811343714388,difference__ret_1_0__resff3_6_1,0.3686751424757738,0.04239173739006175,0.006540976934496038,difference__ret_1_0__prc_highprc_252d,0.33032779155196784,0.04948747997365983,0.0004569822199203872,difference__ret_6_1__ret_12_1,0.2516723990025574,0.03419204905695402,0.0058374456018689186,difference__ret_1_0__ret_6_1,0.24574755459441938,0.03720165074362999,-0.0002229408044973167
2002-06-30,1997-06-30,2002-05-31,60,54140,51,5,0.0034357125817675582,164,960,difference__ret_1_0__ret_12_1,0.38425225234474375,0.0590387580116663,0.015392515356625908,difference__ret_1_0__resff3_6_1,0.37880150289735687,0.043781727201456365,-0.008748118149601337,difference__ret_1_0__prc_highprc_252d,0.3448346523068947,0.0523928390414014,-0.0011865523832779628,identity__resff3_6_1,0.2687313333670842,-0.03638826450810569,-0.011099584845535554,product__ret_6_1__prc_highprc_252d,0.2575602615088582,-0.024434153327481098,-0.0023052540181297946
2002-07-31,1997-07-31,2002-06-30,60,54181,51,5,0.0032401065401310714,161,961,difference__ret_1_0__ret_12_1,0.3699830001254184,0.05569285271412172,0.013807206606664136,difference__ret_1_0__resff3_6_1,0.36265975073896517,0.04142711524575267,-0.009195531868288054,difference__ret_1_0__prc_highprc_252d,0.35620313201177956,0.05447009162958746,0.0005776347795635299,identity__resff3_6_1,0.2665612212810585,-0.03606186350100748,-0.011267186932366795,product__ret_6_1__prc_highprc_252d,0.258310931544821,-0.024514999547288703,-0.002310497280682946
2002-08-31,1997-08-31,2002-07-31,60,54224,51,5,0.0034239326977864026,162,958,difference__ret_1_0__ret_12_1,0.38966012384606186,0.05828749563567349,0.014103596586944395,difference__ret_1_0__prc_highprc_252d,0.37950968453903633,0.05730675663921885,0.0009526981477827315,difference__ret_1_0__resff3_6_1,0.376273415693389,0.04281549426729952,-0.009403787307674986,identity__resff3_6_1,0.2800253807124553,-0.03769600389999776,-0.011311003258310071,product__ret_6_1__prc_highprc_252d,0.27618880447607885,-0.026010151209828532,-0.0023969170478644114
2002-09-30,1997-09-30,2002-08-31,60,54268,51,5,0.0028009565359545796,166,964,difference__ret_1_0__ret_12_1,0.3944945955084518,0.05934302534904322,0.01011879464612564,difference__ret_1_0__prc_highprc_252d,0.3892128738149845,0.05940678231811109,0.003374529090935515,difference__ret_1_0__resff3_6_1,0.3681750901885287,0.04201288404554711,-0.00030077368936766793,product__ret_12_1__prc_highprc_252d,0.2905444975457402,-0.02890598219604658,-0.0009100736695916391,product__ret_6_1__prc_highprc_252d,0.2896186317000639,-0.02744103590779776,-0.0027161147549214924
2002-10-31,1997-10-31,2002-09-30,60,54310,51,5,0.003531957316814882,166,961,difference__ret_1_0__ret_12_1,0.40574798862618316,0.06087736284331953,0.015396487202744408,difference__ret_1_0__resff3_6_1,0.3922722451359817,0.044539330514474146,-0.008808492622898048,difference__ret_1_0__prc_highprc_252d,0.369519918581108,0.056968072270287454,-0.0007463781772747996,identity__resff3_6_1,0.2894689737808695,-0.03889611356416789,-0.011315862733032056,product__ret_12_1__prc_highprc_252d,0.28741555188249923,-0.02863596187645497,-0.0021850086676152634
2002-11-30,1997-11-30,2002-10-31,60,54337,51,5,0.003124079979218264,167,962,difference__ret_1_0__resff3_6_1,0.39811111648230624,0.04503129168445056,-0.006790220211975689,difference__ret_1_0__ret_12_1,0.352867660441015,0.056142321615495025,0.015345927200530707,identity__resff3_6_1,0.30206962888860495,-0.040581206932604336,-0.012109740890411131,difference__ret_1_0__prc_highprc_252d,0.27426201988755594,0.04706009004686731,-0.004783681946394126,product__ret_12_1__prc_highprc_252d,0.2627110630861267,-0.02644189454519124,-0.0015726503886119105
2002-12-31,1997-12-31,2002-11-30,60,54370,51,5,0.0029080849918466933,159,959,difference__ret_1_0__resff3_6_1,0.4286735580723787,0.049068461732602944,0.0037419283420934853,difference__ret_1_0__ret_12_1,0.3851582250290755,0.06488307184572017,0.012655621329034222,difference__ret_1_0__prc_highprc_252d,0.28820617811692956,0.05148940374182797,-0.0035562891715437517,product__prc_highprc_252d__resff3_6_1,0.28521160800530604,-0.019816384133056565,-0.003176011163965945,product__ret_12_1__prc_highprc_252d,0.2836601597068697,-0.029365533476923788,-0.0011414641935180525
2003-01-31,1998-01-31,2002-12-31,60,54409,51,5,0.0028083932193337935,157,956,difference__ret_1_0__resff3_6_1,0.4024883408851844,0.04561561405230435,0.003217231263069007,difference__ret_1_0__ret_12_1,0.3746821594859194,0.06290275119285198,0.012689249424528978,product__prc_highprc_252d__resff3_6_1,0.2931432873755387,-0.020363714322467138,-0.0032787721271982755,difference__ret_1_0__prc_highprc_252d,0.28227937467791464,0.05038237585463874,-0.003372545378511649,product__ret_12_1__prc_highprc_252d,0.2764931929520547,-0.028687267232648243,-0.0011483538552285448
2003-02-28,1998-02-28,2003-01-31,60,54438,51,5,0.002844230184176011,154,958,difference__ret_1_0__resff3_6_1,0.416052395716816,0.04677072854990268,0.0032615102587420517,difference__ret_1_0__ret_12_1,0.37948776617122826,0.06368118700203952,0.012158909070780778,difference__ret_1_0__prc_highprc_252d,0.30409297490763865,0.05395522128073835,-0.002573796116516731,product__prc_highprc_252d__resff3_6_1,0.299520937526018,-0.020871262905726395,-0.0033969463385991193,product__ret_12_1__prc_highprc_252d,0.27757208117317217,-0.02877638232047613,-0.00120333770311258
2003-03-31,1998-03-31,2003-02-28,60,54468,51,5,0.002760350333368744,160,960,difference__ret_1_0__resff3_6_1,0.39440804179996214,0.0442134797029805,0.002948270583089536,difference__ret_1_0__ret_12_1,0.37126437275337976,0.06222352996678155,0.012290279861731236,difference__ret_1_0__prc_highprc_252d,0.2991482736287814,0.05302787274214831,-0.002638471736924076,product__prc_highprc_252d__resff3_6_1,0.274164573313079,-0.019256812427903572,-0.0032764258353125517,product__ret_12_1__prc_highprc_252d,0.2703878180320238,-0.028035290953196335,-0.0012208031070895262
2003-04-30,1998-04-30,2003-03-31,60,54502,51,5,0.00264036013739255,165,963,difference__ret_1_0__resff3_6_1,0.4089540358883348,0.04581243899610547,0.004473803296398153,difference__ret_1_0__ret_12_1,0.3476810320053033,0.05891166368033083,0.011319848936442488,product__prc_highprc_252d__resff3_6_1,0.2993655844641789,-0.021209177613845342,-0.004362450453371413,difference__ret_1_0__prc_highprc_252d,0.28264459535513503,0.050749623677572,-0.0033713170681295692,product__ret_6_1__prc_highprc_252d,0.2781920010336459,-0.026405869036247778,8.943263488052876e-05
2003-05-31,1998-05-31,2003-04-30,60,54535,51,5,0.002914262661301459,163,966,difference__ret_1_0__resff3_6_1,0.3958154600000964,0.0436184374893653,-0.005216415912993726,difference__ret_1_0__ret_12_1,0.31206636631394225,0.05358669532252039,0.011304705982020546,product__prc_highprc_252d__resff3_6_1,0.2901521378149429,-0.020430954518661167,-0.004672038666803871,identity__resff3_6_1,0.2736806808390093,-0.03660373760349523,-0.010159852302542367,product__ret_6_1__prc_highprc_252d,0.25445688782665876,-0.02412453824219867,0.0009022782750386059
2003-06-30,1998-06-30,2003-05-31,60,54571,51,5,0.0028368949117086872,164,965,difference__ret_1_0__resff3_6_1,0.39012455392648676,0.043003050255626736,-0.0029885455141117822,difference__ret_1_0__ret_12_1,0.2974360735556919,0.0509250827276211,0.014740096875385751,product__prc_highprc_252d__resff3_6_1,0.2554436099805366,-0.017911136273791595,-0.0036659979937152284,identity__resff3_6_1,0.24889705878050775,-0.03277673650965634,-0.00969317003255448,difference__ret_1_0__prc_highprc_252d,0.22877398767985707,0.04153014902518047,-0.006978290903760737
2003-07-31,1998-07-31,2003-06-30,60,54617,51,5,0.002739476670094665,167,970,difference__ret_1_0__resff3_6_1,0.3916180304452909,0.043124420014372916,-0.001761251976877207,difference__ret_1_0__ret_12_1,0.29018550500041784,0.04979829082861809,0.014793699630539541,product__prc_highprc_252d__resff3_6_1,0.24525094165046868,-0.017277704622392583,-0.0034825726778416563,identity__resff3_6_1,0.22709001434406356,-0.0301741033546684,-0.008646918039466149,difference__ret_1_0__prc_highprc_252d,0.21348093818552397,0.03898088130630914,-0.007821015183609505
